Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Гудермесская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №436	УИК №450	УИК №463									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	305	5	7	5	7	7	5	5	5	5	5	5	7	7	5	5	5	3	7	7	7	7	3	5	5	5	5	3	7	5	5	5	7	5	5	7	5	15	17	3	3	7	5	5	5	5	42	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	70	1	0	1	1	0	4	2	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	7	7	1	0	0	0	0	0	2	34	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	2	1	2	0	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	235	4	7	4	6	7	1	3	5	5	5	4	7	6	3	5	5	3	7	6	7	7	3	5	5	5	5	3	5	5	5	5	6	5	5	7	3	8	10	2	3	7	5	5	5	3	8	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	3	0	1	2	0	0	0	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	276	3	2	8	7	7	3	9	2	6	5	3	11	6	6	2	12	0	4	13	15	8	3	6	5	7	4	2	8	5	2	6	11	7	4	4	6	7	12	2	3	9	9	8	7	3	2	2									
		0.35%	0.22%	0.07%	0.53%	0.24%	0.24%	0.24%	0.51%	0.19%	0.46%	0.38%	0.17%	0.39%	0.34%	0.43%	0.13%	0.64%	0.00%	0.23%	0.48%	0.52%	0.39%	0.31%	0.48%	0.29%	0.37%	0.41%	0.26%	0.38%	0.33%	0.10%	0.34%	0.52%	0.42%	0.22%	0.15%	0.39%	0.57%	0.43%	0.43%	0.38%	0.36%	0.83%	0.40%	0.62%	0.31%	0.16%	0.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	587	8	18	9	21	14	10	13	6	9	11	14	17	12	10	9	14	7	18	23	21	15	11	14	18	21	9	6	17	13	20	8	17	12	9	18	15	11	18	4	7	18	12	17	2	4	2	5									
		0.75%	0.58%	0.65%	0.59%	0.72%	0.49%	0.81%	0.74%	0.58%	0.69%	0.84%	0.80%	0.60%	0.67%	0.72%	0.58%	0.75%	1.56%	1.05%	0.85%	0.73%	0.73%	1.15%	1.12%	1.05%	1.11%	0.93%	0.78%	0.80%	0.86%	0.99%	0.45%	0.80%	0.72%	0.50%	0.67%	0.98%	0.90%	0.65%	0.86%	0.89%	0.73%	1.10%	0.85%	0.18%	0.42%	0.16%	1.14%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	107	1	2	3	9	12	2	1	4	0	0	2	7	3	0	1	0	1	1	1	4	0	1	1	1	0	0	0	2	2	1	5	1	4	2	8	1	2	5	0	4	5	1	1	0	2	4	0									
		0.14%	0.07%	0.07%	0.20%	0.31%	0.42%	0.16%	0.06%	0.38%	0.00%	0.00%	0.11%	0.25%	0.17%	0.00%	0.06%	0.00%	0.22%	0.06%	0.04%	0.14%	0.00%	0.10%	0.08%	0.06%	0.00%	0.00%	0.00%	0.09%	0.13%	0.05%	0.28%	0.05%	0.24%	0.11%	0.30%	0.07%	0.16%	0.18%	0.00%	0.51%	0.20%	0.09%	0.05%	0.00%	0.21%	0.33%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	76700	1358	2724	1488	2871	2823	1204	1720	1017	1268	1278	1719	2780	1742	1356	1504	1831	440	1674	2640	2822	1997	932	1218	1686	1853	942	751	2078	1475	1977	1725	2066	1639	1749	2634	1497	1195	2722	455	765	2413	1064	1961	1102	934	1187	424									
		97.76%	97.77%	97.77%	97.83%	97.79%	97.82%	97.73%	97.78%	97.69%	97.84%	97.71%	97.78%	97.82%	97.76%	97.76%	97.73%	97.81%	97.78%	97.72%	97.89%	97.85%	97.80%	97.69%	97.75%	97.91%	97.84%	97.72%	97.53%	97.79%	97.81%	97.82%	97.79%	97.78%	97.79%	97.71%	97.81%	97.72%	97.79%	97.77%	97.64%	97.70%	97.85%	97.70%	97.81%	97.61%	97.70%	97.06%	96.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	274	6	11	2	9	12	4	3	5	3	8	5	7	9	5	7	5	0	4	7	6	8	3	4	7	9	5	2	8	6	7	7	1	6	8	9	4	3	8	2	0	9	0	7	9	5	13	6									
		0.35%	0.43%	0.39%	0.13%	0.31%	0.42%	0.32%	0.17%	0.48%	0.23%	0.61%	0.28%	0.25%	0.51%	0.36%	0.45%	0.27%	0.00%	0.23%	0.26%	0.21%	0.39%	0.31%	0.32%	0.41%	0.48%	0.52%	0.26%	0.38%	0.40%	0.35%	0.40%	0.05%	0.36%	0.45%	0.33%	0.26%	0.25%	0.29%	0.43%	0.00%	0.36%	0.00%	0.35%	0.80%	0.52%	1.06%	1.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0									
		0.01%	0.00%	0.00%	0.00%	0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.07%	0.00%	0.00%	0.05%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.04%	0.00%	0.00%	0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	89	3	5	2	7	3	2	3	2	1	2	3	4	1	2	3	1	0	1	2	3	3	0	1	1	2	1	0	2	1	4	1	3	1	1	4	1	1	3	0	0	3	1	2	1	1	1	0									
		0.11%	0.22%	0.18%	0.13%	0.24%	0.10%	0.16%	0.17%	0.19%	0.08%	0.15%	0.17%	0.14%	0.06%	0.14%	0.19%	0.05%	0.00%	0.06%	0.07%	0.10%	0.15%	0.00%	0.08%	0.06%	0.11%	0.10%	0.00%	0.09%	0.07%	0.20%	0.06%	0.14%	0.06%	0.06%	0.15%	0.07%	0.08%	0.11%	0.00%	0.00%	0.12%	0.09%	0.10%	0.09%	0.10%	0.08%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	1	3	1	0	0	0	0	0	2	1	0	2	0	1	0	0	0	1	0	2	1	1	0	0	0	0	3	3	0	4	1	0	1	1	1	0	1	3	0	0	0	0	0	1	0	0	1									
		0.05%	0.07%	0.11%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.08%	0.00%	0.07%	0.00%	0.07%	0.00%	0.00%	0.00%	0.06%	0.00%	0.07%	0.05%	0.10%	0.00%	0.00%	0.00%	0.00%	0.39%	0.14%	0.00%	0.20%	0.06%	0.00%	0.06%	0.06%	0.04%	0.00%	0.08%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.23%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	10	0	1	0	0	1	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0									
		0.01%	0.00%	0.04%	0.00%	0.00%	0.03%	0.00%	0.11%	0.00%	0.00%	0.00%	0.06%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	231	7	14	7	3	8	6	7	2	4	1	9	8	7	5	6	5	0	8	5	6	7	2	2	3	2	2	3	2	4	6	8	10	2	13	7	3	2	2	1	2	7	0	3	5	5	10	0									
		0.29%	0.50%	0.50%	0.46%	0.10%	0.28%	0.49%	0.40%	0.19%	0.31%	0.08%	0.51%	0.28%	0.39%	0.36%	0.39%	0.27%	0.00%	0.47%	0.19%	0.21%	0.34%	0.21%	0.16%	0.17%	0.11%	0.21%	0.39%	0.09%	0.27%	0.30%	0.45%	0.47%	0.12%	0.73%	0.26%	0.20%	0.16%	0.07%	0.21%	0.26%	0.28%	0.00%	0.15%	0.44%	0.52%	0.82%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	102	2	4	1	6	5	0	1	2	3	1	2	3	1	1	5	4	2	1	5	4	3	0	0	0	0	0	1	3	1	0	3	2	4	1	7	3	0	9	1	0	1	1	6	0	1	2	0									
		0.13%	0.14%	0.14%	0.07%	0.20%	0.17%	0.00%	0.06%	0.19%	0.23%	0.08%	0.11%	0.11%	0.06%	0.07%	0.32%	0.21%	0.44%	0.06%	0.19%	0.14%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.14%	0.07%	0.00%	0.17%	0.09%	0.24%	0.06%	0.26%	0.20%	0.00%	0.32%	0.21%	0.00%	0.04%	0.09%	0.30%	0.00%	0.10%	0.16%	0.00%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
