Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Кигинская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №3498									
24	"6. Политическая партия ""Гражданская Платформа"""	83	0	1	0	0	0	0	0	0	5	49	14	0	0	0	0	0	2	0	1	1	0	2	0	1	0	1	0	2	1	3	0	0									
		0.69%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	2.43%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.61%	0.39%	0.00%	0.50%	0.00%	0.43%	0.00%	0.30%	0.00%	0.49%	0.79%	0.69%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1258	13	33	13	18	2	4	0	9	28	469	281	41	0	4	14	5	28	18	11	15	15	11	7	12	0	25	7	40	27	41	53	14									
		10.52%	4.19%	11.30%	8.72%	6.74%	1.80%	3.23%	0.00%	7.96%	8.54%	23.26%	18.33%	4.47%	0.00%	1.32%	9.52%	2.70%	5.38%	6.16%	6.75%	5.88%	5.43%	2.76%	6.09%	5.22%	0.00%	7.51%	3.30%	9.85%	21.26%	9.43%	12.59%	2.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	73	0	0	0	1	0	0	0	4	2	52	9	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0									
		0.61%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	3.54%	0.61%	2.58%	0.59%	0.22%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	72	0	0	0	2	0	0	0	0	0	56	1	0	0	0	0	0	3	2	0	1	1	0	0	0	0	1	0	0	1	0	4	0									
		0.60%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	2.78%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.68%	0.00%	0.39%	0.36%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.79%	0.00%	0.95%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	107	1	1	0	0	0	1	0	0	0	94	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0									
		0.90%	0.32%	0.34%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	4.66%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.25%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	0	1	0	1	0	0	0	0	2	52	0	4	0	2	0	0	1	1	6	0	1	0	0	1	0	1	0	1	0	2	0	0									
		0.64%	0.00%	0.34%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.61%	2.58%	0.00%	0.44%	0.00%	0.66%	0.00%	0.00%	0.19%	0.34%	3.68%	0.00%	0.36%	0.00%	0.00%	0.43%	0.00%	0.30%	0.00%	0.25%	0.00%	0.46%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1707	48	45	16	73	17	45	28	31	54	179	165	177	8	43	14	2	89	107	26	26	33	48	15	38	37	44	15	102	7	101	58	16									
		14.28%	15.48%	15.41%	10.74%	27.34%	15.32%	36.29%	22.95%	27.43%	16.46%	8.88%	10.76%	19.30%	6.35%	14.14%	9.52%	1.08%	17.12%	36.64%	15.95%	10.20%	11.96%	12.06%	13.04%	16.52%	16.37%	13.21%	7.08%	25.12%	5.51%	23.22%	13.78%	3.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	93	0	1	0	1	2	0	0	0	3	59	8	1	0	0	0	0	3	0	0	1	0	3	0	0	0	0	0	3	1	5	2	0									
		0.78%	0.00%	0.34%	0.00%	0.37%	1.80%	0.00%	0.00%	0.00%	0.91%	2.93%	0.52%	0.11%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.39%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.79%	1.15%	0.48%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	336	2	15	1	18	4	7	9	6	5	82	4	45	3	0	3	0	7	8	2	14	10	6	0	15	0	5	12	8	3	14	28	0									
		2.81%	0.65%	5.14%	0.67%	6.74%	3.60%	5.65%	7.38%	5.31%	1.52%	4.07%	0.26%	4.91%	2.38%	0.00%	2.04%	0.00%	1.35%	2.74%	1.23%	5.49%	3.62%	1.51%	0.00%	6.52%	0.00%	1.50%	5.66%	1.97%	2.36%	3.22%	6.65%	0.00%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
