Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Косихинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975									
		0.38%	0.67%	0.60%	0.51%	0.00%	0.66%	0.23%	0.84%	1.35%	0.43%	0.26%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	2	9	2	1	4	1	3	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0									
		0.43%	0.67%	0.78%	0.51%	1.16%	0.53%	0.23%	1.26%	0.00%	0.00%	0.00%	0.78%	1.10%	0.00%	0.00%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%	1.92%	0.00%	0.00%	0.40%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	1	5	0	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0									
		0.22%	0.00%	0.09%	1.28%	0.00%	0.13%	0.46%	0.00%	1.35%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.59%	0.40%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	2	16	7	1	2	4	0	0	0	5	0	2	1	2	2	0	0	3	0	1	0	1	1	0	3									
		0.85%	0.67%	1.38%	1.79%	1.16%	0.27%	0.93%	0.00%	0.00%	0.00%	1.31%	0.00%	2.20%	0.73%	0.64%	2.38%	0.00%	0.00%	0.77%	0.00%	0.58%	0.00%	1.35%	0.59%	0.00%	1.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	787	50	202	63	4	91	41	23	6	20	39	13	4	11	69	1	4	4	28	3	27	4	8	13	37	22									
		12.55%	16.84%	17.40%	16.11%	4.65%	12.10%	9.51%	9.66%	8.11%	8.51%	10.24%	10.08%	4.40%	8.03%	22.04%	1.19%	6.90%	8.51%	7.22%	4.62%	15.61%	7.69%	10.81%	7.69%	14.74%	11.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	2	2	1	1	4	1	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	1	1									
		0.32%	0.67%	0.17%	0.26%	1.16%	0.53%	0.23%	0.42%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	1.72%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.59%	0.40%	0.52%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1094	33	168	65	14	188	117	55	23	27	54	18	8	27	54	7	9	5	66	3	44	3	25	27	23	31									
		17.45%	11.11%	14.47%	16.62%	16.28%	25.00%	27.15%	23.11%	31.08%	11.49%	14.17%	13.95%	8.79%	19.71%	17.25%	8.33%	15.52%	10.64%	17.01%	4.62%	25.43%	5.77%	33.78%	15.98%	9.16%	15.98%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
