Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Карталинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	7	5	5	8	5	5	6	5	7	4	11	8	6	11	7	6	15	12	7	11	8	4	11	3	3	7	3	3	3	5	4	3	5	3	3	5	3	3	4	3	3	5	4	3	5	3	3	3	17	3	3	5	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	207	7	5	1	7	4	5	6	5	2	1	11	8	6	11	7	6	15	12	7	6	8	3	11	2	3	6	0	0	0	1	2	1	2	0	0	3	0	0	4	0	0	1	2	0	3	2	0	2	17	0	1	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	225	3	2	3	9	3	5	5	3	5	2	7	9	14	7	4	9	13	5	6	3	4	5	9	1	0	2	1	0	2	1	2	1	3	0	0	0	0	1	7	2	4	2	19	3	3	2	2	0	14	3	1	10	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	93	0	0	4	1	1	0	0	0	5	3	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	1	3	3	3	4	2	2	3	3	3	2	3	3	0	3	3	4	2	3	2	1	3	1	0	3	2	4	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	429	1	7	9	7	3	8	11	0	12	5	6	9	13	21	6	10	19	24	8	6	6	12	10	1	2	14	2	3	6	25	10	2	15	1	0	5	1	1	9	5	1	4	3	2	35	6	1	3	18	6	2	27	6	0					
		1.88%	0.21%	1.42%	1.81%	1.39%	0.58%	1.67%	1.41%	0.00%	1.34%	1.71%	0.90%	1.33%	1.73%	3.13%	0.71%	1.27%	1.93%	2.12%	0.89%	0.92%	1.60%	4.33%	1.63%	1.00%	1.80%	4.44%	1.47%	3.09%	3.97%	5.18%	4.18%	1.12%	2.86%	1.33%	0.00%	1.07%	0.98%	1.61%	2.05%	3.70%	0.81%	0.59%	0.87%	1.28%	6.10%	2.62%	1.16%	2.75%	1.79%	2.87%	1.47%	5.52%	4.76%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	92	2	5	1	3	2	0	6	3	2	0	3	2	8	6	7	0	4	7	6	2	0	1	2	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	1	0	1	0	1	0	1	0	0	5	2	1					
		0.40%	0.42%	1.01%	0.20%	0.60%	0.39%	0.00%	0.77%	0.59%	0.22%	0.00%	0.45%	0.29%	1.07%	0.90%	0.83%	0.00%	0.41%	0.62%	0.67%	0.31%	0.00%	0.36%	0.33%	0.00%	0.90%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.30%	0.29%	0.00%	0.17%	0.00%	1.16%	0.00%	0.10%	0.00%	0.00%	1.02%	1.59%	0.63%					
20	3.Политическая партия «Демократическая партия России»	23	0	1	0	0	0	0	0	2	0	3	0	1	2	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0					
		0.10%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	1.03%	0.00%	0.15%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.36%	0.16%	0.00%	0.00%	0.32%	0.00%	1.03%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.29%	0.64%	0.35%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1581	24	28	43	32	29	22	47	14	48	10	42	61	76	59	74	71	103	97	58	43	22	6	33	5	1	43	6	0	7	40	5	8	29	13	2	29	3	7	19	8	12	59	16	13	36	19	12	5	47	11	13	53	7	11					
		6.91%	5.06%	5.68%	8.67%	6.35%	5.65%	4.60%	6.03%	2.73%	5.35%	3.42%	6.32%	8.99%	10.12%	8.81%	8.76%	9.03%	10.47%	8.56%	6.48%	6.61%	5.88%	2.17%	5.37%	5.00%	0.90%	13.65%	4.41%	0.00%	4.64%	8.28%	2.09%	4.47%	5.53%	17.33%	3.28%	6.20%	2.94%	11.29%	4.34%	5.93%	9.68%	8.73%	4.64%	8.33%	6.27%	8.30%	13.95%	4.59%	4.67%	5.26%	9.56%	10.84%	5.56%	6.92%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	83	2	3	0	0	0	0	0	1	0	2	2	2	1	5	3	6	7	6	2	5	1	0	3	0	0	2	0	0	0	4	1	0	1	0	0	1	0	1	1	2	0	3	0	0	2	1	0	1	4	3	1	2	0	2					
		0.36%	0.42%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.68%	0.30%	0.29%	0.13%	0.75%	0.36%	0.76%	0.71%	0.53%	0.22%	0.77%	0.27%	0.00%	0.49%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.83%	0.42%	0.00%	0.19%	0.00%	0.00%	0.21%	0.00%	1.61%	0.23%	1.48%	0.00%	0.44%	0.00%	0.00%	0.35%	0.44%	0.00%	0.92%	0.40%	1.44%	0.74%	0.41%	0.00%	1.26%					
23	6.Политическая партия «Партия социальной справедливости»	32	0	1	0	1	2	0	1	0	0	0	2	0	0	2	2	1	2	0	1	1	2	0	2	1	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0					
		0.14%	0.00%	0.20%	0.00%	0.20%	0.39%	0.00%	0.13%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.30%	0.24%	0.13%	0.20%	0.00%	0.11%	0.15%	0.53%	0.00%	0.33%	1.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.21%	0.00%	0.56%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.64%	0.17%	0.00%	0.00%	0.00%	0.10%	0.00%	0.74%	0.20%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2039	53	51	43	62	55	54	72	67	88	25	61	71	70	66	87	59	112	110	103	81	11	15	46	6	7	15	5	1	17	16	8	11	29	10	2	28	12	2	40	16	7	61	36	8	56	23	9	5	71	16	15	31	10	4					
		8.92%	11.18%	10.34%	8.67%	12.30%	10.72%	11.30%	9.23%	13.09%	9.81%	8.56%	9.17%	10.47%	9.32%	9.85%	10.30%	7.51%	11.38%	9.71%	11.51%	12.44%	2.94%	5.42%	7.48%	6.00%	6.31%	4.76%	3.68%	1.03%	11.26%	3.31%	3.35%	6.15%	5.53%	13.33%	3.28%	5.98%	11.76%	3.23%	9.13%	11.85%	5.65%	9.02%	10.43%	5.13%	9.76%	10.04%	10.47%	4.59%	7.05%	7.66%	11.03%	6.34%	7.94%	2.52%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1772	42	30	29	31	37	30	91	52	43	14	63	60	68	74	84	77	71	107	67	43	21	36	45	0	1	15	10	2	10	21	9	8	78	10	1	39	2	6	13	9	11	48	38	14	95	15	7	7	50	8	5	17	0	8					
		7.75%	8.86%	6.09%	5.85%	6.15%	7.21%	6.28%	11.67%	10.16%	4.79%	4.79%	9.47%	8.85%	9.05%	11.04%	9.94%	9.80%	7.22%	9.44%	7.49%	6.61%	5.61%	12.99%	7.32%	0.00%	0.90%	4.76%	7.35%	2.06%	6.62%	4.35%	3.77%	4.47%	14.89%	13.33%	1.64%	8.33%	1.96%	9.68%	2.97%	6.67%	8.87%	7.10%	11.01%	8.97%	16.55%	6.55%	8.14%	6.42%	4.97%	3.83%	3.68%	3.48%	0.00%	5.03%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	223	1	8	9	4	1	3	6	4	6	1	9	15	9	9	10	10	9	20	11	7	4	0	4	0	2	3	3	1	0	3	4	1	3	0	1	2	1	1	0	2	4	7	5	0	2	0	1	1	3	3	0	5	2	3					
		0.98%	0.21%	1.62%	1.81%	0.79%	0.19%	0.63%	0.77%	0.78%	0.67%	0.34%	1.35%	2.21%	1.20%	1.34%	1.18%	1.27%	0.91%	1.77%	1.23%	1.08%	1.07%	0.00%	0.65%	0.00%	1.80%	0.95%	2.21%	1.03%	0.00%	0.62%	1.67%	0.56%	0.57%	0.00%	1.64%	0.43%	0.98%	1.61%	0.00%	1.48%	3.23%	1.04%	1.45%	0.00%	0.35%	0.00%	1.16%	0.92%	0.30%	1.44%	0.00%	1.02%	1.59%	1.89%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16195	344	349	355	355	378	348	537	358	674	226	464	443	485	419	557	543	647	741	626	451	295	205	461	86	96	216	105	89	111	366	200	142	352	39	54	353	77	40	347	92	89	471	237	115	337	163	55	79	803	155	97	345	98	125					
		70.83%	72.57%	70.79%	71.57%	70.44%	73.68%	72.80%	68.85%	69.92%	75.14%	77.40%	69.77%	65.34%	64.58%	62.54%	65.92%	69.08%	65.75%	65.40%	69.94%	69.28%	78.88%	74.01%	74.96%	86.00%	86.49%	68.57%	77.21%	91.75%	73.51%	75.78%	83.68%	79.33%	67.18%	52.00%	88.52%	75.43%	75.49%	64.52%	79.22%	68.15%	71.77%	69.67%	68.70%	73.72%	58.71%	71.18%	63.95%	72.48%	79.74%	74.16%	71.32%	70.55%	77.78%	78.62%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	140	1	7	4	4	5	3	7	2	7	1	7	5	3	1	5	9	10	11	9	6	7	0	0	0	1	0	1	0	0	1	0	2	3	0	0	1	0	0	0	1	0	4	0	0	2	1	0	2	3	1	0	3	0	0					
		0.61%	0.21%	1.42%	0.81%	0.79%	0.97%	0.63%	0.90%	0.39%	0.78%	0.34%	1.05%	0.74%	0.40%	0.15%	0.59%	1.15%	1.02%	0.97%	1.01%	0.92%	1.87%	0.00%	0.00%	0.00%	0.90%	0.00%	0.74%	0.00%	0.00%	0.21%	0.00%	1.12%	0.57%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.74%	0.00%	0.59%	0.00%	0.00%	0.35%	0.44%	0.00%	1.83%	0.30%	0.48%	0.00%	0.61%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
