Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Карталинская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1713	УИК №1714					
14	Число погашенных неиспользованных открепительных удостоверений	30	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	2	0	0	0	1	0	1	1	2	2	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	5	4	1	5	4	3	1	0	0	5	4	2	4	4	1	0	2	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3219	134	91	85	144	164	166	64	206	146	254	270	136	187	112	56	17	76	8	8	34	6	10	9	56	35	15	54	7	1	43	10	2	44	8	15	92	47	22	78	26	12	19	71	85	9	10	45	16	14					
		17.85%	22.22%	19.16%	20.63%	18.44%	22.44%	21.01%	23.44%	23.25%	23.51%	24.38%	24.30%	18.73%	23.06%	19.72%	16.00%	7.76%	14.31%	8.99%	9.20%	12.59%	5.41%	11.90%	7.26%	12.79%	19.02%	11.03%	11.82%	17.07%	1.59%	10.36%	13.51%	4.08%	9.34%	4.17%	11.19%	13.79%	13.43%	11.83%	16.46%	14.86%	17.39%	23.17%	17.75%	22.19%	6.00%	9.52%	10.39%	20.78%	10.69%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2627	128	77	94	141	139	162	45	118	71	143	174	108	118	121	39	25	81	6	11	13	14	4	10	26	25	17	39	5	5	37	17	6	55	12	10	128	38	22	69	36	15	8	55	50	21	13	55	3	18					
		14.57%	21.23%	16.21%	22.82%	18.05%	19.02%	20.51%	16.48%	13.32%	11.43%	13.72%	15.66%	14.88%	14.55%	21.30%	11.14%	11.42%	15.25%	6.74%	12.64%	4.81%	12.61%	4.76%	8.06%	5.94%	13.59%	12.50%	8.53%	12.20%	7.94%	8.92%	22.97%	12.24%	11.68%	6.25%	7.46%	19.19%	10.86%	11.83%	14.56%	20.57%	21.74%	9.76%	13.75%	13.05%	14.00%	12.38%	12.70%	3.90%	13.74%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	154	6	2	4	5	6	12	2	8	8	11	14	4	11	4	0	1	4	0	0	2	0	0	1	3	0	0	3	1	0	5	0	0	3	0	0	10	2	0	5	1	0	1	2	4	3	0	3	2	1					
		0.85%	0.99%	0.42%	0.97%	0.64%	0.82%	1.52%	0.73%	0.90%	1.29%	1.06%	1.26%	0.55%	1.36%	0.70%	0.00%	0.46%	0.75%	0.00%	0.00%	0.74%	0.00%	0.00%	0.81%	0.68%	0.00%	0.00%	0.66%	2.44%	0.00%	1.20%	0.00%	0.00%	0.64%	0.00%	0.00%	1.50%	0.57%	0.00%	1.05%	0.57%	0.00%	1.22%	0.50%	1.04%	2.00%	0.00%	0.69%	2.60%	0.76%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3351	98	108	69	155	121	119	49	208	161	247	249	184	188	111	45	42	78	11	5	72	9	9	12	70	20	12	92	9	3	101	17	11	31	21	19	79	39	16	101	40	6	14	55	59	16	35	96	15	24					
		18.58%	16.25%	22.74%	16.75%	19.85%	16.55%	15.06%	17.95%	23.48%	25.93%	23.70%	22.41%	25.34%	23.18%	19.54%	12.86%	19.18%	14.69%	12.36%	5.75%	26.67%	8.11%	10.71%	9.68%	15.98%	10.87%	8.82%	20.13%	21.95%	4.76%	24.34%	22.97%	22.45%	6.58%	10.94%	14.18%	11.84%	11.14%	8.60%	21.31%	22.86%	8.70%	17.07%	13.75%	15.40%	10.67%	33.33%	22.17%	19.48%	18.32%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	325	11	5	6	22	20	11	5	24	18	24	27	25	22	6	7	6	8	1	1	0	2	1	1	6	0	0	1	0	0	3	0	2	4	0	3	10	0	1	6	2	0	5	8	4	3	0	11	2	1					
		1.80%	1.82%	1.05%	1.46%	2.82%	2.74%	1.39%	1.83%	2.71%	2.90%	2.30%	2.43%	3.44%	2.71%	1.06%	2.00%	2.74%	1.51%	1.12%	1.15%	0.00%	1.80%	1.19%	0.81%	1.37%	0.00%	0.00%	0.22%	0.00%	0.00%	0.72%	0.00%	4.08%	0.85%	0.00%	2.24%	1.50%	0.00%	0.54%	1.27%	1.14%	0.00%	6.10%	2.00%	1.04%	2.00%	0.00%	2.54%	2.60%	0.76%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7979	212	182	146	301	266	302	107	301	200	334	346	248	274	204	196	124	272	61	62	144	79	57	90	263	103	85	259	19	54	221	29	27	315	148	86	335	219	123	208	70	35	34	202	173	96	46	213	36	72					
		44.25%	35.16%	38.32%	35.44%	38.54%	36.39%	38.23%	39.19%	33.97%	32.21%	32.05%	31.14%	34.16%	33.79%	35.92%	56.00%	56.62%	51.22%	68.54%	71.26%	53.33%	71.17%	67.86%	72.58%	60.05%	55.98%	62.50%	56.67%	46.34%	85.71%	53.25%	39.19%	55.10%	66.88%	77.08%	64.18%	50.22%	62.57%	66.13%	43.88%	40.00%	50.72%	41.46%	50.50%	45.17%	64.00%	43.81%	49.19%	46.75%	54.96%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	62	4	2	4	3	2	3	0	3	5	3	2	4	1	1	3	0	2	0	0	0	0	0	0	1	0	4	1	0	0	2	0	0	2	0	0	2	1	0	1	0	1	0	1	1	0	0	3	0	0					
		0.34%	0.66%	0.42%	0.97%	0.38%	0.27%	0.38%	0.00%	0.34%	0.81%	0.29%	0.18%	0.55%	0.12%	0.18%	0.86%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	2.94%	0.22%	0.00%	0.00%	0.48%	0.00%	0.00%	0.42%	0.00%	0.00%	0.30%	0.29%	0.00%	0.21%	0.00%	1.45%	0.00%	0.25%	0.26%	0.00%	0.00%	0.69%	0.00%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
