Выборы Президента Российской Федерации																																																																	
																																																																	
Наименование Избирательной комиссии:    Приморская №28																																																																	
																																																																	
Итоги голосования 																																																																	
																																																																	
		Сумма	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535					
11	Число полученных открепительных  удостоверений	3991	85	80	70	80	75	70	70	70	60	60	80	65	85	75	55	70	80	80	85	75	80	80	70	70	70	85	80	85	80	80	85	75	65	55	65	70	65	70	85	70	70	55	75	75	80	65	50	50	15	70	65	65	70	75	70	70	16	0					
12	Число выданных открепительных удостоверений	1384	23	19	14	19	33	22	27	38	31	27	25	31	34	28	21	15	29	33	18	23	22	11	32	22	24	20	35	26	16	33	31	22	22	7	31	24	23	32	33	22	26	25	33	28	30	23	21	5	2	34	20	22	25	33	29	30	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1238	37	19	14	37	74	52	42	26	27	11	16	45	30	18	21	11	11	6	12	13	22	16	22	10	27	13	17	27	25	21	15	17	24	36	18	11	15	11	24	8	18	7	20	18	19	26	16	9	8	4	13	26	58	9	29	20	5	32					
14	Число неиспользованных открепительных удостоверений	2607	62	61	56	61	42	48	43	32	29	33	55	34	51	47	34	55	51	47	67	52	58	69	38	48	46	65	45	59	64	47	54	53	43	48	34	46	42	38	52	48	44	30	42	47	50	42	29	45	13	36	45	43	45	42	41	40	16	0					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																	
18	. Глазьев Сергей Юрьевич	3338	34	57	74	75	69	57	76	55	51	80	101	53	71	70	47	54	55	81	64	48	79	56	67	54	49	68	73	74	82	72	94	59	53	39	67	49	52	47	59	41	71	44	50	50	86	53	38	23	4	61	49	45	53	61	47	67	13	17					
		4.40%	2.39%	3.72%	5.09%	4.82%	4.75%	4.24%	5.28%	4.10%	4.45%	6.60%	6.25%	4.03%	4.33%	4.90%	4.34%	4.08%	3.54%	5.46%	4.14%	3.33%	4.87%	3.88%	4.90%	3.88%	3.75%	4.22%	4.82%	4.47%	5.43%	4.54%	5.81%	3.91%	4.39%	4.05%	5.42%	3.54%	4.23%	3.36%	3.82%	3.26%	5.23%	4.15%	3.81%	3.59%	5.78%	4.22%	5.19%	4.39%	2.60%	4.52%	4.27%	3.69%	4.15%	3.98%	3.49%	5.06%	3.56%	4.04%					
19	. Малышкин Олег Александрович	573	8	9	10	6	17	13	13	10	16	7	10	10	10	5	11	14	14	13	14	10	9	13	9	8	10	7	11	6	12	19	9	13	8	4	8	12	9	8	20	12	14	2	15	7	11	10	3	5	1	13	7	10	6	14	7	10	7	4					
		0.75%	0.56%	0.59%	0.69%	0.39%	1.17%	0.97%	0.90%	0.75%	1.39%	0.58%	0.62%	0.76%	0.61%	0.35%	1.02%	1.06%	0.90%	0.88%	0.91%	0.69%	0.56%	0.90%	0.66%	0.58%	0.77%	0.43%	0.73%	0.36%	0.79%	1.20%	0.56%	0.86%	0.66%	0.42%	0.65%	0.87%	0.73%	0.57%	1.29%	0.95%	1.03%	0.19%	1.14%	0.50%	0.74%	0.80%	0.41%	0.95%	0.65%	0.96%	0.61%	0.82%	0.47%	0.91%	0.52%	0.75%	1.92%	0.95%					
20	. Миронов Сергей Михайлович	1096	16	23	25	22	14	17	20	26	19	16	13	20	23	21	13	21	30	22	22	20	18	23	20	15	24	23	20	17	24	18	26	21	14	19	19	22	9	21	24	20	10	14	15	16	21	13	13	11	0	26	10	26	21	33	18	18	19	12					
		1.44%	1.13%	1.50%	1.72%	1.41%	0.96%	1.26%	1.39%	1.94%	1.66%	1.32%	0.80%	1.52%	1.40%	1.47%	1.20%	1.59%	1.93%	1.48%	1.42%	1.39%	1.11%	1.60%	1.46%	1.08%	1.84%	1.43%	1.32%	1.03%	1.59%	1.13%	1.61%	1.39%	1.16%	1.97%	1.54%	1.59%	0.73%	1.50%	1.55%	1.59%	0.74%	1.32%	1.14%	1.15%	1.41%	1.04%	1.78%	2.10%	0.00%	1.93%	0.87%	2.13%	1.64%	2.15%	1.34%	1.36%	5.21%	2.85%					
21	. Путин Владимир Владимирович	56637	1118	1168	1009	1174	1098	1022	1066	1008	829	847	1128	974	1193	976	787	989	1154	1072	1125	1058	1202	1113	1024	1064	1004	1273	1178	1260	1099	1161	1186	1157	904	725	940	1070	948	1068	1183	980	988	813	993	1060	1090	948	502	378	118	979	880	886	964	1138	978	983	264	341					
		74.59%	78.73%	76.29%	69.39%	75.50%	75.62%	76.04%	74.03%	75.22%	72.28%	69.88%	69.76%	74.12%	72.74%	68.30%	72.74%	74.81%	74.36%	72.29%	72.82%	73.47%	74.15%	77.18%	74.85%	76.49%	76.88%	79.02%	77.86%	76.13%	72.78%	73.16%	73.30%	76.62%	74.83%	75.29%	75.99%	77.26%	77.20%	76.29%	76.52%	77.84%	72.75%	76.70%	75.74%	76.20%	73.20%	75.54%	68.58%	72.14%	76.62%	72.57%	76.72%	72.74%	75.49%	74.23%	72.55%	74.19%	72.33%	81.00%					
22	. Хакамада Ирина Муцуовна	5906	68	88	138	103	94	82	89	113	100	107	148	138	122	195	96	95	104	112	147	109	132	107	87	103	91	95	86	107	140	145	141	114	115	74	77	65	84	116	104	83	109	89	123	103	135	112	81	45	7	89	79	117	100	129	150	98	12	14					
		7.78%	4.79%	5.75%	9.49%	6.62%	6.47%	6.10%	6.18%	8.43%	8.72%	8.83%	9.15%	10.50%	7.44%	13.65%	8.87%	7.19%	6.70%	7.55%	9.51%	7.57%	8.14%	7.42%	6.36%	7.40%	6.97%	5.90%	5.68%	6.47%	9.27%	9.14%	8.71%	7.55%	9.52%	7.68%	6.22%	4.69%	6.84%	8.29%	6.73%	6.59%	8.03%	8.40%	9.38%	7.40%	9.07%	8.92%	11.07%	8.59%	4.55%	6.60%	6.89%	9.61%	7.83%	8.41%	11.13%	7.40%	3.29%	3.33%					
23	. Харитонов Николай Михайлович	4714	125	120	121	96	90	113	101	74	67	90	128	72	127	85	75	82	117	113	84	91	107	83	96	83	74	76	77	108	89	73	77	86	50	54	65	102	76	78	84	67	87	56	67	88	78	45	61	46	20	107	62	63	76	87	73	81	27	14					
		6.21%	8.80%	7.84%	8.32%	6.17%	6.20%	8.41%	7.01%	5.52%	5.84%	7.43%	7.92%	5.48%	7.74%	5.95%	6.93%	6.20%	7.54%	7.62%	5.44%	6.32%	6.60%	5.76%	7.02%	5.97%	5.67%	4.72%	5.09%	6.53%	5.89%	4.60%	4.76%	5.70%	4.14%	5.61%	5.25%	7.36%	6.19%	5.57%	5.43%	5.32%	6.41%	5.28%	5.11%	6.33%	5.24%	3.59%	8.33%	8.78%	12.99%	7.93%	5.41%	5.17%	5.95%	5.68%	5.42%	6.11%	7.40%	3.33%					
																																																																	
24	Против всех	3129	43	52	74	72	59	31	53	45	55	59	76	37	63	63	48	60	69	64	82	56	63	45	64	57	49	67	61	74	52	88	68	55	55	45	54	52	38	61	64	46	70	36	39	59	62	62	30	13	4	44	51	65	51	68	64	63	15	14					
		4.12%	3.03%	3.40%	5.09%	4.63%	4.06%	2.31%	3.68%	3.36%	4.80%	4.87%	4.70%	2.82%	3.84%	4.41%	4.44%	4.54%	4.45%	4.32%	5.31%	3.89%	3.89%	3.12%	4.68%	4.10%	3.75%	4.16%	4.03%	4.47%	3.44%	5.55%	4.20%	3.64%	4.55%	4.67%	4.37%	3.75%	3.09%	4.36%	4.14%	3.65%	5.15%	3.40%	2.97%	4.24%	4.16%	4.94%	4.10%	2.48%	2.60%	3.26%	4.45%	5.34%	3.99%	4.44%	4.75%	4.75%	4.11%	3.33%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
