Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Туймазинская																																																																																							
																																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																							
																																																																																							
		Сумма	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1587	45	30	25	22	30	60	35	110	34	63	35	30	20	13	30	0	35	35	32	30	40	30	20	30	30	30	57	53	60	30	35	40	30	23	10	10	1	5	1	10	5	10	6	15	5	10	10	10	5	10	0	10	5	10	10	10	10	10	10	10	15	10	2	5	10	10	15	5	10	5	5	5	5	5	10	10	10	10	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1377	45	30	25	20	30	60	35	108	34	32	35	29	20	10	24	0	32	35	32	30	38	30	20	24	29	30	57	53	60	30	33	38	30	19	10	0	0	3	0	10	5	7	5	13	5	9	8	10	3	3	0	2	2	0	1	10	5	10	9	7	11	1	1	2	10	3	3	5	9	0	1	3	1	0	10	6	1	10	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	872	27	9	14	8	7	12	11	6	11	8	12	13	13	5	4	90	8	9	16	17	8	12	10	4	25	8	6	5	23	8	12	16	20	18	11	9	8	12	4	8	11	4	9	5	13	8	10	15	8	8	8	8	10	7	16	7	10	11	8	12	17	8	5	3	6	5	9	13	5	7	10	8	6	9	11	6	5	12	6	6					
14	Число погашенных открепительных удостоверений	210	0	0	0	2	0	0	0	2	0	31	0	1	0	3	6	0	3	0	0	0	2	0	0	6	1	0	0	0	0	0	2	2	0	4	0	10	1	2	1	0	0	3	1	2	0	1	2	0	2	7	0	8	3	10	9	0	5	0	1	3	4	9	1	3	0	7	12	0	1	5	4	2	4	5	0	4	9	0	0	4					
15	Число открепительных удостоверений выданных ТИК	13	2	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
18	"1. ""ЕДИНЕНИЕ"""	1641	24	31	13	12	26	39	34	22	25	27	29	25	24	8	32	2	22	40	20	24	23	22	20	19	44	27	35	37	27	44	4	39	36	43	29	11	14	12	9	9	10	9	23	33	5	38	19	16	11	12	15	13	9	27	19	12	19	18	16	14	38	37	31	6	19	25	20	28	21	4	8	7	4	6	12	5	4	15	16	14					
		2.36%	1.41%	2.08%	0.96%	0.91%	1.57%	2.54%	2.30%	1.46%	1.54%	1.65%	1.68%	1.71%	2.35%	0.84%	2.73%	2.22%	1.53%	2.53%	1.32%	1.47%	1.53%	1.50%	1.38%	1.12%	3.02%	1.79%	2.22%	2.31%	1.51%	3.01%	0.21%	1.92%	2.08%	2.25%	7.65%	2.01%	5.71%	2.12%	5.38%	1.88%	3.80%	1.93%	3.43%	2.91%	2.11%	5.25%	4.26%	2.38%	4.29%	3.98%	4.60%	3.59%	3.70%	9.67%	6.50%	2.62%	6.37%	3.27%	3.86%	4.30%	4.38%	7.41%	9.71%	3.40%	4.38%	5.73%	3.03%	2.81%	5.01%	3.22%	4.04%	3.21%	3.10%	4.34%	1.94%	1.75%	2.32%	3.19%	5.35%	6.48%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2124	78	70	38	30	69	53	47	61	69	55	60	42	32	29	40	3	46	84	55	79	67	63	63	43	49	39	66	62	64	44	99	45	44	27	7	7	2	15	2	6	5	8	17	17	5	14	10	6	1	1	6	9	2	0	9	10	3	5	6	10	12	11	2	7	1	12	11	17	5	3	2	7	3	2	9	3	1	12	6	0					
		3.05%	4.58%	4.71%	2.81%	2.29%	4.16%	3.45%	3.19%	4.06%	4.27%	3.37%	3.49%	2.87%	3.14%	3.07%	3.41%	3.33%	3.21%	5.33%	3.64%	4.86%	4.47%	4.30%	4.36%	2.55%	3.37%	2.58%	4.20%	3.87%	3.59%	3.01%	5.37%	2.22%	2.54%	1.41%	1.84%	1.28%	0.81%	2.65%	1.19%	1.25%	1.90%	1.71%	2.54%	1.50%	2.11%	1.93%	2.24%	0.89%	0.39%	0.33%	1.84%	2.48%	0.82%	0.0%	3.08%	2.18%	1.00%	0.91%	1.44%	3.07%	1.38%	2.20%	0.62%	3.97%	0.23%	2.75%	1.66%	1.70%	1.19%	2.41%	1.01%	3.21%	2.32%	1.44%	1.46%	1.05%	0.58%	2.55%	2.00%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2606	45	45	57	57	47	32	35	57	63	58	72	53	48	42	38	3	83	71	88	90	69	45	50	69	46	62	63	62	76	53	69	64	57	76	16	12	9	14	6	18	8	9	26	38	13	27	26	4	6	14	14	12	20	12	16	16	22	21	17	7	13	7	14	8	12	21	41	32	5	7	13	10	0	9	13	9	1	15	10	18					
		3.74%	2.64%	3.02%	4.21%	4.36%	2.83%	2.08%	2.37%	3.79%	3.90%	3.55%	4.18%	3.63%	4.71%	4.45%	3.24%	3.33%	5.80%	4.50%	5.83%	5.53%	4.60%	3.07%	3.46%	4.09%	3.16%	4.11%	4.01%	3.87%	4.27%	3.63%	3.74%	3.15%	3.29%	3.99%	4.22%	2.20%	3.67%	2.48%	3.59%	3.77%	3.04%	1.93%	3.88%	3.35%	5.50%	3.73%	5.82%	0.59%	2.34%	4.65%	4.29%	3.31%	8.23%	4.30%	5.47%	3.49%	7.38%	3.82%	4.10%	2.15%	1.49%	1.40%	4.38%	4.54%	2.77%	4.81%	6.21%	3.21%	1.19%	5.64%	6.56%	4.58%	0.0%	6.52%	2.11%	3.15%	0.58%	3.19%	3.34%	8.33%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2474	104	78	69	50	86	52	52	78	71	85	89	87	46	34	37	6	82	97	73	79	65	71	56	61	43	37	50	57	52	34	53	86	64	37	2	9	3	10	1	13	4	12	16	30	4	11	10	8	2	3	1	5	4	3	3	14	8	6	8	6	33	10	2	6	9	12	9	22	3	2	11	4	0	3	6	11	3	10	0	1					
		3.55%	6.11%	5.24%	5.10%	3.83%	5.19%	3.38%	3.53%	5.19%	4.39%	5.21%	5.17%	5.96%	4.51%	3.60%	3.15%	6.66%	5.73%	6.15%	4.84%	4.86%	4.33%	4.85%	3.87%	3.62%	2.95%	2.45%	3.18%	3.56%	2.92%	2.33%	2.87%	4.24%	3.70%	1.94%	0.52%	1.65%	1.22%	1.77%	0.59%	2.72%	1.52%	2.57%	2.39%	2.65%	1.69%	1.52%	2.24%	1.19%	0.78%	0.99%	0.30%	1.38%	1.64%	1.07%	1.02%	3.05%	2.68%	1.09%	1.93%	1.84%	3.80%	2.00%	0.62%	3.40%	2.07%	2.75%	1.36%	2.20%	0.71%	1.61%	5.55%	1.83%	0.0%	2.17%	0.97%	3.85%	1.74%	2.13%	0.0%	0.46%					
22	"5. ""За Русь Святую"""	388	13	4	2	4	6	8	6	5	5	69	10	5	6	9	6	0	8	5	4	7	9	6	7	3	3	2	9	6	14	4	6	20	24	30	2	1	1	1	0	2	2	0	1	3	2	2	0	0	1	2	1	1	0	1	0	4	1	1	2	1	3	1	2	0	4	2	5	0	2	1	1	2	0	1	3	1	1	0	1	1					
		0.55%	0.76%	0.26%	0.14%	0.30%	0.36%	0.52%	0.40%	0.33%	0.30%	4.23%	0.58%	0.34%	0.58%	0.95%	0.51%	0.0%	0.55%	0.31%	0.26%	0.43%	0.60%	0.41%	0.48%	0.17%	0.20%	0.13%	0.57%	0.37%	0.78%	0.27%	0.32%	0.98%	1.38%	1.57%	0.52%	0.18%	0.40%	0.17%	0.0%	0.41%	0.76%	0.0%	0.14%	0.26%	0.84%	0.27%	0.0%	0.0%	0.39%	0.66%	0.30%	0.27%	0.0%	0.35%	0.0%	0.87%	0.33%	0.18%	0.48%	0.30%	0.34%	0.20%	0.62%	0.0%	0.92%	0.45%	0.75%	0.0%	0.47%	0.80%	0.50%	0.91%	0.0%	0.72%	0.48%	0.35%	0.58%	0.0%	0.33%	0.46%					
23	"6. ""Объединенная Российская партия ""Русь"""	271	12	5	7	6	8	7	5	6	7	1	1	7	3	5	5	0	5	6	8	4	7	2	4	3	2	1	4	8	3	4	9	5	4	6	0	4	2	3	0	2	3	1	5	4	2	2	3	2	1	1	4	1	3	0	3	6	2	2	3	2	1	3	4	1	6	3	4	3	0	3	0	0	0	0	5	0	3	1	2	1					
		0.38%	0.70%	0.33%	0.51%	0.45%	0.48%	0.45%	0.33%	0.39%	0.43%	0.06%	0.05%	0.47%	0.29%	0.53%	0.42%	0.0%	0.34%	0.38%	0.53%	0.24%	0.46%	0.13%	0.27%	0.17%	0.13%	0.06%	0.25%	0.49%	0.16%	0.27%	0.48%	0.24%	0.23%	0.31%	0.0%	0.73%	0.81%	0.53%	0.0%	0.41%	1.14%	0.21%	0.74%	0.35%	0.84%	0.27%	0.67%	0.29%	0.39%	0.33%	1.22%	0.27%	1.23%	0.0%	1.02%	1.31%	0.67%	0.36%	0.72%	0.61%	0.11%	0.60%	1.25%	0.56%	1.38%	0.68%	0.60%	0.30%	0.0%	2.41%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	1.74%	0.21%	0.66%	0.46%					
24	"7. ""Новый курс - Автомобильная Россия"""	860	27	25	18	12	30	27	23	22	22	36	22	11	19	23	19	2	12	24	21	14	17	20	18	36	23	15	21	16	21	12	23	18	26	25	2	3	0	3	0	1	4	0	8	12	5	7	8	0	3	1	6	2	1	1	1	3	4	7	5	1	9	4	0	1	4	4	3	12	3	2	3	2	1	0	4	4	3	11	1	1					
		1.23%	1.58%	1.68%	1.33%	0.91%	1.81%	1.75%	1.56%	1.46%	1.36%	2.20%	1.27%	0.75%	1.86%	2.43%	1.62%	2.22%	0.83%	1.52%	1.39%	0.86%	1.13%	1.36%	1.24%	2.13%	1.58%	0.99%	1.33%	0.99%	1.18%	0.82%	1.24%	0.88%	1.50%	1.31%	0.52%	0.55%	0.0%	0.53%	0.0%	0.20%	1.52%	0.0%	1.19%	1.06%	2.11%	0.96%	1.79%	0.0%	1.17%	0.33%	1.84%	0.55%	0.41%	0.35%	0.34%	0.65%	1.34%	1.27%	1.20%	0.30%	1.03%	0.80%	0.0%	0.56%	0.92%	0.91%	0.45%	1.20%	0.71%	1.61%	1.51%	0.91%	0.77%	0.0%	0.64%	1.40%	1.74%	2.34%	0.33%	0.46%					
25	"8. ""Народно-республиканская партия России"""	258	5	9	2	1	5	9	5	4	4	6	5	5	1	2	4	2	2	4	1	5	4	1	6	2	3	5	10	8	4	7	3	3	7	3	0	1	3	1	1	2	3	4	6	6	1	7	3	1	4	2	3	1	0	0	1	2	5	2	6	2	1	5	2	0	2	2	6	3	4	0	1	1	1	1	3	3	0	2	1	6					
		0.37%	0.29%	0.60%	0.14%	0.07%	0.30%	0.58%	0.33%	0.26%	0.24%	0.36%	0.29%	0.34%	0.09%	0.21%	0.34%	2.22%	0.13%	0.25%	0.06%	0.30%	0.26%	0.06%	0.41%	0.11%	0.20%	0.33%	0.63%	0.49%	0.22%	0.47%	0.16%	0.14%	0.40%	0.15%	0.0%	0.18%	1.22%	0.17%	0.59%	0.41%	1.14%	0.85%	0.89%	0.53%	0.42%	0.96%	0.67%	0.14%	1.56%	0.66%	0.92%	0.27%	0.0%	0.0%	0.34%	0.43%	1.67%	0.36%	1.44%	0.61%	0.11%	1.00%	0.62%	0.0%	0.46%	0.45%	0.90%	0.30%	0.95%	0.0%	0.50%	0.45%	0.77%	0.72%	0.48%	1.05%	0.0%	0.42%	0.33%	2.77%					
26	"9. ""Российская экологическая партия ""Зеленые"""	358	18	8	7	3	5	13	5	11	12	12	12	16	4	4	0	1	3	15	16	4	7	16	7	6	7	7	12	6	3	11	10	13	13	3	1	1	0	2	1	2	2	2	3	6	1	3	3	1	1	2	0	4	2	0	1	3	2	1	1	2	2	2	0	0	0	3	0	5	0	1	1	0	0	0	2	0	2	0	2	1					
		0.51%	1.05%	0.53%	0.51%	0.22%	0.30%	0.84%	0.33%	0.73%	0.74%	0.73%	0.69%	1.09%	0.39%	0.42%	0.0%	1.11%	0.20%	0.95%	1.06%	0.24%	0.46%	1.09%	0.48%	0.35%	0.48%	0.46%	0.76%	0.37%	0.16%	0.75%	0.54%	0.64%	0.75%	0.15%	0.26%	0.18%	0.0%	0.35%	0.59%	0.41%	0.76%	0.42%	0.44%	0.53%	0.42%	0.41%	0.67%	0.14%	0.39%	0.66%	0.0%	1.10%	0.82%	0.0%	0.34%	0.65%	0.67%	0.18%	0.24%	0.61%	0.23%	0.40%	0.0%	0.0%	0.0%	0.68%	0.0%	0.50%	0.0%	0.80%	0.50%	0.0%	0.0%	0.0%	0.32%	0.0%	1.16%	0.0%	0.66%	0.46%					
27	"10. ""Аграрная партия России"""	3033	46	48	37	38	45	33	45	41	50	41	63	48	45	31	26	6	40	46	43	57	27	58	54	98	59	59	65	64	89	72	47	58	50	52	20	45	38	17	13	23	4	19	37	79	13	47	34	33	18	42	25	42	28	19	29	40	24	39	33	28	61	39	30	25	41	32	47	45	25	15	10	13	7	12	46	18	8	32	46	11					
		4.36%	2.70%	3.23%	2.73%	2.91%	2.71%	2.14%	3.05%	2.72%	3.09%	2.51%	3.66%	3.28%	4.42%	3.28%	2.21%	6.66%	2.79%	2.92%	2.85%	3.50%	1.80%	3.96%	3.73%	5.82%	4.06%	3.91%	4.14%	3.99%	5.00%	4.93%	2.55%	2.86%	2.89%	2.73%	5.27%	8.25%	15.51%	3.01%	7.78%	4.82%	1.52%	4.07%	5.53%	6.97%	5.50%	6.50%	7.62%	4.91%	7.03%	13.95%	7.66%	11.60%	11.52%	6.81%	9.93%	8.73%	8.05%	7.10%	7.97%	8.61%	7.03%	7.81%	9.40%	14.20%	9.46%	7.33%	7.12%	4.51%	5.96%	12.09%	5.05%	5.96%	5.42%	8.69%	7.46%	6.31%	4.65%	6.82%	15.38%	5.09%					
28	"11. ""Истинные патриоты России"""	249	2	6	3	5	3	6	12	11	4	7	14	6	4	1	4	0	7	5	5	10	13	5	1	3	2	4	7	4	3	6	3	5	3	1	2	0	3	4	0	2	0	3	2	6	2	0	1	0	1	2	1	1	0	5	0	3	0	0	5	1	3	1	0	0	4	1	1	3	0	1	1	0	0	2	4	1	0	5	1	2					
		0.35%	0.11%	0.40%	0.22%	0.38%	0.18%	0.39%	0.81%	0.73%	0.24%	0.42%	0.81%	0.41%	0.39%	0.10%	0.34%	0.0%	0.48%	0.31%	0.33%	0.61%	0.86%	0.34%	0.06%	0.17%	0.13%	0.26%	0.44%	0.24%	0.16%	0.41%	0.16%	0.24%	0.17%	0.05%	0.52%	0.0%	1.22%	0.70%	0.0%	0.41%	0.0%	0.64%	0.29%	0.53%	0.84%	0.0%	0.22%	0.0%	0.39%	0.66%	0.30%	0.27%	0.0%	1.79%	0.0%	0.65%	0.0%	0.0%	1.20%	0.30%	0.34%	0.20%	0.0%	0.0%	0.92%	0.22%	0.15%	0.30%	0.0%	0.80%	0.50%	0.0%	0.0%	1.44%	0.64%	0.35%	0.0%	1.06%	0.33%	0.92%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	699	23	13	9	11	13	10	16	6	11	5	16	12	10	7	9	1	8	9	14	9	16	9	9	7	19	21	18	26	9	16	19	21	16	17	5	1	7	5	0	6	2	16	9	13	5	7	5	3	3	4	12	4	2	3	2	7	8	6	3	4	8	8	3	2	10	14	10	13	6	4	3	2	1	4	3	2	5	14	4	6					
		1.00%	1.35%	0.87%	0.66%	0.84%	0.78%	0.65%	1.08%	0.39%	0.68%	0.30%	0.93%	0.82%	0.98%	0.74%	0.76%	1.11%	0.55%	0.57%	0.92%	0.55%	1.06%	0.61%	0.62%	0.41%	1.30%	1.39%	1.14%	1.62%	0.50%	1.09%	1.03%	1.03%	0.92%	0.89%	1.31%	0.18%	2.85%	0.88%	0.0%	1.25%	0.76%	3.43%	1.34%	1.14%	2.11%	0.96%	1.12%	0.44%	1.17%	1.32%	3.68%	1.10%	0.82%	1.07%	0.68%	1.52%	2.68%	1.09%	0.72%	1.23%	0.92%	1.60%	0.94%	1.13%	2.30%	3.21%	1.51%	1.30%	1.43%	3.22%	1.51%	0.91%	0.77%	2.89%	0.48%	0.70%	2.90%	2.98%	1.33%	2.77%					
30	"13. ""Демократическая партия России"""	328	7	7	6	7	2	6	6	5	8	10	7	8	1	3	6	0	2	6	8	10	6	3	5	10	6	8	12	9	9	2	8	10	5	14	0	0	0	3	0	10	0	3	2	7	0	3	4	4	2	1	3	0	3	1	4	2	5	3	5	0	7	3	0	0	2	1	3	5	0	0	1	1	0	0	8	1	1	6	1	1					
		0.47%	0.41%	0.47%	0.44%	0.53%	0.12%	0.39%	0.40%	0.33%	0.49%	0.61%	0.40%	0.54%	0.09%	0.31%	0.51%	0.0%	0.13%	0.38%	0.53%	0.61%	0.40%	0.20%	0.34%	0.59%	0.41%	0.53%	0.76%	0.56%	0.50%	0.13%	0.43%	0.49%	0.28%	0.73%	0.0%	0.0%	0.0%	0.53%	0.0%	2.09%	0.0%	0.64%	0.29%	0.61%	0.0%	0.41%	0.89%	0.59%	0.78%	0.33%	0.92%	0.0%	1.23%	0.35%	1.36%	0.43%	1.67%	0.54%	1.20%	0.0%	0.80%	0.60%	0.0%	0.0%	0.46%	0.22%	0.45%	0.50%	0.0%	0.0%	0.50%	0.45%	0.0%	0.0%	1.29%	0.35%	0.58%	1.27%	0.33%	0.46%					
31	"14. ""Великая Россия - Евразийский Союз"""	296	3	7	3	4	5	8	9	4	8	2	12	1	4	5	5	0	1	9	3	7	14	3	7	9	4	9	4	8	7	7	8	11	5	4	2	2	3	3	1	0	1	0	7	5	2	3	1	1	0	5	3	1	2	2	3	1	2	8	2	1	2	3	2	5	2	0	4	3	3	1	1	3	0	0	2	0	0	2	2	0					
		0.42%	0.17%	0.47%	0.22%	0.30%	0.30%	0.52%	0.61%	0.26%	0.49%	0.12%	0.69%	0.06%	0.39%	0.53%	0.42%	0.0%	0.06%	0.57%	0.19%	0.43%	0.93%	0.20%	0.48%	0.53%	0.27%	0.59%	0.25%	0.49%	0.39%	0.47%	0.43%	0.54%	0.28%	0.21%	0.52%	0.36%	1.22%	0.53%	0.59%	0.0%	0.38%	0.0%	1.04%	0.44%	0.84%	0.41%	0.22%	0.14%	0.0%	1.66%	0.92%	0.27%	0.82%	0.71%	1.02%	0.21%	0.67%	1.45%	0.48%	0.30%	0.23%	0.60%	0.62%	2.84%	0.46%	0.0%	0.60%	0.30%	0.71%	0.80%	0.50%	1.37%	0.0%	0.0%	0.32%	0.0%	0.0%	0.42%	0.66%	0.0%					
32	"15. ""Партия СЛОН"""	198	2	2	3	2	9	4	4	4	5	4	4	0	5	2	4	0	3	6	1	4	6	0	6	6	4	4	4	5	5	3	4	3	1	5	1	4	2	0	2	3	1	1	1	4	1	1	5	0	2	2	2	2	1	1	1	2	2	5	1	1	1	2	0	1	4	2	4	2	0	2	0	2	0	0	2	0	0	1	0	3					
		0.28%	0.11%	0.13%	0.22%	0.15%	0.54%	0.26%	0.27%	0.26%	0.30%	0.24%	0.23%	0.0%	0.49%	0.21%	0.34%	0.0%	0.20%	0.38%	0.06%	0.24%	0.40%	0.0%	0.41%	0.35%	0.27%	0.26%	0.25%	0.31%	0.28%	0.20%	0.21%	0.14%	0.05%	0.26%	0.26%	0.73%	0.81%	0.0%	1.19%	0.62%	0.38%	0.21%	0.14%	0.35%	0.42%	0.13%	1.12%	0.0%	0.78%	0.66%	0.61%	0.55%	0.41%	0.35%	0.34%	0.43%	0.67%	0.91%	0.24%	0.30%	0.11%	0.40%	0.0%	0.56%	0.92%	0.45%	0.60%	0.20%	0.0%	1.61%	0.0%	0.91%	0.0%	0.0%	0.32%	0.0%	0.0%	0.21%	0.0%	1.38%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5184	160	115	130	97	148	137	48	163	174	143	158	122	100	97	107	3	138	159	153	154	152	133	166	171	98	100	109	136	129	99	138	164	116	111	13	10	20	27	5	28	8	14	47	81	10	30	24	22	9	5	13	14	5	11	7	28	8	25	14	11	47	14	13	5	21	38	27	76	9	3	4	11	11	6	26	23	6	19	4	4					
