Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Золотухинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	250	5	2	3	3	3	4	12	15	2	3	3	3	4	3	3	3	7	4	5	4	5	16	13	13	15	8	2	15	15	6	15	15	10	8	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	113	3	1	2	2	0	3	1	7	0	0	0	1	0	3	3	3	3	3	0	2	5	6	11	7	6	8	1	2	5	1	9	9	3	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	54	3	1	1	2	0	1	0	3	1	0	0	1	0	0	0	0	1	2	1	2	1	0	5	3	7	0	1	8	2	1	0	2	0	1	4									
14	Число погашенных неиспользованных открепительных удостоверений	137	2	1	1	1	3	1	11	8	2	3	3	2	4	0	0	0	4	1	5	2	0	10	2	6	9	0	1	13	10	5	6	6	7	6	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	1	2	2	1	4	3	2	0	0	1	0	0	8	3	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	91	2	2	1	0	2	3	3	4	0	1	1	3	3	4	1	1	2	0	3	3	2	4	12	5	6	3	0	4	5	2	3	3	1	2	0									
		1.05%	0.87%	2.70%	0.71%	0.00%	0.95%	1.51%	0.96%	0.89%	0.00%	0.75%	0.48%	1.69%	1.40%	2.44%	0.52%	0.56%	0.87%	0.00%	2.05%	2.31%	0.74%	0.80%	2.65%	1.47%	1.49%	0.96%	0.00%	0.88%	1.21%	0.93%	0.89%	0.82%	0.28%	0.90%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	319	8	3	4	3	2	5	13	17	4	3	4	12	2	6	2	6	14	9	4	1	13	17	25	12	10	6	1	22	25	8	11	19	16	5	7									
		3.67%	3.48%	4.05%	2.84%	1.65%	0.95%	2.51%	4.17%	3.77%	3.96%	2.26%	1.90%	6.78%	0.93%	3.66%	1.03%	3.39%	6.11%	5.59%	2.74%	0.77%	4.83%	3.41%	5.53%	3.53%	2.48%	1.91%	1.19%	4.82%	6.04%	3.70%	3.27%	5.19%	4.51%	2.26%	5.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	112	1	0	2	0	1	2	3	5	0	0	1	7	4	2	1	0	2	3	1	4	5	12	8	7	4	3	2	8	6	2	8	6	0	2	0									
		1.29%	0.43%	0.00%	1.42%	0.00%	0.47%	1.01%	0.96%	1.11%	0.00%	0.00%	0.48%	3.95%	1.86%	1.22%	0.52%	0.00%	0.87%	1.86%	0.68%	3.08%	1.86%	2.41%	1.77%	2.06%	0.99%	0.96%	2.38%	1.75%	1.45%	0.93%	2.38%	1.64%	0.00%	0.90%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5423	149	56	101	139	141	129	192	259	61	97	148	93	143	93	163	134	131	99	102	93	174	292	253	181	253	222	65	253	228	127	176	205	252	140	79									
		62.33%	64.78%	75.68%	71.63%	76.37%	66.82%	64.82%	61.54%	57.43%	60.40%	72.93%	70.48%	52.54%	66.51%	56.71%	84.02%	75.71%	57.21%	61.49%	69.86%	71.54%	64.68%	58.63%	55.97%	53.24%	62.62%	70.70%	77.38%	55.48%	55.07%	58.80%	52.38%	56.01%	70.99%	63.35%	57.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	1	0	2	0	4	2	4	2	2	5	0	0	2	2	0	0	4	0	0	0	1	6	7	5	2	3	1	2	3	0	0	1	0	0	0									
		0.70%	0.43%	0.00%	1.42%	0.00%	1.90%	1.01%	1.28%	0.44%	1.98%	3.76%	0.00%	0.00%	0.93%	1.22%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.37%	1.20%	1.55%	1.47%	0.50%	0.96%	1.19%	0.44%	0.72%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	44	0	0	1	0	0	0	0	0	0	1	1	0	26	1	0	0	0	0	0	1	2	1	0	1	1	0	0	1	1	2	1	2	0	0	1									
		0.51%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.48%	0.00%	12.09%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.74%	0.20%	0.00%	0.29%	0.25%	0.00%	0.00%	0.22%	0.24%	0.93%	0.30%	0.55%	0.00%	0.00%	0.72%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1147	30	7	13	20	34	20	49	74	22	14	23	33	0	26	11	18	34	20	12	15	36	64	54	57	55	32	10	69	57	36	63	45	53	23	18									
		13.18%	13.04%	9.46%	9.22%	10.99%	16.11%	10.05%	15.71%	16.41%	21.78%	10.53%	10.95%	18.64%	0.00%	15.85%	5.67%	10.17%	14.85%	12.42%	8.22%	11.54%	13.38%	12.85%	11.95%	16.76%	13.61%	10.19%	11.90%	15.13%	13.77%	16.67%	18.75%	12.30%	14.93%	10.41%	13.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	1	1	5	0	1	1	1	2	0	1	0	1									
		0.31%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.74%	0.60%	0.22%	0.29%	0.25%	1.59%	0.00%	0.22%	0.24%	0.46%	0.60%	0.00%	0.28%	0.00%	0.72%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	2	2	2	6	5	2	3	0	0	2	2	2	2	2	1	0	0									
		0.44%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.32%	0.00%	0.00%	0.75%	0.00%	0.56%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	1.37%	1.54%	0.74%	1.20%	1.11%	0.59%	0.74%	0.00%	0.00%	0.44%	0.48%	0.93%	0.60%	0.55%	0.28%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	0	0	1	1	1	3	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	4	1	1	0	0	1	0	0	1	0	0	1									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.47%	0.50%	0.32%	0.67%	0.00%	0.00%	0.48%	0.00%	0.00%	0.61%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	1.18%	0.25%	0.32%	0.00%	0.00%	0.24%	0.00%	0.00%	0.27%	0.00%	0.00%	0.72%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	0	1	0	1	0	1	1	2	2	1	1	0	0	1	0	1	1	2	0	0	3	2	2	1	0	0	0	8	3	1	3	3	0	0	4									
		0.52%	0.00%	1.35%	0.00%	0.55%	0.00%	0.50%	0.32%	0.44%	1.98%	0.75%	0.48%	0.00%	0.00%	0.61%	0.00%	0.56%	0.44%	1.24%	0.00%	0.00%	1.12%	0.40%	0.44%	0.29%	0.00%	0.00%	0.00%	1.75%	0.72%	0.46%	0.89%	0.82%	0.00%	0.00%	2.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	788	22	3	11	14	19	24	18	42	6	7	9	21	14	19	13	14	23	14	16	5	18	53	54	42	30	15	3	56	55	21	38	48	2	24	15									
		9.06%	9.57%	4.05%	7.80%	7.69%	9.00%	12.06%	5.77%	9.31%	5.94%	5.26%	4.29%	11.86%	6.51%	11.59%	6.70%	7.91%	10.04%	8.70%	10.96%	3.85%	6.69%	10.64%	11.95%	12.35%	7.43%	4.78%	3.57%	12.28%	13.29%	9.72%	11.31%	13.11%	0.56%	10.86%	10.87%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	120	3	0	1	1	1	2	7	11	0	0	4	3	1	2	0	0	1	4	1	1	1	10	6	2	4	1	0	4	4	2	6	11	12	8	6									
		1.38%	1.30%	0.00%	0.71%	0.55%	0.47%	1.01%	2.24%	2.44%	0.00%	0.00%	1.90%	1.69%	0.47%	1.22%	0.00%	0.00%	0.44%	2.48%	0.68%	0.77%	0.37%	2.01%	1.33%	0.59%	0.99%	0.32%	0.00%	0.88%	0.97%	0.93%	1.79%	3.01%	3.38%	3.62%	4.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	263	2	2	2	3	2	4	11	17	2	2	6	3	12	6	2	1	5	8	3	1	6	15	16	13	24	11	1	16	15	7	12	10	9	10	4									
		3.02%	0.87%	2.70%	1.42%	1.65%	0.95%	2.01%	3.53%	3.77%	1.98%	1.50%	2.86%	1.69%	5.58%	3.66%	1.03%	0.56%	2.18%	4.97%	2.05%	0.77%	2.23%	3.01%	3.54%	3.82%	5.94%	3.50%	1.19%	3.51%	3.62%	3.24%	3.57%	2.73%	2.54%	4.52%	2.90%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
