Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Устюженская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826					
14	Число погашенных неиспользованных открепительных удостоверений	132	2	2	10	12	4	7	8	3	6	5	17	0	10	4	15	0	0	2	1	0	0	3	0	0	2	12	0	1	0	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	6	7	6	0	4	4	5	4	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2073	193	127	92	84	158	75	159	140	119	32	43	39	67	43	13	56	32	19	18	34	29	15	43	27	44	24	122	13	102	39	38	34					
		24.33%	35.03%	29.60%	26.90%	30.22%	29.87%	39.47%	31.18%	32.11%	28.95%	12.31%	25.00%	17.11%	25.09%	25.00%	12.75%	17.28%	23.70%	19.39%	14.29%	18.58%	18.59%	9.49%	12.29%	17.20%	19.21%	12.50%	25.74%	15.12%	25.06%	25.83%	15.97%	18.99%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1337	84	85	43	31	82	30	71	54	63	56	11	43	30	25	16	63	23	27	12	18	15	27	62	25	40	21	65	13	85	25	58	34					
		15.69%	15.25%	19.81%	12.57%	11.15%	15.50%	15.79%	13.92%	12.39%	15.33%	21.54%	6.40%	18.86%	11.24%	14.53%	15.69%	19.44%	17.04%	27.55%	9.52%	9.84%	9.62%	17.09%	17.71%	15.92%	17.47%	10.94%	13.71%	15.12%	20.88%	16.56%	24.37%	18.99%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	1	5	6	6	4	2	5	2	3	5	3	1	4	1	1	5	3	1	2	1	2	1	4	1	3	2	5	1	5	2	1	1					
		1.04%	0.18%	1.17%	1.75%	2.16%	0.76%	1.05%	0.98%	0.46%	0.73%	1.92%	1.74%	0.44%	1.50%	0.58%	0.98%	1.54%	2.22%	1.02%	1.59%	0.55%	1.28%	0.63%	1.14%	0.64%	1.31%	1.04%	1.05%	1.16%	1.23%	1.32%	0.42%	0.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1574	98	78	81	60	121	34	111	90	73	59	43	29	36	28	20	38	30	29	40	33	25	29	33	29	28	29	83	14	85	21	38	29					
		18.47%	17.79%	18.18%	23.68%	21.58%	22.87%	17.89%	21.76%	20.64%	17.76%	22.69%	25.00%	12.72%	13.48%	16.28%	19.61%	11.73%	22.22%	29.59%	31.75%	18.03%	16.03%	18.35%	9.43%	18.47%	12.23%	15.10%	17.51%	16.28%	20.88%	13.91%	15.97%	16.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	162	16	11	4	3	8	6	11	11	14	2	4	3	6	3	3	2	1	2	5	2	0	6	2	1	6	0	13	3	5	1	3	5					
		1.90%	2.90%	2.56%	1.17%	1.08%	1.51%	3.16%	2.16%	2.52%	3.41%	0.77%	2.33%	1.32%	2.25%	1.74%	2.94%	0.62%	0.74%	2.04%	3.97%	1.09%	0.00%	3.80%	0.57%	0.64%	2.62%	0.00%	2.74%	3.49%	1.23%	0.66%	1.26%	2.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3070	149	106	105	87	138	38	139	135	129	103	65	110	116	65	47	153	40	17	48	92	80	74	195	73	106	107	167	41	119	62	94	70					
		36.03%	27.04%	24.71%	30.70%	31.29%	26.09%	20.00%	27.25%	30.96%	31.39%	39.62%	37.79%	48.25%	43.45%	37.79%	46.08%	47.22%	29.63%	17.35%	38.10%	50.27%	51.28%	46.84%	55.71%	46.50%	46.29%	55.73%	35.23%	47.67%	29.24%	41.06%	39.50%	39.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	54	2	6	1	2	7	1	2	0	0	0	0	0	3	0	1	3	2	0	1	1	0	0	4	0	1	3	3	0	4	0	3	4					
		0.63%	0.36%	1.40%	0.29%	0.72%	1.32%	0.53%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.98%	0.93%	1.48%	0.00%	0.79%	0.55%	0.00%	0.00%	1.14%	0.00%	0.44%	1.56%	0.63%	0.00%	0.98%	0.00%	1.26%	2.23%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
