Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Канашская городская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325					
11	Число полученных открепительных  удостоверений	1173	23	20	20	20	30	30	15	50	50	40	70	70	50	50	40	50	40	40	30	40	30	50	50	40	15	30	30	50	25	25	20	30	0					
12	Число выданных открепительных удостоверений	416	22	8	7	4	19	9	14	9	17	14	32	11	17	16	13	16	22	9	6	14	9	10	19	17	2	16	14	14	10	9	6	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	268	21	5	6	5	9	6	1	8	6	2	8	26	10	7	7	14	4	6	7	7	6	5	3	14	1	6	5	8	3	2	4	7	39					
14	Число неиспользованных открепительных удостоверений	757	1	12	13	16	11	21	1	41	33	26	38	59	33	34	27	34	18	31	24	26	21	40	31	23	13	14	16	36	15	16	14	19	0					
15	"Число открепительных удостоверений, выданных в ТИК"	27	1	4	2	0	0	1	0	1	0	0	1	0	1	1	4	0	0	1	0	0	3	1	1	0	0	0	0	2	1	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	518	21	23	13	5	25	24	10	29	20	15	10	15	12	13	13	15	14	21	14	20	14	17	17	21	1	9	18	28	15	13	8	21	4					
		2.43%	2.27%	4.34%	2.13%	1.50%	3.19%	3.32%	4.17%	3.06%	2.22%	2.57%	1.72%	2.27%	1.58%	1.83%	2.50%	1.89%	1.94%	2.51%	3.37%	2.49%	2.43%	1.95%	2.13%	3.13%	0.45%	1.41%	3.02%	2.90%	2.34%	2.75%	1.65%	2.37%	3.25%					
19	. Малышкин Олег Александрович	372	21	10	12	5	16	22	1	17	17	7	9	13	16	8	15	13	10	12	10	16	12	21	17	6	4	9	6	20	5	8	6	7	1					
		1.75%	2.27%	1.89%	1.97%	1.50%	2.04%	3.05%	0.42%	1.80%	1.89%	1.20%	1.55%	1.96%	2.11%	1.12%	2.89%	1.64%	1.39%	1.43%	2.40%	2.00%	2.09%	2.41%	2.13%	0.90%	1.79%	1.41%	1.01%	2.07%	0.78%	1.69%	1.24%	0.79%	0.81%					
20	. Миронов Сергей Михайлович	112	7	2	7	2	9	6	0	5	2	2	4	1	2	4	2	4	4	6	2	9	4	3	1	2	0	3	5	2	2	2	4	3	1					
		0.53%	0.76%	0.38%	1.15%	0.60%	1.15%	0.83%	0.00%	0.53%	0.22%	0.34%	0.69%	0.15%	0.26%	0.56%	0.39%	0.50%	0.56%	0.72%	0.48%	1.12%	0.70%	0.34%	0.13%	0.30%	0.00%	0.47%	0.84%	0.21%	0.31%	0.42%	0.83%	0.34%	0.81%					
21	. Путин Владимир Владимирович	14209	643	367	415	241	468	456	172	581	596	403	373	438	480	452	326	517	485	628	293	555	377	562	550	482	158	426	377	656	388	289	318	643	94					
		66.65%	69.44%	69.25%	68.03%	72.16%	59.77%	63.16%	71.67%	61.35%	66.15%	69.13%	64.20%	66.16%	63.32%	63.48%	62.81%	65.20%	67.36%	74.94%	70.43%	69.20%	65.57%	64.60%	68.92%	71.94%	70.54%	66.77%	63.26%	68.05%	60.44%	61.23%	65.70%	72.66%	76.42%					
22	. Хакамада Ирина Муцуовна	455	22	12	16	7	20	14	6	19	15	24	12	9	16	12	14	17	13	8	14	16	8	23	15	18	4	14	9	21	11	9	8	29	0					
		2.13%	2.38%	2.26%	2.62%	2.10%	2.55%	1.94%	2.50%	2.01%	1.66%	4.12%	2.07%	1.36%	2.11%	1.69%	2.70%	2.14%	1.81%	0.95%	3.37%	2.00%	1.39%	2.64%	1.88%	2.69%	1.79%	2.19%	1.51%	2.18%	1.71%	1.91%	1.65%	3.28%	0.00%					
23	. Харитонов Николай Михайлович	4933	183	101	128	63	215	174	35	264	207	111	141	171	204	206	141	200	172	146	71	159	137	207	175	116	45	158	169	200	198	133	123	160	20					
		23.14%	19.76%	19.06%	20.98%	18.86%	27.46%	24.10%	14.58%	27.88%	22.97%	19.04%	24.27%	25.83%	26.91%	28.93%	27.17%	25.22%	23.89%	17.42%	17.07%	19.83%	23.83%	23.79%	21.93%	17.31%	20.09%	24.76%	28.36%	20.75%	30.84%	28.18%	25.41%	18.08%	16.26%					
																																								
24	Против всех	469	19	9	17	6	21	17	11	21	33	16	15	8	18	8	7	15	17	6	11	20	14	18	15	14	4	15	9	32	19	6	9	16	3					
		2.20%	2.05%	1.70%	2.79%	1.80%	2.68%	2.35%	4.58%	2.22%	3.66%	2.74%	2.58%	1.21%	2.37%	1.12%	1.35%	1.89%	2.36%	0.72%	2.64%	2.49%	2.43%	2.07%	1.88%	2.09%	1.79%	2.35%	1.51%	3.32%	2.96%	1.27%	1.86%	1.81%	2.44%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
