Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
"Наименование Избирательной комиссии:    Тольятти, Комсомольская"																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934	УИК №3935	УИК №3936	УИК №3937	УИК №3938	УИК №3939	УИК №3940	УИК №3941	УИК №3942	УИК №3943	УИК №3944									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	897	25	20	20	20	20	20	20	20	20	20	20	20	20	22	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	576	22	11	15	8	15	18	11	15	8	13	8	11	10	19	14	16	12	14	18	13	17	7	20	8	17	10	11	7	7	21	19	16	14	20	15	11	11	10	17	4	9	15	9	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	383	6	3	3	8	16	12	4	4	9	9	16	4	4	6	12	14	6	5	9	16	9	9	6	6	13	4	4	25	4	18	2	13	5	5	16	9	23	4	2	14	11	1	7	7									
14	Число погашенных неиспользованных открепительных удостоверений	321	3	9	5	12	5	2	9	5	12	7	12	9	10	3	6	4	8	6	2	7	3	13	0	12	3	10	9	13	13	9	1	4	6	0	5	9	9	10	3	16	11	5	11	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	2	0	0	4	1	2	0	0	0	0	0	1	2	1	1	0	0	2	2	0	1	2	0	0	2	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	639	23	16	17	17	23	19	21	10	19	20	1	11	13	8	9	11	20	20	13	19	11	21	25	6	14	14	11	12	12	10	12	17	15	18	11	13	3	11	16	13	10	14	17	23									
		1.45%	1.95%	1.48%	1.58%	1.56%	2.10%	1.79%	2.06%	1.12%	2.25%	1.97%	0.09%	1.18%	1.30%	0.82%	1.06%	1.21%	1.54%	1.98%	1.25%	1.81%	1.23%	2.15%	2.20%	0.74%	1.06%	1.50%	1.81%	1.38%	1.56%	0.75%	1.13%	1.56%	1.30%	1.57%	1.47%	1.22%	0.36%	1.11%	1.68%	2.17%	1.43%	1.26%	1.39%	1.84%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1281	31	23	36	27	33	32	30	23	31	24	32	26	25	21	25	25	32	29	33	37	23	35	38	19	34	25	20	25	23	42	33	35	30	38	25	39	16	24	27	14	25	47	26	43									
		2.91%	2.63%	2.13%	3.35%	2.47%	3.01%	3.01%	2.94%	2.58%	3.66%	2.36%	2.94%	2.79%	2.50%	2.16%	2.94%	2.75%	2.47%	2.87%	3.18%	3.52%	2.58%	3.59%	3.35%	2.33%	2.57%	2.68%	3.29%	2.87%	2.99%	3.14%	3.10%	3.22%	2.59%	3.32%	3.34%	3.66%	1.92%	2.43%	2.84%	2.33%	3.58%	4.22%	2.13%	3.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	763	24	10	16	24	11	17	13	17	11	13	14	17	24	27	11	15	30	17	20	14	14	15	16	18	27	16	12	13	14	15	20	17	34	21	9	19	14	16	24	10	12	13	20	29									
		1.73%	2.04%	0.92%	1.49%	2.20%	1.00%	1.60%	1.27%	1.91%	1.30%	1.28%	1.29%	1.83%	2.40%	2.78%	1.29%	1.65%	2.31%	1.68%	1.92%	1.33%	1.57%	1.54%	1.41%	2.21%	2.04%	1.71%	1.97%	1.49%	1.82%	1.12%	1.88%	1.56%	2.94%	1.83%	1.20%	1.78%	1.68%	1.62%	2.53%	1.67%	1.72%	1.17%	1.64%	2.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18427	460	438	429	427	424	424	412	355	344	487	497	376	368	393	311	316	511	396	417	452	347	407	396	377	482	386	265	420	328	568	481	495	502	477	331	450	419	447	477	277	317	471	561	509									
		41.80%	39.02%	40.48%	39.94%	39.07%	38.72%	39.85%	40.35%	39.84%	40.66%	47.93%	45.68%	40.39%	36.76%	40.43%	36.55%	34.76%	39.40%	39.13%	40.13%	42.97%	38.90%	41.70%	34.89%	46.20%	36.46%	41.33%	43.59%	48.28%	42.65%	42.48%	45.25%	45.54%	43.35%	41.66%	44.25%	42.25%	50.36%	45.24%	50.21%	46.17%	45.42%	42.28%	46.02%	40.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	462	14	6	20	15	21	10	16	13	4	9	10	8	17	15	13	16	20	8	12	16	9	15	17	4	8	7	2	7	3	8	11	9	12	14	7	7	12	8	6	3	8	6	10	6									
		1.05%	1.19%	0.55%	1.86%	1.37%	1.92%	0.94%	1.57%	1.46%	0.47%	0.89%	0.92%	0.86%	1.70%	1.54%	1.53%	1.76%	1.54%	0.79%	1.15%	1.52%	1.01%	1.54%	1.50%	0.49%	0.61%	0.75%	0.33%	0.80%	0.39%	0.60%	1.03%	0.83%	1.04%	1.22%	0.94%	0.66%	1.44%	0.81%	0.63%	0.50%	1.15%	0.54%	0.82%	0.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	138	3	5	6	3	5	5	5	3	7	4	3	2	3	0	4	0	5	3	1	3	2	4	3	2	3	2	1	3	2	2	1	5	4	2	4	4	2	2	2	2	3	4	4	5									
		0.31%	0.25%	0.46%	0.56%	0.27%	0.46%	0.47%	0.49%	0.34%	0.83%	0.39%	0.28%	0.21%	0.30%	0.00%	0.47%	0.00%	0.39%	0.30%	0.10%	0.29%	0.22%	0.41%	0.26%	0.25%	0.23%	0.21%	0.16%	0.34%	0.26%	0.15%	0.09%	0.46%	0.35%	0.17%	0.53%	0.38%	0.24%	0.20%	0.21%	0.33%	0.43%	0.36%	0.33%	0.40%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	7229	185	160	146	169	171	142	138	123	116	124	170	142	170	145	141	154	216	153	179	147	146	112	189	159	251	154	112	160	129	267	185	176	179	217	149	195	137	168	138	81	109	234	251	240									
		16.40%	15.69%	14.79%	13.59%	15.46%	15.62%	13.35%	13.52%	13.80%	13.71%	12.20%	15.63%	15.25%	16.98%	14.92%	16.57%	16.94%	16.65%	15.12%	17.23%	13.97%	16.37%	11.48%	16.65%	19.49%	18.99%	16.49%	18.42%	18.39%	16.78%	19.97%	17.40%	16.19%	15.46%	18.95%	19.92%	18.31%	16.47%	17.00%	14.53%	13.50%	15.62%	21.01%	20.59%	19.23%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	474	19	16	8	9	16	9	7	8	14	13	11	9	8	8	12	13	14	13	10	14	6	11	13	14	15	10	10	6	5	12	7	8	7	9	11	16	10	8	10	9	13	10	9	14									
		1.08%	1.61%	1.48%	0.74%	0.82%	1.46%	0.85%	0.69%	0.90%	1.65%	1.28%	1.01%	0.97%	0.80%	0.82%	1.41%	1.43%	1.08%	1.28%	0.96%	1.33%	0.67%	1.13%	1.15%	1.72%	1.13%	1.07%	1.64%	0.69%	0.65%	0.90%	0.66%	0.74%	0.60%	0.79%	1.47%	1.50%	1.20%	0.81%	1.05%	1.50%	1.86%	0.90%	0.74%	1.12%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	648	12	14	15	27	19	15	15	11	15	14	14	17	17	16	12	13	22	28	16	17	13	15	30	14	21	12	3	11	9	7	18	10	11	10	10	15	6	10	16	13	20	19	13	13									
		1.47%	1.02%	1.29%	1.40%	2.47%	1.74%	1.41%	1.47%	1.23%	1.77%	1.38%	1.29%	1.83%	1.70%	1.65%	1.41%	1.43%	1.70%	2.77%	1.54%	1.62%	1.46%	1.54%	2.64%	1.72%	1.59%	1.28%	0.49%	1.26%	1.17%	0.52%	1.69%	0.92%	0.95%	0.87%	1.34%	1.41%	0.72%	1.01%	1.68%	2.17%	2.87%	1.71%	1.07%	1.04%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	0	1	1	0	0	3	0	0	0	0	2	2	0	1	1	1	2	0	3	0	0	1	0	0	5	1	0	0	0	2	1	0	0	1	0	0	1	0	1	0	0	1	2	2									
		0.08%	0.00%	0.09%	0.09%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.18%	0.21%	0.00%	0.10%	0.12%	0.11%	0.15%	0.00%	0.29%	0.00%	0.00%	0.10%	0.00%	0.00%	0.38%	0.11%	0.00%	0.00%	0.00%	0.15%	0.09%	0.00%	0.00%	0.09%	0.00%	0.00%	0.12%	0.00%	0.11%	0.00%	0.00%	0.09%	0.16%	0.16%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	911	38	25	42	27	21	30	26	24	21	26	21	25	27	26	27	28	26	35	23	21	24	29	29	9	19	14	4	5	6	22	18	11	18	18	14	17	17	10	14	16	16	13	15	14									
		2.07%	3.22%	2.31%	3.91%	2.47%	1.92%	2.82%	2.55%	2.69%	2.48%	2.56%	1.93%	2.69%	2.70%	2.67%	3.17%	3.08%	2.00%	3.46%	2.21%	1.99%	2.69%	2.97%	2.56%	1.10%	1.44%	1.50%	0.66%	0.57%	0.78%	1.65%	1.69%	1.01%	1.55%	1.57%	1.87%	1.60%	2.04%	1.01%	1.47%	2.67%	2.29%	1.17%	1.23%	1.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	9285	271	262	259	242	213	283	274	226	188	162	210	213	244	228	204	219	267	223	231	234	225	228	279	128	317	206	113	131	155	241	184	210	231	218	119	201	134	181	181	118	133	205	219	275									
		21.06%	22.99%	24.21%	24.12%	22.14%	19.45%	26.60%	26.84%	25.36%	22.22%	15.94%	19.30%	22.88%	24.38%	23.46%	23.97%	24.09%	20.59%	22.04%	22.23%	22.24%	25.22%	23.36%	24.58%	15.69%	23.98%	22.06%	18.59%	15.06%	20.16%	18.03%	17.31%	19.32%	19.95%	19.04%	15.91%	18.87%	16.11%	18.32%	19.05%	19.67%	19.05%	18.40%	17.97%	22.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	148	5	7	4	4	6	3	5	1	6	3	2	5	2	3	3	3	6	5	6	5	1	5	4	3	3	4	1	2	2	1	2	1	4	6	1	2	3	3	1	1	0	2	4	8									
		0.34%	0.42%	0.65%	0.37%	0.37%	0.55%	0.28%	0.49%	0.11%	0.71%	0.30%	0.18%	0.54%	0.20%	0.31%	0.35%	0.33%	0.46%	0.49%	0.58%	0.48%	0.11%	0.51%	0.35%	0.37%	0.23%	0.43%	0.16%	0.23%	0.26%	0.07%	0.19%	0.09%	0.35%	0.52%	0.13%	0.19%	0.36%	0.30%	0.11%	0.17%	0.00%	0.18%	0.33%	0.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2333	64	71	55	73	83	51	39	55	40	71	68	53	61	48	52	70	95	56	37	48	49	60	59	38	74	51	37	35	48	95	53	60	68	49	31	65	27	57	31	25	18	39	32	42									
		5.29%	5.43%	6.56%	5.12%	6.68%	7.58%	4.79%	3.82%	6.17%	4.73%	6.99%	6.25%	5.69%	6.09%	4.94%	6.11%	7.70%	7.32%	5.53%	3.56%	4.56%	5.49%	6.15%	5.20%	4.66%	5.60%	5.46%	6.09%	4.02%	6.24%	7.11%	4.99%	5.52%	5.87%	4.28%	4.14%	6.10%	3.25%	5.77%	3.26%	4.17%	2.58%	3.50%	2.63%	3.37%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
