Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Буинская городская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	20	1	1	1	1	4	0	2	0	1	1	2	2	1	1	2									
		0.13%	0.10%	0.10%	0.09%	0.10%	0.39%	0.00%	0.20%	0.00%	0.11%	0.10%	0.19%	0.18%	0.10%	0.10%	0.20%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	25	1	1	5	2	0	0	2	0	1	1	2	0	2	2	6									
		0.16%	0.10%	0.10%	0.46%	0.19%	0.00%	0.00%	0.20%	0.00%	0.11%	0.10%	0.19%	0.00%	0.20%	0.20%	0.59%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	22	2	1	1	2	3	0	2	1	1	0	2	0	2	1	4									
		0.14%	0.20%	0.10%	0.09%	0.19%	0.29%	0.00%	0.20%	0.10%	0.11%	0.00%	0.19%	0.00%	0.20%	0.10%	0.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14649	980	979	1000	995	963	1008	967	1006	864	974	1026	1077	943	931	936									
		94.80%	96.08%	95.98%	92.08%	96.04%	93.77%	96.09%	96.51%	96.18%	91.72%	95.58%	95.09%	95.82%	94.49%	93.57%	92.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	5	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0									
		0.03%	0.10%	0.00%	0.09%	0.10%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0									
		0.02%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	210	12	18	16	15	9	20	12	18	12	13	14	18	16	3	14									
		1.36%	1.18%	1.76%	1.47%	1.45%	0.88%	1.91%	1.20%	1.72%	1.27%	1.28%	1.30%	1.60%	1.60%	0.30%	1.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	2	0	1	0	0	2	1	1	0	1	0	1	0	0									
		0.06%	0.00%	0.20%	0.00%	0.10%	0.00%	0.00%	0.20%	0.10%	0.11%	0.00%	0.09%	0.00%	0.10%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	7	2	0	0	2	0	0	0	0	1	0	1	0	1	0	0									
		0.05%	0.20%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.09%	0.00%	0.10%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.01%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	2	2	1	2	0	0	2	3	1	0	0	9	1	1	0									
		0.16%	0.20%	0.20%	0.09%	0.19%	0.00%	0.00%	0.20%	0.29%	0.11%	0.00%	0.00%	0.80%	0.10%	0.10%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	403	17	12	58	15	35	13	10	15	52	18	21	16	28	51	42									
		2.61%	1.67%	1.18%	5.34%	1.45%	3.41%	1.24%	0.99%	1.43%	5.52%	1.77%	1.95%	1.42%	2.81%	5.13%	4.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	1	0	0	0	0	0	0	1	1	2	0	1	1	1									
		0.05%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.10%	0.19%	0.00%	0.10%	0.10%	0.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	58	2	1	1	0	13	8	3	2	4	5	7	2	1	4	5									
		0.38%	0.20%	0.10%	0.09%	0.00%	1.27%	0.76%	0.30%	0.19%	0.42%	0.49%	0.65%	0.18%	0.10%	0.40%	0.50%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
