Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																				
Дата голосования: 07.12.2003 0:00:00																																																																				
																																																																				
"Наименование Избирательной комиссии:    Астрахань, Кировская"																																																																				
																																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																				
																																																																				
		Сумма	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1834	31	29	42	32	39	19	15	15	14	61	19	18	39	17	43	18	14	11	19	30	42	47	46	48	20	32	19	17	8	10	31	40	30	14	17	33	41	52	37	38	48	57	35	59	36	22	30	41	36	35	39	46	30	14	0	47	28	39	25	7	13					
		4.15%	3.85%	3.89%	5.07%	5.52%	5.76%	2.86%	2.72%	2.97%	2.41%	6.46%	2.97%	3.68%	5.62%	4.31%	5.13%	3.49%	2.67%	2.17%	3.95%	5.70%	6.0%	6.62%	6.34%	5.35%	4.42%	4.74%	3.33%	2.53%	1.76%	1.97%	4.18%	5.23%	3.42%	2.12%	3.20%	3.97%	4.85%	4.36%	3.89%	4.60%	4.66%	5.05%	4.38%	6.72%	4.72%	3.34%	2.90%	3.95%	3.55%	4.17%	3.75%	4.27%	4.68%	2.49%	0.0%	4.44%	3.84%	4.64%	3.18%	2.27%	1.59%					
22	"5. ""За Русь Святую"""	195	6	7	4	2	2	1	3	1	7	5	5	0	3	1	2	0	1	4	2	2	2	3	2	3	3	4	1	8	1	3	1	4	4	1	0	5	4	3	3	1	5	0	4	5	1	1	3	5	4	4	7	2	4	7	1	10	3	5	4	2	4					
		0.44%	0.74%	0.93%	0.48%	0.34%	0.29%	0.15%	0.54%	0.19%	1.20%	0.53%	0.78%	0.0%	0.43%	0.25%	0.23%	0.0%	0.19%	0.79%	0.41%	0.38%	0.28%	0.42%	0.27%	0.33%	0.66%	0.59%	0.17%	1.19%	0.22%	0.59%	0.13%	0.52%	0.45%	0.15%	0.0%	0.60%	0.47%	0.25%	0.31%	0.12%	0.48%	0.0%	0.50%	0.57%	0.13%	0.15%	0.29%	0.48%	0.39%	0.47%	0.67%	0.18%	0.62%	1.24%	2.70%	0.94%	0.41%	0.59%	0.51%	0.64%	0.49%					
23	"6. ""Объединенная Российская партия ""Русь"""	121	2	2	1	6	1	2	3	5	5	2	2	2	0	1	0	1	1	4	1	0	1	0	2	2	2	1	3	3	0	0	1	3	3	2	1	4	3	1	1	1	4	4	4	3	2	2	1	0	5	2	0	3	3	2	0	2	3	0	1	5	0					
		0.27%	0.24%	0.26%	0.12%	1.03%	0.14%	0.30%	0.54%	0.99%	0.86%	0.21%	0.31%	0.40%	0.0%	0.25%	0.0%	0.19%	0.19%	0.79%	0.20%	0.0%	0.14%	0.0%	0.27%	0.22%	0.44%	0.14%	0.52%	0.44%	0.0%	0.0%	0.13%	0.39%	0.34%	0.30%	0.18%	0.48%	0.35%	0.08%	0.10%	0.12%	0.38%	0.35%	0.50%	0.34%	0.26%	0.30%	0.09%	0.0%	0.49%	0.23%	0.0%	0.27%	0.46%	0.35%	0.0%	0.18%	0.41%	0.0%	0.12%	1.62%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	359	6	6	6	8	2	0	5	6	11	3	9	1	8	1	5	4	3	4	2	0	4	12	2	4	7	11	4	7	2	0	6	4	4	5	2	5	9	9	11	5	7	10	15	8	5	5	4	7	9	11	14	14	2	9	0	14	6	6	3	2	5					
		0.81%	0.74%	0.80%	0.72%	1.38%	0.29%	0.0%	0.90%	1.19%	1.89%	0.31%	1.40%	0.20%	1.15%	0.25%	0.59%	0.77%	0.57%	0.79%	0.41%	0.0%	0.57%	1.69%	0.27%	0.44%	1.54%	1.63%	0.70%	1.04%	0.44%	0.0%	0.80%	0.52%	0.45%	0.75%	0.37%	0.60%	1.06%	0.75%	1.15%	0.60%	0.67%	0.88%	1.87%	0.91%	0.65%	0.75%	0.38%	0.67%	0.88%	1.31%	1.34%	1.30%	0.31%	1.60%	0.0%	1.32%	0.82%	0.71%	0.38%	0.64%	0.61%					
25	"8. ""Народно-республиканская партия России"""	33	2	0	1	0	0	2	0	0	3	0	0	0	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	1	1	1	2	0	1	1	0	0	0	0	1	1	3	1	1					
		0.07%	0.24%	0.0%	0.12%	0.0%	0.0%	0.30%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.14%	0.0%	0.11%	0.19%	0.0%	0.0%	0.41%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.12%	0.0%	0.0%	0.15%	0.09%	0.09%	0.19%	0.0%	0.09%	0.09%	0.0%	0.0%	0.0%	0.0%	0.13%	0.11%	0.38%	0.32%	0.12%					
26	"9. ""Российская экологическая партия ""Зеленые"""	212	0	2	3	1	4	1	4	4	0	3	1	3	2	1	4	2	4	1	0	6	7	6	5	7	0	2	3	1	1	1	2	5	2	3	2	7	4	5	1	4	4	6	7	5	3	5	5	4	11	9	5	9	2	2	0	4	4	3	1	5	4					
		0.48%	0.0%	0.26%	0.36%	0.17%	0.59%	0.15%	0.72%	0.79%	0.0%	0.31%	0.15%	0.61%	0.28%	0.25%	0.47%	0.38%	0.76%	0.19%	0.0%	1.14%	1.0%	0.84%	0.68%	0.78%	0.0%	0.29%	0.52%	0.14%	0.22%	0.19%	0.26%	0.65%	0.22%	0.45%	0.37%	0.84%	0.47%	0.42%	0.10%	0.48%	0.38%	0.53%	0.87%	0.57%	0.39%	0.75%	0.48%	0.38%	1.08%	1.07%	0.48%	0.83%	0.31%	0.35%	0.0%	0.37%	0.54%	0.35%	0.12%	1.62%	0.49%					
27	"10. ""Аграрная партия России"""	776	11	8	12	16	12	10	4	10	2	17	13	7	6	10	15	6	7	6	8	11	11	10	15	9	18	7	14	15	9	3	16	21	15	14	9	11	19	14	12	17	25	17	10	20	16	13	21	15	19	13	33	11	14	7	1	17	16	12	29	3	14					
		1.75%	1.36%	1.07%	1.45%	2.76%	1.77%	1.50%	0.72%	1.98%	0.34%	1.80%	2.03%	1.43%	0.86%	2.53%	1.78%	1.16%	1.33%	1.18%	1.66%	2.09%	1.57%	1.41%	2.06%	1.00%	3.98%	1.03%	2.46%	2.23%	1.99%	0.59%	2.15%	2.74%	1.71%	2.12%	1.69%	1.32%	2.25%	1.17%	1.26%	2.06%	2.42%	1.50%	1.25%	2.28%	2.09%	1.97%	2.03%	1.44%	1.87%	1.54%	3.17%	1.02%	2.18%	1.24%	2.70%	1.60%	2.19%	1.42%	3.69%	0.97%	1.71%					
28	"11. ""Истинные патриоты России"""	218	1	2	0	7	0	10	2	3	5	1	0	0	4	0	1	2	3	9	6	0	5	1	1	0	5	3	3	7	27	19	5	0	0	3	35	6	4	0	0	0	0	1	6	4	0	3	0	0	3	2	1	1	2	0	2	3	1	1	2	3	3					
		0.49%	0.12%	0.26%	0.0%	1.20%	0.0%	1.50%	0.36%	0.59%	0.86%	0.10%	0.0%	0.0%	0.57%	0.0%	0.11%	0.38%	0.57%	1.78%	1.25%	0.0%	0.71%	0.14%	0.13%	0.0%	1.10%	0.44%	0.52%	1.04%	5.97%	3.74%	0.67%	0.0%	0.0%	0.45%	6.59%	0.72%	0.47%	0.0%	0.0%	0.0%	0.0%	0.08%	0.75%	0.45%	0.0%	0.45%	0.0%	0.0%	0.29%	0.23%	0.09%	0.09%	0.31%	0.0%	5.40%	0.28%	0.13%	0.11%	0.25%	0.97%	0.36%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	713	22	18	6	9	8	7	6	6	13	10	8	9	15	9	15	8	6	8	5	8	12	5	10	12	4	12	8	10	6	9	18	11	14	10	5	11	8	17	8	9	16	29	13	7	22	9	20	22	20	19	15	23	16	9	0	21	8	16	19	5	9					
		1.61%	2.73%	2.41%	0.72%	1.55%	1.18%	1.05%	1.08%	1.19%	2.24%	1.06%	1.25%	1.84%	2.16%	2.28%	1.78%	1.55%	1.14%	1.58%	1.04%	1.52%	1.71%	0.70%	1.37%	1.33%	0.88%	1.78%	1.40%	1.49%	1.32%	1.77%	2.42%	1.43%	1.59%	1.51%	0.94%	1.32%	0.94%	1.42%	0.84%	1.09%	1.55%	2.57%	1.62%	0.79%	2.88%	1.36%	1.93%	2.12%	1.97%	2.26%	1.44%	2.13%	2.5%	1.60%	0.0%	1.98%	1.09%	1.90%	2.42%	1.62%	1.10%					
30	"13. ""Демократическая партия России"""	123	0	1	4	0	4	0	2	1	9	2	0	0	2	0	4	6	0	1	1	1	0	0	6	0	2	1	2	4	0	3	8	0	1	4	2	1	1	4	2	1	2	4	0	4	2	0	0	5	3	1	4	3	1	2	0	3	1	3	1	1	3					
		0.27%	0.0%	0.13%	0.48%	0.0%	0.59%	0.0%	0.36%	0.19%	1.55%	0.21%	0.0%	0.0%	0.28%	0.0%	0.47%	1.16%	0.0%	0.19%	0.20%	0.19%	0.0%	0.0%	0.82%	0.0%	0.44%	0.14%	0.35%	0.59%	0.0%	0.59%	1.07%	0.0%	0.11%	0.60%	0.37%	0.12%	0.11%	0.33%	0.21%	0.12%	0.19%	0.35%	0.0%	0.45%	0.26%	0.0%	0.0%	0.48%	0.29%	0.11%	0.38%	0.27%	0.15%	0.35%	0.0%	0.28%	0.13%	0.35%	0.12%	0.32%	0.36%					
31	"14. ""Великая Россия - Евразийский Союз"""	482	4	9	8	6	6	6	7	2	9	4	1	2	6	5	9	6	11	7	7	6	9	2	1	5	3	6	5	9	25	25	8	5	9	4	13	5	5	8	8	9	4	12	12	9	4	7	7	16	13	1	9	8	4	6	1	7	10	6	2	7	52					
		1.09%	0.49%	1.20%	0.96%	1.03%	0.88%	0.90%	1.27%	0.39%	1.55%	0.42%	0.15%	0.40%	0.86%	1.26%	1.07%	1.16%	2.09%	1.38%	1.45%	1.14%	1.28%	0.28%	0.13%	0.55%	0.66%	0.89%	0.87%	1.34%	5.53%	4.93%	1.07%	0.65%	1.02%	0.60%	2.44%	0.60%	0.59%	0.67%	0.84%	1.09%	0.38%	1.06%	1.50%	1.02%	0.52%	1.06%	0.67%	1.54%	1.28%	0.11%	0.86%	0.74%	0.62%	1.07%	2.70%	0.66%	1.37%	0.71%	0.25%	2.27%	6.38%					
32	"15. ""Партия СЛОН"""	92	0	1	4	4	1	1	1	1	10	3	0	0	1	1	3	1	2	0	3	0	2	1	1	2	0	0	1	0	0	1	1	3	3	0	1	0	0	6	3	0	2	4	0	0	3	1	1	1	3	3	0	0	1	1	0	1	3	3	1	2	0					
		0.20%	0.0%	0.13%	0.48%	0.69%	0.14%	0.15%	0.18%	0.19%	1.72%	0.31%	0.0%	0.0%	0.14%	0.25%	0.35%	0.19%	0.38%	0.0%	0.62%	0.0%	0.28%	0.14%	0.13%	0.22%	0.0%	0.0%	0.17%	0.0%	0.0%	0.19%	0.13%	0.39%	0.34%	0.0%	0.18%	0.0%	0.0%	0.50%	0.31%	0.0%	0.19%	0.35%	0.0%	0.0%	0.39%	0.15%	0.09%	0.09%	0.29%	0.35%	0.0%	0.0%	0.15%	0.17%	0.0%	0.09%	0.41%	0.35%	0.12%	0.64%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6589	98	118	137	66	115	85	73	48	8	185	82	51	110	59	164	66	62	57	54	79	113	115	124	151	70	116	63	89	59	60	109	111	148	55	54	133	127	175	176	115	166	179	91	122	122	122	191	181	180	150	175	171	106	74	3	175	111	158	113	26	93					
		14.94%	12.18%	15.83%	16.56%	11.39%	16.98%	12.80%	13.24%	9.52%	1.37%	19.61%	12.83%	10.42%	15.87%	14.97%	19.57%	12.81%	11.83%	11.28%	11.25%	15.01%	16.14%	16.22%	17.10%	16.83%	15.48%	17.21%	11.07%	13.28%	13.05%	11.83%	14.70%	14.52%	16.87%	8.35%	10.16%	16.02%	15.04%	14.70%	18.52%	13.93%	16.11%	15.86%	11.40%	13.91%	16.01%	18.54%	18.50%	17.47%	17.75%	17.87%	16.84%	15.89%	16.56%	13.21%	8.10%	16.54%	15.22%	18.80%	14.41%	8.44%	11.41%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	81	1	1	0	0	0	3	0	1	5	3	0	2	2	0	0	1	4	0	0	0	1	0	2	0	0	1	1	2	2	3	1	1	0	2	0	0	2	2	2	0	2	0	2	1	0	1	4	0	3	4	3	3	1	1	0	1	1	2	2	1	4					
		0.18%	0.12%	0.13%	0.0%	0.0%	0.0%	0.45%	0.0%	0.19%	0.86%	0.31%	0.0%	0.40%	0.28%	0.0%	0.0%	0.19%	0.76%	0.0%	0.0%	0.0%	0.14%	0.0%	0.27%	0.0%	0.0%	0.14%	0.17%	0.29%	0.44%	0.59%	0.13%	0.13%	0.0%	0.30%	0.0%	0.0%	0.23%	0.16%	0.21%	0.0%	0.19%	0.0%	0.25%	0.11%	0.0%	0.15%	0.38%	0.0%	0.29%	0.47%	0.28%	0.27%	0.15%	0.17%	0.0%	0.09%	0.13%	0.23%	0.25%	0.32%	0.49%					
35	"18. ""ЛДПР"""	6204	136	84	100	71	96	107	62	54	155	83	103	100	92	61	75	59	48	69	81	55	52	96	70	96	63	93	78	121	65	81	128	70	120	121	87	123	100	229	161	116	144	182	109	97	126	87	152	171	129	123	148	140	96	89	4	173	108	83	94	30	158					
		14.06%	16.91%	11.27%	12.09%	12.26%	14.18%	16.11%	11.25%	10.71%	26.72%	8.80%	16.11%	20.44%	13.27%	15.48%	8.94%	11.45%	9.16%	13.66%	16.87%	10.45%	7.42%	13.54%	9.65%	10.70%	13.93%	13.79%	13.70%	18.05%	14.38%	15.97%	17.27%	9.16%	13.68%	18.38%	16.38%	14.81%	11.84%	19.24%	16.94%	14.06%	13.98%	16.13%	13.65%	11.06%	16.53%	13.22%	14.72%	16.50%	12.72%	14.66%	14.24%	13.01%	15.0%	15.89%	10.81%	16.35%	14.81%	9.88%	11.98%	9.74%	19.38%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	627	8	9	11	7	12	15	11	11	7	14	7	6	14	4	14	9	7	8	6	8	15	12	9	7	3	13	10	10	4	11	16	14	12	9	3	25	16	12	14	1	20	15	12	4	6	12	22	20	12	11	4	15	5	8	1	7	9	11	11	7	11					
		1.42%	0.99%	1.20%	1.33%	1.20%	1.77%	2.25%	1.99%	2.18%	1.20%	1.48%	1.09%	1.22%	2.02%	1.01%	1.67%	1.74%	1.33%	1.58%	1.25%	1.52%	2.14%	1.69%	1.24%	0.78%	0.66%	1.92%	1.75%	1.49%	0.88%	2.16%	2.15%	1.83%	1.36%	1.36%	0.56%	3.01%	1.89%	1.00%	1.47%	0.12%	1.94%	1.32%	1.50%	0.45%	0.78%	1.82%	2.13%	1.93%	1.18%	1.31%	0.38%	1.39%	0.78%	1.42%	2.70%	0.66%	1.23%	1.30%	1.40%	2.27%	1.34%					
37	"20. ""Политическая партия ""Единая Россия"""	13298	274	205	270	176	195	217	212	171	67	266	218	164	204	117	230	163	226	166	147	157	232	210	234	285	129	205	216	203	137	152	181	227	277	197	151	259	272	343	277	252	298	307	290	302	209	180	298	287	277	224	310	372	182	168	9	293	218	242	237	104	207					
		30.15%	34.07%	27.51%	32.64%	30.39%	28.80%	32.68%	38.47%	33.92%	11.55%	28.20%	34.11%	33.53%	29.43%	29.69%	27.44%	31.65%	43.12%	32.87%	30.62%	29.84%	33.14%	29.61%	32.27%	31.77%	28.53%	30.41%	37.96%	30.29%	30.30%	29.98%	24.42%	29.71%	31.58%	29.93%	28.43%	31.20%	32.22%	28.82%	29.15%	30.54%	28.93%	27.21%	36.34%	34.43%	27.42%	27.35%	28.87%	27.70%	27.31%	26.69%	29.83%	34.57%	28.43%	29.99%	24.32%	27.69%	29.90%	28.80%	30.22%	33.76%	25.39%					
38	"21. ""Российская Конституционно-демократическая партия"""	54	2	1	1	0	0	1	0	1	5	0	1	0	2	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	2	0	3	1	1	2	5	2	0	1	1	1	0	0	0	1	3	0	0	0	3	0	0	0	0	0	1	3	1	1					
		0.12%	0.24%	0.13%	0.12%	0.0%	0.0%	0.15%	0.0%	0.19%	0.86%	0.0%	0.15%	0.0%	0.28%	0.25%	0.11%	0.19%	0.0%	0.19%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.19%	0.13%	0.26%	0.0%	0.45%	0.18%	0.12%	0.23%	0.42%	0.21%	0.0%	0.09%	0.08%	0.12%	0.0%	0.0%	0.0%	0.09%	0.28%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.38%	0.32%	0.12%					
39	"22. ""Развитие предпринимательства"""	131	1	0	3	2	2	0	0	1	2	2	0	2	3	0	3	1	1	1	0	3	0	1	1	0	3	1	0	0	0	2	3	3	1	3	3	2	7	8	1	4	8	4	7	2	2	2	2	2	8	3	1	0	5	1	0	4	5	2	3	0	0					
		0.29%	0.12%	0.0%	0.36%	0.34%	0.29%	0.0%	0.0%	0.19%	0.34%	0.21%	0.0%	0.40%	0.43%	0.0%	0.35%	0.19%	0.19%	0.19%	0.0%	0.57%	0.0%	0.14%	0.13%	0.0%	0.66%	0.14%	0.0%	0.0%	0.0%	0.39%	0.40%	0.39%	0.11%	0.45%	0.56%	0.24%	0.82%	0.67%	0.10%	0.48%	0.77%	0.35%	0.87%	0.22%	0.26%	0.30%	0.19%	0.19%	0.78%	0.35%	0.09%	0.0%	0.78%	0.17%	0.0%	0.37%	0.68%	0.23%	0.38%	0.0%	0.0%					
