Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Моркинская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393					
		0.23%	0.31%	0.15%	0.39%	0.0%	0.0%	0.52%	0.36%	0.16%	0.0%	0.40%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.17%	0.0%	0.0%	1.46%	0.0%	0.0%	0.44%	0.78%	0.0%	0.49%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.43%	0.46%					
27	"10. ""Аграрная партия России"""	1450	115	78	153	11	43	18	54	29	3	27	18	62	10	3	54	9	16	14	29	46	15	13	3	43	18	21	36	13	16	43	38	43	19	28	43	5	85	10	9	43	22	11	45	19	17					
		9.83%	9.17%	6.21%	10.15%	12.22%	13.87%	9.52%	19.85%	4.70%	5.35%	10.97%	12.16%	15.69%	6.06%	2.52%	40.0%	2.41%	6.34%	8.09%	8.28%	12.16%	2.65%	7.02%	3.65%	15.75%	8.03%	11.60%	16.14%	10.23%	6.27%	21.39%	16.23%	23.49%	7.25%	7.90%	11.52%	6.32%	17.03%	5.0%	7.31%	10.91%	8.30%	5.61%	13.97%	8.29%	3.92%					
28	"11. ""Истинные патриоты России"""	28	1	3	1	0	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0	1	2	1	0	0	1	0	2	0	1	1	0	0	1	0	1	0	1	0	0	4	1	0	0	0	0					
		0.18%	0.07%	0.23%	0.06%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.25%	0.0%	0.84%	0.0%	0.26%	0.39%	0.0%	0.0%	0.26%	0.35%	0.54%	0.0%	0.0%	0.44%	0.0%	0.89%	0.0%	0.39%	0.49%	0.0%	0.0%	0.38%	0.0%	0.26%	0.0%	0.20%	0.0%	0.0%	1.01%	0.37%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	169	16	38	15	6	5	0	4	2	0	3	0	3	2	1	2	5	2	3	2	3	3	7	2	3	3	0	1	0	3	2	2	2	1	1	4	0	3	2	0	1	3	0	3	6	5					
		1.14%	1.27%	3.02%	0.99%	6.66%	1.61%	0.0%	1.47%	0.32%	0.0%	1.21%	0.0%	0.75%	1.21%	0.84%	1.48%	1.34%	0.79%	1.73%	0.57%	0.79%	0.53%	3.78%	2.43%	1.09%	1.33%	0.0%	0.44%	0.0%	1.17%	0.99%	0.85%	1.09%	0.38%	0.28%	1.07%	0.0%	0.60%	1.0%	0.0%	0.25%	1.13%	0.0%	0.93%	2.62%	1.15%					
30	"13. ""Демократическая партия России"""	102	7	12	10	1	0	2	1	9	0	4	0	2	3	0	0	2	2	0	2	1	4	0	0	2	1	1	2	1	0	1	2	3	1	1	0	3	9	4	0	0	2	0	5	2	0					
		0.69%	0.55%	0.95%	0.66%	1.11%	0.0%	1.05%	0.36%	1.46%	0.0%	1.62%	0.0%	0.50%	1.81%	0.0%	0.0%	0.53%	0.79%	0.0%	0.57%	0.26%	0.70%	0.0%	0.0%	0.73%	0.44%	0.55%	0.89%	0.78%	0.0%	0.49%	0.85%	1.63%	0.38%	0.28%	0.0%	3.79%	1.80%	2.0%	0.0%	0.0%	0.75%	0.0%	1.55%	0.87%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	54	1	3	2	0	0	1	0	6	0	1	0	3	2	2	0	4	0	1	4	0	3	1	2	0	1	0	0	1	2	1	1	0	0	0	1	0	2	0	0	1	0	0	2	3	3					
		0.36%	0.07%	0.23%	0.13%	0.0%	0.0%	0.52%	0.0%	0.97%	0.0%	0.40%	0.0%	0.75%	1.21%	1.68%	0.0%	1.07%	0.0%	0.57%	1.14%	0.0%	0.53%	0.54%	2.43%	0.0%	0.44%	0.0%	0.0%	0.78%	0.78%	0.49%	0.42%	0.0%	0.0%	0.0%	0.26%	0.0%	0.40%	0.0%	0.0%	0.25%	0.0%	0.0%	0.62%	1.31%	0.69%					
32	"15. ""Партия СЛОН"""	37	1	5	1	0	5	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	2	2	0	0	1	1	0	2	2	0	1	0	3	0	1	0	0					
		0.25%	0.07%	0.39%	0.06%	0.0%	1.61%	0.0%	0.36%	0.16%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.26%	0.39%	0.0%	0.0%	0.26%	0.17%	0.54%	0.0%	0.36%	0.0%	0.0%	0.44%	0.0%	0.78%	0.99%	0.0%	0.0%	0.38%	0.28%	0.0%	2.53%	0.40%	0.0%	0.81%	0.0%	1.13%	0.0%	0.31%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	594	70	57	99	3	9	4	16	25	2	10	13	17	9	4	0	5	13	6	17	9	24	4	2	4	12	8	11	5	6	8	19	1	9	8	10	3	23	2	1	6	2	6	5	7	20					
		4.02%	5.58%	4.53%	6.56%	3.33%	2.90%	2.11%	5.88%	4.05%	3.57%	4.06%	8.78%	4.30%	5.45%	3.36%	0.0%	1.34%	5.15%	3.46%	4.85%	2.38%	4.24%	2.16%	2.43%	1.46%	5.35%	4.41%	4.93%	3.93%	2.35%	3.98%	8.11%	0.54%	3.43%	2.25%	2.68%	3.79%	4.60%	1.0%	0.81%	1.52%	0.75%	3.06%	1.55%	3.05%	4.61%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	70	2	9	3	0	2	1	1	1	0	2	1	2	2	1	1	2	4	0	0	1	1	2	1	5	2	1	1	5	1	1	1	0	0	3	1	0	1	3	2	1	2	0	0	0	1					
		0.47%	0.15%	0.71%	0.19%	0.0%	0.64%	0.52%	0.36%	0.16%	0.0%	0.81%	0.67%	0.50%	1.21%	0.84%	0.74%	0.53%	1.58%	0.0%	0.0%	0.26%	0.17%	1.08%	1.21%	1.83%	0.89%	0.55%	0.44%	3.93%	0.39%	0.49%	0.42%	0.0%	0.0%	0.84%	0.26%	0.0%	0.20%	1.5%	1.62%	0.25%	0.75%	0.0%	0.0%	0.0%	0.23%					
35	"18. ""ЛДПР"""	1472	154	148	191	8	26	7	26	44	2	36	27	39	15	36	7	12	16	15	30	51	71	10	1	29	16	11	35	16	33	15	10	20	20	37	39	7	65	15	8	9	22	11	30	22	30					
		9.98%	12.28%	11.78%	12.67%	8.88%	8.38%	3.70%	9.55%	7.14%	3.57%	14.63%	18.24%	9.87%	9.09%	30.25%	5.18%	3.21%	6.34%	8.67%	8.57%	13.49%	12.54%	5.40%	1.21%	10.62%	7.14%	6.07%	15.69%	12.59%	12.94%	7.46%	4.27%	10.92%	7.63%	10.45%	10.45%	8.86%	13.02%	7.5%	6.50%	2.28%	8.30%	5.61%	9.31%	9.60%	6.92%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	367	28	36	56	2	7	8	11	15	0	2	2	16	3	2	0	11	1	4	7	6	22	6	2	2	3	4	9	3	3	3	1	1	5	7	12	4	10	4	2	6	4	2	4	11	20					
		2.48%	2.23%	2.86%	3.71%	2.22%	2.25%	4.23%	4.04%	2.43%	0.0%	0.81%	1.35%	4.05%	1.81%	1.68%	0.0%	2.94%	0.39%	2.31%	2.0%	1.58%	3.88%	3.24%	2.43%	0.73%	1.33%	2.20%	4.03%	2.36%	1.17%	1.49%	0.42%	0.54%	1.90%	1.97%	3.21%	5.06%	2.00%	2.0%	1.62%	1.52%	1.50%	1.02%	1.24%	4.80%	4.61%					
37	"20. ""Политическая партия ""Единая Россия"""	6078	495	472	569	41	85	97	70	378	30	120	57	101	38	27	25	243	140	104	163	181	233	112	36	125	108	83	75	29	106	68	58	83	104	170	159	24	161	42	30	165	145	116	147	78	185					
		41.21%	39.47%	37.57%	37.75%	45.55%	27.41%	51.32%	25.73%	61.36%	53.57%	48.78%	38.51%	25.56%	23.03%	22.68%	18.51%	65.14%	55.55%	60.11%	46.57%	47.88%	41.16%	60.54%	43.90%	45.78%	48.21%	45.85%	33.63%	22.83%	41.56%	33.83%	24.78%	45.35%	39.69%	48.02%	42.62%	30.37%	32.26%	21.0%	24.39%	41.87%	54.71%	59.18%	45.65%	34.06%	42.72%					
38	"21. ""Российская Конституционно-демократическая партия"""	33	2	2	2	2	1	1	0	3	0	1	1	1	0	0	0	2	0	0	2	1	2	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1					
		0.22%	0.15%	0.15%	0.13%	2.22%	0.32%	0.52%	0.0%	0.48%	0.0%	0.40%	0.67%	0.25%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.57%	0.26%	0.35%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	1.57%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.37%	0.51%	0.31%	0.43%	0.23%					
39	"22. ""Развитие предпринимательства"""	28	0	5	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	2	4	0	0	0	0	1	3	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	1					
		0.18%	0.0%	0.39%	0.13%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.26%	0.35%	2.16%	0.0%	0.0%	0.0%	0.0%	0.44%	2.36%	0.39%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.43%	0.23%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2319	207	223	197	7	68	20	45	52	9	18	21	101	53	18	34	33	30	12	58	43	107	8	16	19	23	18	30	26	52	36	69	12	77	58	66	14	75	79	48	39	23	15	38	45	77					
		15.72%	16.50%	17.75%	13.07%	7.77%	21.93%	10.58%	16.54%	8.44%	16.07%	7.31%	14.18%	25.56%	32.12%	15.12%	25.18%	8.84%	11.90%	6.93%	16.57%	11.37%	18.90%	4.32%	19.51%	6.95%	10.26%	9.94%	13.45%	20.47%	20.39%	17.91%	29.48%	6.55%	29.38%	16.38%	17.69%	17.72%	15.03%	39.5%	39.02%	9.89%	8.67%	7.65%	11.80%	19.65%	17.78%					
																																																				
41	Против всех	469	35	54	73	4	18	5	2	12	4	3	2	22	4	2	4	9	3	4	6	6	35	3	0	9	11	11	3	2	4	3	4	2	5	12	6	4	15	2	8	6	4	3	11	6	28					
		3.18%	2.79%	4.29%	4.84%	4.44%	5.80%	2.64%	0.73%	1.94%	7.14%	1.21%	1.35%	5.56%	2.42%	1.68%	2.96%	2.41%	1.19%	2.31%	1.71%	1.58%	6.18%	1.62%	0.0%	3.29%	4.91%	6.07%	1.34%	1.57%	1.56%	1.49%	1.70%	1.09%	1.90%	3.38%	1.60%	5.06%	3.00%	1.0%	6.50%	1.52%	1.50%	1.53%	3.41%	2.62%	6.46%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
