Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
"Наименование Избирательной комиссии:    Архангельск, Ломоносовская"																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №50									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	905	29	35	32	46	34	34	32	17	21	24	62	15	25	42	21	35	53	44	40	35	43	26	57	43	57	1	1	1									
		4.74%	6.58%	4.53%	5.06%	4.84%	3.52%	5.83%	4.51%	2.25%	4.13%	3.53%	8.49%	2.80%	3.38%	5.48%	3.51%	4.33%	6.21%	5.57%	4.47%	3.96%	4.55%	3.60%	5.77%	6.29%	5.71%	1.09%	1.92%	4.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3035	67	118	110	151	152	89	113	122	51	110	107	87	118	116	97	132	134	119	156	163	164	109	190	101	151	3	5	0									
		15.89%	15.19%	15.27%	17.41%	15.88%	15.72%	15.27%	15.94%	16.16%	10.04%	16.20%	14.66%	16.26%	15.95%	15.14%	16.19%	16.34%	15.71%	15.06%	17.43%	18.44%	17.35%	15.10%	19.23%	14.77%	15.13%	3.26%	9.62%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	109	3	6	5	5	5	6	1	1	3	1	5	3	4	5	10	1	3	3	2	7	2	3	7	4	14	0	0	0									
		0.57%	0.68%	0.78%	0.79%	0.53%	0.52%	1.03%	0.14%	0.13%	0.59%	0.15%	0.68%	0.56%	0.54%	0.65%	1.67%	0.12%	0.35%	0.38%	0.22%	0.79%	0.21%	0.42%	0.71%	0.58%	1.40%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2566	42	108	86	123	124	65	98	109	63	79	74	81	89	101	90	156	114	128	143	119	134	112	120	68	122	11	6	1									
		13.43%	9.52%	13.97%	13.61%	12.93%	12.82%	11.15%	13.82%	14.44%	12.40%	11.63%	10.14%	15.14%	12.03%	13.19%	15.03%	19.31%	13.36%	16.20%	15.98%	13.46%	14.18%	15.51%	12.15%	9.94%	12.22%	11.96%	11.54%	4.17%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
