Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Подгоренская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135									
		0.57%	3.61%	0.00%	0.00%	0.66%	0.58%	0.21%	0.00%	2.43%	1.98%	0.88%	0.00%	0.53%	1.31%	0.24%	0.88%	0.59%	0.58%	0.00%	0.50%	2.36%	2.60%	0.53%	0.00%	0.21%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	1.51%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	62	16	0	2	3	1	1	0	2	1	2	3	0	0	1	0	1	1	0	5	9	0	1	0	1	0	0	5	0	0	0	0	2	0	5	0									
		0.35%	2.31%	0.00%	0.18%	0.39%	0.29%	0.10%	0.00%	0.49%	0.40%	0.25%	0.40%	0.00%	0.00%	0.12%	0.00%	0.59%	0.29%	0.00%	0.62%	3.54%	0.00%	0.53%	0.00%	0.21%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	1.51%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13023	323	1117	602	540	248	770	789	160	167	601	605	136	176	655	271	122	230	470	600	180	294	145	146	379	216	216	715	170	234	575	290	318	200	245	118									
		73.70%	46.61%	85.07%	53.94%	70.87%	72.51%	80.29%	72.85%	38.93%	66.01%	75.79%	80.99%	72.34%	76.86%	79.49%	79.94%	72.19%	66.47%	79.53%	74.91%	70.87%	76.36%	76.32%	82.02%	78.14%	77.98%	74.23%	76.72%	81.34%	77.74%	78.44%	79.89%	85.03%	81.97%	73.80%	71.95%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	5	0	0	1	0	0	0	4	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	6	0									
		0.15%	0.72%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.97%	0.00%	0.25%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.29%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.81%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0									
		0.05%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.29%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	469	106	2	2	15	4	9	3	72	9	9	3	13	7	4	5	3	15	8	38	16	14	5	2	4	10	25	13	6	8	5	8	4	0	12	10									
		2.65%	15.30%	0.15%	0.18%	1.97%	1.17%	0.94%	0.28%	17.52%	3.56%	1.13%	0.40%	6.91%	3.06%	0.49%	1.47%	1.78%	4.34%	1.35%	4.74%	6.30%	3.64%	2.63%	1.12%	0.82%	3.61%	8.59%	1.39%	2.87%	2.66%	0.68%	2.20%	1.07%	0.00%	3.61%	6.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	4	0	0	8	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.58%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	6	0	0	1	4	0	0	3	4	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0									
		0.16%	0.87%	0.00%	0.00%	0.13%	1.17%	0.00%	0.00%	0.73%	1.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.59%	0.58%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	3	1	0	1	0	3	0	2	3	4	0	1	0	1	0	1	3	0	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0									
		0.18%	0.43%	0.08%	0.00%	0.13%	0.00%	0.31%	0.00%	0.49%	1.19%	0.50%	0.00%	0.53%	0.00%	0.12%	0.00%	0.59%	0.87%	0.00%	0.12%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1736	150	51	253	103	44	65	163	129	15	74	52	12	12	60	10	20	42	50	74	27	14	18	11	37	14	17	71	9	15	64	16	4	17	8	15									
		9.82%	21.65%	3.88%	22.67%	13.52%	12.87%	6.78%	15.05%	31.39%	5.93%	9.33%	6.96%	6.38%	5.24%	7.28%	2.95%	11.83%	12.14%	8.46%	9.24%	10.63%	3.64%	9.47%	6.18%	7.63%	5.05%	5.84%	7.62%	4.31%	4.98%	8.73%	4.41%	1.07%	6.97%	2.41%	9.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	62	6	1	5	6	2	2	4	2	2	2	2	0	1	1	1	0	5	0	4	2	2	0	0	1	0	0	1	1	1	2	0	2	0	4	0									
		0.35%	0.87%	0.08%	0.45%	0.79%	0.58%	0.21%	0.37%	0.49%	0.79%	0.25%	0.27%	0.00%	0.44%	0.12%	0.29%	0.00%	1.45%	0.00%	0.50%	0.79%	0.52%	0.00%	0.00%	0.21%	0.00%	0.00%	0.11%	0.48%	0.33%	0.27%	0.00%	0.53%	0.00%	1.20%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2026	32	141	252	78	37	105	124	16	41	91	82	24	27	95	41	19	39	63	67	11	47	20	19	58	37	33	101	23	37	87	49	43	27	39	21									
		11.47%	4.62%	10.74%	22.58%	10.24%	10.82%	10.95%	11.45%	3.89%	16.21%	11.48%	10.98%	12.77%	11.79%	11.53%	12.09%	11.24%	11.27%	10.66%	8.36%	4.33%	12.21%	10.53%	10.67%	11.96%	13.36%	11.34%	10.84%	11.00%	12.29%	11.87%	13.50%	11.50%	11.07%	11.75%	12.80%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
