Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Когалымская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488									
		1.36%	1.33%	1.11%	1.83%	2.25%	1.86%	2.24%	0.97%	1.90%	1.18%	0.73%	1.23%	0.85%	0.78%	1.53%	1.70%	1.32%	0.87%	0.81%	1.48%	2.43%	0.47%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	432	12	18	24	16	15	38	18	23	19	17	9	20	20	30	8	27	14	32	29	21	4	18									
		2.46%	1.33%	2.22%	3.13%	2.00%	1.99%	4.26%	1.74%	2.43%	2.48%	1.77%	1.11%	2.42%	2.60%	3.53%	1.14%	2.96%	1.53%	4.34%	3.91%	3.40%	1.87%	2.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	484	29	21	26	28	18	29	39	31	24	25	20	20	21	27	16	18	24	14	22	15	4	13									
		2.76%	3.22%	2.59%	3.39%	3.50%	2.39%	3.25%	3.78%	3.27%	3.14%	2.60%	2.47%	2.42%	2.73%	3.17%	2.27%	1.98%	2.62%	1.90%	2.96%	2.43%	1.87%	1.58%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8616	457	396	371	392	361	439	544	474	397	475	383	393	384	406	358	412	498	350	350	303	103	370									
		49.10%	50.67%	48.89%	48.43%	49.00%	47.94%	49.16%	52.66%	50.05%	51.90%	49.48%	47.23%	47.64%	49.87%	47.71%	50.85%	45.23%	54.43%	47.43%	47.17%	49.03%	48.13%	45.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	157	11	7	9	7	9	10	8	11	7	5	11	5	7	16	8	8	4	3	2	5	2	2									
		0.89%	1.22%	0.86%	1.17%	0.88%	1.20%	1.12%	0.77%	1.16%	0.92%	0.52%	1.36%	0.61%	0.91%	1.88%	1.14%	0.88%	0.44%	0.41%	0.27%	0.81%	0.93%	0.24%									
24	"6. Политическая партия ""Гражданская Платформа"""	38	2	2	5	2	0	3	6	1	0	2	0	1	1	4	2	0	2	1	0	1	1	2									
		0.22%	0.22%	0.25%	0.65%	0.25%	0.00%	0.34%	0.58%	0.11%	0.00%	0.21%	0.00%	0.12%	0.13%	0.47%	0.28%	0.00%	0.22%	0.14%	0.00%	0.16%	0.47%	0.24%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4026	204	182	177	179	186	177	200	215	160	227	203	203	150	183	176	213	189	182	186	149	55	230									
		22.94%	22.62%	22.47%	23.11%	22.38%	24.70%	19.82%	19.36%	22.70%	20.92%	23.65%	25.03%	24.61%	19.48%	21.50%	25.00%	23.38%	20.66%	24.66%	25.07%	24.11%	25.70%	28.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	72	2	2	0	5	4	1	2	3	7	5	3	9	5	7	2	3	4	0	4	0	2	2									
		0.41%	0.22%	0.25%	0.00%	0.63%	0.53%	0.11%	0.19%	0.32%	0.92%	0.52%	0.37%	1.09%	0.65%	0.82%	0.28%	0.33%	0.44%	0.00%	0.54%	0.00%	0.93%	0.24%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	147	9	7	6	7	1	9	10	7	11	8	7	10	9	9	7	6	7	2	2	6	1	6									
		0.84%	0.99%	0.86%	0.78%	0.88%	0.13%	1.01%	0.97%	0.74%	1.44%	0.83%	0.86%	1.21%	1.17%	1.06%	0.99%	0.66%	0.77%	0.27%	0.27%	0.97%	0.47%	0.73%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	2	3	0	1	2	0	0	3	1	0	2	0	0	1	0	4	4	2	1	0	0	0									
		0.15%	0.22%	0.37%	0.00%	0.13%	0.27%	0.00%	0.00%	0.32%	0.13%	0.00%	0.25%	0.00%	0.00%	0.12%	0.00%	0.44%	0.44%	0.27%	0.13%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	179	11	11	8	7	9	7	13	13	7	13	12	7	4	8	3	9	17	5	5	3	1	6									
		1.02%	1.22%	1.36%	1.04%	0.88%	1.20%	0.78%	1.26%	1.37%	0.92%	1.35%	1.48%	0.85%	0.52%	0.94%	0.43%	0.99%	1.86%	0.68%	0.67%	0.49%	0.47%	0.73%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1705	96	71	59	90	77	62	100	86	55	94	74	101	82	81	51	118	74	70	83	59	23	99									
		9.72%	10.64%	8.77%	7.70%	11.25%	10.23%	6.94%	9.68%	9.08%	7.19%	9.79%	9.12%	12.24%	10.65%	9.52%	7.24%	12.95%	8.09%	9.49%	11.19%	9.55%	10.75%	12.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	91	8	4	7	3	2	5	2	6	2	9	6	2	6	2	5	3	4	6	2	1	0	6									
		0.52%	0.89%	0.49%	0.91%	0.38%	0.27%	0.56%	0.19%	0.63%	0.26%	0.94%	0.74%	0.24%	0.78%	0.24%	0.71%	0.33%	0.44%	0.81%	0.27%	0.16%	0.00%	0.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	757	26	47	35	26	35	34	45	29	35	48	30	29	54	32	38	50	37	37	26	22	8	34									
		4.31%	2.88%	5.80%	4.57%	3.25%	4.65%	3.81%	4.36%	3.06%	4.58%	5.00%	3.70%	3.52%	7.01%	3.76%	5.40%	5.49%	4.04%	5.01%	3.50%	3.56%	3.74%	4.14%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
