Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Знаменская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  39	УИК  40	УИК  41	УИК  42	УИК  43	УИК  44	УИК  45	УИК  46	УИК  47	УИК  48	УИК  49	УИК  50	УИК  51	УИК  52	УИК  53	УИК  54	УИК  55	УИК  56	УИК  57	УИК  58	УИК  59	УИК  60	УИК  61	УИК  62	УИК  63					
		0.20%	0.33%	0.0%	0.69%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.19%	0.0%	0.23%	0.0%	0.0%	0.56%	0.0%	2.12%	0.11%	0.23%	0.11%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	0	1	1	1	0	6	0	0	0	1	1	0	0	1	0	0	2	0	1	0	1	0	2	1	2					
		0.22%	0.0%	0.33%	0.34%	0.21%	0.0%	0.42%	0.0%	0.0%	0.0%	0.79%	1.20%	0.0%	0.0%	0.37%	0.0%	0.0%	0.46%	0.0%	0.40%	0.0%	0.24%	0.0%	0.23%	0.11%	0.23%					
27	"10. ""Аграрная партия России"""	717	14	37	25	37	5	33	90	30	19	5	1	37	10	54	3	3	24	0	42	5	26	0	99	59	59					
		7.84%	4.63%	12.21%	8.68%	8.00%	2.94%	2.36%	19.95%	11.45%	7.94%	3.96%	1.20%	6.95%	6.89%	20.37%	3.57%	5.45%	5.63%	0.0%	17.14%	2.80%	6.43%	0.0%	11.44%	6.88%	7.06%					
28	"11. ""Истинные патриоты России"""	20	0	1	1	1	0	7	0	1	0	0	0	1	0	0	0	0	2	0	2	3	0	1	0	0	0					
		0.21%	0.0%	0.33%	0.34%	0.21%	0.0%	0.50%	0.0%	0.38%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.81%	1.68%	0.0%	1.06%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	85	1	2	1	5	3	12	3	1	1	0	0	6	1	1	1	0	3	3	3	2	8	3	6	9	10					
		0.92%	0.33%	0.66%	0.34%	1.08%	1.76%	0.85%	0.66%	0.38%	0.41%	0.0%	0.0%	1.12%	0.68%	0.37%	1.19%	0.0%	0.70%	3.84%	1.22%	1.12%	1.98%	3.19%	0.69%	1.05%	1.19%					
30	"13. ""Демократическая партия России"""	35	1	0	0	0	1	7	1	1	0	0	0	3	0	2	2	0	2	1	1	0	0	0	2	8	3					
		0.38%	0.33%	0.0%	0.0%	0.0%	0.58%	0.50%	0.22%	0.38%	0.0%	0.0%	0.0%	0.56%	0.0%	0.75%	2.38%	0.0%	0.46%	1.28%	0.40%	0.0%	0.0%	0.0%	0.23%	0.93%	0.35%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	1	0	2	1	1	3	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	3	0					
		0.18%	0.33%	0.0%	0.69%	0.21%	0.58%	0.21%	0.22%	0.0%	0.41%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	1.28%	0.40%	0.0%	0.0%	0.0%	0.11%	0.35%	0.0%					
32	"15. ""Партия СЛОН"""	17	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	3	3	0	0					
		0.18%	0.0%	0.0%	0.0%	0.21%	2.35%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.40%	0.0%	0.74%	3.19%	0.34%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	529	15	8	16	30	13	94	19	13	9	4	8	21	2	8	2	13	24	3	16	5	15	1	75	57	58					
		5.78%	4.96%	2.64%	5.55%	6.49%	7.64%	6.73%	4.21%	4.96%	3.76%	3.17%	9.63%	3.94%	1.37%	3.01%	2.38%	23.63%	5.63%	3.84%	6.53%	2.80%	3.71%	1.06%	8.67%	6.65%	6.94%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	36	1	0	3	1	0	5	2	2	4	1	0	4	1	0	0	0	1	0	2	2	0	0	4	3	0					
		0.39%	0.33%	0.0%	1.04%	0.21%	0.0%	0.35%	0.44%	0.76%	1.67%	0.79%	0.0%	0.75%	0.68%	0.0%	0.0%	0.0%	0.23%	0.0%	0.81%	1.12%	0.0%	0.0%	0.46%	0.35%	0.0%					
35	"18. ""ЛДПР"""	1322	43	47	43	91	35	243	52	23	25	14	12	72	36	24	20	12	39	6	23	29	53	6	88	150	136					
		14.45%	14.23%	15.51%	14.93%	19.69%	20.58%	17.40%	11.52%	8.77%	10.46%	11.11%	14.45%	13.53%	24.82%	9.05%	23.80%	21.81%	9.15%	7.69%	9.38%	16.29%	13.11%	6.38%	10.17%	17.50%	16.28%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	179	10	4	6	9	4	21	8	11	5	0	1	10	1	5	0	1	7	0	5	7	12	1	16	16	19					
		1.95%	3.31%	1.32%	2.08%	1.94%	2.35%	1.50%	1.77%	4.19%	2.09%	0.0%	1.20%	1.87%	0.68%	1.88%	0.0%	1.81%	1.64%	0.0%	2.04%	3.93%	2.97%	1.06%	1.84%	1.86%	2.27%					
37	"20. ""Политическая партия ""Единая Россия"""	2760	105	120	53	118	31	518	151	94	79	45	25	199	37	45	23	12	110	21	71	51	130	16	233	245	228					
		30.18%	34.76%	39.60%	18.40%	25.54%	18.23%	37.10%	33.48%	35.87%	33.05%	35.71%	30.12%	37.40%	25.51%	16.98%	27.38%	21.81%	25.82%	26.92%	28.97%	28.65%	32.17%	17.02%	26.93%	28.58%	27.30%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	0	0	0	1	1	4	1	0	3	0	0	1	0	1	1	1	3	0	0	1	0	0	1	1	0					
		0.21%	0.0%	0.0%	0.0%	0.21%	0.58%	0.28%	0.22%	0.0%	1.25%	0.0%	0.0%	0.18%	0.0%	0.37%	1.19%	1.81%	0.70%	0.0%	0.0%	0.56%	0.0%	0.0%	0.11%	0.11%	0.0%					
39	"22. ""Развитие предпринимательства"""	11	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	2	0	3					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	1.81%	0.0%	1.28%	0.0%	0.56%	0.0%	0.0%	0.23%	0.0%	0.35%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1524	54	51	79	69	30	109	58	44	52	36	16	64	32	84	11	2	128	34	25	19	82	7	155	143	140					
		16.66%	17.88%	16.83%	27.43%	14.93%	17.64%	7.80%	12.86%	16.79%	21.75%	28.57%	19.27%	12.03%	22.06%	31.69%	13.09%	3.63%	30.04%	43.58%	10.20%	10.67%	20.29%	7.44%	17.91%	16.68%	16.76%					
																																
41	Против всех	485	17	4	10	20	6	114	22	9	14	8	0	28	6	11	4	0	18	1	12	4	12	8	65	35	57					
		5.30%	5.62%	1.32%	3.47%	4.32%	3.52%	8.16%	4.87%	3.43%	5.85%	6.34%	0.0%	5.26%	4.13%	4.15%	4.76%	0.0%	4.22%	1.28%	4.89%	2.24%	2.97%	8.51%	7.51%	4.08%	6.82%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
