Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Суворовская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	405	10	13	13	15	10	10	14	10	17	10	10	10	10	14	10	7	10	10	12	10	10	13	10	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	15	10	5	5	6	5	3	3	3	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	300	4	11	12	15	6	10	14	6	14	9	9	8	7	14	2	5	10	10	12	3	8	10	10	0	5	5	2	5	3	5	0	1	1	5	0	0	1	0	0	10	15	4	5	5	6	3	3	3	0	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	328	13	11	6	17	9	3	12	2	8	24	5	8	6	6	12	8	8	7	5	5	0	4	10	5	3	3	3	5	0	2	4	5	1	2	1	1	5	2	0	1	7	2	9	43	2	24	4	0	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	105	6	2	1	0	4	0	0	4	3	1	1	2	3	0	8	2	0	0	0	7	2	3	0	2	0	0	3	0	2	0	5	4	4	0	5	5	4	5	5	0	0	6	0	0	0	2	0	0	3	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	185	6	14	8	4	7	7	8	9	10	5	9	6	3	8	2	3	3	2	1	3	8	5	11	1	2	2	2	0	2	1	0	2	0	1	0	0	0	0	0	4	3	1	9	2	1	1	2	2	2	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	178	9	1	7	10	5	2	5	8	5	8	8	1	6	10	5	1	0	1	2	2	7	5	15	2	4	0	1	0	1	0	3	7	1	0	0	1	0	0	0	0	7	2	5	3	0	3	4	3	3	5									
		0.95%	1.32%	0.15%	0.93%	1.18%	1.09%	0.45%	0.98%	1.71%	0.87%	0.99%	2.08%	0.22%	1.30%	1.72%	1.34%	0.53%	0.00%	0.35%	0.48%	0.78%	0.82%	0.85%	1.93%	1.28%	2.35%	0.00%	0.43%	0.00%	0.78%	0.00%	5.17%	1.79%	0.57%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.84%	0.66%	0.67%	0.68%	0.00%	0.90%	1.16%	1.80%	1.14%	1.18%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	423	1	10	71	16	4	9	23	8	15	0	6	12	18	20	5	7	2	10	1	3	5	8	34	4	3	4	7	3	1	6	2	13	5	2	1	2	4	1	0	1	19	5	12	5	7	3	3	10	7	5									
		2.25%	0.15%	1.51%	9.42%	1.89%	0.88%	2.04%	4.51%	1.71%	2.62%	0.00%	1.56%	2.60%	3.89%	3.45%	1.34%	3.68%	0.84%	3.47%	0.24%	1.17%	0.58%	1.37%	4.38%	2.56%	1.76%	1.36%	3.02%	4.92%	0.78%	4.11%	3.45%	3.32%	2.87%	1.53%	1.25%	2.60%	3.77%	0.66%	0.00%	0.42%	2.27%	1.66%	1.61%	1.14%	3.52%	0.90%	0.87%	5.99%	2.65%	1.18%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	420	13	13	22	17	3	11	10	13	5	15	10	14	11	12	10	9	3	4	6	0	12	10	95	0	0	0	0	0	3	6	0	5	1	2	0	0	3	5	1	2	24	5	10	8	2	1	6	0	3	15									
		2.23%	1.91%	1.96%	2.92%	2.01%	0.66%	2.49%	1.96%	2.77%	0.87%	1.86%	2.60%	3.04%	2.38%	2.07%	2.69%	4.74%	1.26%	1.39%	1.43%	0.00%	1.40%	1.71%	12.24%	0.00%	0.00%	0.00%	0.00%	0.00%	2.34%	4.11%	0.00%	1.28%	0.57%	1.53%	0.00%	0.00%	2.83%	3.29%	1.32%	0.84%	2.87%	1.66%	1.34%	1.82%	1.01%	0.30%	1.74%	0.00%	1.14%	3.55%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12797	505	554	418	585	381	207	248	216	370	623	201	225	206	320	239	120	186	221	320	198	675	440	418	120	142	255	153	38	93	103	40	263	133	112	77	39	73	114	62	208	596	186	584	263	156	257	255	125	196	278									
		68.09%	74.26%	83.43%	55.44%	69.07%	83.37%	46.94%	48.63%	46.06%	64.69%	77.30%	52.21%	48.81%	44.49%	55.17%	64.25%	63.16%	77.82%	76.74%	76.01%	77.34%	78.95%	75.09%	53.87%	76.92%	83.53%	86.44%	65.95%	62.30%	72.66%	70.55%	68.97%	67.26%	76.44%	85.50%	96.25%	50.65%	68.87%	75.00%	81.58%	87.76%	71.29%	61.59%	78.39%	59.77%	78.39%	77.18%	74.13%	74.85%	74.24%	65.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	91	4	3	1	4	3	5	3	4	6	3	3	6	4	3	4	1	0	1	1	0	4	1	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	4	1	3	1	0	1	0	1	3									
		0.48%	0.59%	0.45%	0.13%	0.47%	0.66%	1.13%	0.59%	0.85%	1.05%	0.37%	0.78%	1.30%	0.86%	0.52%	1.08%	0.53%	0.00%	0.35%	0.24%	0.00%	0.47%	0.17%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	1.32%	0.13%	0.68%	0.50%	0.00%	0.29%	0.00%	0.38%	0.71%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	3	0	0	2	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	3	0	0	0	0									
		0.12%	0.44%	0.00%	0.00%	0.24%	0.22%	0.00%	0.20%	0.00%	0.17%	0.12%	0.00%	0.00%	0.00%	0.17%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.13%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.66%	0.13%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1861	33	14	89	80	11	73	86	68	50	38	41	73	81	80	44	23	20	20	38	17	64	45	102	16	10	14	40	9	13	10	7	45	15	8	0	19	11	13	9	15	70	55	69	63	13	31	39	14	24	39									
		9.90%	4.85%	2.11%	11.80%	9.45%	2.41%	16.55%	16.86%	14.50%	8.74%	4.71%	10.65%	15.84%	17.49%	13.79%	11.83%	12.11%	8.37%	6.94%	9.03%	6.64%	7.49%	7.68%	13.14%	10.26%	5.88%	4.75%	17.24%	14.75%	10.16%	6.85%	12.07%	11.51%	8.62%	6.11%	0.00%	24.68%	10.38%	8.55%	11.84%	6.33%	8.37%	18.21%	9.26%	14.32%	6.53%	9.31%	11.34%	8.38%	9.09%	9.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	80	4	4	3	2	4	5	4	4	7	3	0	4	7	3	2	0	0	3	0	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	4	2	0	0	0	0	0	2									
		0.43%	0.59%	0.60%	0.40%	0.24%	0.88%	1.13%	0.78%	0.85%	1.22%	0.37%	0.00%	0.87%	1.51%	0.52%	0.54%	0.00%	0.00%	1.04%	0.00%	0.39%	0.35%	0.17%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.12%	0.99%	0.54%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	77	3	0	5	4	3	1	5	1	0	5	3	7	3	6	2	1	0	4	2	0	4	0	4	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	3	0	0	2									
		0.41%	0.44%	0.00%	0.66%	0.47%	0.66%	0.23%	0.98%	0.21%	0.00%	0.62%	0.78%	1.52%	0.65%	1.03%	0.54%	0.53%	0.00%	1.39%	0.48%	0.00%	0.47%	0.00%	0.52%	0.64%	0.59%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.45%	0.00%	0.00%	0.87%	0.00%	0.00%	0.47%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0									
		0.06%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.34%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	136	2	7	6	7	4	2	9	8	7	3	0	5	8	6	3	0	3	0	1	2	3	4	7	3	2	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	4	1	1	16	0	0	1	0	0	7									
		0.72%	0.29%	1.05%	0.80%	0.83%	0.88%	0.45%	1.76%	1.71%	1.22%	0.37%	0.00%	1.08%	1.73%	1.03%	0.81%	0.00%	1.26%	0.00%	0.24%	0.78%	0.35%	0.68%	0.90%	1.92%	1.18%	0.34%	0.00%	0.00%	0.00%	0.00%	1.72%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.48%	0.33%	0.13%	3.64%	0.00%	0.00%	0.29%	0.00%	0.00%	1.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2153	75	47	96	102	31	94	90	116	84	93	94	87	91	95	51	22	22	20	46	31	53	42	73	9	6	17	20	11	12	17	4	50	10	6	2	14	11	15	4	11	87	37	46	56	19	29	20	11	22	52									
		11.46%	11.03%	7.08%	12.73%	12.04%	6.78%	21.32%	17.65%	24.73%	14.69%	11.54%	24.42%	18.87%	19.65%	16.38%	13.71%	11.58%	9.21%	6.94%	10.93%	12.11%	6.20%	7.17%	9.41%	5.77%	3.53%	5.76%	8.62%	18.03%	9.38%	11.64%	6.90%	12.79%	5.75%	4.58%	2.50%	18.18%	10.38%	9.87%	5.26%	4.64%	10.41%	12.25%	6.17%	12.73%	9.55%	8.71%	5.81%	6.59%	8.33%	12.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	2	1	2	1	1	0	2	3	5	0	1	1	3	4	1	0	0	0	1	0	2	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	0	1	0	1	1									
		0.35%	0.29%	0.15%	0.27%	0.12%	0.22%	0.00%	0.39%	0.64%	0.87%	0.00%	0.26%	0.22%	0.65%	0.69%	0.27%	0.00%	0.00%	0.00%	0.24%	0.00%	0.23%	3.75%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.33%	0.27%	0.23%	0.50%	0.00%	0.29%	0.00%	0.38%	0.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	317	15	10	18	11	3	19	15	12	6	5	10	17	16	16	6	4	3	2	2	2	12	4	11	0	0	4	8	0	5	4	0	5	2	1	0	2	3	3	0	0	8	1	8	15	0	3	8	3	5	10									
		1.69%	2.21%	1.51%	2.39%	1.30%	0.66%	4.31%	2.94%	2.56%	1.05%	0.62%	2.60%	3.69%	3.46%	2.76%	1.61%	2.11%	1.26%	0.69%	0.48%	0.78%	1.40%	0.68%	1.42%	0.00%	0.00%	1.36%	3.45%	0.00%	3.91%	2.74%	0.00%	1.28%	1.15%	0.76%	0.00%	2.60%	2.83%	1.97%	0.00%	0.00%	0.96%	0.33%	1.07%	3.41%	0.00%	0.90%	2.33%	1.80%	1.89%	2.36%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
