Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Агаповская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	286	20	15	25	2	2	10	2	3	3	2	2	3	3	10	3	10	6	10	2	2	2	2	25	6	10	3	10	3	13	3	3	3	8	2	2	2	2	2	2	2	19	7	13	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	224	17	15	24	2	1	10	0	1	0	0	2	0	1	3	0	9	5	3	2	2	2	0	24	6	6	3	10	3	13	3	3	3	6	1	0	0	0	0	2	0	19	7	9	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	108	9	7	5	1	2	6	1	5	0	1	0	3	6	4	1	5	3	2	1	2	0	1	1	1	14	4	1	3	1	4	2	0	2	1	0	1	0	0	0	0	4	0	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	62	3	0	1	0	1	0	2	2	3	2	0	3	2	7	3	1	1	7	0	0	0	2	1	0	4	0	0	0	0	0	0	0	2	1	2	2	2	2	0	2	0	0	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2730	256	256	173	31	37	213	82	39	25	28	28	22	78	76	9	70	44	17	8	23	11	2	147	21	130	78	41	41	175	47	48	17	113	27	32	17	11	16	10	11	73	20	96	31					
		15.20%	21.02%	21.75%	17.89%	12.02%	18.23%	16.26%	19.29%	14.55%	15.82%	21.05%	11.67%	13.25%	21.31%	8.64%	5.81%	12.66%	13.84%	10.83%	8.16%	10.75%	9.65%	2.50%	15.89%	8.14%	20.87%	20.53%	18.81%	14.80%	15.63%	15.36%	15.43%	8.33%	14.51%	15.00%	23.88%	13.93%	8.40%	9.41%	8.06%	17.74%	9.97%	15.27%	10.14%	8.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2275	133	147	169	41	13	240	58	38	38	10	16	27	83	67	16	48	59	22	12	28	14	3	162	16	90	48	24	47	144	43	26	49	56	16	9	11	12	23	17	4	47	6	99	44					
		12.67%	10.92%	12.49%	17.48%	15.89%	6.40%	18.32%	13.65%	14.18%	24.05%	7.52%	6.67%	16.27%	22.68%	7.61%	10.32%	8.68%	18.55%	14.01%	12.24%	13.08%	12.28%	3.75%	17.51%	6.20%	14.45%	12.63%	11.01%	16.97%	12.86%	14.05%	8.36%	24.02%	7.19%	8.89%	6.72%	9.02%	9.16%	13.53%	13.71%	6.45%	6.42%	4.58%	10.45%	12.02%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	160	16	13	15	2	6	12	3	2	1	0	0	2	3	4	2	3	5	1	0	2	2	0	12	1	3	3	0	0	29	3	4	0	1	1	0	1	1	1	0	0	2	0	3	1					
		0.89%	1.31%	1.10%	1.55%	0.78%	2.96%	0.92%	0.71%	0.75%	0.63%	0.00%	0.00%	1.20%	0.82%	0.45%	1.29%	0.54%	1.57%	0.64%	0.00%	0.93%	1.75%	0.00%	1.30%	0.39%	0.48%	0.79%	0.00%	0.00%	2.59%	0.98%	1.29%	0.00%	0.13%	0.56%	0.00%	0.82%	0.76%	0.59%	0.00%	0.00%	0.27%	0.00%	0.32%	0.27%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2248	213	199	142	31	37	139	62	40	19	6	22	7	33	71	39	75	33	49	15	38	18	1	154	22	70	29	20	22	130	14	24	21	76	38	20	11	9	31	23	10	47	22	136	30					
		12.52%	17.49%	16.91%	14.68%	12.02%	18.23%	10.61%	14.59%	14.93%	12.03%	4.51%	9.17%	4.22%	9.02%	8.07%	25.16%	13.56%	10.38%	31.21%	15.31%	17.76%	15.79%	1.25%	16.65%	8.53%	11.24%	7.63%	9.17%	7.94%	11.61%	4.58%	7.72%	10.29%	9.76%	21.11%	14.93%	9.02%	6.87%	18.24%	18.55%	16.13%	6.42%	16.79%	14.36%	8.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	253	34	24	34	2	1	18	6	17	1	0	0	1	3	10	0	9	4	1	0	3	2	0	17	1	5	2	3	2	25	2	3	2	3	1	0	0	0	0	0	0	4	3	7	3					
		1.41%	2.79%	2.04%	3.52%	0.78%	0.49%	1.37%	1.41%	6.34%	0.63%	0.00%	0.00%	0.60%	0.82%	1.14%	0.00%	1.63%	1.26%	0.64%	0.00%	1.40%	1.75%	0.00%	1.84%	0.39%	0.80%	0.53%	1.38%	0.72%	2.23%	0.65%	0.96%	0.98%	0.39%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	2.29%	0.74%	0.82%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9945	541	512	409	148	107	658	204	129	72	88	172	106	157	645	86	337	166	62	61	118	63	74	411	189	309	211	124	161	591	193	197	107	526	95	69	79	96	94	74	36	555	76	582	255					
		55.38%	44.42%	43.50%	42.30%	57.36%	52.71%	50.23%	48.00%	48.13%	45.57%	66.17%	71.67%	63.86%	42.90%	73.30%	55.48%	60.94%	52.20%	39.49%	62.24%	55.14%	55.26%	92.50%	44.43%	73.26%	49.60%	55.53%	56.88%	58.12%	52.77%	63.07%	63.34%	52.45%	67.52%	52.78%	51.49%	64.75%	73.28%	55.29%	59.68%	58.06%	75.82%	58.02%	61.46%	69.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	57	6	6	8	0	0	5	1	1	0	0	0	0	1	0	1	2	2	1	0	0	1	0	2	0	1	1	2	1	2	0	0	4	1	0	0	1	0	0	0	0	1	0	6	0					
		0.32%	0.49%	0.51%	0.83%	0.00%	0.00%	0.38%	0.24%	0.37%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.65%	0.36%	0.63%	0.64%	0.00%	0.00%	0.88%	0.00%	0.22%	0.00%	0.16%	0.26%	0.92%	0.36%	0.18%	0.00%	0.00%	1.96%	0.13%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.63%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
