Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    район Чертаново Южное																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №3736									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1415	30	35	15	15	20	25	25	15	35	35	30	55	50	45	25	25	25	25	15	30	25	30	20	20	15	15	15	25	30	25	15	15	15	15	15	15	450	30	15	35	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1178	16	29	15	15	20	21	18	11	28	17	18	52	43	36	13	18	25	25	13	30	17	24	20	20	12	7	13	16	22	23	15	9	15	15	9	9	399	27	12	31	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	951	4	6	5	10	9	22	7	13	18	7	20	19	12	17	14	4	18	20	11	40	31	36	11	14	6	10	6	13	20	11	43	81	10	163	29	70	72	23	8	14	4									
14	Число погашенных неиспользованных открепительных удостоверений	237	14	6	0	0	0	4	7	4	7	18	12	3	7	9	12	7	0	0	2	0	8	6	0	0	3	8	2	9	8	2	0	6	0	0	6	6	51	3	3	4	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	380	0	1	3	2	0	4	2	3	4	3	2	5	18	3	0	3	5	2	2	4	0	8	1	0	1	9	5	4	0	2	1	6	1	9	0	1	258	2	3	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	834	13	16	20	28	9	14	32	16	28	37	18	46	36	27	16	13	17	11	26	12	15	35	21	9	30	8	27	8	30	11	17	24	26	18	15	10	9	26	18	40	2									
		2.65%	1.60%	1.82%	2.77%	2.75%	1.06%	1.74%	4.51%	2.44%	4.35%	4.50%	2.13%	3.72%	3.68%	2.55%	2.01%	1.98%	2.37%	1.54%	4.49%	1.46%	1.96%	3.78%	2.54%	1.43%	4.15%	1.41%	3.08%	1.13%	3.43%	1.56%	2.39%	3.86%	3.57%	2.05%	2.74%	1.18%	1.72%	2.86%	2.93%	4.05%	0.89%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	668	9	10	16	21	11	6	12	10	11	14	15	33	21	16	12	12	13	14	10	40	19	12	83	11	19	6	18	16	11	9	19	15	19	9	16	6	6	23	11	24	10									
		2.12%	1.11%	1.14%	2.22%	2.06%	1.30%	0.75%	1.69%	1.53%	1.71%	1.70%	1.77%	2.67%	2.15%	1.51%	1.51%	1.83%	1.81%	1.96%	1.73%	4.85%	2.48%	1.30%	10.04%	1.75%	2.63%	1.06%	2.05%	2.27%	1.26%	1.28%	2.67%	2.42%	2.61%	1.03%	2.92%	0.71%	1.15%	2.53%	1.79%	2.43%	4.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	698	4	11	21	25	8	19	10	8	13	27	16	34	24	28	25	9	17	22	12	8	19	21	25	12	19	16	19	17	31	8	26	3	24	3	14	12	7	28	20	30	3									
		2.21%	0.49%	1.25%	2.91%	2.46%	0.94%	2.37%	1.41%	1.22%	2.02%	3.28%	1.89%	2.75%	2.45%	2.64%	3.14%	1.37%	2.37%	3.09%	2.07%	0.97%	2.48%	2.27%	3.02%	1.90%	2.63%	2.82%	2.16%	2.41%	3.55%	1.14%	3.66%	0.48%	3.29%	0.34%	2.55%	1.41%	1.34%	3.08%	3.25%	3.04%	1.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15795	478	486	401	561	554	474	393	462	263	318	456	503	439	502	429	300	304	352	332	453	416	427	433	340	267	324	443	383	488	385	275	256	255	433	252	595	338	307	268	363	87									
		50.12%	58.79%	55.16%	55.54%	55.11%	65.33%	59.03%	55.43%	70.53%	40.90%	38.69%	53.84%	40.63%	44.84%	47.36%	53.89%	45.80%	42.40%	49.37%	57.34%	54.98%	54.31%	46.11%	52.36%	53.97%	36.93%	57.04%	50.46%	54.33%	55.84%	54.77%	38.68%	41.22%	34.98%	49.32%	45.99%	70.00%	64.75%	33.77%	43.58%	36.74%	38.84%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	504	2	13	12	18	9	2	10	8	23	13	15	22	19	26	14	10	14	9	13	23	25	13	10	7	16	5	13	11	10	9	19	8	19	3	9	5	9	20	12	4	2									
		1.60%	0.25%	1.48%	1.66%	1.77%	1.06%	0.25%	1.41%	1.22%	3.58%	1.58%	1.77%	1.78%	1.94%	2.45%	1.76%	1.53%	1.95%	1.26%	2.25%	2.79%	3.26%	1.40%	1.21%	1.11%	2.21%	0.88%	1.48%	1.56%	1.14%	1.28%	2.67%	1.29%	2.61%	0.34%	1.64%	0.59%	1.72%	2.20%	1.95%	0.40%	0.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	80	1	2	4	2	2	4	4	1	0	0	4	2	6	2	2	1	1	0	4	3	1	4	3	1	2	3	4	1	0	0	1	3	2	0	3	1	0	1	2	2	1									
		0.25%	0.12%	0.23%	0.55%	0.20%	0.24%	0.50%	0.56%	0.15%	0.00%	0.00%	0.47%	0.16%	0.61%	0.19%	0.25%	0.15%	0.14%	0.00%	0.69%	0.36%	0.13%	0.43%	0.36%	0.16%	0.28%	0.53%	0.46%	0.14%	0.00%	0.00%	0.14%	0.48%	0.27%	0.00%	0.55%	0.12%	0.00%	0.11%	0.33%	0.20%	0.45%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3696	88	93	68	101	71	88	57	40	63	103	74	176	103	98	73	92	84	95	29	76	91	116	84	81	89	71	94	71	111	94	110	84	147	141	63	95	55	147	90	110	80									
		11.73%	10.82%	10.56%	9.42%	9.92%	8.37%	10.96%	8.04%	6.11%	9.80%	12.53%	8.74%	14.22%	10.52%	9.25%	9.17%	14.05%	11.72%	13.32%	5.01%	9.22%	11.88%	12.53%	10.16%	12.86%	12.31%	12.50%	10.71%	10.07%	12.70%	13.37%	15.47%	13.53%	20.16%	16.06%	11.50%	11.18%	10.54%	16.17%	14.63%	11.13%	35.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	576	15	21	14	19	7	0	4	8	20	16	20	27	20	25	9	15	20	10	19	4	9	10	11	14	8	12	23	11	22	9	8	23	17	24	11	7	10	32	7	14	1									
		1.83%	1.85%	2.38%	1.94%	1.87%	0.83%	0.00%	0.56%	1.22%	3.11%	1.95%	2.36%	2.18%	2.04%	2.36%	1.13%	2.29%	2.79%	1.40%	3.28%	0.49%	1.17%	1.08%	1.33%	2.22%	1.11%	2.11%	2.62%	1.56%	2.52%	1.28%	1.13%	3.70%	2.33%	2.73%	2.01%	0.82%	1.92%	3.52%	1.14%	1.42%	0.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	710	17	22	11	17	8	17	20	18	22	14	25	44	23	15	14	14	25	14	15	23	18	23	21	9	17	11	17	14	6	18	20	20	19	25	18	8	6	21	14	26	1									
		2.25%	2.09%	2.50%	1.52%	1.67%	0.94%	2.12%	2.82%	2.75%	3.42%	1.70%	2.95%	3.55%	2.35%	1.42%	1.76%	2.14%	3.49%	1.96%	2.59%	2.79%	2.35%	2.48%	2.54%	1.43%	2.35%	1.94%	1.94%	1.99%	0.69%	2.56%	2.81%	3.22%	2.61%	2.85%	3.28%	0.94%	1.15%	2.31%	2.28%	2.63%	0.45%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	85	2	2	0	1	2	0	4	2	4	4	3	5	2	3	0	0	3	2	3	3	0	1	2	0	1	3	0	6	4	0	2	2	3	3	3	0	2	0	2	4	2									
		0.27%	0.25%	0.23%	0.00%	0.10%	0.24%	0.00%	0.56%	0.31%	0.62%	0.49%	0.35%	0.40%	0.20%	0.28%	0.00%	0.00%	0.42%	0.28%	0.52%	0.36%	0.00%	0.11%	0.24%	0.00%	0.14%	0.53%	0.00%	0.85%	0.46%	0.00%	0.28%	0.32%	0.41%	0.34%	0.55%	0.00%	0.38%	0.00%	0.33%	0.40%	0.89%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1631	46	41	36	46	9	33	43	17	58	55	46	58	65	43	48	43	55	35	27	24	23	48	44	26	46	33	55	36	43	32	55	30	42	36	30	21	10	55	42	91	5									
		5.17%	5.66%	4.65%	4.99%	4.52%	1.06%	4.11%	6.06%	2.60%	9.02%	6.69%	5.43%	4.68%	6.64%	4.06%	6.03%	6.56%	7.67%	4.91%	4.66%	2.91%	3.00%	5.18%	5.32%	4.13%	6.36%	5.81%	6.26%	5.11%	4.92%	4.55%	7.74%	4.83%	5.76%	4.10%	5.47%	2.47%	1.92%	6.05%	6.83%	9.21%	2.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3658	77	112	65	88	84	91	47	45	73	115	96	197	166	188	85	77	102	85	37	99	79	129	11	60	122	53	95	58	75	59	86	87	87	121	68	74	53	165	61	173	13									
		11.61%	9.47%	12.71%	9.00%	8.64%	9.91%	11.33%	6.63%	6.87%	11.35%	13.99%	11.33%	15.91%	16.96%	17.74%	10.68%	11.76%	14.23%	11.92%	6.39%	12.01%	10.31%	13.93%	1.33%	9.52%	16.87%	9.33%	10.82%	8.23%	8.58%	8.39%	12.10%	14.01%	11.93%	13.78%	12.41%	8.71%	10.15%	18.15%	9.92%	17.51%	5.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	194	10	2	3	5	6	8	4	3	1	6	7	20	10	10	2	8	1	4	2	15	2	7	3	3	2	0	7	3	0	3	3	2	3	1	2	3	2	8	1	7	5									
		0.62%	1.23%	0.23%	0.42%	0.49%	0.71%	0.99%	0.56%	0.46%	0.16%	0.73%	0.83%	1.62%	1.02%	0.94%	0.25%	1.22%	0.14%	0.56%	0.35%	1.82%	0.26%	0.76%	0.36%	0.48%	0.28%	0.00%	0.80%	0.43%	0.00%	0.43%	0.42%	0.32%	0.41%	0.11%	0.36%	0.35%	0.38%	0.88%	0.16%	0.71%	2.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1986	46	36	42	73	59	39	51	15	57	87	41	51	40	63	55	50	53	50	28	41	49	80	63	44	64	18	63	59	33	64	52	49	54	48	29	13	15	66	56	87	3									
		6.30%	5.66%	4.09%	5.82%	7.17%	6.96%	4.86%	7.19%	2.29%	8.86%	10.58%	4.84%	4.12%	4.09%	5.94%	6.91%	7.63%	7.39%	7.01%	4.84%	4.98%	6.40%	8.64%	7.62%	6.98%	8.85%	3.17%	7.18%	8.37%	3.78%	9.10%	7.31%	7.89%	7.41%	5.47%	5.29%	1.53%	2.87%	7.26%	9.11%	8.81%	1.34%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
