Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Красноармейская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922									
		2.69%	4.10%	2.91%	1.60%	6.27%	3.29%	0.86%	7.04%	0.92%	0.80%	4.38%	0.93%	1.14%	4.49%	2.06%	0.00%	3.63%	2.71%	0.78%	3.18%	1.52%	1.40%	1.17%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4850	734	557	119	209	146	208	40	260	144	162	65	297	154	119	60	315	152	132	163	383	331	100									
		57.77%	50.21%	53.97%	63.30%	56.95%	60.08%	59.60%	56.34%	59.77%	57.37%	59.12%	60.75%	67.96%	62.86%	61.34%	63.16%	67.31%	51.53%	51.16%	57.60%	72.68%	51.40%	58.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	7	6	0	0	2	1	0	1	1	1	2	5	1	0	1	4	3	2	1	4	3	0									
		0.54%	0.48%	0.58%	0.00%	0.00%	0.82%	0.29%	0.00%	0.23%	0.40%	0.36%	1.87%	1.14%	0.41%	0.00%	1.05%	0.85%	1.02%	0.78%	0.35%	0.76%	0.47%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	4	1	1	3	0	2	0	0	0	1	1	0	0	0	0	0	4	1	0	2	0	0									
		0.24%	0.27%	0.10%	0.53%	0.82%	0.00%	0.57%	0.00%	0.00%	0.00%	0.36%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	1.36%	0.39%	0.00%	0.38%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	725	176	98	13	31	25	28	2	29	24	21	9	37	13	13	9	31	32	16	24	39	48	7									
		8.64%	12.04%	9.50%	6.91%	8.45%	10.29%	8.02%	2.82%	6.67%	9.56%	7.66%	8.41%	8.47%	5.31%	6.70%	9.47%	6.62%	10.85%	6.20%	8.48%	7.40%	7.45%	4.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	9	6	0	1	0	1	0	2	0	2	0	1	2	1	0	4	2	2	1	2	2	0									
		0.45%	0.62%	0.58%	0.00%	0.27%	0.00%	0.29%	0.00%	0.46%	0.00%	0.73%	0.00%	0.23%	0.82%	0.52%	0.00%	0.85%	0.68%	0.78%	0.35%	0.38%	0.31%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	10	11	3	4	3	1	0	2	1	0	1	1	0	0	0	1	0	2	2	2	4	0									
		0.57%	0.68%	1.07%	1.60%	1.09%	1.23%	0.29%	0.00%	0.46%	0.40%	0.00%	0.93%	0.23%	0.00%	0.00%	0.00%	0.21%	0.00%	0.78%	0.71%	0.38%	0.62%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	1	1	0	0	0	2	0	1	0	2	0	2	1	0	1	2	1	1	1	2	1	0									
		0.23%	0.07%	0.10%	0.00%	0.00%	0.00%	0.57%	0.00%	0.23%	0.00%	0.73%	0.00%	0.46%	0.41%	0.00%	1.05%	0.43%	0.34%	0.39%	0.35%	0.38%	0.16%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	51	8	13	2	1	4	3	0	2	1	0	0	1	1	0	1	3	3	4	0	2	2	0									
		0.61%	0.55%	1.26%	1.06%	0.27%	1.65%	0.86%	0.00%	0.46%	0.40%	0.00%	0.00%	0.23%	0.41%	0.00%	1.05%	0.64%	1.02%	1.55%	0.00%	0.38%	0.31%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1102	194	145	28	46	23	55	17	54	30	38	18	41	32	28	11	45	44	44	41	32	109	27									
		13.13%	13.27%	14.05%	14.89%	12.53%	9.47%	15.76%	23.94%	12.41%	11.95%	13.87%	16.82%	9.38%	13.06%	14.43%	11.58%	9.62%	14.92%	17.05%	14.49%	6.07%	16.93%	15.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	15	7	1	1	0	1	0	2	1	4	0	0	0	1	0	0	5	1	0	5	6	1									
		0.61%	1.03%	0.68%	0.53%	0.27%	0.00%	0.29%	0.00%	0.46%	0.40%	1.46%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	1.69%	0.39%	0.00%	0.95%	0.93%	0.58%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	689	150	98	12	21	15	15	1	41	27	12	7	23	22	21	8	31	16	25	23	20	87	14									
		8.21%	10.26%	9.50%	6.38%	5.72%	6.17%	4.30%	1.41%	9.43%	10.76%	4.38%	6.54%	5.26%	8.98%	10.82%	8.42%	6.62%	5.42%	9.69%	8.13%	3.80%	13.51%	8.19%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
