Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Красновишерская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК  1601	УИК  1602	УИК  1603	УИК  1604	УИК  1605	УИК  1606	УИК  1607	УИК  1608	УИК  1609	УИК  1610	УИК  1611	УИК  1612	УИК  1613	УИК  1614	УИК  1615	УИК  1616	УИК  1617	УИК  1618	УИК  1619	УИК  1620	УИК  1621	УИК  1622	УИК  1623	УИК  1624	УИК  1625	УИК  1626	УИК  1627	УИК  1628	УИК  1629	УИК  1630	УИК  1631	УИК  1632	УИК  1633	УИК  1634	УИК  1635	УИК  1636					
		6.35%	4.29%	3.00%	8.10%	5.11%	8.26%	4.99%	7.31%	8.30%	11.5%	5.79%	6.41%	10.36%	9.96%	3.87%	5.30%	12.19%	3.96%	10.0%	6.53%	16.43%	3.93%	8.33%	8.77%	10.90%	9.19%	3.33%	6.55%	7.22%	6.45%	4.44%	5.21%	7.27%	8.37%	0.98%	6.89%	4.34%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	374	7	23	38	43	41	62	45	3	6	17	0	2	3	5	5	3	2	1	12	0	8	0	2	5	10	1	0	0	0	1	2	7	6	0	0	14					
		3.00%	3.00%	2.38%	3.85%	4.77%	4.08%	4.42%	4.50%	1.18%	3.0%	2.89%	0.0%	1.21%	1.10%	1.02%	2.21%	2.43%	0.39%	2.0%	3.26%	0.0%	4.49%	0.0%	1.75%	4.54%	3.67%	1.66%	0.0%	0.0%	0.0%	1.11%	1.73%	4.24%	2.64%	0.0%	0.0%	3.04%					
22	"5. ""За Русь Святую"""	108	1	7	9	13	7	13	4	0	3	3	4	2	3	0	4	4	3	0	4	1	3	0	0	0	4	0	0	2	0	1	0	4	4	2	2	1					
		0.86%	0.42%	0.72%	0.91%	1.44%	0.69%	0.92%	0.40%	0.0%	1.5%	0.51%	2.13%	1.21%	1.10%	0.0%	1.76%	3.25%	0.59%	0.0%	1.08%	1.36%	1.68%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.76%	0.0%	1.11%	0.0%	2.42%	1.76%	1.96%	1.37%	0.21%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	0	3	1	1	2	4	0	4	0	1	0	0	0	1	3	1	1	0	1	0	1	0	1	0	1	0	0	2	0	0	0	0	0	1	1	2					
		0.25%	0.0%	0.31%	0.10%	0.11%	0.19%	0.28%	0.0%	1.58%	0.0%	0.17%	0.0%	0.0%	0.0%	0.20%	1.32%	0.81%	0.19%	0.0%	0.27%	0.0%	0.56%	0.0%	0.87%	0.0%	0.36%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.98%	0.68%	0.43%					
24	"7. ""Новый курс - Автомобильная Россия"""	173	3	15	7	25	21	22	16	4	1	12	2	0	2	8	4	2	8	0	6	0	1	0	2	1	3	0	0	0	0	0	0	1	1	1	0	5					
		1.39%	1.28%	1.55%	0.70%	2.77%	2.09%	1.57%	1.60%	1.58%	0.5%	2.04%	1.06%	0.0%	0.73%	1.63%	1.76%	1.62%	1.58%	0.0%	1.63%	0.0%	0.56%	0.0%	1.75%	0.90%	1.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.44%	0.98%	0.0%	1.08%					
25	"8. ""Народно-республиканская партия России"""	25	0	0	4	3	0	1	2	0	0	0	1	0	0	1	1	0	2	0	2	1	0	1	0	0	2	0	1	1	0	0	1	0	0	0	0	1					
		0.20%	0.0%	0.0%	0.40%	0.33%	0.0%	0.07%	0.20%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.20%	0.44%	0.0%	0.39%	0.0%	0.54%	1.36%	0.0%	1.66%	0.0%	0.0%	0.73%	0.0%	1.63%	0.38%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.21%					
26	"9. ""Российская экологическая партия ""Зеленые"""	43	2	5	4	5	2	4	2	0	4	2	2	1	0	2	0	0	1	1	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0					
		0.34%	0.85%	0.51%	0.40%	0.55%	0.19%	0.28%	0.20%	0.0%	2.0%	0.34%	1.06%	0.60%	0.0%	0.40%	0.0%	0.0%	0.19%	2.0%	0.27%	1.36%	0.56%	0.0%	0.0%	0.0%	0.73%	1.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	547	12	28	34	37	35	51	15	4	2	10	5	37	14	114	48	8	12	5	5	7	4	3	2	5	4	0	0	3	0	1	2	3	10	1	2	24					
		4.39%	5.15%	2.89%	3.44%	4.11%	3.48%	3.64%	1.50%	1.58%	1.0%	1.70%	2.67%	22.56%	5.16%	23.26%	21.23%	6.50%	2.38%	10.0%	1.36%	9.58%	2.24%	5.0%	1.75%	4.54%	1.47%	0.0%	0.0%	1.14%	0.0%	1.11%	1.73%	1.81%	4.40%	0.98%	1.37%	5.21%					
28	"11. ""Истинные патриоты России"""	7	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.10%	0.10%	0.0%	0.0%	0.0%	0.10%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.62%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	156	6	7	8	13	12	21	22	5	1	5	3	2	3	7	0	1	4	2	2	2	1	0	1	4	5	0	1	8	0	0	1	3	3	0	1	2					
		1.25%	2.57%	0.72%	0.81%	1.44%	1.19%	1.49%	2.20%	1.97%	0.5%	0.85%	1.60%	1.21%	1.10%	1.42%	0.0%	0.81%	0.79%	4.0%	0.54%	2.73%	0.56%	0.0%	0.87%	3.63%	1.83%	0.0%	1.63%	3.04%	0.0%	0.0%	0.86%	1.81%	1.32%	0.0%	0.68%	0.43%					
30	"13. ""Демократическая партия России"""	35	0	0	3	2	3	3	6	2	0	1	2	0	0	3	0	0	0	0	0	2	1	1	2	0	0	0	1	0	1	0	0	0	0	0	2	0					
		0.28%	0.0%	0.0%	0.30%	0.22%	0.29%	0.21%	0.60%	0.79%	0.0%	0.17%	1.06%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	2.73%	0.56%	1.66%	1.75%	0.0%	0.0%	0.0%	1.63%	0.0%	3.22%	0.0%	0.0%	0.0%	0.0%	0.0%	1.37%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	2	2	1	1	4	0	0	0	0	2	1	0	0	4	0	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0					
		0.20%	0.85%	0.20%	0.10%	0.11%	0.39%	0.0%	0.0%	0.0%	0.0%	0.34%	0.53%	0.0%	0.0%	0.81%	0.0%	0.81%	0.19%	2.0%	0.0%	1.36%	0.0%	1.66%	0.0%	0.90%	0.0%	0.0%	1.63%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	25	2	3	1	1	1	4	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	3	1	1	2	0					
		0.20%	0.85%	0.31%	0.10%	0.11%	0.09%	0.28%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.36%	0.20%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	1.63%	0.0%	0.0%	0.0%	0.0%	1.81%	0.44%	0.98%	1.37%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	665	13	46	43	36	82	136	64	15	17	26	7	3	14	15	9	2	23	4	23	1	5	0	6	8	10	1	3	5	1	1	8	0	4	2	11	21					
		5.34%	5.57%	4.76%	4.35%	4.0%	8.16%	9.70%	6.41%	5.92%	8.5%	4.42%	3.74%	1.82%	5.16%	3.06%	3.98%	1.62%	4.56%	8.0%	6.26%	1.36%	2.80%	0.0%	5.26%	7.27%	3.67%	1.66%	4.91%	1.90%	3.22%	1.11%	6.95%	0.0%	1.76%	1.96%	7.58%	4.56%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	44	1	2	1	2	2	1	3	0	0	3	2	0	1	2	1	1	2	1	0	0	1	1	0	1	3	0	4	2	0	2	2	2	0	0	0	1					
		0.35%	0.42%	0.20%	0.10%	0.22%	0.19%	0.07%	0.30%	0.0%	0.0%	0.51%	1.06%	0.0%	0.36%	0.40%	0.44%	0.81%	0.39%	2.0%	0.0%	0.0%	0.56%	1.66%	0.0%	0.90%	1.10%	0.0%	6.55%	0.76%	0.0%	2.22%	1.73%	1.21%	0.0%	0.0%	0.0%	0.21%					
35	"18. ""ЛДПР"""	2208	46	209	196	169	136	213	150	52	41	89	22	25	45	120	24	18	87	4	71	17	33	19	22	17	86	6	9	43	9	22	8	23	43	11	32	91					
		17.75%	19.74%	21.63%	19.85%	18.77%	13.54%	15.20%	15.03%	20.55%	20.5%	15.16%	11.76%	15.24%	16.60%	24.48%	10.61%	14.63%	17.26%	8.0%	19.34%	23.28%	18.53%	31.66%	19.29%	15.45%	31.61%	10.0%	14.75%	16.34%	29.03%	24.44%	6.95%	13.93%	18.94%	10.78%	22.06%	19.78%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	399	7	43	33	20	20	35	33	4	2	24	9	9	17	17	3	3	15	5	8	1	4	1	3	7	2	0	8	5	2	3	10	6	16	7	5	12					
		3.20%	3.00%	4.45%	3.34%	2.22%	1.99%	2.49%	3.30%	1.58%	1.0%	4.08%	4.81%	5.48%	6.27%	3.46%	1.32%	2.43%	2.97%	10.0%	2.17%	1.36%	2.24%	1.66%	2.63%	6.36%	0.73%	0.0%	13.11%	1.90%	6.45%	3.33%	8.69%	3.63%	7.04%	6.86%	3.44%	2.60%					
37	"20. ""Политическая партия ""Единая Россия"""	3978	67	336	298	275	318	434	325	77	52	181	52	48	56	89	71	35	241	16	128	17	76	13	56	28	69	41	16	113	13	43	42	48	60	53	44	147					
		31.98%	28.75%	34.78%	30.19%	30.55%	31.67%	30.97%	32.56%	30.43%	26.0%	30.83%	27.80%	29.26%	20.66%	18.16%	31.41%	28.45%	47.81%	32.0%	34.87%	23.28%	42.69%	21.66%	49.12%	25.45%	25.36%	68.33%	26.22%	42.96%	41.93%	47.77%	36.52%	29.09%	26.43%	51.96%	30.34%	31.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	30	0	3	2	0	6	1	2	0	0	3	2	2	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0					
		0.24%	0.0%	0.31%	0.20%	0.0%	0.59%	0.07%	0.20%	0.0%	0.0%	0.51%	1.06%	1.21%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.90%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	1.21%	0.0%	0.98%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	32	0	1	4	3	1	3	6	0	0	4	2	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1					
		0.25%	0.0%	0.10%	0.40%	0.33%	0.09%	0.21%	0.60%	0.0%	0.0%	0.68%	1.06%	0.0%	0.73%	0.0%	0.0%	0.81%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.38%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.21%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	891	20	69	66	50	85	106	74	25	21	33	13	3	52	22	10	3	14	2	33	3	7	0	3	5	10	0	5	28	1	5	20	21	32	8	13	29					
		7.16%	8.58%	7.14%	6.68%	5.55%	8.46%	7.56%	7.41%	9.88%	10.5%	5.62%	6.95%	1.82%	19.18%	4.48%	4.42%	2.43%	2.77%	4.0%	8.99%	4.10%	3.93%	0.0%	2.63%	4.54%	3.67%	0.0%	8.19%	10.64%	3.22%	5.55%	17.39%	12.72%	14.09%	7.84%	8.96%	6.30%					
																																											
41	Против всех	822	14	62	68	76	62	94	74	18	12	51	15	8	9	37	10	17	33	2	22	3	6	8	2	6	13	5	2	9	0	4	7	15	17	6	5	30					
		6.60%	6.00%	6.41%	6.88%	8.44%	6.17%	6.70%	7.41%	7.11%	6.0%	8.68%	8.02%	4.87%	3.32%	7.55%	4.42%	13.82%	6.54%	4.0%	5.99%	4.10%	3.37%	13.33%	1.75%	5.45%	4.77%	8.33%	3.27%	3.42%	0.0%	4.44%	6.08%	9.09%	7.48%	5.88%	3.44%	6.52%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
