Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Карсунская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1622	194	176	258	30	11	69	32	19	133	65	76	34	43	25	11	42	44	18	8	3	8	25	24	16	56	14	59	51	7	71									
		11.48%	17.40%	14.14%	16.55%	13.33%	7.01%	16.47%	9.70%	7.66%	9.69%	15.26%	9.83%	11.93%	11.44%	7.00%	6.32%	9.63%	11.31%	7.23%	4.82%	1.35%	3.77%	6.94%	6.74%	4.71%	9.30%	6.57%	12.47%	7.99%	6.93%	22.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	6	6	2	1	0	3	0	0	0	1	0	1	0	0	1	3	1	1	0	0	0	1	0	0	0	0	1	1	0	1									
		0.21%	0.54%	0.48%	0.13%	0.44%	0.00%	0.72%	0.00%	0.00%	0.00%	0.23%	0.00%	0.35%	0.00%	0.00%	0.57%	0.69%	0.26%	0.40%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.21%	0.16%	0.00%	0.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	176	18	23	35	4	5	3	1	1	16	9	0	1	2	9	1	8	8	3	0	2	0	4	1	1	10	1	3	4	1	2									
		1.25%	1.61%	1.85%	2.25%	1.78%	3.18%	0.72%	0.30%	0.40%	1.17%	2.11%	0.00%	0.35%	0.53%	2.52%	0.57%	1.83%	2.06%	1.20%	0.00%	0.90%	0.00%	1.11%	0.28%	0.29%	1.66%	0.47%	0.63%	0.63%	0.99%	0.64%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
