Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Пластовская городская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297					
		0.36%	0.39%	0.25%	0.10%	0.19%	0.15%	0.0%	0.53%	0.46%	0.48%	1.08%	0.37%	2.85%	0.26%	0.0%	0.87%	0.80%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.28%	0.0%	0.0%	0.81%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	3	4	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0					
		0.11%	0.39%	0.33%	0.0%	0.0%	0.0%	0.69%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	56	7	2	4	4	2	7	3	2	2	2	4	1	0	3	1	1	3	2	0	1	1	0	2	0	0	1	1					
		0.54%	0.92%	0.16%	0.40%	0.39%	0.31%	2.43%	0.80%	0.46%	0.48%	0.43%	1.49%	0.57%	0.0%	0.96%	0.87%	0.40%	0.89%	2.77%	0.0%	0.83%	0.74%	0.0%	0.40%	0.0%	0.0%	0.30%	0.81%					
25	"8. ""Народно-республиканская партия России"""	37	4	2	3	5	0	3	2	0	1	4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.35%	0.53%	0.16%	0.30%	0.49%	0.0%	1.04%	0.53%	0.0%	0.24%	0.86%	0.0%	0.0%	3.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	34	8	3	0	9	1	0	1	2	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0					
		0.32%	1.06%	0.25%	0.0%	0.89%	0.15%	0.0%	0.26%	0.46%	0.0%	0.65%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.30%	0.0%					
27	"10. ""Аграрная партия России"""	305	16	20	26	15	6	10	12	11	7	10	8	15	12	16	15	8	14	5	5	8	7	2	29	6	10	5	7					
		2.95%	2.12%	1.66%	2.62%	1.48%	0.94%	3.48%	3.22%	2.54%	1.69%	2.16%	2.98%	8.57%	3.21%	5.14%	13.15%	3.23%	4.17%	6.94%	6.57%	6.66%	5.22%	1.72%	5.81%	1.72%	6.53%	1.54%	5.73%					
28	"11. ""Истинные патриоты России"""	10	0	0	1	0	1	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.09%	0.0%	0.0%	0.10%	0.0%	0.15%	0.34%	1.07%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	44	6	3	8	3	3	0	5	1	1	0	1	0	4	1	0	1	0	0	0	0	0	0	2	0	1	4	0					
		0.42%	0.79%	0.25%	0.80%	0.29%	0.47%	0.0%	1.34%	0.23%	0.24%	0.0%	0.37%	0.0%	1.07%	0.32%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.65%	1.23%	0.0%					
30	"13. ""Демократическая партия России"""	29	3	2	4	3	1	0	0	3	1	1	0	0	0	1	0	2	1	0	1	0	3	0	0	2	1	0	0					
		0.28%	0.39%	0.16%	0.40%	0.29%	0.15%	0.0%	0.0%	0.69%	0.24%	0.21%	0.0%	0.0%	0.0%	0.32%	0.0%	0.80%	0.29%	0.0%	1.31%	0.0%	2.23%	0.0%	0.0%	0.57%	0.65%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	0	2	0	5	3	2	1	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0					
		0.18%	0.0%	0.16%	0.0%	0.49%	0.47%	0.69%	0.26%	0.0%	0.0%	0.21%	0.37%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	1.31%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	12	1	3	0	2	1	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.13%	0.25%	0.0%	0.19%	0.15%	0.69%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.26%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	529	45	87	62	50	49	10	22	20	20	25	7	10	22	9	1	19	12	6	3	0	10	1	8	8	10	9	4					
		5.11%	5.96%	7.25%	6.26%	4.95%	7.74%	3.48%	5.91%	4.62%	4.84%	5.42%	2.61%	5.71%	5.89%	2.89%	0.87%	7.69%	3.58%	8.33%	3.94%	0.0%	7.46%	0.86%	1.60%	2.29%	6.53%	2.77%	3.27%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	19	0	0	0	2	0	0	1	0	0	2	0	0	2	2	0	1	2	0	0	1	0	0	1	0	1	2	2					
		0.18%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.26%	0.0%	0.0%	0.43%	0.0%	0.0%	0.53%	0.64%	0.0%	0.40%	0.59%	0.0%	0.0%	0.83%	0.0%	0.0%	0.20%	0.0%	0.65%	0.61%	1.63%					
35	"18. ""ЛДПР"""	1232	102	112	83	133	82	40	44	42	45	51	18	23	56	39	16	22	56	5	11	12	7	13	76	77	22	33	12					
		11.91%	13.52%	9.34%	8.39%	13.16%	12.95%	13.93%	11.82%	9.72%	10.89%	11.06%	6.71%	13.14%	15.01%	12.54%	14.03%	8.90%	16.71%	6.94%	14.47%	10.0%	5.22%	11.20%	15.23%	22.12%	14.37%	10.18%	9.83%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	165	20	18	13	7	1	5	6	8	9	12	6	2	9	4	2	3	2	0	1	1	0	1	9	8	7	5	6					
		1.59%	2.65%	1.50%	1.31%	0.69%	0.15%	1.74%	1.61%	1.85%	2.17%	2.60%	2.23%	1.14%	2.41%	1.28%	1.75%	1.21%	0.59%	0.0%	1.31%	0.83%	0.0%	0.86%	1.80%	2.29%	4.57%	1.54%	4.91%					
37	"20. ""Политическая партия ""Единая Россия"""	3380	240	385	343	287	149	88	91	143	111	153	82	74	131	124	55	77	121	22	12	25	48	62	211	154	54	95	43					
		32.69%	31.83%	32.11%	34.68%	28.41%	23.53%	30.66%	24.46%	33.10%	26.87%	33.18%	30.59%	42.28%	35.12%	39.87%	48.24%	31.17%	36.11%	30.55%	15.78%	20.83%	35.82%	53.44%	42.28%	44.25%	35.29%	29.32%	35.24%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	3	0	1	4	3	0	0	0	2	1	4	0	3	2	0	0	0	1	0	1	1	0	0	2	0	0	0					
		0.27%	0.39%	0.0%	0.10%	0.39%	0.47%	0.0%	0.0%	0.0%	0.48%	0.21%	1.49%	0.0%	0.80%	0.64%	0.0%	0.0%	0.0%	1.38%	0.0%	0.83%	0.74%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	26	1	4	4	1	0	1	1	1	4	1	1	0	2	0	0	0	2	0	0	1	0	0	0	2	0	0	0					
		0.25%	0.13%	0.33%	0.40%	0.09%	0.0%	0.34%	0.26%	0.23%	0.96%	0.21%	0.37%	0.0%	0.53%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.83%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1939	148	235	157	188	126	47	62	59	111	82	67	23	40	73	2	67	56	11	9	44	39	12	83	41	17	117	23					
		18.75%	19.62%	19.59%	15.87%	18.61%	19.90%	16.37%	16.66%	13.65%	26.87%	17.78%	25.0%	13.14%	10.72%	23.47%	1.75%	27.12%	16.71%	15.27%	11.84%	36.66%	29.10%	10.34%	16.63%	11.78%	11.11%	36.11%	18.85%					
																																		
41	Против всех	565	30	74	72	93	45	15	24	35	8	25	7	7	20	15	5	2	14	1	4	11	10	4	20	8	5	10	1					
		5.46%	3.97%	6.17%	7.28%	9.20%	7.10%	5.22%	6.45%	8.10%	1.93%	5.42%	2.61%	4.0%	5.36%	4.82%	4.38%	0.80%	4.17%	1.38%	5.26%	9.16%	7.46%	3.44%	4.00%	2.29%	3.26%	3.08%	0.81%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
