Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																							
Дата голосования: 04.12.2011																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Искитимская  																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1286	20	29	20	17	18	22	16	27	14	10	15	38	20	20	15	8	15	45	18	16	35	33	32	25	8	5	20	15	35	10	15	18	0	23	5	5	5	16	5	5	20	20	1	5	15	13	5	5	27	5	30	5	3	17	17	5	14	13	50	40	5	20	9	5	48	5	5	18	7	6	15	10	13	10	20	20	25	5	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1259	20	29	18	17	17	21	16	22	11	9	14	38	20	20	15	8	15	45	18	16	35	33	32	25	8	5	20	15	35	10	15	18	0	22	4	5	5	16	5	5	20	20	0	5	15	13	5	5	27	5	26	4	3	17	17	5	14	13	50	40	5	20	9	5	48	4	5	18	7	6	15	10	13	10	20	20	25	5	6	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	473	5	11	6	5	18	14	2	9	4	13	2	11	5	4	0	3	7	3	3	0	6	3	10	12	39	2	8	5	11	3	3	10	2	10	0	6	3	4	1	4	7	3	4	2	5	2	0	1	8	4	15	8	0	16	16	6	7	10	15	13	2	11	3	2	9	0	0	6	1	0	1	3	9	2	3	1	1	2	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	27	0	0	2	0	1	1	0	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	64	3	0	0	2	1	0	0	1	0	4	1	1	2	0	0	0	0	1	0	0	0	2	1	1	0	2	0	6	4	0	0	0	0	1	0	0	2	1	0	0	2	0	0	0	2	1	2	0	0	0	0	2	0	0	4	1	4	0	3	1	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3837	115	144	135	100	144	124	118	143	109	95	157	93	31	17	11	17	45	47	7	7	18	44	114	147	20	16	115	55	99	47	73	35	8	58	13	6	7	48	20	7	105	11	10	14	38	12	5	17	22	12	77	28	25	0	189	35	44	11	83	77	6	81	7	14	36	18	4	73	15	3	16	10	39	5	18	13	40	5	9	1					
		11.89%	12.47%	14.89%	15.32%	12.67%	12.70%	14.20%	14.37%	15.26%	13.24%	11.45%	17.39%	11.85%	10.33%	13.60%	6.92%	9.04%	11.14%	14.60%	4.67%	6.03%	7.41%	11.89%	12.09%	10.13%	10.15%	6.15%	12.21%	11.02%	9.88%	14.20%	16.44%	9.38%	11.59%	9.51%	12.38%	7.89%	6.93%	15.14%	9.35%	7.45%	13.98%	7.97%	7.46%	15.38%	9.87%	10.08%	8.20%	12.06%	8.46%	16.00%	11.32%	11.34%	10.12%	0.00%	12.81%	10.36%	13.10%	8.46%	13.11%	12.98%	8.33%	14.01%	5.88%	5.51%	4.83%	8.87%	2.96%	18.91%	9.93%	8.11%	12.21%	11.24%	11.44%	7.25%	10.34%	11.93%	9.41%	6.17%	8.65%	0.84%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5385	177	152	130	140	182	146	149	177	139	143	154	150	52	17	18	30	47	44	29	19	55	62	205	246	49	42	184	100	179	66	47	75	17	97	22	6	7	46	18	5	107	12	28	5	101	12	4	13	57	5	143	37	48	4	274	37	56	29	112	52	17	76	8	37	105	26	20	67	18	5	20	14	61	6	40	17	50	17	12	10					
		16.69%	19.20%	15.72%	14.76%	17.74%	16.05%	16.72%	18.15%	18.89%	16.89%	17.23%	17.05%	19.11%	17.33%	13.60%	11.32%	15.96%	11.63%	13.66%	19.33%	16.38%	22.63%	16.76%	21.74%	16.95%	24.87%	16.15%	19.53%	20.04%	17.86%	19.94%	10.59%	20.11%	24.64%	15.90%	20.95%	7.89%	6.93%	14.51%	8.41%	5.32%	14.25%	8.70%	20.90%	5.49%	26.23%	10.08%	6.56%	9.22%	21.92%	6.67%	21.03%	14.98%	19.43%	9.30%	18.58%	10.95%	16.67%	22.31%	17.69%	8.77%	23.61%	13.15%	6.72%	14.57%	14.09%	12.81%	14.81%	17.36%	11.92%	13.51%	15.27%	15.73%	17.89%	8.70%	22.99%	15.60%	11.76%	20.99%	11.54%	8.40%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	316	14	6	6	16	10	8	9	11	9	15	10	8	5	0	2	3	4	4	4	0	4	6	4	5	2	2	8	4	11	4	9	2	1	8	0	1	1	4	2	0	6	0	2	1	1	0	0	2	0	0	7	0	0	0	20	4	11	1	9	0	0	4	1	1	3	2	1	3	2	1	0	3	1	1	1	1	3	0	0	2					
		0.98%	1.52%	0.62%	0.68%	2.03%	0.88%	0.92%	1.10%	1.17%	1.09%	1.81%	1.11%	1.02%	1.67%	0.00%	1.26%	1.60%	0.99%	1.24%	2.67%	0.00%	1.65%	1.62%	0.42%	0.34%	1.02%	0.77%	0.85%	0.80%	1.10%	1.21%	2.03%	0.54%	1.45%	1.31%	0.00%	1.32%	0.99%	1.26%	0.93%	0.00%	0.80%	0.00%	1.49%	1.10%	0.26%	0.00%	0.00%	1.42%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	1.36%	1.18%	3.27%	0.77%	1.42%	0.00%	0.00%	0.69%	0.84%	0.39%	0.40%	0.99%	0.74%	0.78%	1.32%	2.70%	0.00%	3.37%	0.29%	1.45%	0.57%	0.92%	0.71%	0.00%	0.00%	1.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8271	271	285	304	247	293	267	229	233	247	241	272	223	66	37	41	42	116	75	37	30	32	67	252	398	43	57	222	109	219	37	80	82	15	147	18	15	30	63	56	20	170	35	24	23	73	22	1	41	34	33	231	79	74	16	325	58	98	34	163	162	9	95	59	53	251	58	58	101	38	3	27	24	58	22	14	19	101	20	12	35					
		25.63%	29.39%	29.47%	34.51%	31.31%	25.84%	30.58%	27.89%	24.87%	30.01%	29.04%	30.12%	28.41%	22.00%	29.60%	25.79%	22.34%	28.71%	23.29%	24.67%	25.86%	13.17%	18.11%	26.72%	27.43%	21.83%	21.92%	23.57%	21.84%	21.86%	11.18%	18.02%	21.98%	21.74%	24.10%	17.14%	19.74%	29.70%	19.87%	26.17%	21.28%	22.64%	25.36%	17.91%	25.27%	18.96%	18.49%	1.64%	29.08%	13.08%	44.00%	33.97%	31.98%	29.96%	37.21%	22.03%	17.16%	29.17%	26.15%	25.75%	27.32%	12.50%	16.44%	49.58%	20.87%	33.69%	28.57%	42.96%	26.17%	25.17%	8.11%	20.61%	26.97%	17.01%	31.88%	8.05%	17.43%	23.76%	24.69%	11.54%	29.41%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	636	22	23	19	19	30	24	19	29	26	31	26	19	1	0	1	9	5	6	4	0	5	7	13	23	3	1	19	6	10	1	8	4	0	6	0	1	3	7	1	2	12	0	5	4	2	0	2	3	8	5	27	9	3	1	33	5	2	4	12	18	0	18	1	0	9	1	0	4	1	0	2	0	3	1	2	2	4	0	0	0					
		1.97%	2.39%	2.38%	2.16%	2.41%	2.65%	2.75%	2.31%	3.09%	3.16%	3.73%	2.88%	2.42%	0.33%	0.00%	0.63%	4.79%	1.24%	1.86%	2.67%	0.00%	2.06%	1.89%	1.38%	1.59%	1.52%	0.38%	2.02%	1.20%	0.99%	0.30%	1.80%	1.07%	0.00%	0.98%	0.00%	1.32%	2.97%	2.21%	0.47%	2.13%	1.60%	0.00%	3.73%	4.40%	0.52%	0.00%	3.28%	2.13%	3.08%	6.67%	3.97%	3.64%	1.21%	2.33%	2.24%	1.48%	0.60%	3.08%	1.90%	3.04%	0.00%	3.11%	0.84%	0.00%	1.21%	0.49%	0.00%	1.04%	0.66%	0.00%	1.53%	0.00%	0.88%	1.45%	1.15%	1.83%	0.94%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12966	300	327	259	251	440	285	271	317	270	273	259	272	136	52	83	86	175	137	65	54	125	175	333	599	75	142	373	213	454	167	212	168	26	271	51	46	50	138	112	58	339	76	62	43	152	70	48	63	137	20	181	70	94	20	593	195	116	42	228	262	38	289	41	145	319	95	45	130	73	24	65	37	172	33	93	55	224	37	71	69					
		40.18%	32.54%	33.82%	29.40%	31.81%	38.80%	32.65%	33.01%	33.83%	32.81%	32.89%	28.68%	34.65%	45.33%	41.60%	52.20%	45.74%	43.32%	42.55%	43.33%	46.55%	51.44%	47.30%	35.31%	41.28%	38.07%	54.62%	39.60%	42.69%	45.31%	50.45%	47.75%	45.04%	37.68%	44.43%	48.57%	60.53%	49.50%	43.53%	52.34%	61.70%	45.14%	55.07%	46.27%	47.25%	39.48%	58.82%	78.69%	44.68%	52.69%	26.67%	26.62%	28.34%	38.06%	46.51%	40.20%	57.69%	34.52%	32.31%	36.02%	44.18%	52.78%	50.00%	34.45%	57.09%	42.82%	46.80%	33.33%	33.68%	48.34%	64.86%	49.62%	41.57%	50.44%	47.83%	53.45%	50.46%	52.71%	45.68%	68.27%	57.98%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	151	4	4	8	3	8	2	4	5	6	8	6	3	2	2	0	0	0	1	0	1	1	1	4	7	2	0	1	2	4	1	4	0	0	1	1	1	1	3	1	1	3	0	1	0	0	0	0	2	0	0	1	4	0	1	11	0	2	2	1	6	0	3	0	0	3	1	0	1	1	0	0	0	1	0	1	0	1	0	0	2					
		0.47%	0.43%	0.41%	0.91%	0.38%	0.71%	0.23%	0.49%	0.53%	0.73%	0.96%	0.66%	0.38%	0.67%	1.60%	0.00%	0.00%	0.00%	0.31%	0.00%	0.86%	0.41%	0.27%	0.42%	0.48%	1.02%	0.00%	0.11%	0.40%	0.40%	0.30%	0.90%	0.00%	0.00%	0.16%	0.95%	1.32%	0.99%	0.95%	0.47%	1.06%	0.40%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	1.42%	0.00%	0.00%	0.15%	1.62%	0.00%	2.33%	0.75%	0.00%	0.60%	1.54%	0.16%	1.01%	0.00%	0.52%	0.00%	0.00%	0.40%	0.49%	0.00%	0.26%	0.66%	0.00%	0.00%	0.00%	0.29%	0.00%	0.57%	0.00%	0.24%	0.00%	0.00%	1.68%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
