Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Моргаушская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	696	33	31	24	17	37	2	4	7	12	16	6	9	6	6	25	14	12	28	8	9	17	13	8	10	26	17	9	11	10	9	10	4	12	14	26	9	17	9	16	8	7	8	18	10	8	11	18	12	15	17	11									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	680	33	31	24	17	37	0	1	7	12	16	6	9	4	6	25	14	12	19	8	9	17	13	8	10	26	17	9	11	10	9	10	4	12	14	26	9	17	9	16	8	7	8	18	10	8	11	18	12	15	17	11									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	186	13	8	6	1	15	0	3	2	2	9	5	6	4	4	5	2	14	10	3	5	4	5	1	2	1	2	1	3	4	2	0	2	2	5	2	1	5	1	0	1	1	3	3	3	2	0	2	4	2	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	16	0	0	0	0	0	2	3	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	104	16	15	2	2	2	0	0	1	1	0	0	2	0	0	3	1	2	4	2	0	3	0	0	2	2	2	0	0	1	2	2	0	1	4	6	1	5	1	1	0	3	1	1	1	0	1	6	1	1	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	116	5	7	4	5	5	0	2	1	2	1	0	1	1	0	5	3	2	3	1	4	2	3	3	3	3	5	3	0	1	1	4	1	1	2	4	1	0	0	5	2	1	1	4	1	0	0	3	1	7	1	1									
		0.63%	0.59%	0.92%	0.63%	1.07%	0.55%	0.00%	1.21%	0.68%	0.62%	0.24%	0.00%	0.43%	0.60%	0.00%	1.05%	0.92%	0.67%	0.39%	0.47%	1.16%	0.42%	0.88%	1.37%	1.17%	0.73%	1.01%	1.28%	0.00%	0.30%	0.33%	1.23%	0.74%	0.32%	0.51%	0.63%	0.42%	0.00%	0.00%	1.25%	0.87%	0.51%	0.47%	0.84%	0.36%	0.00%	0.00%	0.66%	0.30%	1.51%	0.19%	0.36%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	309	7	9	9	5	23	3	4	3	4	5	4	3	5	1	14	2	7	6	3	6	11	8	4	5	7	10	5	6	7	6	3	2	2	7	7	4	5	3	10	2	5	4	3	5	4	5	13	7	6	15	5									
		1.67%	0.83%	1.19%	1.41%	1.07%	2.51%	1.74%	2.42%	2.05%	1.24%	1.22%	2.47%	1.28%	2.98%	0.36%	2.93%	0.62%	2.36%	0.79%	1.40%	1.74%	2.31%	2.34%	1.83%	1.95%	1.69%	2.03%	2.13%	2.01%	2.08%	2.01%	0.93%	1.48%	0.64%	1.79%	1.11%	1.69%	1.16%	1.48%	2.51%	0.87%	2.55%	1.88%	0.63%	1.79%	1.67%	1.57%	2.87%	2.11%	1.29%	2.84%	1.79%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	341	14	18	12	2	12	3	6	1	4	10	6	3	3	3	4	4	7	14	2	8	16	5	2	6	14	7	6	11	2	2	5	0	6	12	15	1	7	11	6	0	1	5	10	2	6	5	10	6	7	14	5									
		1.84%	1.65%	2.37%	1.88%	0.43%	1.31%	1.74%	3.64%	0.68%	1.24%	2.44%	3.70%	1.28%	1.79%	1.07%	0.84%	1.23%	2.36%	1.83%	0.93%	2.33%	3.36%	1.46%	0.91%	2.33%	3.39%	1.42%	2.55%	3.68%	0.59%	0.67%	1.54%	0.00%	1.91%	3.06%	2.38%	0.42%	1.62%	5.42%	1.50%	0.00%	0.51%	2.35%	2.09%	0.71%	2.51%	1.57%	2.21%	1.81%	1.51%	2.65%	1.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10949	442	366	333	292	592	93	105	99	232	230	98	135	77	170	281	210	118	530	130	216	226	190	110	140	226	307	144	181	225	213	212	90	197	241	362	146	237	133	228	153	136	114	293	171	141	211	228	187	274	313	171									
		59.00%	52.25%	48.28%	52.03%	62.66%	64.56%	54.07%	63.64%	67.81%	72.05%	56.10%	60.49%	57.69%	45.83%	60.71%	58.79%	64.62%	39.73%	69.37%	60.47%	62.79%	47.48%	55.56%	50.23%	54.47%	54.72%	62.27%	61.28%	60.54%	66.77%	71.24%	65.43%	66.67%	62.74%	61.48%	57.46%	61.60%	54.99%	65.52%	57.14%	66.23%	69.39%	53.52%	61.30%	61.07%	58.99%	66.35%	50.33%	56.33%	58.92%	59.28%	61.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	84	5	3	2	2	1	2	1	0	1	1	4	0	1	3	0	0	2	3	1	1	5	4	0	0	2	0	1	1	2	3	2	0	6	1	5	0	4	0	2	2	1	1	0	0	0	3	2	0	2	2	0									
		0.45%	0.59%	0.40%	0.31%	0.43%	0.11%	1.16%	0.61%	0.00%	0.31%	0.24%	2.47%	0.00%	0.60%	1.07%	0.00%	0.00%	0.67%	0.39%	0.47%	0.29%	1.05%	1.17%	0.00%	0.00%	0.48%	0.00%	0.43%	0.33%	0.59%	1.00%	0.62%	0.00%	1.91%	0.26%	0.79%	0.00%	0.93%	0.00%	0.50%	0.87%	0.51%	0.47%	0.00%	0.00%	0.00%	0.94%	0.44%	0.00%	0.43%	0.38%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	53	2	1	2	2	4	0	1	0	0	4	0	0	1	0	2	1	1	1	1	0	5	3	1	1	0	2	1	0	1	3	0	0	0	1	0	1	1	1	3	0	0	2	1	0	0	0	1	1	0	1	0									
		0.29%	0.24%	0.13%	0.31%	0.43%	0.44%	0.00%	0.61%	0.00%	0.00%	0.98%	0.00%	0.00%	0.60%	0.00%	0.42%	0.31%	0.34%	0.13%	0.47%	0.00%	1.05%	0.88%	0.46%	0.39%	0.00%	0.41%	0.43%	0.00%	0.30%	1.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.42%	0.23%	0.49%	0.75%	0.00%	0.00%	0.94%	0.21%	0.00%	0.00%	0.00%	0.22%	0.30%	0.00%	0.19%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1765	98	93	59	33	91	26	10	11	22	28	9	18	13	31	50	37	48	52	17	31	61	26	29	28	55	35	25	33	13	20	17	11	21	35	62	15	47	8	66	21	22	49	18	21	27	25	40	36	50	47	25									
		9.51%	11.58%	12.27%	9.22%	7.08%	9.92%	15.12%	6.06%	7.53%	6.83%	6.83%	5.56%	7.69%	7.74%	11.07%	10.46%	11.38%	16.16%	6.81%	7.91%	9.01%	12.82%	7.60%	13.24%	10.89%	13.32%	7.10%	10.64%	11.04%	3.86%	6.69%	5.25%	8.15%	6.69%	8.93%	9.84%	6.33%	10.90%	3.94%	16.54%	9.09%	11.22%	23.00%	3.77%	7.50%	11.30%	7.86%	8.83%	10.84%	10.75%	8.90%	8.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	74	6	2	1	1	3	1	3	2	0	2	0	2	0	0	3	0	2	1	0	2	5	0	0	1	1	2	0	1	5	2	1	0	2	0	3	0	3	1	3	1	0	0	2	1	0	2	3	0	2	0	2									
		0.40%	0.71%	0.26%	0.16%	0.21%	0.33%	0.58%	1.82%	1.37%	0.00%	0.49%	0.00%	0.85%	0.00%	0.00%	0.63%	0.00%	0.67%	0.13%	0.00%	0.58%	1.05%	0.00%	0.00%	0.39%	0.24%	0.41%	0.00%	0.33%	1.48%	0.67%	0.31%	0.00%	0.64%	0.00%	0.48%	0.00%	0.70%	0.49%	0.75%	0.43%	0.00%	0.00%	0.42%	0.36%	0.00%	0.63%	0.66%	0.00%	0.43%	0.00%	0.71%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	79	3	4	3	2	4	1	0	0	0	1	1	1	2	4	3	0	0	4	2	1	4	1	0	0	2	2	0	0	1	2	2	0	0	1	0	3	2	2	2	0	0	0	1	1	0	1	7	2	0	4	3									
		0.43%	0.35%	0.53%	0.47%	0.43%	0.44%	0.58%	0.00%	0.00%	0.00%	0.24%	0.62%	0.43%	1.19%	1.43%	0.63%	0.00%	0.00%	0.52%	0.93%	0.29%	0.84%	0.29%	0.00%	0.00%	0.48%	0.41%	0.00%	0.00%	0.30%	0.67%	0.62%	0.00%	0.00%	0.26%	0.00%	1.27%	0.46%	0.99%	0.50%	0.00%	0.00%	0.00%	0.21%	0.36%	0.00%	0.31%	1.55%	0.60%	0.00%	0.76%	1.07%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	45	4	3	0	1	1	1	0	0	0	0	0	0	1	1	2	1	0	2	0	0	3	1	0	0	1	1	1	0	1	0	1	0	0	2	4	2	1	0	0	3	0	0	0	0	0	1	1	0	1	3	1									
		0.24%	0.47%	0.40%	0.00%	0.21%	0.11%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.36%	0.42%	0.31%	0.00%	0.26%	0.00%	0.00%	0.63%	0.29%	0.00%	0.00%	0.24%	0.20%	0.43%	0.00%	0.30%	0.00%	0.31%	0.00%	0.00%	0.51%	0.63%	0.84%	0.23%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.22%	0.00%	0.22%	0.57%	0.36%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	100	4	5	5	2	7	2	1	0	0	5	0	1	5	1	2	1	1	2	4	4	2	1	1	2	0	2	0	1	3	1	0	0	0	2	4	0	3	2	2	2	1	1	1	2	0	3	3	2	2	3	2									
		0.54%	0.47%	0.66%	0.78%	0.43%	0.76%	1.16%	0.61%	0.00%	0.00%	1.22%	0.00%	0.43%	2.98%	0.36%	0.42%	0.31%	0.34%	0.26%	1.86%	1.16%	0.42%	0.29%	0.46%	0.78%	0.00%	0.41%	0.00%	0.33%	0.89%	0.33%	0.00%	0.00%	0.00%	0.51%	0.63%	0.00%	0.70%	0.99%	0.50%	0.87%	0.51%	0.47%	0.21%	0.71%	0.00%	0.94%	0.66%	0.60%	0.43%	0.57%	0.71%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2112	92	103	136	41	67	28	16	13	23	57	15	25	22	23	61	28	49	73	23	31	78	60	45	37	60	61	17	33	27	21	41	21	24	35	75	14	37	14	36	28	17	16	44	27	23	35	60	54	59	63	24									
		11.38%	10.87%	13.59%	21.25%	8.80%	7.31%	16.28%	9.70%	8.90%	7.14%	13.90%	9.26%	10.68%	13.10%	8.21%	12.76%	8.62%	16.50%	9.55%	10.70%	9.01%	16.39%	17.54%	20.55%	14.40%	14.53%	12.37%	7.23%	11.04%	8.01%	7.02%	12.65%	15.56%	7.64%	8.93%	11.90%	5.91%	8.58%	6.90%	9.02%	12.12%	8.67%	7.51%	9.21%	9.64%	9.62%	11.01%	13.25%	16.27%	12.69%	11.93%	8.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	3	4	3	1	4	0	1	2	0	5	0	2	1	3	2	0	2	2	0	0	5	1	2	1	2	1	0	2	1	0	2	0	0	2	2	1	2	1	0	1	0	1	2	0	1	1	2	1	2	3	2									
		0.41%	0.35%	0.53%	0.47%	0.21%	0.44%	0.00%	0.61%	1.37%	0.00%	1.22%	0.00%	0.85%	0.60%	1.07%	0.42%	0.00%	0.67%	0.26%	0.00%	0.00%	1.05%	0.29%	0.91%	0.39%	0.48%	0.20%	0.00%	0.67%	0.30%	0.00%	0.62%	0.00%	0.00%	0.51%	0.32%	0.42%	0.46%	0.49%	0.00%	0.43%	0.00%	0.47%	0.42%	0.00%	0.42%	0.31%	0.44%	0.30%	0.43%	0.57%	0.71%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1812	137	115	56	56	85	8	14	11	27	51	14	34	27	27	31	29	33	60	16	36	41	22	12	20	35	48	18	25	39	18	27	10	51	36	74	34	64	21	18	13	10	10	31	28	28	17	63	21	36	46	29									
		9.76%	16.19%	15.17%	8.75%	12.02%	9.27%	4.65%	8.48%	7.53%	8.39%	12.44%	8.64%	14.53%	16.07%	9.64%	6.49%	8.92%	11.11%	7.85%	7.44%	10.47%	8.61%	6.43%	5.48%	7.78%	8.47%	9.74%	7.66%	8.36%	11.57%	6.02%	8.33%	7.41%	16.24%	9.18%	11.75%	14.35%	14.85%	10.34%	4.51%	5.63%	5.10%	4.69%	6.49%	10.00%	11.72%	5.35%	13.91%	6.33%	7.74%	8.71%	10.36%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
