Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
"Наименование Избирательной комиссии:    Новосибирск, Первомайская"																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №2017	УИК №2018	УИК №2019									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	1	3	2	1	0	1	0	1	1	5	0	0	0	1	3	0	0	3	0	0	1	1	0	1	6	0	1	0	1	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	498	11	11	11	15	23	10	15	11	23	8	16	14	13	12	19	14	26	14	11	14	13	7	15	12	24	16	6	15	12	23	14	14	14	11	11									
		2.77%	2.89%	4.78%	2.26%	3.25%	3.16%	1.57%	2.28%	1.76%	2.83%	1.80%	2.01%	3.98%	2.25%	2.88%	4.74%	3.22%	4.42%	2.41%	2.28%	2.35%	2.66%	2.76%	2.71%	1.92%	3.85%	4.40%	1.00%	2.53%	2.08%	4.32%	2.16%	2.79%	4.19%	4.09%	3.42%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	721	16	10	21	14	26	21	22	22	38	18	38	19	29	22	9	23	20	27	14	25	19	17	22	28	19	14	26	22	25	19	31	20	8	12	5									
		4.01%	4.21%	4.35%	4.31%	3.03%	3.57%	3.30%	3.34%	3.52%	4.68%	4.04%	4.78%	5.40%	5.01%	5.28%	2.24%	5.29%	3.40%	4.65%	2.90%	4.20%	3.89%	6.69%	3.98%	4.47%	3.04%	3.85%	4.33%	3.70%	4.33%	3.57%	4.78%	3.99%	2.40%	4.46%	1.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	342	0	3	9	12	15	14	10	15	12	6	21	9	17	6	7	8	6	13	10	22	10	8	6	16	6	1	12	9	8	10	20	9	5	1	6									
		1.90%	0.00%	1.30%	1.85%	2.60%	2.06%	2.20%	1.52%	2.40%	1.48%	1.35%	2.64%	2.56%	2.94%	1.44%	1.75%	1.84%	1.02%	2.24%	2.07%	3.70%	2.05%	3.15%	1.08%	2.56%	0.96%	0.27%	2.00%	1.52%	1.39%	1.88%	3.08%	1.80%	1.50%	0.37%	1.86%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6278	166	80	131	184	224	196	239	207	275	162	264	128	193	140	140	137	207	198	167	187	199	99	178	232	215	144	230	210	214	193	225	198	121	83	112									
		34.92%	43.68%	34.78%	26.90%	39.83%	30.77%	30.77%	36.27%	33.12%	33.87%	36.40%	33.21%	36.36%	33.33%	33.57%	34.91%	31.49%	35.20%	34.08%	34.58%	31.43%	40.78%	38.98%	32.19%	37.06%	34.46%	39.56%	38.33%	35.35%	37.09%	36.28%	34.67%	39.52%	36.23%	30.86%	34.78%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	129	0	1	3	4	4	3	1	1	14	4	11	1	5	1	6	6	2	2	3	1	1	1	7	4	7	0	7	3	3	1	3	3	8	1	7									
		0.72%	0.00%	0.43%	0.62%	0.87%	0.55%	0.47%	0.15%	0.16%	1.72%	0.90%	1.38%	0.28%	0.86%	0.24%	1.50%	1.38%	0.34%	0.34%	0.62%	0.17%	0.20%	0.39%	1.27%	0.64%	1.12%	0.00%	1.17%	0.51%	0.52%	0.19%	0.46%	0.60%	2.40%	0.37%	2.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	43	0	1	0	1	4	1	3	2	2	0	2	2	3	1	1	2	1	2	2	2	0	0	0	0	0	0	0	1	1	2	2	2	1	1	1									
		0.24%	0.00%	0.43%	0.00%	0.22%	0.55%	0.16%	0.46%	0.32%	0.25%	0.00%	0.25%	0.57%	0.52%	0.24%	0.25%	0.46%	0.17%	0.34%	0.41%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.17%	0.38%	0.31%	0.40%	0.30%	0.37%	0.31%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3213	69	51	94	86	132	102	145	110	135	82	158	52	78	91	65	74	85	92	113	88	64	40	69	106	133	76	104	85	99	104	128	112	57	63	71									
		17.87%	18.16%	22.17%	19.30%	18.61%	18.13%	16.01%	22.00%	17.60%	16.63%	18.43%	19.87%	14.77%	13.47%	21.82%	16.21%	17.01%	14.46%	15.83%	23.40%	14.79%	13.11%	15.75%	12.48%	16.93%	21.31%	20.88%	17.33%	14.31%	17.16%	19.55%	19.72%	22.36%	17.07%	23.42%	22.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	212	0	1	5	5	6	10	2	7	5	6	12	4	13	2	14	1	9	8	6	12	2	2	8	13	11	6	5	5	3	2	4	3	7	8	5									
		1.18%	0.00%	0.43%	1.03%	1.08%	0.82%	1.57%	0.30%	1.12%	0.62%	1.35%	1.51%	1.14%	2.25%	0.48%	3.49%	0.23%	1.53%	1.38%	1.24%	2.02%	0.41%	0.79%	1.45%	2.08%	1.76%	1.65%	0.83%	0.84%	0.52%	0.38%	0.62%	0.60%	2.10%	2.97%	1.55%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	162	1	0	7	10	11	8	9	5	6	3	2	4	10	3	12	5	3	4	3	5	3	3	7	3	3	2	5	8	1	3	4	2	3	3	1									
		0.90%	0.26%	0.00%	1.44%	2.16%	1.51%	1.26%	1.37%	0.80%	0.74%	0.67%	0.25%	1.14%	1.73%	0.72%	2.99%	1.15%	0.51%	0.69%	0.62%	0.84%	0.61%	1.18%	1.27%	0.48%	0.48%	0.55%	0.83%	1.35%	0.17%	0.56%	0.62%	0.40%	0.90%	1.12%	0.31%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	1	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.46%	0.32%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.17%	0.41%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	353	2	1	13	23	19	14	13	13	16	8	10	8	7	2	13	10	11	17	2	15	13	2	11	8	13	8	10	7	8	16	12	6	12	9	1									
		1.96%	0.53%	0.43%	2.67%	4.98%	2.61%	2.20%	1.97%	2.08%	1.97%	1.80%	1.26%	2.27%	1.21%	0.48%	3.24%	2.30%	1.87%	2.93%	0.41%	2.52%	2.66%	0.79%	1.99%	1.28%	2.08%	2.20%	1.67%	1.18%	1.39%	3.01%	1.85%	1.20%	3.59%	3.35%	0.31%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3974	90	53	126	82	174	164	130	151	194	96	172	89	124	98	69	119	129	151	92	135	130	61	171	125	113	55	94	123	143	114	156	106	54	36	55									
		22.10%	23.68%	23.04%	25.87%	17.75%	23.90%	25.75%	19.73%	24.16%	23.89%	21.57%	21.64%	25.28%	21.42%	23.50%	17.21%	27.36%	21.94%	25.99%	19.05%	22.69%	26.64%	24.02%	30.92%	19.97%	18.11%	15.11%	15.67%	20.71%	24.78%	21.43%	24.04%	21.16%	16.17%	13.38%	17.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	1	2	1	3	2	0	2	2	0	2	0	1	0	2	0	1	0	2	1	1	0	2	1	7	1	0	3	1	1	2	1	3	0	1									
		0.26%	0.00%	0.43%	0.41%	0.22%	0.41%	0.31%	0.00%	0.32%	0.25%	0.00%	0.25%	0.00%	0.17%	0.00%	0.50%	0.00%	0.17%	0.00%	0.41%	0.17%	0.20%	0.00%	0.36%	0.16%	1.12%	0.27%	0.00%	0.51%	0.17%	0.19%	0.31%	0.20%	0.90%	0.00%	0.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1499	17	10	50	18	69	73	49	61	71	39	69	17	67	25	34	29	64	34	44	66	20	12	39	59	62	35	78	72	39	26	33	16	34	31	37									
		8.34%	4.47%	4.35%	10.27%	3.90%	9.48%	11.46%	7.44%	9.76%	8.74%	8.76%	8.68%	4.83%	11.57%	5.99%	8.48%	6.67%	10.88%	5.85%	9.11%	11.09%	4.10%	4.72%	7.05%	9.42%	9.94%	9.62%	13.00%	12.12%	6.76%	4.89%	5.08%	3.19%	10.18%	11.52%	11.49%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
