Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Октябрьская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270					
11	Число полученных открепительных  удостоверений	243	3	2	6	2	2	2	5	2	2	3	3	3	10	3	2	7	3	6	2	2	8	3	3	3	3	4	2	4	3	4	19	11	7	15	10	4	2	2	2	4	9	3	3	4	3	4	2	2	4	3	3	20					
12	Число выданных открепительных удостоверений	132	0	0	4	2	1	1	3	0	0	1	0	0	9	0	0	7	3	6	0	2	7	0	0	0	0	3	0	4	1	0	15	8	2	9	6	4	0	0	0	1	8	0	0	3	0	0	0	0	2	0	0	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	83	2	0	1	3	0	0	1	0	0	0	0	0	0	0	1	4	0	1	0	1	0	1	0	1	0	2	0	4	0	3	5	13	5	6	7	0	2	1	1	1	4	0	0	2	0	1	0	0	2	4	1	3					
14	Число неиспользованных открепительных удостоверений	111	3	2	2	0	1	1	2	2	2	2	3	3	1	3	2	0	0	0	2	0	1	3	3	3	3	1	2	0	2	4	4	3	5	6	4	0	2	2	2	3	1	3	3	1	3	4	2	2	2	3	3	0					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	425	4	0	14	0	1	0	15	0	0	1	5	0	21	8	4	23	5	7	1	0	4	8	0	3	10	3	4	14	2	13	22	19	29	31	35	0	1	3	2	10	33	0	3	6	1	9	9	1	25	12	1	3					
		2.73%	1.53%	0.00%	5.28%	0.00%	1.19%	0.00%	2.25%	0.00%	0.00%	1.49%	2.79%	0.00%	2.90%	3.81%	2.55%	3.12%	2.34%	2.11%	1.32%	0.00%	1.39%	4.21%	0.00%	1.70%	3.68%	1.28%	2.27%	4.65%	1.26%	3.65%	2.61%	2.14%	3.76%	3.98%	3.53%	0.00%	1.85%	1.12%	2.13%	2.99%	3.40%	0.00%	1.57%	2.73%	0.89%	3.14%	5.33%	1.49%	4.93%	3.45%	0.52%	0.67%					
19	. Малышкин Олег Александрович	568	3	2	8	9	13	2	44	2	13	4	9	1	35	6	7	21	3	10	0	1	8	7	1	14	10	9	12	15	5	9	15	30	31	23	48	3	0	10	0	8	21	5	2	0	6	23	8	3	15	4	4	26					
		3.65%	1.15%	2.50%	3.02%	10.34%	15.48%	2.99%	6.59%	2.86%	17.81%	5.97%	5.03%	1.19%	4.83%	2.86%	4.46%	2.85%	1.40%	3.01%	0.00%	1.43%	2.79%	3.68%	0.75%	7.95%	3.68%	3.85%	6.82%	4.98%	3.14%	2.53%	1.78%	3.39%	4.02%	2.96%	4.84%	4.69%	0.00%	3.75%	0.00%	2.39%	2.16%	2.67%	1.05%	0.00%	5.36%	8.01%	4.73%	4.48%	2.96%	1.15%	2.08%	5.84%					
20	. Миронов Сергей Михайлович	85	2	0	0	2	3	3	7	0	1	0	1	0	8	0	1	6	1	0	0	0	2	0	1	0	4	0	0	1	3	0	6	8	5	2	3	0	0	6	0	0	1	0	0	1	0	0	1	0	0	2	1	3					
		0.55%	0.76%	0.00%	0.00%	2.30%	3.57%	4.48%	1.05%	0.00%	1.37%	0.00%	0.56%	0.00%	1.10%	0.00%	0.64%	0.82%	0.47%	0.00%	0.00%	0.00%	0.70%	0.00%	0.75%	0.00%	1.47%	0.00%	0.00%	0.33%	1.89%	0.00%	0.71%	0.90%	0.65%	0.26%	0.30%	0.00%	0.00%	2.25%	0.00%	0.00%	0.10%	0.00%	0.00%	0.45%	0.00%	0.00%	0.59%	0.00%	0.00%	0.57%	0.52%	0.67%					
21	. Путин Владимир Владимирович	10771	219	73	188	54	59	39	392	52	47	40	114	80	438	180	121	468	174	234	59	59	211	122	106	108	211	165	117	176	84	209	543	607	511	507	650	52	40	178	80	262	724	155	167	183	104	143	113	38	366	289	156	304					
		69.17%	83.59%	91.25%	70.94%	62.07%	70.24%	58.21%	58.68%	74.29%	64.38%	59.70%	63.69%	95.24%	60.41%	85.71%	77.07%	63.59%	81.31%	70.48%	77.63%	84.29%	73.52%	64.21%	79.10%	61.36%	77.57%	70.51%	66.48%	58.47%	52.83%	58.71%	64.41%	68.51%	66.28%	65.17%	65.59%	81.25%	74.07%	66.67%	85.11%	78.21%	74.49%	82.89%	87.43%	83.18%	92.86%	49.83%	66.86%	56.72%	72.19%	83.05%	81.25%	68.31%					
22	. Хакамада Ирина Муцуовна	272	2	0	2	1	0	1	13	3	1	0	1	0	8	0	1	34	6	1	1	2	2	2	1	3	6	4	0	4	8	12	14	13	16	12	13	2	1	6	2	3	18	2	1	0	0	8	6	2	17	8	3	6					
		1.75%	0.76%	0.00%	0.75%	1.15%	0.00%	1.49%	1.95%	4.29%	1.37%	0.00%	0.56%	0.00%	1.10%	0.00%	0.64%	4.62%	2.80%	0.30%	1.32%	2.86%	0.70%	1.05%	0.75%	1.70%	2.21%	1.71%	0.00%	1.33%	5.03%	3.37%	1.66%	1.47%	2.08%	1.54%	1.31%	3.12%	1.85%	2.25%	2.13%	0.90%	1.85%	1.07%	0.52%	0.00%	0.00%	2.79%	3.55%	2.99%	3.35%	2.30%	1.56%	1.35%					
23	. Харитонов Николай Михайлович	2948	27	5	36	21	7	19	180	13	10	20	48	3	185	15	21	144	17	75	15	8	55	45	23	42	26	47	40	82	52	88	205	173	143	181	198	3	11	52	9	51	153	23	13	24	0	94	25	19	73	30	18	81					
		18.93%	10.31%	6.25%	13.58%	24.14%	8.33%	28.36%	26.95%	18.57%	13.70%	29.85%	26.82%	3.57%	25.52%	7.14%	13.38%	19.57%	7.94%	22.59%	19.74%	11.43%	19.16%	23.68%	17.16%	23.86%	9.56%	20.09%	22.73%	27.24%	32.70%	24.72%	24.32%	19.53%	18.55%	23.26%	19.98%	4.69%	20.37%	19.48%	9.57%	15.22%	15.74%	12.30%	6.81%	10.91%	0.00%	32.75%	14.79%	28.36%	14.40%	8.62%	9.38%	18.20%					
																																																											
24	Против всех	327	4	0	6	0	0	2	11	0	0	2	0	0	15	0	0	30	8	5	0	0	5	3	2	4	1	4	0	9	1	18	30	29	26	15	30	3	1	7	1	1	12	2	3	0	0	5	3	3	9	1	8	8					
		2.10%	1.53%	0.00%	2.26%	0.00%	0.00%	2.99%	1.65%	0.00%	0.00%	2.99%	0.00%	0.00%	2.07%	0.00%	0.00%	4.08%	3.74%	1.51%	0.00%	0.00%	1.74%	1.58%	1.49%	2.27%	0.37%	1.71%	0.00%	2.99%	0.63%	5.06%	3.56%	3.27%	3.37%	1.93%	3.03%	4.69%	1.85%	2.62%	1.06%	0.30%	1.23%	1.07%	1.57%	0.00%	0.00%	1.74%	1.78%	4.48%	1.78%	0.29%	4.17%	1.80%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
