Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Питерская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	29	0	2	1	1	1	0	0	0	0	1	0	1	0	3	0	4	0	0	10	0	0	1	4	0	0	0									
		0.28%	0.00%	0.37%	0.13%	0.14%	0.21%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.26%	0.00%	0.69%	0.00%	0.79%	0.00%	0.00%	1.97%	0.00%	0.00%	0.21%	0.62%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	178	0	15	19	5	1	3	0	1	5	5	7	14	8	12	1	12	0	0	23	1	2	6	21	0	14	3									
		1.73%	0.00%	2.79%	2.40%	0.71%	0.21%	3.85%	0.00%	0.19%	4.85%	1.19%	2.04%	3.69%	4.76%	2.76%	1.59%	2.37%	0.00%	0.00%	4.54%	1.96%	4.88%	1.25%	3.23%	0.00%	4.62%	1.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	87	0	10	13	2	2	0	0	3	1	3	2	12	0	8	2	2	4	0	4	0	0	2	11	0	0	6									
		0.85%	0.00%	1.86%	1.64%	0.28%	0.43%	0.00%	0.00%	0.57%	0.97%	0.71%	0.58%	3.17%	0.00%	1.84%	3.17%	0.39%	2.31%	0.00%	0.79%	0.00%	0.00%	0.42%	1.69%	0.00%	0.00%	2.17%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8108	555	295	629	556	380	60	695	449	82	344	275	201	117	293	47	426	148	680	334	43	28	379	505	81	268	238									
		78.86%	81.98%	54.83%	79.32%	79.20%	81.20%	76.92%	92.05%	84.72%	79.61%	81.71%	80.17%	53.03%	69.64%	67.51%	74.60%	84.02%	85.55%	90.07%	65.88%	84.31%	68.29%	79.12%	77.69%	93.10%	88.45%	85.92%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	0	4	2	1	1	0	0	1	0	1	2	3	0	1	0	0	0	0	0	0	0	1	1	0	0	1									
		0.18%	0.00%	0.74%	0.25%	0.14%	0.21%	0.00%	0.00%	0.19%	0.00%	0.24%	0.58%	0.79%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.15%	0.00%	0.00%	0.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	5	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0									
		0.16%	0.00%	0.93%	0.13%	0.14%	0.21%	1.28%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.42%	0.15%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	732	83	93	30	21	35	5	23	5	7	14	22	60	23	51	9	28	9	45	43	2	1	43	44	2	17	17									
		7.12%	12.26%	17.29%	3.78%	2.99%	7.48%	6.41%	3.05%	0.94%	6.80%	3.33%	6.41%	15.83%	13.69%	11.75%	14.29%	5.52%	5.20%	5.96%	8.48%	3.92%	2.44%	8.98%	6.77%	2.30%	5.61%	6.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	4	2	2	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0									
		0.14%	0.00%	0.74%	0.25%	0.28%	0.21%	2.56%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	0	2	4	1	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	0	2									
		0.18%	0.00%	0.37%	0.50%	0.14%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	1	3	1	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	1									
		0.12%	0.00%	0.00%	0.13%	0.43%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.92%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	0	6	5	1	2	0	0	3	0	0	2	1	0	0	0	1	2	0	1	0	0	0	2	0	0	1									
		0.26%	0.00%	1.12%	0.63%	0.14%	0.43%	0.00%	0.00%	0.57%	0.00%	0.00%	0.58%	0.26%	0.00%	0.00%	0.00%	0.20%	1.16%	0.00%	0.20%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.36%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	788	21	82	53	91	35	4	37	65	5	15	23	68	14	52	1	15	5	30	71	4	9	31	50	3	0	4									
		7.66%	3.10%	15.24%	6.68%	12.96%	7.48%	5.13%	4.90%	12.26%	4.85%	3.56%	6.71%	17.94%	8.33%	11.98%	1.59%	2.96%	2.89%	3.97%	14.00%	7.84%	21.95%	6.47%	7.69%	3.45%	0.00%	1.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	0	0	20	2	1	2	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	1	1	0	0	0									
		0.31%	0.00%	0.00%	2.52%	0.28%	0.21%	2.56%	0.00%	0.00%	0.00%	0.00%	0.29%	0.53%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.15%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	120	16	14	9	15	6	1	0	3	1	4	7	7	6	2	2	4	5	0	1	0	1	5	4	1	4	2									
		1.17%	2.36%	2.60%	1.13%	2.14%	1.28%	1.28%	0.00%	0.57%	0.97%	0.95%	2.04%	1.85%	3.57%	0.46%	3.17%	0.79%	2.89%	0.00%	0.20%	0.00%	2.44%	1.04%	0.62%	1.15%	1.32%	0.72%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
