Выборы Президента Российской Федерации																																																																																
																																																																																
Наименование Избирательной комиссии:    Балашихинская																																																																																
																																																																																
Итоги голосования 																																																																																
																																																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73					
		0.45%	0.11%	0.34%	0.32%	0.62%	0.31%	0.52%	0.58%	0.50%	0.36%	0.24%	0.81%	0.13%	0.56%	0.31%	0.00%	0.68%	0.19%	0.46%	0.40%	0.27%	0.54%	0.25%	0.28%	0.65%	0.41%	0.27%	0.46%	0.18%	0.72%	0.46%	0.45%	0.67%	0.28%	0.59%	0.69%	0.45%	0.94%	0.74%	0.27%	0.60%	0.15%	0.60%	0.40%	0.20%	0.39%	0.68%	0.22%	0.56%	0.39%	0.20%	0.37%	0.53%	0.58%	1.44%	0.52%	0.34%	0.43%	0.07%	0.86%	0.18%	0.28%	0.56%	0.40%	0.40%	0.28%	0.90%	0.61%	0.49%	0.32%	0.81%	0.66%	0.31%	0.22%					
21	. Путин Владимир Владимирович	67989	711	878	874	944	897	947	963	878	1035	879	973	611	1201	986	908	807	802	580	696	302	933	865	787	964	916	819	783	789	830	1172	1051	891	993	987	930	835	861	897	812	1045	997	961	1684	680	907	843	1039	1000	524	880	1118	1642	593	243	536	1797	1520	1099	1522	1401	1829	1084	185	981	1010	1057	734	1221	1021	760	1027	726	336					
		74.14%	75.72%	74.66%	71.00%	73.12%	69.27%	69.84%	69.58%	73.60%	73.82%	70.04%	72.07%	78.53%	74.69%	76.43%	74.61%	68.80%	75.66%	66.51%	69.25%	80.11%	72.38%	71.02%	74.04%	69.55%	75.27%	74.32%	72.37%	71.73%	74.37%	76.85%	79.20%	74.37%	70.28%	72.63%	71.76%	75.09%	73.65%	66.05%	74.43%	77.93%	72.67%	72.53%	83.16%	67.06%	71.53%	72.17%	76.74%	70.27%	68.32%	87.13%	68.63%	87.57%	69.28%	58.13%	69.34%	87.28%	80.85%	74.16%	81.43%	86.06%	86.72%	76.39%	74.30%	65.05%	71.18%	68.15%	63.66%	74.91%	66.17%	68.16%	75.18%	75.16%	72.73%					
22	. Хакамада Ирина Муцуовна	4147	48	58	76	63	64	65	81	47	60	68	65	18	71	45	58	93	49	68	62	11	85	75	64	80	48	64	62	43	56	72	53	54	92	60	67	43	50	103	46	58	61	79	68	58	56	59	51	80	44	18	70	46	52	36	45	50	69	50	60	42	50	48	8	52	56	65	66	66	69	35	53	25	15					
		4.52%	5.11%	4.93%	6.17%	4.88%	4.94%	4.79%	5.85%	3.94%	4.28%	5.42%	4.81%	2.31%	4.42%	3.49%	4.77%	7.93%	4.62%	7.80%	6.17%	2.92%	6.59%	6.16%	6.02%	5.77%	3.94%	5.81%	5.73%	3.91%	5.02%	4.72%	3.99%	4.51%	6.51%	4.42%	5.17%	3.87%	4.28%	7.58%	4.22%	4.33%	4.45%	5.96%	3.36%	5.72%	4.42%	5.05%	3.77%	5.62%	5.74%	1.78%	4.30%	2.45%	6.07%	8.61%	5.82%	2.43%	3.67%	3.37%	3.21%	2.58%	2.37%	3.38%	3.21%	3.45%	3.95%	4.19%	5.72%	4.05%	4.47%	3.14%	3.88%	2.59%	3.25%					
23	. Харитонов Николай Михайлович	7858	78	99	108	102	145	158	112	134	144	142	147	50	156	96	69	115	84	96	66	26	89	100	76	165	112	82	83	115	94	109	79	104	133	128	140	92	104	158	106	123	131	118	84	132	132	119	136	130	76	32	150	47	72	55	74	62	111	129	91	61	62	116	21	192	134	211	171	138	195	140	100	78	39					
		8.57%	8.31%	8.42%	8.77%	7.90%	11.20%	11.65%	8.09%	11.23%	10.27%	11.31%	10.89%	6.43%	9.70%	7.44%	5.67%	9.80%	7.92%	11.01%	6.57%	6.90%	6.90%	8.21%	7.15%	11.90%	9.20%	7.44%	7.67%	10.45%	8.42%	7.15%	5.95%	8.68%	9.41%	9.42%	10.80%	8.27%	8.90%	11.63%	9.72%	9.17%	9.55%	8.91%	4.15%	13.02%	10.41%	10.19%	10.04%	9.14%	9.91%	3.17%	9.21%	2.51%	8.41%	13.16%	9.57%	3.01%	5.90%	8.70%	4.87%	3.75%	2.94%	8.17%	8.43%	12.73%	9.44%	13.60%	14.83%	8.47%	12.64%	12.56%	7.32%	8.07%	8.44%					
																																																																																
24	Против всех	4531	35	55	51	81	72	61	99	47	58	52	55	33	65	61	68	60	46	50	76	14	66	74	63	65	64	61	64	49	62	67	50	59	73	65	57	51	57	75	44	14	72	59	85	43	76	53	44	69	72	33	135	53	49	34	41	73	90	106	89	40	91	54	8	128	89	78	65	87	110	56	63	49	18					
		4.94%	3.73%	4.68%	4.14%	6.27%	5.56%	4.50%	7.15%	3.94%	4.14%	4.14%	4.07%	4.24%	4.04%	4.73%	5.59%	5.12%	4.34%	5.73%	7.56%	3.71%	5.12%	6.08%	5.93%	4.69%	5.26%	5.54%	5.91%	4.45%	5.56%	4.39%	3.77%	4.92%	5.17%	4.78%	4.40%	4.59%	4.88%	5.52%	4.03%	1.04%	5.25%	4.45%	4.20%	4.24%	5.99%	4.54%	3.25%	4.85%	9.39%	3.27%	8.29%	2.83%	5.72%	8.13%	5.30%	3.55%	4.79%	7.15%	4.76%	2.46%	4.31%	3.81%	3.21%	8.49%	6.27%	5.03%	5.64%	5.34%	7.13%	5.02%	4.61%	5.07%	3.90%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
