16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																			
18	Богданов Андрей Владимирович	1480	25	31	21	20	26	27	22	18	3	17	33	15	32	34	25	24	21	12	30	5	17	32	25	18	20	18	17	17	18	19	13	8	22	21	18	15	7	21	27	19	30	32	19	20	28	17	20	26	11	8	29	16	25	14	10	26	28	21	24	39	26	15	7	24	8	23	3	21	20	42	2	13	9	5	3	3					
		1.13%	1.17%	1.70%	1.15%	1.04%	1.54%	1.25%	1.14%	1.31%	0.19%	1.12%	1.73%	1.12%	1.32%	1.70%	1.41%	1.22%	1.08%	0.85%	1.79%	0.83%	1.37%	2.02%	1.62%	0.92%	1.39%	1.24%	1.12%	1.01%	0.98%	1.11%	0.68%	0.48%	1.11%	1.03%	0.93%	0.77%	0.71%	1.34%	1.45%	1.10%	1.54%	1.85%	0.92%	0.96%	1.37%	1.02%	1.31%	1.46%	0.99%	0.78%	1.66%	0.75%	1.68%	1.58%	1.06%	1.26%	1.24%	1.07%	1.09%	1.61%	1.22%	0.65%	1.46%	1.26%	0.36%	1.01%	0.12%	0.99%	0.99%	1.82%	0.15%	0.58%	0.53%	0.74%	0.42%	0.78%					
19	Жириновский Владимир Вольфович	8647	117	118	123	139	139	122	135	87	6	81	114	50	189	143	99	100	144	54	96	66	92	108	99	117	117	63	109	114	51	152	177	26	110	104	118	133	43	85	101	123	107	96	119	115	111	93	97	85	53	123	270	176	79	63	52	417	350	196	181	333	198	171	33	59	28	126	7	100	171	152	40	97	85	32	33	35					
		6.61%	5.49%	6.48%	6.74%	7.22%	8.22%	5.66%	7.01%	6.31%	0.39%	5.36%	5.98%	3.74%	7.82%	7.13%	5.57%	5.10%	7.38%	3.81%	5.72%	10.91%	7.44%	6.82%	6.42%	5.97%	8.11%	4.35%	7.17%	6.80%	2.79%	8.85%	9.32%	1.57%	5.56%	5.09%	6.13%	6.81%	4.34%	5.43%	5.43%	7.11%	5.50%	5.55%	5.76%	5.54%	5.44%	5.58%	6.34%	4.79%	4.78%	11.99%	15.49%	8.26%	5.30%	7.12%	5.54%	20.25%	15.47%	10.02%	8.21%	13.78%	9.27%	7.38%	6.90%	3.09%	1.25%	5.53%	0.29%	4.70%	8.47%	6.59%	3.09%	4.33%	5.03%	4.72%	4.65%	9.09%					
20	Зюганов Геннадий Андреевич	17814	219	243	212	290	284	284	282	224	323	257	262	163	292	261	286	267	284	269	250	81	167	251	232	290	190	224	222	247	288	247	205	357	343	312	232	322	142	147	231	271	269	254	66	340	287	241	242	296	201	90	390	115	153	129	110	170	241	235	239	148	132	293	43	87	521	388	421	293	331	425	175	226	131	81	54	44					
		13.62%	10.27%	13.35%	11.62%	15.06%	16.78%	13.18%	14.65%	16.24%	20.89%	16.99%	13.75%	12.20%	12.08%	13.02%	16.10%	13.62%	14.56%	18.97%	14.90%	13.39%	13.50%	15.86%	15.05%	14.80%	13.17%	15.47%	14.61%	14.74%	15.75%	14.39%	10.79%	21.49%	17.32%	15.26%	12.05%	16.48%	14.34%	9.40%	12.42%	15.67%	13.84%	14.68%	3.20%	16.39%	14.07%	14.46%	15.81%	16.67%	18.12%	8.77%	22.38%	5.40%	10.26%	14.58%	11.71%	8.26%	10.65%	12.01%	10.84%	6.13%	6.18%	12.65%	8.99%	4.56%	23.25%	17.04%	17.32%	13.78%	16.39%	18.42%	13.51%	10.09%	7.75%	11.95%	7.62%	11.43%					
21	Медведев Дмитрий Анатольевич	101138	1746	1399	1428	1444	1243	1689	1462	1025	1161	1143	1454	1067	1888	1540	1335	1540	1481	1069	1282	453	930	1156	1170	1507	1094	1128	1146	1275	1449	1294	1475	1270	1485	1574	1523	1462	782	1206	1474	1286	1508	1331	1822	1577	1588	1291	1152	1338	835	796	1026	1816	1217	666	763	1446	1617	1488	1730	1879	1768	1810	392	1724	1681	1716	1988	1683	1449	1659	1063	1878	1454	552	609	291					
		77.32%	81.86%	76.87%	78.25%	75.01%	73.46%	78.41%	75.95%	74.33%	75.10%	75.60%	76.29%	79.87%	78.08%	76.81%	75.17%	78.53%	75.95%	75.39%	76.40%	74.88%	75.18%	73.03%	75.88%	76.93%	75.81%	77.90%	75.39%	76.07%	79.27%	75.36%	77.63%	76.46%	75.00%	77.01%	79.08%	74.82%	78.99%	77.11%	79.25%	74.38%	77.57%	76.94%	88.23%	76.00%	77.84%	77.44%	75.24%	75.34%	75.29%	77.58%	58.86%	85.26%	81.62%	75.25%	81.26%	70.23%	71.45%	76.07%	78.49%	77.77%	82.81%	78.15%	82.01%	90.31%	75.01%	75.36%	81.78%	79.16%	71.73%	71.91%	82.08%	83.84%	85.98%	81.42%	85.90%	75.58%					
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
