Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Ахтынская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	22	0	0	0	0	4	0	0	0	7	0	0	0	0	1	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	56	0	7	4	2	4	0	0	0	2	0	0	0	3	9	3	0	0	6	13	0	0	3	0	0	0	0	0	0	0	0	0									
		0.35%	0.00%	0.70%	0.68%	0.18%	0.83%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.98%	1.04%	0.38%	0.00%	0.00%	1.09%	1.37%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13455	804	815	511	973	445	67	677	801	526	120	159	184	264	762	672	608	34	487	749	441	60	387	270	57	505	142	799	71	463	458	144									
		84.98%	83.06%	80.93%	86.76%	88.21%	92.52%	80.72%	66.11%	82.32%	88.11%	87.59%	90.34%	83.26%	86.56%	88.19%	84.74%	96.51%	94.44%	88.55%	79.01%	85.96%	92.31%	81.65%	90.00%	79.17%	91.49%	86.06%	95.35%	79.78%	82.09%	84.97%	80.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	3	3	0	3	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0									
		0.11%	0.31%	0.30%	0.00%	0.27%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	1.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	79	7	13	0	3	3	0	0	5	1	0	0	2	0	0	1	3	0	3	14	0	0	11	0	2	0	0	0	0	11	0	0									
		0.50%	0.72%	1.29%	0.00%	0.27%	0.62%	0.00%	0.00%	0.51%	0.17%	0.00%	0.00%	0.90%	0.00%	0.00%	0.13%	0.48%	0.00%	0.55%	1.48%	0.00%	0.00%	2.32%	0.00%	2.78%	0.00%	0.00%	0.00%	0.00%	1.95%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	5	1	0	5	0	0	0	5	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0									
		0.13%	0.52%	0.10%	0.00%	0.45%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	1	8	8	0	1	0	0	1	0	0	0	3	0	0	2	0	0	8	9	0	0	3	0	0	0	0	0	2	8	0	0									
		0.34%	0.10%	0.79%	1.36%	0.00%	0.21%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	1.36%	0.00%	0.00%	0.25%	0.00%	0.00%	1.45%	0.95%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	2.25%	1.42%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	3	0	0	0	0	0	3	0	0	0	2	0	0	3	0	0	0	9	0	0	7	0	0	0	0	0	1	0	0	0									
		0.18%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	1.48%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	1	3	0	0	0	0	0	8	0	0	0	1	0	0	1	0	0	0	12	2	0	1	0	0	0	0	0	0	0	0	0									
		0.18%	0.10%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	1.27%	0.39%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1628	120	106	54	88	20	13	347	113	52	17	17	18	33	86	86	7	1	32	67	45	5	18	30	7	47	14	36	8	58	54	29									
		10.28%	12.40%	10.53%	9.17%	7.98%	4.16%	15.66%	33.89%	11.61%	8.71%	12.41%	9.66%	8.14%	10.82%	9.95%	10.84%	1.11%	2.78%	5.82%	7.07%	8.77%	7.69%	3.80%	10.00%	9.72%	8.51%	8.48%	4.30%	8.99%	10.28%	10.02%	16.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	60	7	10	0	2	0	0	0	8	0	0	0	1	3	0	0	0	0	0	16	0	0	9	0	1	0	0	0	0	3	0	0									
		0.38%	0.72%	0.99%	0.00%	0.18%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.45%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.00%	1.90%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	287	17	29	8	19	2	0	0	21	6	0	0	4	1	0	22	11	1	0	45	25	0	12	0	5	0	3	0	7	17	27	5									
		1.81%	1.76%	2.88%	1.36%	1.72%	0.42%	0.00%	0.00%	2.16%	1.01%	0.00%	0.00%	1.81%	0.33%	0.00%	2.77%	1.75%	2.78%	0.00%	4.75%	4.87%	0.00%	2.53%	0.00%	6.94%	0.00%	1.82%	0.00%	7.87%	3.01%	5.01%	2.81%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
