Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
"Наименование Избирательной комиссии:    Чита, Железнодорожная"																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1945	103	113	173	170	161	120	114	135	102	114	157	126	116	88	153									
		17.23%	14.74%	16.54%	21.10%	19.10%	19.90%	17.34%	16.36%	18.80%	19.65%	15.75%	13.19%	17.40%	14.29%	17.99%	18.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	107	6	11	9	4	6	2	10	7	2	7	18	4	4	7	10									
		0.95%	0.86%	1.61%	1.10%	0.45%	0.74%	0.29%	1.43%	0.97%	0.39%	0.97%	1.51%	0.55%	0.49%	1.43%	1.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	751	57	41	84	59	60	47	46	60	21	44	48	58	44	21	61									
		6.65%	8.15%	6.00%	10.24%	6.63%	7.42%	6.79%	6.60%	8.36%	4.05%	6.08%	4.03%	8.01%	5.42%	4.29%	7.42%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
