Выборы Президента Российской Федерации																																																																			
																																																																			
Наименование Избирательной комиссии:    Красносельская №26																																																																			
																																																																			
Итоги голосования 																																																																			
																																																																			
		Сумма	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955					
		0.92%	1.18%	0.91%	0.88%	1.23%	0.99%	0.50%	1.05%	0.56%	0.54%	0.86%	0.25%	0.91%	0.70%	1.56%	0.53%	0.44%	0.43%	0.93%	0.44%	1.10%	1.55%	0.74%	1.52%	0.42%	0.98%	0.68%	0.81%	0.87%	1.07%	0.72%	0.72%	0.75%	0.43%	1.20%	1.04%	0.76%	1.09%	0.81%	1.56%	1.70%	1.38%	0.63%	1.05%	0.99%	0.67%	0.78%	0.89%	0.80%	1.00%	1.28%	1.03%	1.87%	0.71%	0.78%	0.58%	0.98%	2.11%	2.01%	1.65%	1.50%					
20	. Миронов Сергей Михайлович	968	9	25	21	29	15	16	26	18	25	26	22	22	16	12	18	15	27	13	9	12	4	15	17	5	24	15	17	17	23	15	28	17	24	10	12	19	15	22	9	19	9	11	17	15	13	5	15	19	13	17	14	7	21	15	26	18	7	3	9	11					
		1.42%	1.77%	1.90%	1.85%	2.24%	1.14%	1.14%	1.95%	1.26%	1.50%	1.71%	1.80%	1.66%	1.60%	1.24%	1.60%	1.11%	1.94%	1.09%	0.79%	1.20%	1.55%	1.58%	1.72%	0.71%	1.80%	1.27%	1.37%	1.23%	1.90%	1.08%	2.02%	1.41%	2.05%	1.50%	1.25%	1.44%	1.25%	1.63%	0.54%	1.04%	1.77%	2.31%	1.49%	1.48%	1.08%	0.49%	1.11%	1.69%	1.00%	1.45%	0.85%	1.87%	1.66%	0.98%	2.15%	1.76%	2.46%	0.55%	3.72%	0.63%					
21	. Путин Владимир Владимирович	51934	392	1018	874	988	973	1096	1030	1095	1253	1154	947	1022	785	777	856	1046	1057	851	801	786	213	731	766	535	998	908	926	1011	947	1044	1044	917	883	534	789	987	911	1056	1435	1266	379	355	876	791	876	809	978	828	991	866	1289	286	948	1160	912	744	206	466	186	1286					
		76.16%	77.17%	77.30%	77.07%	76.18%	74.22%	78.23%	77.39%	76.68%	74.94%	75.97%	77.62%	77.19%	78.27%	80.60%	75.89%	77.37%	75.82%	71.63%	70.63%	78.29%	82.56%	77.19%	77.61%	75.67%	74.98%	76.62%	74.68%	73.15%	78.20%	74.84%	75.27%	75.97%	75.60%	80.30%	82.19%	74.60%	76.11%	78.16%	85.83%	69.41%	74.46%	74.58%	76.91%	78.24%	72.82%	78.77%	72.28%	73.86%	76.41%	74.02%	78.45%	76.27%	75.12%	75.77%	75.31%	72.80%	72.28%	85.19%	76.86%	73.95%					
22	. Хакамада Ирина Муцуовна	3374	15	84	42	76	90	62	70	78	92	74	60	58	58	30	66	61	80	91	68	53	1	58	47	35	66	65	71	94	57	106	78	65	53	23	35	61	40	43	30	79	31	24	38	51	76	48	77	54	54	63	48	12	64	64	63	47	11	16	10	108					
		4.95%	2.95%	6.38%	3.70%	5.86%	6.86%	4.43%	5.26%	5.46%	5.50%	4.87%	4.92%	4.38%	5.78%	3.11%	5.85%	4.51%	5.74%	7.66%	6.00%	5.28%	0.39%	6.12%	4.76%	4.95%	4.96%	5.49%	5.73%	6.80%	4.71%	7.60%	5.62%	5.39%	4.54%	3.46%	3.65%	4.61%	3.34%	3.18%	1.79%	4.33%	6.09%	5.04%	3.34%	5.04%	6.32%	4.67%	5.69%	4.82%	4.16%	5.38%	2.92%	3.20%	5.07%	4.18%	5.20%	4.60%	3.86%	2.93%	4.13%	6.21%					
23	. Харитонов Николай Михайлович	5868	53	62	83	90	98	101	87	116	119	125	103	122	61	65	89	92	129	108	139	67	14	61	71	76	110	97	120	127	88	106	141	109	101	55	59	134	126	134	77	259	54	48	112	82	132	74	125	117	121	108	163	41	112	174	109	128	24	18	17	135					
		8.61%	10.43%	4.71%	7.32%	6.94%	7.48%	7.21%	6.54%	8.12%	7.12%	8.23%	8.44%	9.21%	6.08%	6.74%	7.89%	6.80%	9.25%	9.09%	12.26%	6.67%	5.43%	6.44%	7.19%	10.75%	8.26%	8.19%	9.68%	9.19%	7.27%	7.60%	10.17%	9.03%	8.65%	8.27%	6.15%	10.13%	10.53%	9.92%	4.61%	14.20%	10.61%	10.08%	9.83%	8.11%	10.97%	7.21%	9.24%	10.44%	9.33%	9.23%	9.92%	10.93%	8.87%	11.37%	9.00%	12.52%	8.42%	3.29%	7.02%	7.76%					
																																																																			
24	Против всех	2482	17	62	42	41	49	61	53	46	72	62	35	51	39	29	38	52	55	51	54	27	6	31	32	27	56	45	42	55	43	46	35	41	41	18	26	45	37	42	59	87	14	12	40	30	42	40	53	30	45	44	49	11	52	55	36	32	15	22	7	103					
		3.64%	3.35%	4.71%	3.70%	3.16%	3.74%	4.35%	3.98%	3.22%	4.31%	4.08%	2.87%	3.85%	3.89%	3.01%	3.37%	3.85%	3.95%	4.29%	4.76%	2.69%	2.33%	3.27%	3.24%	3.82%	4.21%	3.80%	3.39%	3.98%	3.55%	3.30%	2.52%	3.40%	3.51%	2.71%	2.71%	3.40%	3.09%	3.11%	3.53%	4.77%	2.75%	2.52%	3.51%	2.97%	3.49%	3.89%	3.92%	2.68%	3.47%	3.76%	2.98%	2.93%	4.12%	3.59%	2.97%	3.13%	5.26%	4.02%	2.89%	5.92%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
