Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Опочецкая																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	1	3	5	0	4	1	3	1	0	1	0	4	2	4	0	0	0	0	0	4	2	0	1	0	0	1	0									
		0.61%	0.40%	0.50%	0.97%	0.00%	0.85%	0.32%	1.17%	0.52%	0.00%	0.43%	0.00%	2.61%	0.56%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	3.01%	0.81%	0.00%	0.66%	0.00%	0.00%	0.93%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	52	4	8	4	4	7	2	2	1	2	0	0	4	7	0	0	0	0	0	1	0	1	0	2	2	0	0	1									
		0.86%	1.61%	1.32%	0.78%	1.08%	1.49%	0.65%	0.78%	0.52%	1.01%	0.00%	0.00%	2.61%	1.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.40%	0.00%	1.32%	1.20%	0.00%	0.00%	0.62%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	1	1	4	2	3	1	1	0	1	1	0	1	0	3	0	1	0	0	2	0	1	0	0	0	0	0	1									
		0.40%	0.40%	0.17%	0.78%	0.54%	0.64%	0.32%	0.39%	0.00%	0.51%	0.43%	0.00%	0.65%	0.00%	1.31%	0.00%	1.10%	0.00%	0.00%	1.64%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	109	3	25	10	10	12	3	14	3	9	1	0	4	2	2	0	1	0	1	1	0	0	0	0	2	2	1	3									
		1.80%	1.21%	4.14%	1.95%	2.70%	2.56%	0.97%	5.45%	1.57%	4.55%	0.43%	0.00%	2.61%	0.56%	0.87%	0.00%	1.10%	0.00%	1.33%	0.82%	0.00%	0.00%	0.00%	0.00%	1.20%	1.03%	0.93%	1.85%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1097	39	128	112	66	103	65	65	39	36	31	18	17	74	33	18	16	11	13	11	20	32	20	29	30	26	22	23									
		18.12%	15.73%	21.19%	21.83%	17.84%	21.96%	21.04%	25.29%	20.42%	18.18%	13.36%	17.48%	11.11%	20.61%	14.41%	14.52%	17.58%	12.36%	17.33%	9.02%	15.04%	12.96%	12.90%	19.08%	17.96%	13.40%	20.56%	14.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	2	3	1	0	1	1	0	0	2	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0									
		0.30%	0.81%	0.50%	0.19%	0.00%	0.21%	0.32%	0.00%	0.00%	1.01%	0.43%	0.97%	0.00%	0.28%	0.44%	0.00%	0.00%	0.00%	1.33%	0.00%	0.75%	0.40%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	307	23	32	25	10	16	21	7	5	5	4	5	8	18	12	9	5	5	3	9	8	18	7	9	10	8	13	12									
		5.07%	9.27%	5.30%	4.87%	2.70%	3.41%	6.80%	2.72%	2.62%	2.53%	1.72%	4.85%	5.23%	5.01%	5.24%	7.26%	5.49%	5.62%	4.00%	7.38%	6.02%	7.29%	4.52%	5.92%	5.99%	4.12%	12.15%	7.41%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
