Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Асбестовская городская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №2607									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	306	2	4	9	7	12	11	12	9	16	16	22	3	11	15	16	11	10	6	11	9	25	10	16	16	15	10	0	2									
		1.27%	1.18%	0.55%	2.14%	0.85%	1.13%	0.96%	1.15%	0.77%	1.54%	1.37%	1.96%	0.74%	1.20%	1.24%	1.30%	1.19%	0.81%	0.81%	1.30%	1.24%	2.13%	0.95%	1.81%	2.07%	1.37%	1.57%	0.00%	1.23%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	917	9	16	15	38	37	34	36	58	34	46	41	10	38	56	44	31	41	30	35	29	42	39	34	41	42	28	9	4									
		3.82%	5.29%	2.20%	3.57%	4.60%	3.50%	2.98%	3.46%	4.96%	3.28%	3.93%	3.66%	2.48%	4.14%	4.61%	3.57%	3.36%	3.31%	4.07%	4.13%	4.01%	3.58%	3.72%	3.85%	5.31%	3.83%	4.40%	7.50%	2.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	519	3	17	12	19	16	23	29	22	22	24	19	6	25	22	25	16	21	21	19	13	29	22	30	22	26	8	4	4									
		2.16%	1.76%	2.34%	2.86%	2.30%	1.51%	2.02%	2.79%	1.88%	2.12%	2.05%	1.69%	1.49%	2.73%	1.81%	2.03%	1.74%	1.69%	2.85%	2.24%	1.80%	2.47%	2.10%	3.40%	2.85%	2.37%	1.26%	3.33%	2.47%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6763	77	334	130	239	315	300	267	280	335	276	279	108	235	340	295	280	341	190	215	206	322	301	271	225	333	182	35	52									
		28.17%	45.29%	45.94%	30.95%	28.93%	29.77%	26.29%	25.67%	23.95%	32.30%	23.61%	24.89%	26.73%	25.63%	28.01%	23.93%	30.37%	27.52%	25.78%	25.35%	28.49%	27.43%	28.72%	30.69%	29.15%	30.33%	28.62%	29.17%	32.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	252	0	4	6	14	17	17	12	8	9	6	6	6	8	12	11	10	12	3	9	11	21	11	16	5	6	9	1	2									
		1.05%	0.00%	0.55%	1.43%	1.69%	1.61%	1.49%	1.15%	0.68%	0.87%	0.51%	0.54%	1.49%	0.87%	0.99%	0.89%	1.08%	0.97%	0.41%	1.06%	1.52%	1.79%	1.05%	1.81%	0.65%	0.55%	1.42%	0.83%	1.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	60	0	1	3	2	1	4	1	3	3	4	2	2	2	2	3	4	2	0	4	0	2	2	3	2	4	4	0	0									
		0.25%	0.00%	0.14%	0.71%	0.24%	0.09%	0.35%	0.10%	0.26%	0.29%	0.34%	0.18%	0.50%	0.22%	0.16%	0.24%	0.43%	0.16%	0.00%	0.47%	0.00%	0.17%	0.19%	0.34%	0.26%	0.36%	0.63%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4753	33	181	90	196	197	231	219	238	181	212	218	76	185	215	192	202	221	139	157	136	241	210	200	146	212	157	29	39									
		19.80%	19.41%	24.90%	21.43%	23.73%	18.62%	20.25%	21.06%	20.36%	17.45%	18.14%	19.45%	18.81%	20.17%	17.71%	15.57%	21.91%	17.84%	18.86%	18.51%	18.81%	20.53%	20.04%	22.65%	18.91%	19.31%	24.69%	24.17%	24.07%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	152	1	3	1	2	3	6	4	17	10	9	5	2	5	11	3	10	6	3	7	4	8	9	4	7	6	4	0	2									
		0.63%	0.59%	0.41%	0.24%	0.24%	0.28%	0.53%	0.38%	1.45%	0.96%	0.77%	0.45%	0.50%	0.55%	0.91%	0.24%	1.08%	0.48%	0.41%	0.83%	0.55%	0.68%	0.86%	0.45%	0.91%	0.55%	0.63%	0.00%	1.23%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	232	0	4	2	3	7	17	9	13	17	10	10	5	6	10	13	10	14	9	9	11	12	6	10	7	11	7	0	0									
		0.97%	0.00%	0.55%	0.48%	0.36%	0.66%	1.49%	0.87%	1.11%	1.64%	0.86%	0.89%	1.24%	0.65%	0.82%	1.05%	1.08%	1.13%	1.22%	1.06%	1.52%	1.02%	0.57%	1.13%	0.91%	1.00%	1.10%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	34	0	2	1	2	1	2	2	2	2	2	3	0	1	1	1	2	0	1	0	2	0	3	1	3	0	0	0	0									
		0.14%	0.00%	0.28%	0.24%	0.24%	0.09%	0.18%	0.19%	0.17%	0.19%	0.17%	0.27%	0.00%	0.11%	0.08%	0.08%	0.22%	0.00%	0.14%	0.00%	0.28%	0.00%	0.29%	0.11%	0.39%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	367	1	5	4	16	18	9	9	21	12	17	24	7	14	18	22	24	19	12	10	9	17	16	19	15	12	14	0	3									
		1.53%	0.59%	0.69%	0.95%	1.94%	1.70%	0.79%	0.87%	1.80%	1.16%	1.45%	2.14%	1.73%	1.53%	1.48%	1.78%	2.60%	1.53%	1.63%	1.18%	1.24%	1.45%	1.53%	2.15%	1.94%	1.09%	2.20%	0.00%	1.85%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5028	25	83	89	161	227	233	244	230	235	282	259	95	201	257	325	174	259	159	171	140	232	233	152	145	242	117	29	29									
		20.94%	14.71%	11.42%	21.19%	19.49%	21.46%	20.42%	23.46%	19.67%	22.66%	24.12%	23.10%	23.51%	21.92%	21.17%	26.36%	18.87%	20.90%	21.57%	20.17%	19.36%	19.76%	22.23%	17.21%	18.78%	22.04%	18.40%	24.17%	17.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	104	1	4	4	5	3	5	3	2	7	5	7	1	5	6	4	6	2	2	6	0	4	2	4	6	4	5	0	1									
		0.43%	0.59%	0.55%	0.95%	0.61%	0.28%	0.44%	0.29%	0.17%	0.68%	0.43%	0.62%	0.25%	0.55%	0.49%	0.32%	0.65%	0.16%	0.27%	0.71%	0.00%	0.34%	0.19%	0.45%	0.78%	0.36%	0.79%	0.00%	0.62%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3740	12	45	36	96	158	221	153	224	134	239	197	68	150	202	233	115	248	145	159	127	185	139	99	107	144	75	8	21									
		15.58%	7.06%	6.19%	8.57%	11.62%	14.93%	19.37%	14.71%	19.16%	12.92%	20.44%	17.57%	16.83%	16.36%	16.64%	18.90%	12.47%	20.02%	19.67%	18.75%	17.57%	15.76%	13.26%	11.21%	13.86%	13.11%	11.79%	6.67%	12.96%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
