Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																
Дата голосования: 07.12.2003 0:00:00																
																
Наименование Избирательной комиссии:    Район Арбат																
																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																
																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №3000					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	126	13	14	11	10	23	14	19	22	0					
		1.25%	0.97%	1.05%	1.21%	0.71%	1.92%	0.97%	1.54%	1.82%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1554	251	187	162	231	190	143	196	192	2					
		15.45%	18.77%	14.03%	17.90%	16.58%	15.91%	9.97%	15.98%	15.94%	6.45%					
22	"5. ""За Русь Святую"""	33	2	0	3	8	7	6	4	3	0					
		0.32%	0.14%	0.0%	0.33%	0.57%	0.58%	0.41%	0.32%	0.24%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	4	0	0	5	1	2	0	2	0					
		0.13%	0.29%	0.0%	0.0%	0.35%	0.08%	0.13%	0.0%	0.16%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	131	18	15	10	19	12	18	22	17	0					
		1.30%	1.34%	1.12%	1.10%	1.36%	1.00%	1.25%	1.79%	1.41%	0.0%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	0	3	0	1	0	1	1					
		0.05%	0.0%	0.0%	0.0%	0.21%	0.0%	0.06%	0.0%	0.08%	3.22%					
26	"9. ""Российская экологическая партия ""Зеленые"""	87	10	10	8	8	13	10	11	17	0					
		0.86%	0.74%	0.75%	0.88%	0.57%	1.08%	0.69%	0.89%	1.41%	0.0%					
27	"10. ""Аграрная партия России"""	126	18	15	13	20	20	13	13	13	1					
		1.25%	1.34%	1.12%	1.43%	1.43%	1.67%	0.90%	1.06%	1.07%	3.22%					
28	"11. ""Истинные патриоты России"""	14	1	3	0	1	1	1	2	5	0					
		0.13%	0.07%	0.22%	0.0%	0.07%	0.08%	0.06%	0.16%	0.41%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	88	7	15	10	4	11	12	7	21	1					
		0.87%	0.52%	1.12%	1.10%	0.28%	0.92%	0.83%	0.57%	1.74%	3.22%					
30	"13. ""Демократическая партия России"""	10	1	0	0	2	0	4	1	1	1					
		0.09%	0.07%	0.0%	0.0%	0.14%	0.0%	0.27%	0.08%	0.08%	3.22%					
31	"14. ""Великая Россия - Евразийский Союз"""	34	1	14	1	5	3	5	4	1	0					
		0.33%	0.07%	1.05%	0.11%	0.35%	0.25%	0.34%	0.32%	0.08%	0.0%					
32	"15. ""Партия СЛОН"""	16	2	2	1	3	3	2	1	2	0					
		0.15%	0.14%	0.15%	0.11%	0.21%	0.25%	0.13%	0.08%	0.16%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1555	192	190	164	199	178	258	180	188	6					
		15.46%	14.36%	14.26%	18.12%	14.28%	14.90%	17.99%	14.68%	15.61%	19.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	2	0	0	0	0	1	0	1	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.08%	0.0%	0.0%					
35	"18. ""ЛДПР"""	429	62	54	29	52	32	88	55	56	1					
		4.26%	4.63%	4.05%	3.20%	3.73%	2.68%	6.13%	4.48%	4.65%	3.22%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	74	11	11	5	14	8	5	16	4	0					
		0.73%	0.82%	0.82%	0.55%	1.00%	0.67%	0.34%	1.30%	0.33%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	2510	262	406	198	326	290	450	268	302	8					
		24.96%	19.59%	30.48%	21.87%	23.40%	24.28%	31.38%	21.85%	25.08%	25.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	3	2	3	0	2	0	0	0	0					
		0.09%	0.22%	0.15%	0.33%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	34	9	4	1	4	4	3	6	3	0					
		0.33%	0.67%	0.30%	0.11%	0.28%	0.33%	0.20%	0.48%	0.24%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	974	135	106	82	132	140	137	149	84	9					
		9.68%	10.09%	7.95%	9.06%	9.47%	11.72%	9.55%	12.15%	6.97%	29.03%					
																
41	Против всех	566	69	83	46	75	65	78	76	73	1					
		5.62%	5.16%	6.23%	5.08%	5.38%	5.44%	5.43%	6.19%	6.06%	3.22%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
