Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Тамбовская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	92	7	11	6	0	2	1	1	3	7	0	4	5	1	1	2	4	0	3	5	12	0	2	3	0	0	1	3	0	8									
		1.08%	0.74%	1.39%	1.00%	0.00%	1.12%	0.80%	0.35%	2.68%	1.02%	0.00%	2.88%	0.81%	2.44%	1.33%	0.54%	1.38%	0.00%	1.06%	1.94%	1.55%	0.00%	1.21%	1.34%	0.00%	0.00%	1.45%	1.48%	0.00%	1.38%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	269	37	25	25	4	12	4	8	3	16	3	7	22	0	3	15	16	1	4	3	23	1	5	6	0	4	2	3	1	16									
		3.16%	3.92%	3.16%	4.17%	1.73%	6.70%	3.20%	2.82%	2.68%	2.33%	3.57%	5.04%	3.54%	0.00%	4.00%	4.03%	5.54%	1.67%	1.42%	1.16%	2.97%	1.52%	3.03%	2.68%	0.00%	3.77%	2.90%	1.48%	2.38%	2.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	227	36	16	22	9	6	5	10	1	17	2	4	20	1	5	9	4	0	3	4	18	2	5	1	1	2	3	6	1	14									
		2.67%	3.81%	2.02%	3.67%	3.90%	3.35%	4.00%	3.52%	0.89%	2.48%	2.38%	2.88%	3.22%	2.44%	6.67%	2.42%	1.38%	0.00%	1.06%	1.55%	2.32%	3.03%	3.03%	0.45%	0.95%	1.89%	4.35%	2.96%	2.38%	2.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3872	349	292	194	98	77	63	128	67	373	63	62	236	25	28	118	126	37	163	130	398	44	73	99	68	57	40	135	26	303									
		45.52%	36.97%	36.92%	32.39%	42.42%	43.02%	50.40%	45.07%	59.82%	54.37%	75.00%	44.60%	38.00%	60.98%	37.33%	31.72%	43.60%	61.67%	57.80%	50.39%	51.35%	66.67%	44.24%	44.20%	64.76%	53.77%	57.97%	66.50%	61.90%	52.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	7	3	4	1	0	0	1	0	13	1	2	7	0	0	3	1	0	1	2	5	0	2	1	0	1	0	0	1	5									
		0.72%	0.74%	0.38%	0.67%	0.43%	0.00%	0.00%	0.35%	0.00%	1.90%	1.19%	1.44%	1.13%	0.00%	0.00%	0.81%	0.35%	0.00%	0.35%	0.78%	0.65%	0.00%	1.21%	0.45%	0.00%	0.94%	0.00%	0.00%	2.38%	0.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	0	1	0	1	0	1	1	0	10	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1									
		0.24%	0.00%	0.13%	0.00%	0.43%	0.00%	0.80%	0.35%	0.00%	1.46%	0.00%	0.00%	0.16%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.38%	0.17%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2067	255	239	153	57	43	20	75	24	159	9	20	168	9	21	88	76	7	61	70	163	11	39	64	24	21	22	37	9	123									
		24.30%	27.01%	30.21%	25.54%	24.68%	24.02%	16.00%	26.41%	21.43%	23.18%	10.71%	14.39%	27.05%	21.95%	28.00%	23.66%	26.30%	11.67%	21.63%	27.13%	21.03%	16.67%	23.64%	28.57%	22.86%	19.81%	31.88%	18.23%	21.43%	21.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	1	10	2	1	2	1	0	0	1	0	0	1	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	4									
		0.34%	0.11%	1.26%	0.33%	0.43%	1.12%	0.80%	0.00%	0.00%	0.15%	0.00%	0.00%	0.16%	0.00%	0.00%	1.08%	0.35%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	6	3	6	0	2	0	0	0	9	0	2	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2									
		0.40%	0.64%	0.38%	1.00%	0.00%	1.12%	0.00%	0.00%	0.00%	1.31%	0.00%	1.44%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.13%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	3	0	2	0	0	0	0	1	8	0	0	3	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1									
		0.26%	0.32%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.89%	1.17%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	3	7	2	3	0	0	1	1	0	0	2	2	0	0	2	3	0	1	2	3	0	1	0	0	0	0	1	0	1									
		0.41%	0.32%	0.88%	0.33%	1.30%	0.00%	0.00%	0.35%	0.89%	0.00%	0.00%	1.44%	0.32%	0.00%	0.00%	0.54%	1.04%	0.00%	0.35%	0.78%	0.39%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1359	187	137	140	48	29	13	49	9	45	3	31	126	4	12	109	43	5	36	33	115	7	29	39	10	15	0	15	0	70									
		15.98%	19.81%	17.32%	23.37%	20.78%	16.20%	10.40%	17.25%	8.04%	6.56%	3.57%	22.30%	20.29%	9.76%	16.00%	29.30%	14.88%	8.33%	12.77%	12.79%	14.84%	10.61%	17.58%	17.41%	9.52%	14.15%	0.00%	7.39%	0.00%	12.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	4	4	2	1	0	1	1	0	6	0	2	0	0	0	2	1	0	0	0	2	0	2	0	0	1	0	0	0	5									
		0.40%	0.42%	0.51%	0.33%	0.43%	0.00%	0.80%	0.35%	0.00%	0.87%	0.00%	1.44%	0.00%	0.00%	0.00%	0.54%	0.35%	0.00%	0.00%	0.00%	0.26%	0.00%	1.21%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.86%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	173	21	15	17	0	4	5	4	0	11	0	2	11	1	1	9	6	7	3	1	20	0	5	3	1	3	1	1	2	19									
		2.03%	2.22%	1.90%	2.84%	0.00%	2.23%	4.00%	1.41%	0.00%	1.60%	0.00%	1.44%	1.77%	2.44%	1.33%	2.42%	2.08%	11.67%	1.06%	0.39%	2.58%	0.00%	3.03%	1.34%	0.95%	2.83%	1.45%	0.49%	4.76%	3.28%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
