Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
"Наименование Избирательной комиссии:    Ростов-на-Дону, Железнодорожная"																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1592	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773									
		0.68%	0.00%	1.04%	1.08%	1.31%	1.05%	0.96%	0.00%	0.56%	0.34%	0.00%	1.40%	1.38%	1.35%	0.59%	0.75%	0.32%	0.00%	0.66%	0.34%	0.73%	1.26%	0.93%	1.17%	0.66%	0.89%	0.84%	0.93%	0.00%	1.67%	0.00%	0.80%	0.72%	0.00%	0.00%	0.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	90	0	4	1	1	0	1	0	1	15	25	1	4	1	2	1	3	0	4	1	0	6	2	2	4	2	0	1	0	1	0	3	2	0	0	2									
		0.27%	0.00%	0.52%	0.15%	0.13%	0.00%	0.12%	0.00%	0.19%	1.01%	1.75%	0.14%	0.55%	0.10%	0.17%	0.12%	0.24%	0.00%	0.38%	0.08%	0.00%	0.63%	0.23%	0.29%	0.29%	0.15%	0.00%	0.12%	0.00%	0.13%	0.00%	0.16%	0.18%	0.00%	0.00%	0.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3313	0	100	91	109	80	143	78	93	93	96	104	108	139	107	63	92	115	104	115	102	127	56	70	110	96	105	101	49	95	119	147	142	4	22	138									
		9.86%	0.00%	13.04%	14.06%	14.25%	13.96%	17.21%	14.23%	17.42%	6.28%	6.72%	14.53%	14.92%	13.43%	8.99%	7.87%	7.45%	7.89%	9.86%	9.70%	6.81%	13.37%	6.53%	10.22%	8.03%	7.08%	8.85%	11.73%	3.39%	12.21%	7.78%	7.82%	12.86%	13.33%	7.51%	16.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	303	0	12	10	6	6	4	5	4	44	16	15	5	13	13	10	8	0	7	8	6	13	8	7	13	9	13	6	0	17	0	5	13	3	0	4									
		0.90%	0.00%	1.56%	1.55%	0.78%	1.05%	0.48%	0.91%	0.75%	2.97%	1.12%	2.09%	0.69%	1.26%	1.09%	1.25%	0.65%	0.00%	0.66%	0.67%	0.40%	1.37%	0.93%	1.02%	0.95%	0.66%	1.10%	0.70%	0.00%	2.19%	0.00%	0.27%	1.18%	10.00%	0.00%	0.49%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	444	0	11	18	10	6	16	6	4	23	18	18	20	27	7	11	6	0	23	20	14	29	13	15	14	11	4	11	0	11	0	28	30	0	0	20									
		1.32%	0.00%	1.43%	2.78%	1.31%	1.05%	1.93%	1.09%	0.75%	1.55%	1.26%	2.51%	2.76%	2.61%	0.59%	1.37%	0.49%	0.00%	2.18%	1.69%	0.94%	3.05%	1.52%	2.19%	1.02%	0.81%	0.34%	1.28%	0.00%	1.41%	0.00%	1.49%	2.72%	0.00%	0.00%	2.46%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	0	0	0	0	0	2	0	1	0	7	0	0	0	2	2	1	0	0	1	0	1	2	0	1	1	0	0	0	1	0	2	1	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.19%	0.00%	0.49%	0.00%	0.00%	0.00%	0.17%	0.25%	0.08%	0.00%	0.00%	0.08%	0.00%	0.11%	0.23%	0.00%	0.07%	0.07%	0.00%	0.00%	0.00%	0.13%	0.00%	0.11%	0.09%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	638	0	24	28	21	10	24	12	14	14	33	24	13	25	31	19	20	0	19	14	25	33	16	16	34	20	19	13	0	40	5	21	21	1	0	29									
		1.90%	0.00%	3.13%	4.33%	2.75%	1.75%	2.89%	2.19%	2.62%	0.95%	2.31%	3.35%	1.80%	2.42%	2.61%	2.37%	1.62%	0.00%	1.80%	1.18%	1.67%	3.47%	1.86%	2.34%	2.48%	1.48%	1.60%	1.51%	0.00%	5.14%	0.33%	1.12%	1.90%	3.33%	0.00%	3.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3818	0	10	115	116	88	122	55	89	127	94	87	108	130	115	110	158	211	113	86	148	117	69	122	150	109	82	90	62	113	340	188	142	4	41	107									
		11.36%	0.00%	1.30%	17.77%	15.16%	15.36%	14.68%	10.04%	16.67%	8.58%	6.58%	12.15%	14.92%	12.56%	9.66%	13.73%	12.79%	14.47%	10.71%	7.25%	9.89%	12.32%	8.04%	17.81%	10.95%	8.04%	6.91%	10.45%	4.29%	14.52%	22.24%	10.01%	12.86%	13.33%	13.99%	13.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	118	0	7	3	5	3	1	1	0	6	16	3	3	2	5	3	1	0	4	2	0	8	3	0	1	7	5	4	0	4	0	4	9	0	2	6									
		0.35%	0.00%	0.91%	0.46%	0.65%	0.52%	0.12%	0.18%	0.00%	0.41%	1.12%	0.42%	0.41%	0.19%	0.42%	0.37%	0.08%	0.00%	0.38%	0.17%	0.00%	0.84%	0.35%	0.00%	0.07%	0.52%	0.42%	0.46%	0.00%	0.51%	0.00%	0.21%	0.82%	0.00%	0.68%	0.74%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1509	1	78	31	58	32	43	25	42	53	78	27	37	58	42	31	33	120	37	37	74	35	28	27	24	48	16	86	48	46	50	52	43	2	4	63									
		4.49%	14.29%	10.17%	4.79%	7.58%	5.58%	5.17%	4.56%	7.87%	3.58%	5.46%	3.77%	5.11%	5.60%	3.53%	3.87%	2.67%	8.23%	3.51%	3.12%	4.94%	3.68%	3.26%	3.94%	1.75%	3.54%	1.35%	9.99%	3.32%	5.91%	3.27%	2.77%	3.89%	6.67%	1.37%	7.76%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
