Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Новокузнецкая																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	757	9	15	0	20	5	15	18	15	15	15	5	23	3	12	0	15	25	14	30	28	14	11	15	1	6	25	15	4	12	22	15	13	15	15	15	15	5	15	30	25	10	13	0	0	4	1	0	2	9	20	11	12	20	2	9	9	13	25	8	13	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	550	5	7	3	12	2	3	11	5	17	3	9	8	10	9	6	13	8	16	5	10	3	3	50	3	22	1	21	32	9	6	9	9	8	9	18	10	0	16	3	10	4	26	2	0	18	2	0	8	4	0	5	4	18	3	4	6	2	12	14	3	5	6					
14	Число погашенных неиспользованных открепительных удостоверений	237	6	0	0	0	0	0	0	0	0	0	10	1	2	3	5	0	0	1	0	2	1	4	0	4	9	0	0	11	3	0	0	2	0	0	0	0	10	0	0	0	5	2	15	15	16	19	20	18	11	0	4	3	0	3	6	6	2	0	7	2	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	489	7	19	6	9	11	4	19	7	24	2	23	8	3	0	1	3	15	1	18	18	6	11	18	0	5	8	1	6	1	2	5	6	8	9	19	12	3	33	28	12	4	6	3	0	7	1	1	1	0	9	0	4	4	3	8	0	9	23	6	4	2	3					
		1.78%	0.80%	1.51%	3.03%	1.38%	4.25%	0.93%	2.25%	3.17%	1.89%	0.68%	9.91%	1.41%	2.03%	0.00%	0.75%	1.09%	1.98%	0.40%	1.82%	1.44%	0.72%	3.58%	2.34%	0.00%	1.55%	3.31%	0.34%	1.16%	0.50%	0.73%	1.48%	1.17%	2.41%	0.99%	2.42%	4.62%	2.08%	2.03%	1.87%	1.60%	1.27%	3.17%	1.63%	0.00%	1.44%	1.10%	1.25%	0.61%	0.00%	21.43%	0.00%	1.77%	0.99%	1.85%	2.72%	0.00%	3.52%	2.83%	1.32%	1.26%	1.03%	4.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	155	1	8	0	1	0	0	8	0	10	0	2	7	0	2	0	1	9	3	5	4	1	4	2	1	4	2	0	1	2	0	4	5	4	5	5	1	1	9	10	3	3	1	0	0	1	0	0	0	1	0	0	2	2	0	2	0	3	10	3	0	1	1					
		0.57%	0.11%	0.64%	0.00%	0.15%	0.00%	0.00%	0.95%	0.00%	0.79%	0.00%	0.86%	1.23%	0.00%	1.03%	0.00%	0.36%	1.19%	1.21%	0.51%	0.32%	0.12%	1.30%	0.26%	0.67%	1.24%	0.83%	0.00%	0.19%	0.99%	0.00%	1.18%	0.97%	1.20%	0.55%	0.64%	0.38%	0.69%	0.55%	0.67%	0.40%	0.96%	0.53%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.88%	0.50%	0.00%	0.68%	0.00%	1.17%	1.23%	0.66%	0.00%	0.51%	1.41%					
20	3.Политическая партия «Демократическая партия России»	22	1	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	4	0	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.08%	0.34%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.13%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.38%	2.08%	0.00%	0.00%	0.13%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1329	31	82	7	50	15	29	84	19	65	11	17	17	3	17	9	9	32	14	45	58	27	7	13	3	10	17	3	30	2	6	13	18	17	40	66	6	5	67	60	32	15	10	16	3	32	6	1	6	7	1	3	5	5	2	19	11	15	64	29	10	9	4					
		4.85%	3.56%	6.52%	3.54%	7.69%	5.79%	6.78%	9.93%	8.60%	5.13%	3.73%	7.33%	2.99%	2.03%	8.72%	6.72%	3.28%	4.22%	5.65%	4.56%	4.63%	3.25%	2.28%	1.69%	2.01%	3.11%	7.02%	1.02%	5.78%	0.99%	2.20%	3.85%	3.50%	5.12%	4.39%	8.42%	2.31%	3.47%	4.12%	4.01%	4.28%	4.78%	5.29%	8.70%	3.13%	6.60%	6.59%	1.25%	3.68%	5.98%	2.38%	2.08%	2.21%	1.24%	1.23%	6.46%	7.38%	5.86%	7.88%	6.40%	3.15%	4.62%	5.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	72	4	5	0	4	1	2	2	0	8	1	0	0	1	0	0	0	3	0	3	2	0	0	0	1	0	0	1	0	5	3	1	3	0	6	2	0	0	5	0	2	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1					
		0.26%	0.46%	0.40%	0.00%	0.62%	0.39%	0.47%	0.24%	0.00%	0.63%	0.34%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.40%	0.00%	0.30%	0.16%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.34%	0.00%	2.48%	1.10%	0.30%	0.58%	0.00%	0.66%	0.26%	0.00%	0.00%	0.31%	0.00%	0.27%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	1.25%	0.61%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.39%	0.12%	0.00%	0.00%	0.00%	1.41%					
23	6.Политическая партия «Партия социальной справедливости»	39	0	2	0	2	0	0	0	0	3	0	0	2	1	1	0	1	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	6	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	1	3	0	0	0	2					
		0.14%	0.00%	0.16%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.35%	0.68%	0.51%	0.00%	0.36%	0.26%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.77%	0.00%	0.00%	0.12%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.50%	0.00%	0.34%	0.00%	0.39%	0.37%	0.00%	0.00%	0.00%	2.82%					
24	7.Политическая партия «Либерально-демократическая партия России»	2759	81	154	24	75	26	31	115	17	158	20	23	72	8	25	20	14	80	34	106	93	55	40	71	7	41	39	39	91	15	18	34	51	39	105	57	10	20	166	200	91	27	12	15	4	28	4	5	14	7	0	13	17	49	6	23	12	22	71	32	15	10	8					
		10.07%	9.29%	12.24%	12.12%	11.54%	10.04%	7.24%	13.59%	7.69%	12.46%	6.78%	9.91%	12.70%	5.41%	12.82%	14.93%	5.11%	10.54%	13.71%	10.74%	7.42%	6.61%	13.03%	9.24%	4.70%	12.73%	16.12%	13.22%	17.53%	7.43%	6.59%	10.06%	9.90%	11.75%	11.53%	7.27%	3.85%	13.89%	10.20%	13.35%	12.17%	8.60%	6.35%	8.15%	4.17%	5.77%	4.40%	6.25%	8.59%	5.98%	0.00%	9.03%	7.52%	12.19%	3.70%	7.82%	8.05%	8.59%	8.74%	7.06%	4.73%	5.13%	11.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	830	24	40	6	22	8	13	31	8	50	14	11	20	3	6	5	10	20	6	26	25	14	4	16	0	6	9	30	25	7	4	9	14	10	29	24	4	8	38	53	31	4	8	3	3	15	1	1	2	2	0	7	8	12	4	9	5	7	32	15	6	3	0					
		3.03%	2.75%	3.18%	3.03%	3.38%	3.09%	3.04%	3.66%	3.62%	3.94%	4.75%	4.74%	3.53%	2.03%	3.08%	3.73%	3.65%	2.64%	2.42%	2.63%	1.99%	1.68%	1.30%	2.08%	0.00%	1.86%	3.72%	10.17%	4.82%	3.47%	1.47%	2.66%	2.72%	3.01%	3.18%	3.06%	1.54%	5.56%	2.34%	3.54%	4.14%	1.27%	4.23%	1.63%	3.13%	3.09%	1.10%	1.25%	1.23%	1.71%	0.00%	4.86%	3.54%	2.99%	2.47%	3.06%	3.36%	2.73%	3.94%	3.31%	1.89%	1.54%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	136	0	14	3	5	0	3	11	0	5	1	0	3	1	1	1	0	8	1	2	3	2	0	3	1	1	4	0	0	0	2	6	4	3	8	4	1	2	2	5	3	0	7	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	6	2	2	0	0					
		0.50%	0.00%	1.11%	1.52%	0.77%	0.00%	0.70%	1.30%	0.00%	0.39%	0.34%	0.00%	0.53%	0.68%	0.51%	0.75%	0.00%	1.05%	0.40%	0.20%	0.24%	0.24%	0.00%	0.39%	0.67%	0.31%	1.65%	0.00%	0.00%	0.00%	0.73%	1.78%	0.78%	0.90%	0.88%	0.51%	0.38%	1.39%	0.12%	0.33%	0.40%	0.00%	3.70%	0.54%	0.00%	0.21%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.25%	0.00%	0.34%	0.00%	0.39%	0.74%	0.44%	0.63%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21111	715	914	151	473	191	343	541	163	916	243	155	428	128	136	97	236	560	185	766	987	719	241	637	131	249	156	215	359	170	232	260	406	239	693	586	223	101	1289	1126	560	252	140	140	86	396	79	70	138	98	31	117	189	324	147	227	121	197	592	358	273	167	49					
		77.05%	81.99%	72.66%	76.26%	72.77%	73.75%	80.14%	63.95%	73.76%	72.24%	82.37%	66.81%	75.49%	86.49%	69.74%	72.39%	86.13%	73.78%	74.60%	77.61%	78.77%	86.42%	78.50%	82.94%	87.92%	77.33%	64.46%	72.88%	69.17%	84.16%	84.98%	76.92%	78.83%	71.99%	76.07%	74.74%	85.77%	70.14%	79.23%	75.17%	74.87%	80.25%	74.07%	76.09%	89.58%	81.65%	86.81%	87.50%	84.66%	83.76%	73.81%	81.25%	83.63%	80.60%	90.74%	77.21%	81.21%	76.95%	72.91%	79.03%	86.12%	85.64%	69.01%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	138	4	8	1	6	0	2	17	1	10	0	0	5	0	2	1	0	5	1	5	3	4	0	0	0	0	3	2	2	0	1	2	1	4	4	11	0	0	6	2	3	2	3	0	0	3	0	0	0	1	0	2	0	2	0	2	0	0	2	1	2	1	1					
		0.50%	0.46%	0.64%	0.51%	0.92%	0.00%	0.47%	2.01%	0.45%	0.79%	0.00%	0.00%	0.88%	0.00%	1.03%	0.75%	0.00%	0.66%	0.40%	0.51%	0.24%	0.48%	0.00%	0.00%	0.00%	0.00%	1.24%	0.68%	0.39%	0.00%	0.37%	0.59%	0.19%	1.20%	0.44%	1.40%	0.00%	0.00%	0.37%	0.13%	0.40%	0.64%	1.59%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.85%	0.00%	1.39%	0.00%	0.50%	0.00%	0.68%	0.00%	0.00%	0.25%	0.22%	0.63%	0.51%	1.41%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
