Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																										
Дата голосования: 04.12.2011																																																																										
																																																																										
Наименование Избирательной комиссии:    Новокузнецкая																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	999	20	5	35	5	5	25	5	10	49	5	31	20	10	10	20	10	10	5	10	26	10	26	36	25	20	20	10	20	5	10	20	10	10	10	20	20	30	5	20	10	10	10	30	35	20	10	10	10	5	20	5	5	10	10	5	10	10	20	10	10	10	20	31	10	10	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	416	9	4	25	2	0	13	0	3	49	5	12	3	5	0	8	0	0	1	2	17	0	7	16	4	2	11	9	5	5	5	6	10	6	2	12	2	17	0	10	0	7	3	11	15	9	2	1	4	1	4	2	0	1	3	0	10	10	1	2	0	8	3	17	5	10	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	528	7	4	15	6	6	10	4	7	7	12	20	8	6	6	17	8	9	7	25	11	3	13	5	2	3	8	2	8	10	10	31	5	3	3	13	9	9	4	12	6	11	13	9	5	11	0	11	4	9	14	4	0	6	3	0	3	7	14	4	4	0	4	18	9	6	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	583	11	1	10	3	5	12	5	7	0	0	19	17	5	10	12	10	10	4	8	9	10	19	20	21	18	9	1	15	0	5	14	0	4	8	8	18	13	5	10	10	3	7	19	20	11	8	9	6	4	16	3	5	9	7	5	0	0	19	8	10	2	17	14	5	0	10	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1817	49	9	130	5	12	52	28	34	65	26	89	34	21	10	47	11	21	5	14	83	7	76	75	43	22	38	8	18	9	22	47	9	19	19	40	21	83	19	47	16	21	21	31	18	44	15	13	6	5	36	3	5	11	2	0	11	12	17	5	22	9	24	57	19	14	10	3					
		8.38%	8.48%	9.00%	11.90%	7.81%	7.10%	9.14%	13.59%	10.15%	8.92%	14.44%	10.87%	10.30%	11.35%	6.37%	9.71%	10.38%	12.73%	4.85%	6.45%	11.94%	3.74%	9.13%	8.53%	8.92%	10.05%	7.92%	5.88%	6.47%	11.11%	9.17%	10.02%	6.57%	9.74%	7.28%	9.39%	7.37%	11.17%	15.70%	8.74%	10.74%	9.50%	19.81%	2.59%	1.55%	7.97%	6.36%	12.38%	3.68%	6.94%	8.76%	3.70%	5.95%	6.83%	1.90%	0.00%	10.38%	6.32%	5.63%	4.00%	8.37%	9.68%	8.16%	9.08%	9.41%	10.00%	6.80%	4.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3832	128	14	179	11	25	107	32	73	141	25	132	62	30	32	75	25	29	25	24	137	29	132	169	85	43	73	26	65	16	42	88	18	38	58	120	52	122	17	128	40	44	15	161	195	105	55	27	42	18	33	2	2	20	17	0	13	18	47	12	21	15	50	140	41	39	23	10					
		17.68%	22.15%	14.00%	16.39%	17.19%	14.79%	18.80%	15.53%	21.79%	19.34%	13.89%	16.12%	18.79%	16.22%	20.38%	15.50%	23.58%	17.58%	24.27%	11.06%	19.71%	15.51%	15.87%	19.23%	17.63%	19.63%	15.21%	19.12%	23.38%	19.75%	17.50%	18.76%	13.14%	19.49%	22.22%	28.17%	18.25%	16.42%	14.05%	23.79%	26.85%	19.91%	14.15%	13.46%	16.82%	19.02%	23.31%	25.71%	25.77%	25.00%	8.03%	2.47%	2.38%	12.42%	16.19%	0.00%	12.26%	9.47%	15.56%	9.60%	7.98%	16.13%	17.01%	22.29%	20.30%	27.86%	15.65%	16.39%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	166	4	0	14	1	2	4	0	2	5	1	6	6	2	0	3	4	3	2	1	4	1	6	4	5	2	3	1	2	0	3	4	0	1	3	6	1	8	2	5	2	1	1	6	5	4	0	0	1	0	0	1	0	1	0	0	2	0	1	1	1	0	1	9	3	2	2	1					
		0.77%	0.69%	0.00%	1.28%	1.56%	1.18%	0.70%	0.00%	0.60%	0.69%	0.56%	0.73%	1.82%	1.08%	0.00%	0.62%	3.77%	1.82%	1.94%	0.46%	0.58%	0.53%	0.72%	0.46%	1.04%	0.91%	0.63%	0.74%	0.72%	0.00%	1.25%	0.85%	0.00%	0.51%	1.15%	1.41%	0.35%	1.08%	1.65%	0.93%	1.34%	0.45%	0.94%	0.50%	0.43%	0.72%	0.00%	0.00%	0.61%	0.00%	0.00%	1.23%	0.00%	0.62%	0.00%	0.00%	1.89%	0.00%	0.33%	0.80%	0.38%	0.00%	0.34%	1.43%	1.49%	1.43%	1.36%	1.64%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2171	45	5	128	4	18	69	27	39	90	22	106	49	19	27	41	6	23	11	26	58	13	76	87	41	18	50	6	20	6	27	41	8	9	33	24	22	93	9	68	18	16	17	95	86	53	18	6	18	3	47	5	5	10	17	0	6	19	12	15	38	14	38	94	19	16	18	4					
		10.02%	7.79%	5.00%	11.72%	6.25%	10.65%	12.13%	13.11%	11.64%	12.35%	12.22%	12.94%	14.85%	10.27%	17.20%	8.47%	5.66%	13.94%	10.68%	11.98%	8.35%	6.95%	9.13%	9.90%	8.51%	8.22%	10.42%	4.41%	7.19%	7.41%	11.25%	8.74%	5.84%	4.62%	12.64%	5.63%	7.72%	12.52%	7.44%	12.64%	12.08%	7.24%	16.04%	7.94%	7.42%	9.60%	7.63%	5.71%	11.04%	4.17%	11.44%	6.17%	5.95%	6.21%	16.19%	0.00%	5.66%	10.00%	3.97%	12.00%	14.45%	15.05%	12.93%	14.97%	9.41%	11.43%	12.24%	6.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	400	11	0	33	2	1	4	3	1	18	4	22	11	5	10	11	1	2	1	1	35	9	15	20	13	11	8	2	1	0	5	12	0	4	5	3	2	14	2	17	1	3	4	2	12	4	2	1	0	2	6	1	0	2	0	0	2	5	3	0	7	5	0	9	2	5	0	3					
		1.85%	1.90%	0.00%	3.02%	3.13%	0.59%	0.70%	1.46%	0.30%	2.47%	2.22%	2.69%	3.33%	2.70%	6.37%	2.27%	0.94%	1.21%	0.97%	0.46%	5.04%	4.81%	1.80%	2.28%	2.70%	5.02%	1.67%	1.47%	0.36%	0.00%	2.08%	2.56%	0.00%	2.05%	1.92%	0.70%	0.70%	1.88%	1.65%	3.16%	0.67%	1.36%	3.77%	0.17%	1.04%	0.72%	0.85%	0.95%	0.00%	2.78%	1.46%	1.23%	0.00%	1.24%	0.00%	0.00%	1.89%	2.63%	0.99%	0.00%	2.66%	5.38%	0.00%	1.43%	0.99%	3.57%	0.00%	4.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12861	332	71	581	40	103	321	111	177	385	96	441	160	104	76	299	58	84	52	145	369	124	507	502	285	118	298	91	168	48	134	270	102	123	138	229	180	407	63	257	67	135	47	870	840	341	141	58	90	43	283	68	72	110	69	53	70	133	219	90	170	49	177	311	114	61	91	40					
		59.33%	57.44%	71.00%	53.21%	62.50%	60.95%	56.41%	53.88%	52.84%	52.81%	53.33%	53.85%	48.48%	56.22%	48.41%	61.78%	54.72%	50.91%	50.49%	66.82%	53.09%	66.31%	60.94%	57.11%	59.13%	53.88%	62.08%	66.91%	60.43%	59.26%	55.83%	57.57%	74.45%	63.08%	52.87%	53.76%	63.16%	54.78%	52.07%	47.77%	44.97%	61.09%	44.34%	72.74%	72.48%	61.78%	59.75%	55.24%	55.21%	59.72%	68.86%	83.95%	85.71%	68.32%	65.71%	100.00%	66.04%	70.00%	72.52%	72.00%	64.64%	52.69%	60.20%	49.52%	56.44%	43.57%	61.90%	65.57%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	88	1	0	5	1	2	2	2	3	5	0	3	3	0	0	1	0	1	1	3	0	0	3	5	0	0	3	1	2	0	1	2	0	1	1	2	0	3	2	3	0	0	0	7	3	1	1	0	1	0	2	1	0	2	0	0	1	1	0	1	1	1	1	1	1	0	0	0					
		0.41%	0.17%	0.00%	0.46%	1.56%	1.18%	0.35%	0.97%	0.90%	0.69%	0.00%	0.37%	0.91%	0.00%	0.00%	0.21%	0.00%	0.61%	0.97%	1.38%	0.00%	0.00%	0.36%	0.57%	0.00%	0.00%	0.63%	0.74%	0.72%	0.00%	0.42%	0.43%	0.00%	0.51%	0.38%	0.47%	0.00%	0.40%	1.65%	0.56%	0.00%	0.00%	0.00%	0.59%	0.26%	0.18%	0.42%	0.00%	0.61%	0.00%	0.49%	1.23%	0.00%	1.24%	0.00%	0.00%	0.94%	0.53%	0.00%	0.80%	0.38%	1.08%	0.34%	0.16%	0.50%	0.00%	0.00%	0.00%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
