Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Кинешемская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	354	3	0	0	4	29	5	5	5	0	2	2	62	11	29	5	59	18	8	15	12	6	12	18	44									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	87	0	1	3	0	2	0	1	0	0	0	1	6	1	8	3	6	10	5	13	7	2	12	6	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	89	1	1	0	1	7	0	2	2	0	0	1	7	6	16	3	3	3	8	3	6	10	4	3	2									
		1.09%	0.43%	0.69%	0.00%	0.58%	1.12%	0.00%	0.82%	1.13%	0.00%	0.00%	0.83%	0.90%	1.29%	2.66%	1.40%	0.58%	0.65%	2.25%	0.66%	1.41%	2.07%	0.77%	0.67%	1.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	294	5	3	2	5	18	4	6	12	4	3	5	31	12	35	2	26	16	4	21	14	17	24	19	6									
		3.59%	2.16%	2.08%	1.18%	2.91%	2.88%	3.39%	2.46%	6.78%	2.55%	2.48%	4.13%	3.99%	2.59%	5.82%	0.93%	4.99%	3.48%	1.12%	4.63%	3.29%	3.51%	4.62%	4.22%	3.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	196	13	0	0	4	5	0	6	1	2	3	5	14	13	19	4	20	7	8	9	10	9	17	14	13									
		2.40%	5.63%	0.00%	0.00%	2.33%	0.80%	0.00%	2.46%	0.56%	1.27%	2.48%	4.13%	1.80%	2.80%	3.16%	1.87%	3.84%	1.52%	2.25%	1.98%	2.35%	1.86%	3.28%	3.11%	7.22%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3561	94	111	137	97	350	66	126	80	80	89	53	344	211	165	118	174	170	158	166	169	162	201	169	71									
		43.52%	40.69%	77.08%	80.59%	56.40%	56.09%	55.93%	51.64%	45.20%	50.96%	73.55%	43.80%	44.33%	45.47%	27.45%	55.14%	33.40%	36.96%	44.38%	36.56%	39.76%	33.47%	38.73%	37.56%	39.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	0	0	0	0	4	2	0	0	0	2	0	6	6	4	3	2	0	2	0	2	2	1	2	3									
		0.50%	0.00%	0.00%	0.00%	0.00%	0.64%	1.69%	0.00%	0.00%	0.00%	1.65%	0.00%	0.77%	1.29%	0.67%	1.40%	0.38%	0.00%	0.56%	0.00%	0.47%	0.41%	0.19%	0.44%	1.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	0	2	0	1	3	1	0	2	0	0	1	0	0	0	0	2	2	3	1	0	1	0	0	1									
		0.24%	0.00%	1.39%	0.00%	0.58%	0.48%	0.85%	0.00%	1.13%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.38%	0.43%	0.84%	0.22%	0.00%	0.21%	0.00%	0.00%	0.56%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1667	57	13	7	39	109	16	37	19	24	7	31	152	131	143	49	120	110	68	89	96	124	94	92	40									
		20.37%	24.68%	9.03%	4.12%	22.67%	17.47%	13.56%	15.16%	10.73%	15.29%	5.79%	25.62%	19.59%	28.23%	23.79%	22.90%	23.03%	23.91%	19.10%	19.60%	22.59%	25.62%	18.11%	20.44%	22.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	40	0	0	0	0	2	2	3	1	0	1	0	4	0	3	2	2	5	2	3	0	0	4	5	1									
		0.49%	0.00%	0.00%	0.00%	0.00%	0.32%	1.69%	1.23%	0.56%	0.00%	0.83%	0.00%	0.52%	0.00%	0.50%	0.93%	0.38%	1.09%	0.56%	0.66%	0.00%	0.00%	0.77%	1.11%	0.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	49	2	0	0	0	2	0	1	0	1	1	0	9	3	3	0	0	3	2	5	1	7	5	3	1									
		0.60%	0.87%	0.00%	0.00%	0.00%	0.32%	0.00%	0.41%	0.00%	0.64%	0.83%	0.00%	1.16%	0.65%	0.50%	0.00%	0.00%	0.65%	0.56%	1.10%	0.24%	1.45%	0.96%	0.67%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	1	1	0	1	3	0	0	0	0	0	2	1	1	0	0	2	1	0	1	3	0	2	0									
		0.23%	0.00%	0.69%	0.59%	0.00%	0.16%	2.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.22%	0.17%	0.00%	0.00%	0.43%	0.28%	0.00%	0.24%	0.62%	0.00%	0.44%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	54	0	0	0	2	3	1	1	0	0	0	1	8	3	7	0	8	3	3	4	0	3	2	1	4									
		0.66%	0.00%	0.00%	0.00%	1.16%	0.48%	0.85%	0.41%	0.00%	0.00%	0.00%	0.83%	1.03%	0.65%	1.16%	0.00%	1.54%	0.65%	0.84%	0.88%	0.00%	0.62%	0.39%	0.22%	2.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1628	45	11	19	15	86	15	44	56	30	10	20	148	65	151	30	115	111	77	123	103	107	127	95	25									
		19.89%	19.48%	7.64%	11.18%	8.72%	13.78%	12.71%	18.03%	31.64%	19.11%	8.26%	16.53%	19.07%	14.01%	25.12%	14.02%	22.07%	24.13%	21.63%	27.09%	24.24%	22.11%	24.47%	21.11%	13.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	0	0	0	0	3	0	3	1	2	1	0	3	1	3	1	0	1	3	3	3	6	1	3	2									
		0.49%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	1.23%	0.56%	1.27%	0.83%	0.00%	0.39%	0.22%	0.50%	0.47%	0.00%	0.22%	0.84%	0.66%	0.71%	1.24%	0.19%	0.67%	1.11%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	339	10	2	4	5	17	7	12	2	11	4	2	34	4	38	2	41	19	12	13	9	22	33	29	7									
		4.14%	4.33%	1.39%	2.35%	2.91%	2.72%	5.93%	4.92%	1.13%	7.01%	3.31%	1.65%	4.38%	0.86%	6.32%	0.93%	7.87%	4.13%	3.37%	2.86%	2.12%	4.55%	6.36%	6.44%	3.89%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
