Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Ильинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	5	3	0	0	0	0	1	1	0	3	1	0	0	0	0	0	3	0	0	0	2	0	0	4	0	0	1	2									
		0.42%	1.32%	0.75%	0.00%	0.00%	0.00%	0.00%	0.57%	0.63%	0.00%	1.04%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	1.24%	0.00%	0.00%	1.56%	0.00%	0.00%	0.18%	0.31%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	50	2	2	4	2	4	1	2	1	0	1	0	1	1	2	0	3	2	4	0	2	1	0	0	2	2	0	1	10									
		0.80%	0.53%	0.50%	0.99%	0.56%	1.53%	0.76%	1.14%	0.63%	0.00%	0.35%	0.00%	1.39%	1.10%	1.12%	0.00%	1.46%	0.87%	1.27%	0.00%	4.65%	0.62%	0.00%	0.00%	0.78%	3.23%	0.00%	0.18%	1.54%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	1	0	1	0	1	2	0	2	0	1	0	0	0	1	2	1	0	0	0	0	1	1	0	0	0	0	1									
		0.26%	0.26%	0.25%	0.00%	0.28%	0.00%	0.76%	1.14%	0.00%	1.27%	0.00%	0.72%	0.00%	0.00%	0.00%	0.67%	0.98%	0.43%	0.00%	0.00%	0.00%	0.00%	0.85%	0.66%	0.00%	0.00%	0.00%	0.00%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	69	6	7	2	3	2	3	1	0	0	2	2	0	3	3	6	3	3	5	0	0	3	1	1	0	0	1	6	6									
		1.10%	1.58%	1.75%	0.50%	0.84%	0.76%	2.29%	0.57%	0.00%	0.00%	0.69%	1.44%	0.00%	3.30%	1.68%	4.03%	1.46%	1.30%	1.58%	0.00%	0.00%	1.86%	0.85%	0.66%	0.00%	0.00%	1.47%	1.10%	0.92%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	890	58	66	47	59	34	9	12	11	11	34	17	8	10	31	33	21	29	34	4	2	36	9	6	18	10	7	106	168									
		14.21%	15.30%	16.54%	11.63%	16.48%	12.98%	6.87%	6.82%	6.96%	6.96%	11.81%	12.23%	11.11%	10.99%	17.32%	22.15%	10.24%	12.61%	10.76%	3.60%	4.65%	22.36%	7.63%	3.95%	7.03%	16.13%	10.29%	19.45%	25.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	2	1	1	2	0	1	0	0	1	0	1	1	1	0	1	0	1	2	0	0	0	1	1	0	0	0	2	2									
		0.34%	0.53%	0.25%	0.25%	0.56%	0.00%	0.76%	0.00%	0.00%	0.63%	0.00%	0.72%	1.39%	1.10%	0.00%	0.67%	0.00%	0.43%	0.63%	0.00%	0.00%	0.00%	0.85%	0.66%	0.00%	0.00%	0.00%	0.37%	0.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	268	18	25	21	20	8	8	3	3	3	2	20	5	4	5	3	8	8	16	3	1	5	3	6	3	2	6	32	27									
		4.28%	4.75%	6.27%	5.20%	5.59%	3.05%	6.11%	1.70%	1.90%	1.90%	0.69%	14.39%	6.94%	4.40%	2.79%	2.01%	3.90%	3.48%	5.06%	2.70%	2.33%	3.11%	2.54%	3.95%	1.17%	3.23%	8.82%	5.87%	4.15%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
