Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Смоленская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	70	3	2	3	4	0	2	2	1	2	2	1	3	1	5	1	4	12	6	2	5	0	1	4	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	57	2	3	1	0	4	2	3	2	2	4	3	3	4	1	4	0	4	0	5	6	0	1	0	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	62	0	0	9	3	3	1	1	0	0	0	2	0	4	3	0	7	2	15	1	4	2	0	4	1	0									
		0.76%	0.00%	0.00%	1.82%	1.43%	1.30%	0.23%	0.86%	0.00%	0.00%	0.00%	2.56%	0.00%	2.45%	0.67%	0.00%	0.72%	0.24%	1.40%	0.49%	1.09%	0.57%	0.00%	0.93%	0.98%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	368	15	4	26	12	4	17	1	1	2	20	4	5	7	25	10	48	30	33	8	26	8	20	26	14	2									
		4.53%	4.85%	3.39%	5.25%	5.71%	1.74%	3.97%	0.86%	0.98%	3.13%	4.90%	5.13%	9.62%	4.29%	5.59%	5.81%	4.95%	3.65%	3.09%	3.90%	7.10%	2.27%	6.12%	6.02%	13.73%	2.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	155	2	1	5	4	5	10	1	1	0	17	4	3	1	6	3	27	10	17	2	9	6	8	8	4	1									
		1.91%	0.65%	0.85%	1.01%	1.90%	2.17%	2.34%	0.86%	0.98%	0.00%	4.17%	5.13%	5.77%	0.61%	1.34%	1.74%	2.79%	1.22%	1.59%	0.98%	2.46%	1.70%	2.45%	1.85%	3.92%	1.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2790	115	45	165	74	83	168	55	59	37	113	23	25	59	178	75	310	266	346	54	107	117	94	181	29	12									
		34.38%	37.22%	38.14%	33.33%	35.24%	36.09%	39.25%	47.41%	57.84%	57.81%	27.70%	29.49%	48.08%	36.20%	39.82%	43.60%	31.99%	32.32%	32.40%	26.34%	29.23%	33.14%	28.75%	41.90%	28.43%	15.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	1	1	5	3	1	2	0	0	0	1	0	0	0	1	0	5	5	6	2	7	3	1	2	1	1									
		0.59%	0.32%	0.85%	1.01%	1.43%	0.43%	0.47%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.22%	0.00%	0.52%	0.61%	0.56%	0.98%	1.91%	0.85%	0.31%	0.46%	0.98%	1.28%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1									
		0.12%	0.32%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.22%	0.58%	0.10%	0.12%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	1.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1552	44	19	73	48	53	89	32	19	14	64	22	10	30	68	17	215	132	206	45	52	92	94	72	23	19									
		19.13%	14.24%	16.10%	14.75%	22.86%	23.04%	20.79%	27.59%	18.63%	21.88%	15.69%	28.21%	19.23%	18.40%	15.21%	9.88%	22.19%	16.04%	19.29%	21.95%	14.21%	26.06%	28.75%	16.67%	22.55%	24.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	1	0	3	1	0	2	0	0	0	2	0	0	0	0	0	4	2	5	0	0	1	0	4	0	1									
		0.32%	0.32%	0.00%	0.61%	0.48%	0.00%	0.47%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.24%	0.47%	0.00%	0.00%	0.28%	0.00%	0.93%	0.00%	1.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	1	0	4	0	0	0	0	0	0	2	0	0	0	2	1	6	2	2	3	0	0	0	1	1	0									
		0.31%	0.32%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.45%	0.58%	0.62%	0.24%	0.19%	1.46%	0.00%	0.00%	0.00%	0.23%	0.98%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	0	0	1	1	1	0	0	0	0	0	0	1	2	2	1	3	0	0	1	1	0	0	0									
		0.18%	0.00%	0.85%	0.00%	0.00%	0.43%	0.23%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	1.16%	0.21%	0.12%	0.28%	0.00%	0.00%	0.28%	0.31%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	4	2	1	1	4	6	0	1	1	1	1	0	5	2	1	17	4	10	2	3	2	3	9	0	1									
		0.99%	1.29%	1.69%	0.20%	0.48%	1.74%	1.40%	0.00%	0.98%	1.56%	0.25%	1.28%	0.00%	3.07%	0.45%	0.58%	1.75%	0.49%	0.94%	0.98%	0.82%	0.57%	0.92%	2.08%	0.00%	1.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1311	44	25	80	46	40	60	10	9	2	84	11	8	29	102	17	117	149	176	47	95	48	48	42	11	11									
		16.16%	14.24%	21.19%	16.16%	21.90%	17.39%	14.02%	8.62%	8.82%	3.13%	20.59%	14.10%	15.38%	17.79%	22.82%	9.88%	12.07%	18.10%	16.48%	22.93%	25.96%	13.60%	14.68%	9.72%	10.78%	14.10%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	1	1	1	0	3	1	0	0	0	0	0	0	2	2	0	2	6	4	0	0	0	0	3	1	0									
		0.33%	0.32%	0.85%	0.20%	0.00%	1.30%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.45%	0.00%	0.21%	0.73%	0.37%	0.00%	0.00%	0.00%	0.00%	0.69%	0.98%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1402	67	15	102	12	27	64	5	9	4	96	9	1	18	42	36	179	189	210	40	53	66	52	66	11	29									
		17.28%	21.68%	12.71%	20.61%	5.71%	11.74%	14.95%	4.31%	8.82%	6.25%	23.53%	11.54%	1.92%	11.04%	9.40%	20.93%	18.47%	22.96%	19.66%	19.51%	14.48%	18.70%	15.90%	15.28%	10.78%	37.18%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
