Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Юрьевецкая																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2296	202	78	208	202	344	123	165	31	74	75	35	180	168	50	72	80	74	85	50									
		42.54%	36.14%	39.80%	38.73%	55.04%	45.50%	33.42%	33.40%	52.54%	50.00%	58.59%	36.08%	50.70%	47.86%	40.00%	32.88%	45.45%	52.48%	40.67%	44.64%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	0	0	6	3	5	4	3	0	0	2	0	3	6	0	1	0	3	0	0									
		0.67%	0.00%	0.00%	1.12%	0.82%	0.66%	1.09%	0.61%	0.00%	0.00%	1.56%	0.00%	0.85%	1.71%	0.00%	0.46%	0.00%	2.13%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	1	0	0	4	2	0	0	0	1	0	1	0	0	0	0	0									
		0.17%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.81%	3.39%	0.00%	0.00%	0.00%	0.28%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1135	113	59	114	49	147	97	109	7	23	22	31	61	82	28	38	60	29	36	30									
		21.03%	20.21%	30.10%	21.23%	13.35%	19.44%	26.36%	22.06%	11.86%	15.54%	17.19%	31.96%	17.18%	23.36%	22.40%	17.35%	34.09%	20.57%	17.22%	26.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	3	0	2	1	5	4	0	0	2	1	2	0	1	1	0	0	1	0	2									
		0.46%	0.54%	0.00%	0.37%	0.27%	0.66%	1.09%	0.00%	0.00%	1.35%	0.78%	2.06%	0.00%	0.28%	0.80%	0.00%	0.00%	0.71%	0.00%	1.79%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	4	0	2	3	6	0	1	0	0	0	0	4	3	0	7	1	1	0	0									
		0.59%	0.72%	0.00%	0.37%	0.82%	0.79%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	1.13%	0.85%	0.00%	3.20%	0.57%	0.71%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.78%	0.00%	0.28%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	5	2	11	3	4	6	0	0	0	0	1	4	2	1	0	0	0	0	0									
		0.72%	0.89%	1.02%	2.05%	0.82%	0.53%	1.63%	0.00%	0.00%	0.00%	0.00%	1.03%	1.13%	0.57%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1032	145	32	116	60	136	77	112	11	27	7	16	51	53	16	83	12	18	40	20									
		19.12%	25.94%	16.33%	21.60%	16.35%	17.99%	20.92%	22.67%	18.64%	18.24%	5.47%	16.49%	14.37%	15.10%	12.80%	37.90%	6.82%	12.77%	19.14%	17.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	2	1	3	1	6	0	6	0	0	1	1	2	2	4	0	0	0	1	1									
		0.57%	0.36%	0.51%	0.56%	0.27%	0.79%	0.00%	1.21%	0.00%	0.00%	0.78%	1.03%	0.56%	0.57%	3.20%	0.00%	0.00%	0.00%	0.48%	0.89%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	255	25	9	26	8	37	21	32	2	6	4	4	22	13	9	6	15	4	10	2									
		4.72%	4.47%	4.59%	4.84%	2.18%	4.89%	5.71%	6.48%	3.39%	4.05%	3.13%	4.12%	6.20%	3.70%	7.20%	2.74%	8.52%	2.84%	4.78%	1.79%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
