Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
"Наименование Избирательной комиссии:    Уфа, Ленинская"																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1725	75	47	75	34	35	80	24	77	15	43	49	19	60	17	24	27	55	31	68	15	31	7	73	42	18	73	28	47	44	124	37	73	23	67	73	82	13									
		5.80%	11.24%	7.34%	11.06%	5.64%	5.15%	7.63%	3.01%	9.49%	2.21%	7.14%	5.79%	6.05%	11.09%	8.10%	7.12%	8.74%	6.89%	2.40%	13.18%	1.59%	3.26%	2.95%	7.43%	5.04%	1.42%	8.27%	5.91%	3.01%	2.80%	10.93%	5.90%	15.27%	1.59%	9.20%	8.08%	6.23%	1.28%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
