Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Улуг-Хемская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	8	0	5	4	0	0	0	0	0	0	0	0	0									
		0.20%	0.77%	0.00%	0.60%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	3	2	1	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.29%	0.19%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	24	17	34	20	0	0	0	0	0	0	0	0	0									
		1.10%	2.32%	1.62%	4.07%	2.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	352	67	58	90	56	3	5	5	37	16	15	0	0	0									
		4.08%	6.49%	5.52%	10.77%	7.25%	0.87%	0.42%	1.32%	7.66%	2.30%	3.78%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	3	3	2	2	0	0	0	0	0	0	0	0	0									
		0.12%	0.29%	0.29%	0.24%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	102	22	0	40	27	1	2	0	0	0	4	0	0	6									
		1.18%	2.13%	0.00%	4.78%	3.50%	0.29%	0.17%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	1.95%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
