Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Егорьевская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1040	21	7	29	18	14	12	30	18	29	22	25	12	24	18	32	29	34	14	25	27	18	20	24	19	27	20	28	29	28	27	11	0	8	30	47	5	11	5	5	17	30	4	7	8	21	2	30	3	14	7	9	3	12	4	5	12	5	13	2	3	23	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	511	9	2	16	5	5	4	12	18	22	9	5	4	20	13	23	21	29	9	10	6	10	8	7	8	9	11	20	18	13	15	6	0	3	15	43	0	0	0	1	7	5	0	5	1	10	0	16	0	11	4	3	1	0	0	2	10	0	7	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	446	12	18	8	11	6	6	8	10	5	8	14	7	14	14	12	7	15	3	9	4	4	8	7	6	7	7	7	7	3	7	4	11	2	12	6	6	7	3	5	9	7	3	3	10	9	4	5	5	2	4	2	8	4	5	3	5	9	6	3	4	23	3					
14	Число погашенных открепительных удостоверений	506	12	5	13	13	9	8	18	0	7	13	20	8	4	5	9	8	5	5	15	21	8	12	17	11	18	9	8	11	15	12	5	0	5	15	4	5	11	5	4	10	25	4	2	7	11	2	14	3	3	3	6	2	12	4	3	2	5	6	2	3	0	4					
15	Число открепительных удостоверений выданных ТИК	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	"1. ""ЕДИНЕНИЕ"""	489	7	1	4	5	3	13	4	3	13	6	11	3	13	8	21	8	12	5	10	7	5	4	18	11	13	12	9	8	12	10	5	8	5	18	4	2	8	2	2	22	12	4	5	6	18	0	21	5	10	6	12	2	6	2	3	9	4	12	0	3	11	3					
		1.23%	0.78%	0.35%	0.46%	0.66%	0.69%	2.76%	0.40%	0.46%	1.09%	0.78%	1.33%	0.66%	1.40%	1.19%	1.90%	0.71%	0.81%	1.04%	0.95%	0.72%	0.72%	0.50%	1.90%	1.51%	1.18%	1.51%	0.79%	0.65%	1.00%	0.91%	1.14%	3.05%	1.68%	1.62%	1.39%	0.86%	1.96%	0.8%	0.93%	2.98%	1.03%	2.48%	1.67%	1.63%	2.08%	0.0%	1.65%	1.12%	2.02%	1.05%	3.88%	1.37%	1.31%	1.35%	1.53%	1.82%	1.72%	2.44%	0.0%	2.22%	1.53%	3.52%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	789	21	9	33	26	4	8	29	12	40	11	17	5	22	16	32	18	37	11	21	12	13	16	20	17	20	20	26	33	33	20	6	1	4	7	7	4	4	9	2	8	22	0	6	5	11	1	35	2	9	2	6	3	4	2	1	3	1	4	3	4	10	1					
		1.99%	2.34%	3.15%	3.81%	3.48%	0.92%	1.69%	2.96%	1.85%	3.35%	1.43%	2.06%	1.11%	2.37%	2.39%	2.90%	1.59%	2.49%	2.29%	1.99%	1.23%	1.88%	2.01%	2.11%	2.33%	1.82%	2.53%	2.28%	2.70%	2.75%	1.82%	1.37%	0.38%	1.34%	0.63%	2.44%	1.73%	0.98%	3.6%	0.93%	1.08%	1.88%	0.0%	2.00%	1.36%	1.27%	1.08%	2.75%	0.44%	1.82%	0.35%	1.94%	2.06%	0.87%	1.35%	0.51%	0.60%	0.43%	0.81%	4.16%	2.96%	1.39%	1.17%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1189	31	13	26	13	16	23	25	20	30	30	23	17	31	15	25	40	38	14	30	22	19	30	31	22	47	26	38	32	32	31	8	13	6	28	7	7	17	2	5	32	39	8	15	9	31	2	27	7	17	19	3	1	18	10	3	8	6	4	1	2	41	3					
		3.01%	3.46%	4.56%	3.00%	1.74%	3.69%	4.88%	2.55%	3.09%	2.51%	3.91%	2.79%	3.79%	3.34%	2.24%	2.27%	3.55%	2.56%	2.92%	2.85%	2.26%	2.75%	3.76%	3.28%	3.02%	4.28%	3.29%	3.34%	2.62%	2.67%	2.83%	1.83%	4.96%	2.02%	2.52%	2.44%	3.04%	4.17%	0.8%	2.34%	4.34%	3.34%	4.96%	5.01%	2.45%	3.59%	2.17%	2.12%	1.57%	3.44%	3.34%	0.97%	0.68%	3.95%	6.75%	1.53%	1.61%	2.58%	0.81%	1.38%	1.48%	5.71%	3.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1577	45	14	41	42	21	28	62	27	62	25	19	24	43	37	48	62	98	21	52	31	32	36	46	43	59	36	41	61	62	56	9	9	9	27	6	1	9	12	8	18	27	3	11	5	27	1	27	7	8	7	4	0	15	1	10	6	1	21	0	2	12	0					
		3.99%	5.02%	4.91%	4.74%	5.62%	4.84%	5.94%	6.33%	4.17%	5.20%	3.25%	2.30%	5.35%	4.63%	5.53%	4.35%	5.50%	6.61%	4.38%	4.94%	3.19%	4.64%	4.52%	4.87%	5.90%	5.37%	4.55%	3.60%	4.99%	5.18%	5.11%	2.06%	3.43%	3.03%	2.43%	2.09%	0.43%	2.21%	4.8%	3.75%	2.44%	2.31%	1.86%	3.67%	1.36%	3.13%	1.08%	2.12%	1.57%	1.62%	1.23%	1.29%	0.0%	3.29%	0.67%	5.10%	1.21%	0.43%	4.27%	0.0%	1.48%	1.67%	0.0%					
22	"5. ""За Русь Святую"""	248	2	1	8	2	0	3	5	3	5	3	7	3	8	5	3	10	5	2	6	4	6	7	6	5	6	0	8	8	3	5	2	10	1	8	0	2	1	4	2	6	5	1	4	1	10	2	7	4	1	4	4	2	6	1	0	4	2	4	0	0	9	2					
		0.62%	0.22%	0.35%	0.92%	0.26%	0.0%	0.63%	0.51%	0.46%	0.41%	0.39%	0.84%	0.66%	0.86%	0.74%	0.27%	0.88%	0.33%	0.41%	0.57%	0.41%	0.87%	0.87%	0.63%	0.68%	0.54%	0.0%	0.70%	0.65%	0.25%	0.45%	0.45%	3.81%	0.33%	0.72%	0.0%	0.86%	0.24%	1.6%	0.93%	0.81%	0.42%	0.62%	1.33%	0.27%	1.16%	2.17%	0.55%	0.89%	0.20%	0.70%	1.29%	1.37%	1.31%	0.67%	0.0%	0.80%	0.86%	0.81%	0.0%	0.0%	1.25%	2.35%					
23	"6. ""Объединенная Российская партия ""Русь"""	90	2	0	1	3	2	0	2	0	4	3	1	0	1	1	0	2	4	1	1	0	3	1	1	5	4	2	1	1	5	5	1	0	0	2	1	1	0	0	1	2	0	0	2	3	8	0	3	2	0	0	0	0	3	1	0	1	0	1	0	0	2	0					
		0.22%	0.22%	0.0%	0.11%	0.40%	0.46%	0.0%	0.20%	0.0%	0.33%	0.39%	0.12%	0.0%	0.10%	0.14%	0.0%	0.17%	0.27%	0.20%	0.09%	0.0%	0.43%	0.12%	0.10%	0.68%	0.36%	0.25%	0.08%	0.08%	0.41%	0.45%	0.22%	0.0%	0.0%	0.18%	0.34%	0.43%	0.0%	0.0%	0.46%	0.27%	0.0%	0.0%	0.66%	0.81%	0.92%	0.0%	0.23%	0.44%	0.0%	0.0%	0.0%	0.0%	0.65%	0.67%	0.0%	0.20%	0.0%	0.20%	0.0%	0.0%	0.27%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	411	14	2	7	13	1	3	12	12	13	5	12	3	11	6	14	7	27	2	6	9	4	3	6	0	15	5	5	15	10	8	4	1	1	9	4	0	4	3	3	10	18	1	1	2	6	0	56	0	3	3	3	1	3	0	3	8	1	1	1	1	10	0					
		1.04%	1.56%	0.70%	0.81%	1.74%	0.23%	0.63%	1.22%	1.85%	1.09%	0.65%	1.45%	0.66%	1.18%	0.89%	1.27%	0.62%	1.82%	0.41%	0.57%	0.92%	0.58%	0.37%	0.63%	0.0%	1.36%	0.63%	0.44%	1.22%	0.83%	0.73%	0.91%	0.38%	0.33%	0.81%	1.39%	0.0%	0.98%	1.2%	1.40%	1.35%	1.54%	0.62%	0.33%	0.54%	0.69%	0.0%	4.41%	0.0%	0.60%	0.52%	0.97%	0.68%	0.65%	0.0%	1.53%	1.61%	0.43%	0.20%	1.38%	0.74%	1.39%	0.0%					
25	"8. ""Народно-республиканская партия России"""	67	0	0	3	0	0	1	1	1	2	2	2	0	1	2	2	3	1	5	4	1	2	1	2	1	1	0	0	1	0	0	2	1	0	2	0	1	1	0	0	2	3	0	0	0	3	0	1	1	2	0	0	0	1	0	0	2	2	0	0	0	3	1					
		0.16%	0.0%	0.0%	0.34%	0.0%	0.0%	0.21%	0.10%	0.15%	0.16%	0.26%	0.24%	0.0%	0.10%	0.29%	0.18%	0.26%	0.06%	1.04%	0.38%	0.10%	0.29%	0.12%	0.21%	0.13%	0.09%	0.0%	0.0%	0.08%	0.0%	0.0%	0.45%	0.38%	0.0%	0.18%	0.0%	0.43%	0.24%	0.0%	0.0%	0.27%	0.25%	0.0%	0.0%	0.0%	0.34%	0.0%	0.07%	0.22%	0.40%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.40%	0.86%	0.0%	0.0%	0.0%	0.41%	1.17%					
26	"9. ""Российская экологическая партия ""Зеленые"""	128	1	0	6	8	1	0	3	2	2	2	2	1	8	2	3	5	7	2	2	1	3	3	4	1	3	5	3	3	1	7	0	0	0	5	1	1	0	0	1	2	3	0	0	1	8	0	0	1	2	1	0	0	2	1	2	1	0	0	0	1	4	0					
		0.32%	0.11%	0.0%	0.69%	1.07%	0.23%	0.0%	0.30%	0.30%	0.16%	0.26%	0.24%	0.22%	0.86%	0.29%	0.27%	0.44%	0.47%	0.41%	0.19%	0.10%	0.43%	0.37%	0.42%	0.13%	0.27%	0.63%	0.26%	0.24%	0.08%	0.63%	0.0%	0.0%	0.0%	0.45%	0.34%	0.43%	0.0%	0.0%	0.46%	0.27%	0.25%	0.0%	0.0%	0.27%	0.92%	0.0%	0.0%	0.22%	0.40%	0.17%	0.0%	0.0%	0.43%	0.67%	1.02%	0.20%	0.0%	0.0%	0.0%	0.74%	0.55%	0.0%					
27	"10. ""Аграрная партия России"""	1016	30	5	21	10	15	25	25	20	33	7	19	14	22	13	24	28	24	15	14	21	12	26	18	8	20	13	20	27	12	24	9	5	14	36	1	2	12	3	1	31	42	3	6	7	36	1	35	7	40	8	16	3	30	11	7	22	8	27	2	6	13	7					
		2.57%	3.35%	1.75%	2.43%	1.33%	3.46%	5.30%	2.55%	3.09%	2.76%	0.91%	2.30%	3.12%	2.37%	1.94%	2.17%	2.48%	1.62%	3.13%	1.33%	2.16%	1.74%	3.26%	1.90%	1.09%	1.82%	1.64%	1.76%	2.21%	1.00%	2.19%	2.06%	1.90%	4.71%	3.24%	0.34%	0.86%	2.94%	1.2%	0.46%	4.20%	3.60%	1.86%	2.00%	1.91%	4.17%	1.08%	2.75%	1.57%	8.11%	1.40%	5.17%	2.06%	6.59%	7.43%	3.57%	4.45%	3.44%	5.49%	2.77%	4.44%	1.81%	8.23%					
28	"11. ""Истинные патриоты России"""	30	0	0	1	0	0	0	0	0	1	4	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	3	0	0	0	0	1	1	2	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0					
		0.07%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.52%	0.0%	0.0%	0.21%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.16%	0.0%	0.09%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.46%	0.13%	0.17%	0.0%	0.0%	0.0%	0.23%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.27%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	635	14	8	22	14	14	10	17	11	29	8	19	4	9	10	27	16	28	7	20	26	18	11	19	3	18	15	9	20	18	9	7	5	2	24	1	2	1	3	3	11	10	3	3	9	14	2	14	3	11	5	6	1	10	4	0	7	2	8	0	0	5	6					
		1.60%	1.56%	2.80%	2.54%	1.87%	3.23%	2.12%	1.73%	1.70%	2.43%	1.04%	2.30%	0.89%	0.97%	1.49%	2.45%	1.42%	1.89%	1.46%	1.90%	2.67%	2.61%	1.38%	2.01%	0.41%	1.63%	1.89%	0.79%	1.63%	1.50%	0.82%	1.60%	1.90%	0.67%	2.16%	0.34%	0.86%	0.24%	1.2%	1.40%	1.49%	0.85%	1.86%	1.00%	2.45%	1.62%	2.17%	1.10%	0.67%	2.23%	0.88%	1.94%	0.68%	2.19%	2.70%	0.0%	1.41%	0.86%	1.62%	0.0%	0.0%	0.69%	7.05%					
30	"13. ""Демократическая партия России"""	81	3	2	2	1	0	1	1	0	0	2	2	1	0	1	0	3	6	1	1	0	0	2	3	0	0	1	1	4	1	1	0	0	1	6	2	0	0	1	0	2	0	0	2	0	3	0	3	2	0	5	0	2	2	1	0	1	0	5	0	0	3	0					
		0.20%	0.33%	0.70%	0.23%	0.13%	0.0%	0.21%	0.10%	0.0%	0.0%	0.26%	0.24%	0.22%	0.0%	0.14%	0.0%	0.26%	0.40%	0.20%	0.09%	0.0%	0.0%	0.25%	0.31%	0.0%	0.0%	0.12%	0.08%	0.32%	0.08%	0.09%	0.0%	0.0%	0.33%	0.54%	0.69%	0.0%	0.0%	0.4%	0.0%	0.27%	0.0%	0.0%	0.66%	0.0%	0.34%	0.0%	0.23%	0.44%	0.0%	0.88%	0.0%	1.37%	0.43%	0.67%	0.0%	0.20%	0.0%	1.01%	0.0%	0.0%	0.41%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	84	2	0	0	1	0	0	3	0	1	3	3	0	2	14	0	1	7	0	1	0	4	0	0	0	2	1	3	1	2	2	0	1	1	1	2	0	0	2	1	0	1	0	1	0	1	0	1	2	2	1	1	1	0	3	0	4	1	2	0	1	1	0					
		0.21%	0.22%	0.0%	0.0%	0.13%	0.0%	0.0%	0.30%	0.0%	0.08%	0.39%	0.36%	0.0%	0.21%	2.09%	0.0%	0.08%	0.47%	0.0%	0.09%	0.0%	0.58%	0.0%	0.0%	0.0%	0.18%	0.12%	0.26%	0.08%	0.16%	0.18%	0.0%	0.38%	0.33%	0.09%	0.69%	0.0%	0.0%	0.8%	0.46%	0.0%	0.08%	0.0%	0.33%	0.0%	0.11%	0.0%	0.07%	0.44%	0.40%	0.17%	0.32%	0.68%	0.0%	2.02%	0.0%	0.80%	0.43%	0.40%	0.0%	0.74%	0.13%	0.0%					
32	"15. ""Партия СЛОН"""	68	3	1	2	3	0	0	2	1	4	0	0	0	2	3	2	1	0	2	3	2	2	1	3	3	1	1	2	6	0	2	1	0	0	2	1	0	1	0	1	1	1	0	0	0	3	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0					
		0.17%	0.33%	0.35%	0.23%	0.40%	0.0%	0.0%	0.20%	0.15%	0.33%	0.0%	0.0%	0.0%	0.21%	0.44%	0.18%	0.08%	0.0%	0.41%	0.28%	0.20%	0.29%	0.12%	0.31%	0.41%	0.09%	0.12%	0.17%	0.49%	0.0%	0.18%	0.22%	0.0%	0.0%	0.18%	0.34%	0.0%	0.24%	0.0%	0.46%	0.13%	0.08%	0.0%	0.0%	0.0%	0.34%	0.0%	0.07%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	1.35%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4788	115	27	105	80	56	77	151	71	153	53	105	79	146	107	171	140	227	64	141	114	103	119	104	123	148	118	139	177	169	133	71	23	31	102	20	26	36	36	27	65	143	17	39	44	75	4	140	30	35	37	10	6	35	9	14	59	25	42	9	15	45	3					
		12.12%	12.84%	9.47%	12.15%	10.70%	12.93%	16.34%	15.42%	10.97%	12.83%	6.91%	12.74%	17.63%	15.74%	15.99%	15.53%	12.43%	15.32%	13.36%	13.41%	11.74%	14.94%	14.94%	11.01%	16.89%	13.47%	14.93%	12.23%	14.49%	14.13%	12.15%	16.28%	8.77%	10.43%	9.18%	6.99%	11.30%	8.84%	14.4%	12.67%	8.81%	12.27%	10.55%	13.04%	12.02%	8.70%	4.34%	11.03%	6.74%	7.09%	6.51%	3.23%	4.13%	7.69%	6.08%	7.14%	11.94%	10.77%	8.55%	12.5%	11.11%	6.27%	3.52%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	66	3	0	5	2	0	2	1	0	1	4	4	0	0	1	0	2	1	1	2	2	1	0	0	0	1	0	1	1	1	1	0	2	0	0	3	0	1	0	1	0	1	2	1	1	0	1	1	5	0	0	0	0	2	0	0	1	0	0	0	1	6	0					
		0.16%	0.33%	0.0%	0.57%	0.26%	0.0%	0.42%	0.10%	0.0%	0.08%	0.52%	0.48%	0.0%	0.0%	0.14%	0.0%	0.17%	0.06%	0.20%	0.19%	0.20%	0.14%	0.0%	0.0%	0.0%	0.09%	0.0%	0.08%	0.08%	0.08%	0.09%	0.0%	0.76%	0.0%	0.0%	1.04%	0.0%	0.24%	0.0%	0.46%	0.0%	0.08%	1.24%	0.33%	0.27%	0.0%	1.08%	0.07%	1.12%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.74%	0.83%	0.0%					
35	"18. ""ЛДПР"""	4073	104	13	81	104	42	58	85	80	139	197	86	25	106	82	95	101	129	59	107	107	67	88	87	50	114	62	99	118	134	119	36	32	29	117	82	20	20	24	25	79	131	12	19	39	87	4	44	31	52	30	46	14	61	23	30	52	21	63	11	14	82	5					
		10.31%	11.62%	4.56%	9.37%	13.92%	9.69%	12.31%	8.68%	12.36%	11.66%	25.68%	10.43%	5.58%	11.43%	12.25%	8.62%	8.96%	8.71%	12.31%	10.18%	11.01%	9.72%	11.05%	9.21%	6.86%	10.38%	7.84%	8.71%	9.66%	11.20%	10.87%	8.25%	12.21%	9.76%	10.54%	28.67%	8.69%	4.91%	9.6%	11.73%	10.71%	11.24%	7.45%	6.35%	10.65%	10.09%	4.34%	3.46%	6.96%	10.54%	5.28%	14.88%	9.65%	13.40%	15.54%	15.30%	10.52%	9.05%	12.83%	15.27%	10.37%	11.43%	5.88%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	758	14	10	18	9	9	4	10	22	20	13	30	8	17	9	17	28	25	12	16	25	10	18	23	15	14	9	23	22	25	12	11	8	6	22	8	6	12	5	3	17	22	4	7	12	24	3	21	3	13	4	6	5	7	2	1	10	3	5	2	0	17	2					
		1.92%	1.56%	3.50%	2.08%	1.20%	2.07%	0.84%	1.02%	3.40%	1.67%	1.69%	3.64%	1.78%	1.83%	1.34%	1.54%	2.48%	1.68%	2.50%	1.52%	2.57%	1.45%	2.26%	2.43%	2.06%	1.27%	1.13%	2.02%	1.80%	2.09%	1.09%	2.52%	3.05%	2.02%	1.98%	2.79%	2.60%	2.94%	2.0%	1.40%	2.30%	1.88%	2.48%	2.34%	3.27%	2.78%	3.26%	1.65%	0.67%	2.63%	0.70%	1.94%	3.44%	1.53%	1.35%	0.51%	2.02%	1.29%	1.01%	2.77%	0.0%	2.37%	2.35%					
37	"20. ""Политическая партия ""Единая Россия"""	15100	320	116	283	227	159	141	320	240	439	218	306	162	323	215	425	446	529	178	391	369	252	278	367	292	445	308	444	455	441	432	166	83	125	407	83	108	211	80	72	330	449	82	125	131	342	55	511	288	186	357	130	80	173	46	64	200	127	173	11	70	284	30					
		38.25%	35.75%	40.70%	32.75%	30.38%	36.72%	29.93%	32.68%	37.09%	36.82%	28.42%	37.13%	36.16%	34.84%	32.13%	38.60%	39.60%	35.71%	37.16%	37.20%	38.00%	36.57%	34.92%	38.87%	40.10%	40.52%	38.98%	39.08%	37.26%	36.87%	39.48%	38.07%	31.67%	42.08%	36.66%	29.02%	46.95%	51.84%	32.0%	33.80%	44.77%	38.54%	50.93%	41.80%	35.79%	39.67%	59.78%	40.26%	64.71%	37.72%	62.85%	42.07%	55.17%	38.02%	31.08%	32.65%	40.48%	54.74%	35.23%	15.27%	51.85%	39.60%	35.29%					
38	"21. ""Российская Конституционно-демократическая партия"""	223	7	1	0	5	1	0	2	1	2	2	0	1	1	0	1	2	1	1	0	0	0	4	0	0	2	0	2	2	3	0	0	2	1	3	1	0	2	2	0	1	2	1	2	0	1	1	151	3	0	2	1	1	2	0	0	1	1	0	0	0	0	1					
		0.56%	0.78%	0.35%	0.0%	0.66%	0.23%	0.0%	0.20%	0.15%	0.16%	0.26%	0.0%	0.22%	0.10%	0.0%	0.09%	0.17%	0.06%	0.20%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.18%	0.0%	0.17%	0.16%	0.25%	0.0%	0.0%	0.76%	0.33%	0.27%	0.34%	0.0%	0.49%	0.8%	0.0%	0.13%	0.17%	0.62%	0.66%	0.0%	0.11%	1.08%	11.89%	0.67%	0.0%	0.35%	0.32%	0.68%	0.43%	0.0%	0.0%	0.20%	0.43%	0.0%	0.0%	0.0%	0.0%	1.17%					
39	"22. ""Развитие предпринимательства"""	91	3	1	2	2	3	0	4	1	1	2	1	2	4	2	2	5	4	0	2	3	0	2	6	3	4	1	2	3	0	1	0	0	3	4	0	1	0	1	0	5	2	0	0	0	2	0	2	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0					
