Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Казанская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	0	0	2	0	1	5	0	1	0	0	1	7	5	5	1	9	4	5	0	2	3	3	1	1	0	0	2	2	2	2	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	366	10	2	5	14	5	15	4	14	20	12	9	17	0	2	0	18	24	9	18	28	24	5	15	14	15	10	9	5	15	5	9	9	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	0	0	0	1	0	0	0	0	0	1	0	7	0	2	0	12	3	5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	36	0	0	2	0	0	0	0	0	0	0	0	8	1	1	0	8	10	0	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0									
		0.23%	0.00%	0.00%	2.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.68%	0.60%	0.00%	0.59%	0.79%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	2.40%	0.00%	0.22%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	94	0	0	0	0	0	0	1	0	3	10	0	25	2	1	0	17	16	0	0	0	0	0	0	0	2	2	8	2	1	4	0	0	0									
		0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.41%	2.34%	0.00%	3.69%	1.36%	0.60%	0.00%	1.26%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.74%	2.92%	2.25%	0.33%	3.20%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	35	0	0	0	0	0	0	0	0	4	2	0	5	0	0	0	3	9	0	1	0	0	1	0	0	2	2	4	0	0	1	0	1	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.47%	0.00%	0.74%	0.00%	0.00%	0.00%	0.22%	0.71%	0.00%	0.10%	0.00%	0.00%	0.95%	0.00%	0.00%	0.57%	0.74%	1.46%	0.00%	0.00%	0.80%	0.00%	0.22%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12860	525	132	79	381	150	597	127	447	629	344	245	334	87	118	141	1061	833	804	889	855	1185	76	429	303	293	231	134	73	279	95	484	402	98									
		82.06%	98.68%	94.29%	90.80%	97.44%	91.46%	85.29%	88.81%	99.33%	85.35%	80.37%	89.42%	49.26%	59.18%	71.08%	66.82%	78.59%	65.85%	81.21%	86.39%	74.61%	94.80%	72.38%	86.49%	95.28%	83.00%	84.93%	48.91%	82.02%	93.00%	76.00%	98.78%	88.94%	81.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	7	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.15%	0.68%	0.00%	0.00%	0.00%	0.55%	0.00%	0.10%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.37%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	1.36%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1375	2	0	4	7	6	51	8	1	50	23	16	133	21	29	49	125	195	134	49	202	31	14	20	9	25	18	94	7	1	18	2	23	8									
		8.77%	0.38%	0.00%	4.60%	1.79%	3.66%	7.29%	5.59%	0.22%	6.78%	5.37%	5.84%	19.62%	14.29%	17.47%	23.22%	9.26%	15.42%	13.54%	4.76%	17.63%	2.48%	13.33%	4.03%	2.83%	7.08%	6.62%	34.31%	7.87%	0.33%	14.40%	0.41%	5.09%	6.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.29%	0.00%	0.60%	0.00%	0.30%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	2	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.23%	0.00%	0.44%	0.00%	0.00%	0.00%	0.15%	0.32%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.14%	0.00%	0.00%	0.29%	0.00%	0.60%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.15%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.33%	0.00%	0.00%	0.00%	4.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	844	5	7	2	2	5	46	4	1	36	44	13	87	15	10	21	72	99	52	72	80	29	5	33	4	16	12	21	3	18	2	2	21	5									
		5.39%	0.94%	5.00%	2.30%	0.51%	3.05%	6.57%	2.80%	0.22%	4.88%	10.28%	4.74%	12.83%	10.20%	6.02%	9.95%	5.33%	7.83%	5.25%	6.99%	6.98%	2.32%	4.76%	6.65%	1.26%	4.53%	4.41%	7.66%	3.37%	6.00%	1.60%	0.41%	4.65%	4.17%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	3	3	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.29%	1.36%	0.00%	0.00%	0.22%	0.24%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.28%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	267	0	0	0	1	3	1	2	1	5	3	0	49	5	4	0	40	69	0	15	9	0	7	14	2	10	4	8	4	0	1	2	4	4									
		1.70%	0.00%	0.00%	0.00%	0.26%	1.83%	0.14%	1.40%	0.22%	0.68%	0.70%	0.00%	7.23%	3.40%	2.41%	0.00%	2.96%	5.45%	0.00%	1.46%	0.79%	0.00%	6.67%	2.82%	0.63%	2.83%	1.47%	2.92%	4.49%	0.00%	0.80%	0.41%	0.88%	3.33%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
