Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Кяхтинская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417					
		10.92%	2.01%	12.23%	5.36%	11.21%	1.39%	4.52%	7.82%	8.62%	3.64%	9.97%	10.89%	6.38%	12.43%	9.21%	0.00%	17.41%	7.60%	7.01%	3.03%	3.67%	0.00%	12.31%	6.90%	5.01%	3.64%	12.94%	13.48%	7.69%	0.52%	1.14%	7.89%	2.04%	0.00%	3.78%	12.37%	4.30%	8.63%	9.06%	15.36%	15.78%	11.87%	13.69%	10.78%	7.63%	8.91%	9.62%	13.08%	20.59%	16.21%	17.67%	5.48%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	124	6	4	1	1	0	0	2	0	0	4	0	1	2	0	0	0	0	4	1	0	0	1	0	3	1	0	0	0	0	0	1	2	0	1	1	1	3	4	5	7	6	7	6	5	5	3	2	8	23	2	1					
		0.70%	1.34%	2.88%	0.89%	0.93%	0.00%	0.00%	0.28%	0.00%	0.00%	1.25%	0.00%	1.06%	1.08%	0.00%	0.00%	0.00%	0.00%	1.22%	0.61%	0.00%	0.00%	0.37%	0.00%	0.58%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.51%	0.00%	0.54%	1.03%	0.54%	0.40%	0.42%	0.65%	1.09%	0.87%	1.28%	1.04%	0.79%	0.71%	0.57%	0.37%	0.57%	1.11%	0.75%	1.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3441	79	26	29	18	19	32	169	5	4	39	5	26	23	14	9	79	75	76	65	58	68	30	17	163	15	18	23	20	61	22	59	72	7	99	17	27	159	194	108	77	173	109	116	132	167	105	80	169	256	23	5					
		19.42%	17.67%	18.71%	25.89%	16.82%	26.39%	18.08%	23.60%	8.62%	7.27%	12.15%	4.95%	27.66%	12.43%	18.42%	13.85%	35.27%	43.86%	23.17%	39.39%	53.21%	38.64%	11.19%	19.54%	31.41%	27.27%	21.18%	25.84%	25.64%	31.61%	25.00%	16.62%	18.32%	36.84%	53.51%	17.53%	14.52%	21.43%	20.44%	14.06%	12.03%	25.04%	19.89%	20.17%	20.99%	23.62%	19.81%	14.73%	12.08%	12.39%	8.65%	6.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	119	4	0	0	0	0	3	2	0	0	2	0	2	2	0	1	2	0	1	0	1	0	1	0	3	1	1	0	0	1	1	3	1	0	0	2	1	6	8	2	1	5	9	3	9	6	2	4	7	19	2	1					
		0.67%	0.89%	0.00%	0.00%	0.00%	0.00%	1.69%	0.28%	0.00%	0.00%	0.62%	0.00%	2.13%	1.08%	0.00%	1.54%	0.89%	0.00%	0.30%	0.00%	0.92%	0.00%	0.37%	0.00%	0.58%	1.82%	1.18%	0.00%	0.00%	0.52%	1.14%	0.85%	0.25%	0.00%	0.00%	2.06%	0.54%	0.81%	0.84%	0.26%	0.16%	0.72%	1.64%	0.52%	1.43%	0.85%	0.38%	0.74%	0.50%	0.92%	0.75%	1.37%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9852	298	72	56	71	43	89	409	38	43	207	64	54	123	47	55	73	67	162	76	38	90	170	57	270	35	46	47	50	123	59	198	266	12	61	59	138	414	482	420	372	308	266	279	315	347	272	308	827	1264	157	55					
		55.59%	66.67%	51.80%	50.00%	66.36%	59.72%	50.28%	57.12%	65.52%	78.18%	64.49%	63.37%	57.45%	66.49%	61.84%	84.62%	32.59%	39.18%	49.39%	46.06%	34.86%	51.14%	63.43%	65.52%	52.02%	63.64%	54.12%	52.81%	64.10%	63.73%	67.05%	55.77%	67.68%	63.16%	32.97%	60.82%	74.19%	55.80%	50.79%	54.69%	58.13%	44.57%	48.54%	48.52%	50.08%	49.08%	51.32%	56.72%	59.11%	61.15%	59.02%	75.34%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	59	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	2	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	3	3	3	4	3	5	4	1	2	5	4	5	1	1					
		0.33%	0.22%	0.72%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.58%	0.00%	1.21%	0.92%	0.00%	0.75%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	1.03%	0.00%	0.13%	0.32%	0.39%	0.47%	0.58%	0.55%	0.87%	0.64%	0.14%	0.38%	0.92%	0.29%	0.24%	0.38%	1.37%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
