Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Пожарская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №1318	УИК №1319	УИК №1320					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	192	2	8	2	2	7	1	5	4	1	5	6	2	6	2	1	20	5	9	12	6	5	6	39	6	9	3	7	8	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	475	14	17	15	20	16	10	13	6	2	3	27	23	6	17	24	13	24	22	25	22	27	24	11	18	19	26	0	0	13	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	2	0	1	1	0	1	0	0	1	0	0	2	0	0	0	1	0	1	2	0	1	3	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	666	6	41	20	10	90	5	0	2	19	60	20	14	53	18	24	65	26	5	23	19	22	22	31	4	13	16	32	4	2	0					
		4.78%	4.76%	6.00%	6.39%	9.26%	13.87%	4.81%	0.00%	2.38%	7.17%	16.81%	3.13%	2.81%	4.39%	2.75%	3.93%	5.09%	3.92%	0.87%	3.59%	3.61%	4.37%	3.83%	4.16%	3.51%	4.78%	2.52%	5.30%	1.68%	1.72%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	139	0	3	0	0	3	0	0	1	1	3	8	6	17	15	7	10	4	17	4	7	5	5	4	0	5	7	4	3	0	0					
		0.99%	0.00%	0.44%	0.00%	0.00%	0.46%	0.00%	0.00%	1.19%	0.38%	0.84%	1.25%	1.20%	1.41%	2.29%	1.15%	0.78%	0.60%	2.94%	0.63%	1.33%	0.99%	0.87%	0.54%	0.00%	1.84%	1.10%	0.66%	1.26%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	0	0	1	0	0	0	0	0	0	1	2	0	0	0	2	2	1	0	0	1	0	0	0	1	1	2	0	0	0	0					
		0.10%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.31%	0.00%	0.00%	0.00%	0.33%	0.16%	0.15%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.88%	0.37%	0.32%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2006	24	107	54	5	129	6	7	15	48	41	72	48	154	88	86	226	73	67	76	89	58	76	92	19	28	170	95	48	3	2					
		14.40%	19.05%	15.67%	17.25%	4.63%	19.88%	5.77%	11.11%	17.86%	18.11%	11.48%	11.25%	9.62%	12.76%	13.46%	14.08%	17.71%	11.01%	11.59%	11.88%	16.92%	11.53%	13.22%	12.35%	16.67%	10.29%	26.81%	15.73%	20.17%	2.59%	2.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	104	1	2	1	0	0	0	0	1	0	2	5	4	10	5	3	15	12	0	10	6	7	5	8	0	1	3	1	0	0	2					
		0.75%	0.79%	0.29%	0.32%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.56%	0.78%	0.80%	0.83%	0.76%	0.49%	1.18%	1.81%	0.00%	1.56%	1.14%	1.39%	0.87%	1.07%	0.00%	0.37%	0.47%	0.17%	0.00%	0.00%	2.27%					
23	6.Политическая партия «Партия социальной справедливости»	40	0	5	0	0	2	0	0	0	1	3	3	0	6	3	0	0	0	1	5	1	2	2	2	0	0	4	0	0	0	0					
		0.29%	0.00%	0.73%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.38%	0.84%	0.47%	0.00%	0.50%	0.46%	0.00%	0.00%	0.00%	0.17%	0.78%	0.19%	0.40%	0.35%	0.27%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1587	15	65	46	12	69	14	8	10	24	35	75	65	142	67	63	131	77	58	77	53	65	66	79	16	36	79	84	16	22	18					
		11.39%	11.90%	9.52%	14.70%	11.11%	10.63%	13.46%	12.70%	11.90%	9.06%	9.80%	11.72%	13.03%	11.76%	10.24%	10.31%	10.27%	11.61%	10.03%	12.03%	10.08%	12.92%	11.48%	10.60%	14.04%	13.24%	12.46%	13.91%	6.72%	18.97%	20.45%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1471	5	77	23	4	55	4	3	6	11	8	62	55	140	114	63	161	92	55	69	67	77	54	74	6	24	46	72	35	2	7					
		10.56%	3.97%	11.27%	7.35%	3.70%	8.47%	3.85%	4.76%	7.14%	4.15%	2.24%	9.69%	11.02%	11.60%	17.43%	10.31%	12.62%	13.88%	9.52%	10.78%	12.74%	15.31%	9.39%	9.93%	5.26%	8.82%	7.26%	11.92%	14.71%	1.72%	7.95%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	102	2	10	1	0	3	0	0	0	0	5	3	2	12	4	7	7	5	4	5	3	4	4	5	2	1	6	4	2	1	0					
		0.73%	1.59%	1.46%	0.32%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	1.40%	0.47%	0.40%	0.99%	0.61%	1.15%	0.55%	0.75%	0.69%	0.78%	0.57%	0.80%	0.70%	0.67%	1.75%	0.37%	0.95%	0.66%	0.84%	0.86%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7490	69	357	164	75	288	75	44	48	151	198	377	284	639	324	349	614	361	358	361	267	246	324	432	64	160	288	304	128	84	57					
		53.75%	54.76%	52.27%	52.40%	69.44%	44.38%	72.12%	69.84%	57.14%	56.98%	55.46%	58.91%	56.91%	52.94%	49.54%	57.12%	48.12%	54.45%	61.94%	56.41%	50.76%	48.91%	56.35%	57.99%	56.14%	58.82%	45.43%	50.33%	53.78%	72.41%	64.77%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	141	0	6	0	0	1	0	1	0	1	1	6	12	30	9	2	20	7	1	2	5	6	7	10	0	1	6	4	1	0	2					
		1.01%	0.00%	0.88%	0.00%	0.00%	0.15%	0.00%	1.59%	0.00%	0.38%	0.28%	0.94%	2.40%	2.49%	1.38%	0.33%	1.57%	1.06%	0.17%	0.31%	0.95%	1.19%	1.22%	1.34%	0.00%	0.37%	0.95%	0.66%	0.42%	0.00%	2.27%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
