Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Новгородская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240									
14	Число погашенных неиспользованных открепительных удостоверений	465	8	5	5	3	18	9	6	5	26	14	21	5	32	15	13	16	7	15	10	7	22	7	5	5	0	13	6	5	8	21	7	19	22	14	47	8	7	3	5	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	0	0	0	0	0	0	2	8	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	237	8	3	1	4	5	1	2	8	21	3	11	13	8	0	10	11	13	14	13	2	5	8	6	2	8	1	3	1	4	12	1	3	3	0	2	3	7	9	4	4									
		1.36%	1.60%	2.08%	0.49%	0.59%	0.88%	1.20%	0.74%	1.78%	1.77%	0.55%	1.62%	2.21%	1.45%	0.00%	2.39%	1.38%	1.62%	1.89%	1.32%	1.03%	0.82%	1.16%	2.34%	1.08%	2.20%	0.24%	0.64%	0.60%	2.33%	1.59%	0.61%	1.08%	0.83%	0.00%	1.44%	1.46%	0.99%	2.59%	1.20%	1.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	480	14	5	3	20	16	3	7	9	37	14	12	13	14	1	10	31	24	20	35	2	14	13	4	3	14	10	13	5	7	20	6	10	9	2	7	6	22	10	7	8									
		2.75%	2.80%	3.47%	1.48%	2.95%	2.81%	3.61%	2.60%	2.00%	3.13%	2.58%	1.76%	2.21%	2.54%	1.49%	2.39%	3.90%	2.99%	2.70%	3.56%	1.03%	2.29%	1.89%	1.56%	1.61%	3.86%	2.42%	2.79%	2.98%	4.07%	2.65%	3.68%	3.60%	2.49%	3.17%	5.04%	2.91%	3.14%	2.87%	2.10%	2.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	348	13	1	4	14	18	3	6	5	30	9	14	8	9	1	8	17	19	18	14	8	14	9	6	7	6	8	8	4	1	21	2	5	6	1	1	7	14	2	2	5									
		1.99%	2.60%	0.69%	1.97%	2.06%	3.16%	3.61%	2.23%	1.11%	2.53%	1.66%	2.06%	1.36%	1.63%	1.49%	1.91%	2.14%	2.37%	2.43%	1.43%	4.10%	2.29%	1.31%	2.34%	3.76%	1.65%	1.93%	1.72%	2.38%	0.58%	2.79%	1.23%	1.80%	1.66%	1.59%	0.72%	3.40%	1.99%	0.57%	0.60%	1.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7236	202	56	107	287	267	53	112	176	421	229	249	290	222	33	145	299	295	237	430	95	274	288	166	111	169	200	169	73	68	284	78	104	116	37	54	99	276	147	154	164									
		41.40%	40.40%	38.89%	52.71%	42.33%	46.84%	63.86%	41.64%	39.20%	35.56%	42.17%	36.56%	49.24%	40.29%	49.25%	34.61%	37.61%	36.78%	31.94%	43.79%	48.72%	44.77%	41.80%	64.84%	59.68%	46.56%	48.31%	36.27%	43.45%	39.53%	37.67%	47.85%	37.41%	32.13%	58.73%	38.85%	48.06%	39.37%	42.24%	46.25%	45.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	122	1	1	2	5	5	0	0	2	13	5	3	3	0	0	6	10	7	9	8	3	1	5	1	0	2	4	2	0	2	4	0	0	4	2	1	1	4	3	1	2									
		0.70%	0.20%	0.69%	0.99%	0.74%	0.88%	0.00%	0.00%	0.45%	1.10%	0.92%	0.44%	0.51%	0.00%	0.00%	1.43%	1.26%	0.87%	1.21%	0.81%	1.54%	0.16%	0.73%	0.39%	0.00%	0.55%	0.97%	0.43%	0.00%	1.16%	0.53%	0.00%	0.00%	1.11%	3.17%	0.72%	0.49%	0.57%	0.86%	0.30%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	42	3	0	0	0	4	0	0	2	1	3	0	1	1	0	1	0	2	2	3	1	2	0	3	0	1	2	0	0	1	0	1	1	1	0	1	0	2	1	1	1									
		0.24%	0.60%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.45%	0.08%	0.55%	0.00%	0.17%	0.18%	0.00%	0.24%	0.00%	0.25%	0.27%	0.31%	0.51%	0.33%	0.00%	1.17%	0.00%	0.28%	0.48%	0.00%	0.00%	0.58%	0.00%	0.61%	0.36%	0.28%	0.00%	0.72%	0.00%	0.29%	0.29%	0.30%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2891	63	33	31	132	111	14	43	75	194	93	117	102	92	9	83	136	108	112	152	26	93	108	26	29	46	68	101	38	41	116	25	40	57	9	35	38	109	65	60	61									
		16.54%	12.60%	22.92%	15.27%	19.47%	19.47%	16.87%	15.99%	16.70%	16.39%	17.13%	17.18%	17.32%	16.70%	13.43%	19.81%	17.11%	13.47%	15.09%	15.48%	13.33%	15.20%	15.67%	10.16%	15.59%	12.67%	16.43%	21.67%	22.62%	23.84%	15.38%	15.34%	14.39%	15.79%	14.29%	25.18%	18.45%	15.55%	18.68%	18.02%	16.90%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	113	1	0	1	1	2	0	7	8	11	5	3	0	1	1	1	8	9	12	3	5	3	6	0	1	1	0	4	4	1	3	0	1	0	0	0	1	6	1	2	0									
		0.65%	0.20%	0.00%	0.49%	0.15%	0.35%	0.00%	2.60%	1.78%	0.93%	0.92%	0.44%	0.00%	0.18%	1.49%	0.24%	1.01%	1.12%	1.62%	0.31%	2.56%	0.49%	0.87%	0.00%	0.54%	0.28%	0.00%	0.86%	2.38%	0.58%	0.40%	0.00%	0.36%	0.00%	0.00%	0.00%	0.49%	0.86%	0.29%	0.60%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	305	4	1	1	10	9	1	9	13	31	3	17	6	14	3	4	11	12	31	6	2	6	10	2	2	15	16	6	5	4	12	0	3	10	1	1	1	12	7	2	2									
		1.74%	0.80%	0.69%	0.49%	1.47%	1.58%	1.20%	3.35%	2.90%	2.62%	0.55%	2.50%	1.02%	2.54%	4.48%	0.95%	1.38%	1.50%	4.18%	0.61%	1.03%	0.98%	1.45%	0.78%	1.08%	4.13%	3.86%	1.29%	2.98%	2.33%	1.59%	0.00%	1.08%	2.77%	1.59%	0.72%	0.49%	1.71%	2.01%	0.60%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	1	0	0	3	1	0	0	1	0	2	0	0	1	0	0	2	1	0	2	1	2	2	1	0	0	0	1	1	0	1	0	0	0	0	0	1	2	1	0	0									
		0.15%	0.20%	0.00%	0.00%	0.44%	0.18%	0.00%	0.00%	0.22%	0.00%	0.37%	0.00%	0.00%	0.18%	0.00%	0.00%	0.25%	0.12%	0.00%	0.20%	0.51%	0.33%	0.29%	0.39%	0.00%	0.00%	0.00%	0.21%	0.60%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.29%	0.29%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	375	10	1	3	7	10	0	11	14	36	3	27	6	19	2	7	16	35	20	14	0	9	7	2	5	9	10	12	1	4	21	4	2	3	0	2	1	23	10	5	4									
		2.15%	2.00%	0.69%	1.48%	1.03%	1.75%	0.00%	4.09%	3.12%	3.04%	0.55%	3.96%	1.02%	3.45%	2.99%	1.67%	2.01%	4.36%	2.70%	1.43%	0.00%	1.47%	1.02%	0.78%	2.69%	2.48%	2.42%	2.58%	0.60%	2.33%	2.79%	2.45%	0.72%	0.83%	0.00%	1.44%	0.49%	3.28%	2.87%	1.50%	1.11%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2474	84	16	28	87	67	6	43	58	179	56	122	69	99	15	80	134	127	117	115	32	125	124	21	12	42	49	75	22	17	109	18	27	46	6	14	16	94	39	43	41									
		14.15%	16.80%	11.11%	13.79%	12.83%	11.75%	7.23%	15.99%	12.92%	15.12%	10.31%	17.91%	11.71%	17.97%	22.39%	19.09%	16.86%	15.84%	15.77%	11.71%	16.41%	20.42%	17.99%	8.20%	6.45%	11.57%	11.84%	16.09%	13.10%	9.88%	14.46%	11.04%	9.71%	12.74%	9.52%	10.07%	7.77%	13.41%	11.21%	12.91%	11.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	83	4	0	0	3	3	0	0	3	5	4	7	1	0	0	1	3	1	4	3	1	13	2	0	1	4	0	5	2	2	0	0	0	0	0	0	0	3	4	2	2									
		0.47%	0.80%	0.00%	0.00%	0.44%	0.53%	0.00%	0.00%	0.67%	0.42%	0.74%	1.03%	0.17%	0.00%	0.00%	0.24%	0.38%	0.12%	0.54%	0.31%	0.51%	2.12%	0.29%	0.00%	0.54%	1.10%	0.00%	1.07%	1.19%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	1.15%	0.60%	0.55%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2323	79	20	16	80	36	2	29	71	188	104	81	68	62	1	51	96	131	134	134	14	37	83	11	11	39	35	60	11	18	140	20	71	97	4	18	23	107	38	42	61									
		13.29%	15.80%	13.89%	7.88%	11.80%	6.32%	2.41%	10.78%	15.81%	15.88%	19.15%	11.89%	11.54%	11.25%	1.49%	12.17%	12.08%	16.33%	18.06%	13.65%	7.18%	6.05%	12.05%	4.30%	5.91%	10.74%	8.45%	12.88%	6.55%	10.47%	18.57%	12.27%	25.54%	26.87%	6.35%	12.95%	11.17%	15.26%	10.92%	12.61%	16.90%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
