Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Рубцовская городская 																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498					
		0.77%	0.62%	1.40%	0.69%	0.80%	1.01%	0.49%	0.37%	0.57%	1.26%	0.07%	0.59%	0.74%	0.82%	1.40%	0.57%	0.45%	0.86%	0.57%	0.35%	0.87%	1.08%	0.65%	0.73%	0.60%	0.44%	0.60%	0.96%	0.90%	0.77%	0.75%	0.59%	0.60%	0.59%	1.02%	0.64%	0.92%	1.02%	0.75%	0.84%	0.29%	0.80%	1.31%	0.94%	0.67%	0.89%	0.52%	0.84%	0.88%	1.17%	2.75%	5.26%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2234	91	49	47	61	29	42	54	35	37	78	62	72	61	45	42	56	33	35	32	55	63	43	40	85	48	45	33	37	55	33	56	42	39	37	46	63	66	56	62	25	22	13	19	32	19	24	44	11	40	16	2	2	0					
		3.56%	6.30%	3.28%	3.28%	4.09%	2.26%	2.96%	4.06%	2.50%	2.46%	5.84%	4.60%	4.47%	3.88%	3.33%	3.99%	4.24%	3.57%	3.34%	2.82%	3.99%	5.25%	3.15%	2.93%	6.41%	3.01%	3.01%	2.65%	2.78%	3.85%	3.09%	4.19%	3.19%	2.92%	2.52%	3.29%	4.17%	4.22%	3.50%	4.03%	2.43%	2.96%	1.90%	2.56%	2.70%	2.41%	3.12%	3.70%	1.62%	3.90%	2.93%	10.52%	5.71%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1541	19	32	31	38	38	43	43	37	20	21	31	34	37	32	17	34	18	24	37	29	30	24	30	26	40	44	29	38	46	21	26	27	40	60	36	36	39	36	48	17	25	15	15	38	30	18	24	22	18	24	2	2	0					
		2.45%	1.31%	2.14%	2.16%	2.54%	2.97%	3.03%	3.24%	2.64%	1.33%	1.57%	2.30%	2.11%	2.35%	2.37%	1.61%	2.57%	1.94%	2.29%	3.26%	2.10%	2.50%	1.75%	2.20%	1.96%	2.51%	2.94%	2.33%	2.85%	3.22%	1.97%	1.94%	2.05%	2.99%	4.08%	2.58%	2.38%	2.49%	2.25%	3.12%	1.65%	3.37%	2.19%	2.02%	3.21%	3.81%	2.34%	2.02%	3.25%	1.75%	4.40%	10.52%	5.71%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3290	121	78	66	84	63	103	58	68	80	76	77	90	101	100	58	71	49	73	65	87	45	62	98	79	118	89	54	70	86	28	89	91	69	51	50	63	70	69	79	45	27	20	25	63	45	19	41	27	39	8	1	2	0					
		5.24%	8.38%	5.22%	4.61%	5.63%	4.92%	7.27%	4.37%	4.86%	5.32%	5.69%	5.72%	5.59%	6.42%	7.41%	5.51%	5.37%	5.30%	6.98%	5.73%	6.31%	3.75%	4.54%	7.19%	5.96%	7.42%	5.95%	4.34%	5.26%	6.03%	2.62%	6.67%	6.93%	5.16%	3.47%	3.58%	4.17%	4.48%	4.31%	5.13%	4.38%	3.64%	2.92%	3.37%	5.33%	5.72%	2.47%	3.45%	3.99%	3.80%	1.46%	5.26%	5.71%	0.0%					
22	"5. ""За Русь Святую"""	241	5	6	5	3	3	5	5	3	3	5	3	4	2	1	6	4	7	4	7	4	6	5	5	7	3	5	3	3	5	4	5	12	2	5	10	10	5	4	11	4	6	5	1	3	5	1	11	5	0	5	0	0	0					
		0.38%	0.34%	0.40%	0.34%	0.20%	0.23%	0.35%	0.37%	0.21%	0.19%	0.37%	0.22%	0.24%	0.12%	0.07%	0.57%	0.30%	0.75%	0.38%	0.61%	0.29%	0.50%	0.36%	0.36%	0.52%	0.18%	0.33%	0.24%	0.22%	0.35%	0.37%	0.37%	0.91%	0.14%	0.34%	0.71%	0.66%	0.32%	0.25%	0.71%	0.38%	0.80%	0.73%	0.13%	0.25%	0.63%	0.13%	0.92%	0.73%	0.0%	0.91%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	101	1	2	3	2	1	3	2	4	2	3	3	2	0	4	3	1	1	1	1	1	0	2	3	2	1	2	3	2	0	5	1	0	3	6	1	4	3	1	1	0	4	1	2	4	0	3	1	1	2	3	0	0	0					
		0.16%	0.06%	0.13%	0.20%	0.13%	0.07%	0.21%	0.15%	0.28%	0.13%	0.22%	0.22%	0.12%	0.0%	0.29%	0.28%	0.07%	0.10%	0.09%	0.08%	0.07%	0.0%	0.14%	0.22%	0.15%	0.06%	0.13%	0.24%	0.15%	0.0%	0.46%	0.07%	0.0%	0.22%	0.40%	0.07%	0.26%	0.19%	0.06%	0.06%	0.0%	0.53%	0.14%	0.27%	0.33%	0.0%	0.39%	0.08%	0.14%	0.19%	0.55%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	318	7	10	13	8	7	0	4	3	5	6	4	7	15	1	9	5	2	4	3	5	4	6	5	6	7	5	6	4	4	8	7	11	10	10	6	15	3	11	11	10	0	7	2	5	5	1	6	4	7	14	0	0	0					
		0.50%	0.48%	0.67%	0.90%	0.53%	0.54%	0.0%	0.30%	0.21%	0.33%	0.44%	0.29%	0.43%	0.95%	0.07%	0.85%	0.37%	0.21%	0.38%	0.26%	0.36%	0.33%	0.43%	0.36%	0.45%	0.44%	0.33%	0.48%	0.30%	0.28%	0.75%	0.52%	0.83%	0.74%	0.68%	0.43%	0.99%	0.19%	0.68%	0.71%	0.97%	0.0%	1.02%	0.27%	0.42%	0.63%	0.13%	0.50%	0.59%	0.68%	2.56%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	44	2	1	2	1	0	0	4	1	0	1	0	1	0	3	0	3	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	2	0	1	3	2	0	1	1	0	1	1	1	4	0	0	1	0	0	0					
		0.07%	0.13%	0.06%	0.13%	0.06%	0.0%	0.0%	0.30%	0.07%	0.0%	0.07%	0.0%	0.06%	0.0%	0.22%	0.0%	0.22%	0.10%	0.0%	0.08%	0.0%	0.0%	0.07%	0.0%	0.07%	0.06%	0.0%	0.08%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.06%	0.18%	0.13%	0.0%	0.13%	0.14%	0.0%	0.08%	0.12%	0.13%	0.33%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	170	2	4	7	3	3	5	3	4	7	4	5	2	5	7	2	2	3	0	3	2	3	6	6	7	6	5	1	2	5	4	3	2	6	0	2	1	4	5	12	4	2	1	0	0	4	1	1	1	1	2	0	0	0					
		0.27%	0.13%	0.26%	0.48%	0.20%	0.23%	0.35%	0.22%	0.28%	0.46%	0.29%	0.37%	0.12%	0.31%	0.51%	0.19%	0.15%	0.32%	0.0%	0.26%	0.14%	0.25%	0.43%	0.44%	0.52%	0.37%	0.33%	0.08%	0.15%	0.35%	0.37%	0.22%	0.15%	0.44%	0.0%	0.14%	0.06%	0.25%	0.31%	0.78%	0.38%	0.26%	0.14%	0.0%	0.0%	0.50%	0.13%	0.08%	0.14%	0.09%	0.36%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2907	58	67	72	86	56	74	73	58	71	69	72	104	67	48	55	53	46	53	50	64	56	45	80	51	58	86	70	62	72	47	65	59	45	76	56	69	70	78	84	44	28	32	23	37	27	32	48	43	44	16	2	4	2					
		4.63%	4.01%	4.49%	5.03%	5.76%	4.37%	5.22%	5.50%	4.14%	4.72%	5.17%	5.34%	6.46%	4.26%	3.56%	5.22%	4.01%	4.97%	5.07%	4.41%	4.64%	4.67%	3.29%	5.87%	3.85%	3.64%	5.75%	5.63%	4.66%	5.05%	4.41%	4.87%	4.49%	3.37%	5.18%	4.01%	4.57%	4.48%	4.88%	5.46%	4.28%	3.77%	4.68%	3.10%	3.13%	3.43%	4.17%	4.04%	6.36%	4.29%	2.93%	10.52%	11.42%	9.09%					
28	"11. ""Истинные патриоты России"""	26	0	0	1	1	2	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	0	3	1	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0					
		0.04%	0.0%	0.0%	0.06%	0.06%	0.15%	0.14%	0.0%	0.07%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.17%	0.07%	0.0%	0.21%	0.07%	0.0%	0.0%	0.20%	0.0%	0.0%	0.14%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	944	26	17	27	15	23	11	14	18	22	22	15	16	21	19	15	25	16	19	22	21	18	24	25	30	19	16	21	23	21	15	30	14	31	19	20	18	21	24	28	12	10	5	17	16	17	19	11	7	19	9	0	1	0					
		1.50%	1.80%	1.13%	1.88%	1.00%	1.79%	0.77%	1.05%	1.28%	1.46%	1.64%	1.11%	0.99%	1.33%	1.40%	1.42%	1.89%	1.73%	1.81%	1.94%	1.52%	1.50%	1.75%	1.83%	2.26%	1.19%	1.07%	1.68%	1.73%	1.47%	1.40%	2.24%	1.06%	2.32%	1.29%	1.43%	1.19%	1.34%	1.50%	1.82%	1.16%	1.34%	0.73%	2.29%	1.35%	2.16%	2.47%	0.92%	1.03%	1.85%	1.65%	0.0%	2.85%	0.0%					
30	"13. ""Демократическая партия России"""	114	2	2	0	1	5	3	3	5	6	2	2	2	2	3	2	2	1	3	2	3	1	1	5	2	1	3	1	1	1	3	3	0	1	2	8	0	2	5	2	3	2	1	3	3	4	0	0	1	1	3	0	0	0					
		0.18%	0.13%	0.13%	0.0%	0.06%	0.39%	0.21%	0.22%	0.35%	0.39%	0.14%	0.14%	0.12%	0.12%	0.22%	0.19%	0.15%	0.10%	0.28%	0.17%	0.21%	0.08%	0.07%	0.36%	0.15%	0.06%	0.20%	0.08%	0.07%	0.07%	0.28%	0.22%	0.0%	0.07%	0.13%	0.57%	0.0%	0.12%	0.31%	0.13%	0.29%	0.26%	0.14%	0.40%	0.25%	0.50%	0.0%	0.0%	0.14%	0.09%	0.55%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	62	0	1	1	3	1	3	2	0	1	0	0	0	1	0	1	1	0	2	1	2	0	0	3	2	1	1	0	2	2	2	4	3	0	2	1	1	1	0	2	2	3	1	0	3	0	0	1	1	0	4	0	0	0					
		0.09%	0.0%	0.06%	0.06%	0.20%	0.07%	0.21%	0.15%	0.0%	0.06%	0.0%	0.0%	0.0%	0.06%	0.0%	0.09%	0.07%	0.0%	0.19%	0.08%	0.14%	0.0%	0.0%	0.22%	0.15%	0.06%	0.06%	0.0%	0.15%	0.14%	0.18%	0.29%	0.22%	0.0%	0.13%	0.07%	0.06%	0.06%	0.0%	0.13%	0.19%	0.40%	0.14%	0.0%	0.25%	0.0%	0.0%	0.08%	0.14%	0.0%	0.73%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	70	1	1	4	0	1	1	1	1	3	2	1	2	2	1	1	2	3	3	3	0	0	2	1	2	0	4	0	4	2	0	0	0	0	7	0	0	2	3	1	1	1	2	0	3	1	0	0	0	0	1	0	0	0					
		0.11%	0.06%	0.06%	0.27%	0.0%	0.07%	0.07%	0.07%	0.07%	0.19%	0.14%	0.07%	0.12%	0.12%	0.07%	0.09%	0.15%	0.32%	0.28%	0.26%	0.0%	0.0%	0.14%	0.07%	0.15%	0.0%	0.26%	0.0%	0.30%	0.14%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.12%	0.18%	0.06%	0.09%	0.13%	0.29%	0.0%	0.25%	0.12%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6179	167	160	137	138	121	156	126	126	135	150	127	180	138	138	74	139	91	100	130	124	131	125	143	191	185	156	137	103	132	90	127	150	167	148	132	158	144	153	165	99	40	73	50	113	74	72	80	70	95	14	2	1	2					
		9.85%	11.57%	10.72%	9.58%	9.25%	9.46%	11.02%	9.49%	9.00%	8.98%	11.24%	9.43%	11.18%	8.78%	10.23%	7.03%	10.53%	9.84%	9.56%	11.47%	8.99%	10.93%	9.16%	10.49%	14.42%	11.63%	10.44%	11.02%	7.75%	9.26%	8.45%	9.52%	11.42%	12.50%	10.08%	9.46%	10.47%	9.21%	9.57%	10.72%	9.63%	5.39%	10.68%	6.75%	9.56%	9.41%	9.38%	6.73%	10.35%	9.27%	2.56%	10.52%	2.85%	9.09%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	87	0	2	1	2	3	2	3	3	3	1	1	2	2	1	2	4	3	0	1	0	1	2	2	0	1	1	1	1	0	3	2	4	0	3	2	1	2	2	7	1	2	0	1	3	0	0	1	1	3	4	0	0	0					
		0.13%	0.0%	0.13%	0.06%	0.13%	0.23%	0.14%	0.22%	0.21%	0.19%	0.07%	0.07%	0.12%	0.12%	0.07%	0.19%	0.30%	0.32%	0.0%	0.08%	0.0%	0.08%	0.14%	0.14%	0.0%	0.06%	0.06%	0.08%	0.07%	0.0%	0.28%	0.14%	0.30%	0.0%	0.20%	0.14%	0.06%	0.12%	0.12%	0.45%	0.09%	0.26%	0.0%	0.13%	0.25%	0.0%	0.0%	0.08%	0.14%	0.29%	0.73%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	7612	161	203	189	191	209	137	147	173	206	186	160	173	169	141	131	122	119	87	92	133	141	169	143	105	150	140	133	155	150	185	138	142	145	175	151	172	193	237	207	140	148	92	121	176	94	127	178	77	172	114	1	6	6					
		12.13%	11.15%	13.60%	13.22%	12.81%	16.34%	9.68%	11.07%	12.36%	13.71%	13.94%	11.88%	10.75%	10.75%	10.45%	12.45%	9.24%	12.87%	8.32%	8.12%	9.65%	11.76%	12.39%	10.49%	7.93%	9.43%	9.37%	10.69%	11.66%	10.52%	17.37%	10.34%	10.81%	10.86%	11.92%	10.83%	11.40%	12.35%	14.83%	13.45%	13.63%	19.97%	13.46%	16.35%	14.90%	11.95%	16.55%	14.98%	11.39%	16.79%	20.91%	5.26%	17.14%	27.27%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	865	16	10	27	27	14	10	17	19	24	13	23	17	24	1	17	11	7	10	13	22	18	23	15	11	35	20	15	19	12	12	21	21	17	25	29	22	29	18	16	20	8	8	10	23	19	17	21	9	26	4	0	0	0					
		1.37%	1.10%	0.67%	1.88%	1.81%	1.09%	0.70%	1.28%	1.35%	1.59%	0.97%	1.70%	1.05%	1.52%	0.07%	1.61%	0.83%	0.75%	0.95%	1.14%	1.59%	1.50%	1.68%	1.10%	0.83%	2.20%	1.33%	1.20%	1.42%	0.84%	1.12%	1.57%	1.59%	1.27%	1.70%	2.08%	1.45%	1.85%	1.12%	1.04%	1.94%	1.07%	1.17%	1.35%	1.94%	2.41%	2.21%	1.76%	1.33%	2.53%	0.73%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	17676	468	460	426	456	360	357	386	435	485	403	427	481	490	379	341	400	257	304	309	430	291	388	326	331	389	382	353	352	398	247	319	299	317	409	382	420	438	437	412	315	213	195	226	358	224	212	358	197	313	101	3	10	7					
		28.18%	32.43%	30.83%	29.81%	30.58%	28.14%	25.22%	29.08%	31.09%	32.29%	30.20%	31.72%	29.89%	31.19%	28.11%	32.41%	30.30%	27.81%	29.09%	27.27%	31.20%	24.29%	28.44%	23.93%	25.0%	24.46%	25.56%	28.39%	26.48%	27.92%	23.19%	23.91%	22.77%	23.74%	27.88%	27.40%	27.85%	28.04%	27.34%	26.78%	30.67%	28.74%	28.55%	30.54%	30.31%	28.49%	27.64%	30.13%	29.14%	30.56%	18.53%	15.78%	28.57%	31.81%					
38	"21. ""Российская Конституционно-демократическая партия"""	83	1	2	1	3	4	0	1	0	2	0	4	3	1	4	4	0	1	0	1	3	1	2	0	1	3	4	4	1	1	4	1	0	4	0	2	1	0	1	1	1	1	2	2	2	1	1	1	2	1	3	0	0	0					
		0.13%	0.06%	0.13%	0.06%	0.20%	0.31%	0.0%	0.07%	0.0%	0.13%	0.0%	0.29%	0.18%	0.06%	0.29%	0.38%	0.0%	0.10%	0.0%	0.08%	0.21%	0.08%	0.14%	0.0%	0.07%	0.18%	0.26%	0.32%	0.07%	0.07%	0.37%	0.07%	0.0%	0.29%	0.0%	0.14%	0.06%	0.0%	0.06%	0.06%	0.09%	0.13%	0.29%	0.27%	0.16%	0.12%	0.13%	0.08%	0.29%	0.09%	0.55%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	217	3	4	9	5	3	3	1	5	4	2	5	7	7	4	3	2	3	4	2	6	0	9	1	9	8	6	2	5	6	2	4	2	6	4	4	6	8	6	6	7	5	1	4	7	2	2	5	1	3	4	0	0	0					
		0.34%	0.20%	0.26%	0.62%	0.33%	0.23%	0.21%	0.07%	0.35%	0.26%	0.14%	0.37%	0.43%	0.44%	0.29%	0.28%	0.15%	0.32%	0.38%	0.17%	0.43%	0.0%	0.65%	0.07%	0.67%	0.50%	0.40%	0.16%	0.37%	0.42%	0.18%	0.29%	0.15%	0.44%	0.27%	0.28%	0.39%	0.51%	0.37%	0.39%	0.68%	0.67%	0.14%	0.54%	0.59%	0.25%	0.26%	0.42%	0.14%	0.29%	0.73%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	14116	223	280	288	295	268	364	313	286	294	227	238	317	328	315	204	316	203	256	305	311	315	340	346	323	433	389	309	361	333	239	361	356	353	328	360	349	349	350	282	223	138	171	189	224	172	165	275	160	172	107	2	6	5					
		22.50%	15.45%	18.76%	20.15%	19.78%	20.95%	25.72%	23.58%	20.44%	19.57%	17.01%	17.68%	19.70%	20.87%	23.36%	19.39%	23.93%	21.96%	24.49%	26.91%	22.56%	26.29%	24.92%	25.40%	24.39%	27.23%	26.03%	24.85%	27.16%	23.36%	22.44%	27.06%	27.11%	26.44%	22.35%	25.82%	23.14%	22.34%	21.90%	18.33%	21.71%	18.62%	25.03%	25.54%	18.96%	21.88%	21.51%	23.14%	23.66%	16.79%	19.63%	10.52%	17.14%	22.72%					
																																																												
41	Против всех	2679	59	66	47	45	38	68	55	58	63	56	65	75	73	70	48	51	44	50	39	54	50	56	49	43	59	71	41	51	66	71	53	64	60	67	71	74	78	83	71	41	36	23	17	49	30	32	52	16	46	32	2	1	0					
		4.27%	4.08%	4.42%	3.28%	3.01%	2.97%	4.80%	4.14%	4.14%	4.19%	4.19%	4.82%	4.66%	4.64%	5.19%	4.56%	3.86%	4.76%	4.78%	3.44%	3.91%	4.17%	4.10%	3.59%	3.24%	3.71%	4.75%	3.29%	3.83%	4.63%	6.66%	3.97%	4.87%	4.49%	4.56%	5.09%	4.90%	4.99%	5.19%	4.61%	3.99%	4.85%	3.36%	2.29%	4.14%	3.81%	4.17%	4.37%	2.36%	4.49%	5.87%	10.52%	2.85%	0.0%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
