Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Сямженская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743					
33	"16. ""Родина"" (народно-патриотический союз)"""	270	5	2	1	11	12	2	5	25	5	7	9	2	0	1	1	36	59	59	6	9	9	0	4					
		4.99%	3.81%	1.45%	1.19%	3.06%	5.0%	1.57%	2.5%	6.77%	3.84%	6.03%	2.03%	0.86%	0.0%	0.68%	0.51%	8.78%	7.55%	9.78%	7.89%	4.39%	5.84%	0.0%	2.58%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	12	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	1	2	0	0	2	1	0					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.22%	0.43%	0.0%	0.68%	0.0%	0.48%	0.12%	0.33%	0.0%	0.0%	1.29%	1.66%	0.0%					
35	"18. ""ЛДПР"""	554	9	7	7	32	25	4	18	44	14	10	65	18	5	11	15	44	95	71	5	34	11	3	7					
		10.24%	6.87%	5.10%	8.33%	8.91%	10.41%	3.14%	9.0%	11.92%	10.76%	8.62%	14.70%	7.82%	8.77%	7.53%	7.77%	10.73%	12.16%	11.77%	6.57%	16.58%	7.14%	5.0%	4.51%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	91	2	4	2	6	0	8	1	3	1	1	12	5	0	4	5	6	9	10	4	2	2	1	3					
		1.68%	1.52%	2.91%	2.38%	1.67%	0.0%	6.29%	0.5%	0.81%	0.76%	0.86%	2.71%	2.17%	0.0%	2.73%	2.59%	1.46%	1.15%	1.65%	5.26%	0.97%	1.29%	1.66%	1.93%					
37	"20. ""Политическая партия ""Единая Россия"""	2142	40	94	43	172	94	57	43	133	45	70	203	83	18	63	60	149	248	200	36	89	83	43	76					
		39.62%	30.53%	68.61%	51.19%	47.91%	39.16%	44.88%	21.5%	36.04%	34.61%	60.34%	45.92%	36.08%	31.57%	43.15%	31.08%	36.34%	31.75%	33.16%	47.36%	43.41%	53.89%	71.66%	49.03%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	0	1	0	0	1	0	1	1	0	0	3	1	0	0	0	1	3	0	0	0	1	0	2					
		0.27%	0.0%	0.72%	0.0%	0.0%	0.41%	0.0%	0.5%	0.27%	0.0%	0.0%	0.67%	0.43%	0.0%	0.0%	0.0%	0.24%	0.38%	0.0%	0.0%	0.0%	0.64%	0.0%	1.29%					
39	"22. ""Развитие предпринимательства"""	25	1	0	0	0	0	0	0	4	0	0	8	0	0	0	2	1	6	0	0	2	0	0	1					
		0.46%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%	1.80%	0.0%	0.0%	0.0%	1.03%	0.24%	0.76%	0.0%	0.0%	0.97%	0.0%	0.0%	0.64%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	494	17	6	5	19	16	5	21	25	7	8	39	45	25	5	16	34	95	61	5	18	16	3	3					
		9.13%	12.97%	4.37%	5.95%	5.29%	6.66%	3.93%	10.5%	6.77%	5.38%	6.89%	8.82%	19.56%	43.85%	3.42%	8.29%	8.29%	12.16%	10.11%	6.57%	8.78%	10.38%	5.0%	1.93%					
																														
41	Против всех	127	6	2	0	1	9	3	6	7	2	0	9	2	1	3	7	13	19	20	2	1	8	2	4					
		2.34%	4.58%	1.45%	0.0%	0.27%	3.75%	2.36%	3.0%	1.89%	1.53%	0.0%	2.03%	0.86%	1.75%	2.05%	3.62%	3.17%	2.43%	3.31%	2.63%	0.48%	5.19%	3.33%	2.58%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
