Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Котласская городская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №419									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	718	30	10	30	38	40	25	40	30	30	30	40	20	40	30	15	20	20	10	15	15	10	15	15	25	20	15	20	20	25	25	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	255	6	0	19	8	16	10	16	4	21	10	18	4	17	18	7	8	10	3	9	8	0	2	2	14	11	3	1	1	4	5	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	179	5	4	8	4	14	2	10	4	4	7	7	9	6	8	2	10	3	0	11	6	0	1	5	10	2	0	3	7	8	3	16									
14	Число погашенных неиспользованных открепительных удостоверений	463	24	10	11	30	24	15	24	26	9	20	22	16	23	12	8	12	10	7	6	7	10	13	13	11	9	12	19	19	21	20	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	0	1	0	0	2	2	6	1	3	2	3	3	2	6	1	3	1	0	0	1	0	0	1	2	5	0	2	1	1	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	404	13	2	19	22	26	21	31	11	25	12	22	11	24	21	16	8	10	2	15	3	2	3	5	5	7	4	15	13	15	19	2									
		1.78%	1.43%	1.24%	1.67%	1.82%	2.06%	2.76%	2.58%	1.59%	2.08%	1.99%	1.88%	1.76%	2.47%	2.13%	3.16%	1.36%	1.53%	0.78%	1.79%	0.62%	1.77%	0.96%	0.92%	0.80%	0.84%	1.38%	1.82%	1.43%	1.61%	1.93%	1.48%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	486	18	4	28	25	23	11	18	13	25	15	21	18	20	19	10	14	15	2	10	10	1	7	16	16	13	10	19	28	32	23	2									
		2.14%	1.98%	2.48%	2.46%	2.07%	1.82%	1.45%	1.50%	1.87%	2.08%	2.49%	1.80%	2.88%	2.06%	1.93%	1.98%	2.39%	2.29%	0.78%	1.20%	2.06%	0.88%	2.25%	2.95%	2.56%	1.56%	3.46%	2.31%	3.08%	3.44%	2.34%	1.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	837	35	5	54	43	42	30	35	27	50	22	50	18	43	41	21	28	22	4	30	12	2	8	25	37	28	9	21	22	34	32	7									
		3.68%	3.85%	3.11%	4.74%	3.56%	3.32%	3.94%	2.91%	3.89%	4.17%	3.65%	4.28%	2.88%	4.42%	4.15%	4.15%	4.77%	3.36%	1.57%	3.59%	2.47%	1.77%	2.57%	4.60%	5.93%	3.35%	3.11%	2.55%	2.42%	3.66%	3.25%	5.19%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9055	426	62	448	465	527	277	486	302	475	265	445	253	371	345	197	255	264	102	310	226	47	127	230	245	293	129	328	381	357	359	58									
		39.86%	46.86%	38.51%	39.33%	38.46%	41.69%	36.40%	40.40%	43.52%	39.58%	44.02%	38.07%	40.42%	38.17%	34.95%	38.93%	43.44%	40.31%	40.00%	37.08%	46.50%	41.59%	40.84%	42.36%	39.26%	35.09%	44.64%	39.81%	41.91%	38.39%	36.48%	42.96%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	213	2	1	7	8	11	3	12	7	16	8	9	5	16	15	8	6	8	5	12	4	0	2	7	5	9	0	13	5	4	4	1									
		0.94%	0.22%	0.62%	0.61%	0.66%	0.87%	0.39%	0.99%	1.01%	1.33%	1.33%	0.77%	0.80%	1.65%	1.52%	1.58%	1.02%	1.22%	1.96%	1.44%	0.82%	0.00%	0.64%	1.29%	0.80%	1.08%	0.00%	1.58%	0.55%	0.43%	0.41%	0.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	1	0	0	0	2	2	2	1	1	0	0	1	1	0	3	0	1	1	3	1	0	0	1	1	0	1	4	2	1	2	0									
		0.14%	0.11%	0.00%	0.00%	0.00%	0.16%	0.26%	0.17%	0.14%	0.08%	0.00%	0.00%	0.16%	0.10%	0.00%	0.59%	0.00%	0.15%	0.39%	0.36%	0.21%	0.00%	0.00%	0.18%	0.16%	0.00%	0.35%	0.49%	0.22%	0.11%	0.20%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5353	203	38	262	319	282	217	274	136	248	107	263	145	219	247	129	130	170	61	244	115	32	84	126	150	220	79	201	162	199	255	36									
		23.56%	22.33%	23.60%	23.00%	26.39%	22.31%	28.52%	22.78%	19.60%	20.67%	17.77%	22.50%	23.16%	22.53%	25.03%	25.49%	22.15%	25.95%	23.92%	29.19%	23.66%	28.32%	27.01%	23.20%	24.04%	26.35%	27.34%	24.39%	17.82%	21.40%	25.91%	26.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	217	2	1	9	22	10	1	16	6	10	5	9	7	13	7	4	8	8	7	4	7	0	0	5	2	8	0	5	17	10	13	1									
		0.96%	0.22%	0.62%	0.79%	1.82%	0.79%	0.13%	1.33%	0.86%	0.83%	0.83%	0.77%	1.12%	1.34%	0.71%	0.79%	1.36%	1.22%	2.75%	0.48%	1.44%	0.00%	0.00%	0.92%	0.32%	0.96%	0.00%	0.61%	1.87%	1.08%	1.32%	0.74%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	284	5	1	11	12	22	6	30	10	16	12	12	11	13	14	4	4	11	4	11	7	1	3	3	12	9	1	8	4	10	16	1									
		1.25%	0.55%	0.62%	0.97%	0.99%	1.74%	0.79%	2.49%	1.44%	1.33%	1.99%	1.03%	1.76%	1.34%	1.42%	0.79%	0.68%	1.68%	1.57%	1.32%	1.44%	0.88%	0.96%	0.55%	1.92%	1.08%	0.35%	0.97%	0.44%	1.08%	1.63%	0.74%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	2	0	2	1	1	1	1	1	4	1	0	0	2	2	1	2	1	0	0	2	0	1	0	2	0	0	0	1	3	3	1									
		0.15%	0.22%	0.00%	0.18%	0.08%	0.08%	0.13%	0.08%	0.14%	0.33%	0.17%	0.00%	0.00%	0.21%	0.20%	0.20%	0.34%	0.15%	0.00%	0.00%	0.41%	0.00%	0.32%	0.00%	0.32%	0.00%	0.00%	0.00%	0.11%	0.32%	0.30%	0.74%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	331	9	0	19	19	23	10	28	10	18	8	29	12	15	16	6	4	9	1	14	3	0	2	7	8	13	2	6	9	15	14	2									
		1.46%	0.99%	0.00%	1.67%	1.57%	1.82%	1.31%	2.33%	1.44%	1.50%	1.33%	2.48%	1.92%	1.54%	1.62%	1.19%	0.68%	1.37%	0.39%	1.67%	0.62%	0.00%	0.64%	1.29%	1.28%	1.56%	0.69%	0.73%	0.99%	1.61%	1.42%	1.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3179	98	26	141	143	181	102	154	97	198	86	186	82	142	144	73	77	72	39	92	54	14	48	71	76	136	26	130	164	161	152	14									
		13.99%	10.78%	16.15%	12.38%	11.83%	14.32%	13.40%	12.80%	13.98%	16.50%	14.29%	15.91%	13.10%	14.61%	14.59%	14.43%	13.12%	10.99%	15.29%	11.00%	11.11%	12.39%	15.43%	13.08%	12.18%	16.29%	8.99%	15.78%	18.04%	17.31%	15.45%	10.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	101	3	1	8	2	1	5	9	3	9	1	4	2	3	4	0	2	3	0	7	3	2	2	1	4	8	1	1	6	1	4	1									
		0.44%	0.33%	0.62%	0.70%	0.17%	0.08%	0.66%	0.75%	0.43%	0.75%	0.17%	0.34%	0.32%	0.31%	0.41%	0.00%	0.34%	0.46%	0.00%	0.84%	0.62%	1.77%	0.64%	0.18%	0.64%	0.96%	0.35%	0.12%	0.66%	0.11%	0.41%	0.74%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1822	81	17	114	102	100	62	87	62	87	52	106	44	77	91	30	43	49	23	64	32	11	13	35	55	67	22	60	76	77	76	7									
		8.02%	8.91%	10.56%	10.01%	8.44%	7.91%	8.15%	7.23%	8.93%	7.25%	8.64%	9.07%	7.03%	7.92%	9.22%	5.93%	7.33%	7.48%	9.02%	7.66%	6.58%	9.73%	4.18%	6.45%	8.81%	8.02%	7.61%	7.28%	8.36%	8.28%	7.72%	5.19%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
