Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
"Наименование Избирательной комиссии:    Хабаровск, Кировская"																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161									
		21.11%	20.39%	20.38%	20.00%	25.35%	15.55%	20.49%	20.91%	16.57%	16.25%	26.75%	18.27%	13.82%	22.87%	14.16%	38.87%	19.14%	18.24%	16.23%	16.91%	18.33%	21.92%	25.28%	29.06%	22.77%	19.57%	28.37%	21.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	295	5	16	11	16	15	9	15	7	12	1	13	11	9	11	17	21	5	6	7	13	9	9	11	16	9	9	12									
		1.91%	1.64%	2.19%	2.39%	2.84%	2.18%	1.10%	2.08%	1.30%	2.32%	0.30%	1.84%	1.88%	0.91%	2.33%	2.17%	3.22%	1.63%	1.13%	1.04%	1.58%	2.01%	1.42%	1.70%	3.40%	1.60%	3.19%	6.25%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	305	6	11	10	12	20	21	9	18	10	3	20	12	10	10	7	18	4	8	19	20	13	6	14	10	10	1	3									
		1.98%	1.97%	1.50%	2.17%	2.13%	2.91%	2.56%	1.25%	3.35%	1.93%	0.91%	2.83%	2.05%	1.01%	2.11%	0.90%	2.76%	1.30%	1.51%	2.82%	2.43%	2.91%	0.95%	2.16%	2.13%	1.78%	0.35%	1.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	40	0	1	2	1	1	0	5	3	0	0	2	1	3	1	3	1	4	2	2	3	1	1	1	2	0	0	0									
		0.26%	0.00%	0.14%	0.43%	0.18%	0.15%	0.00%	0.69%	0.56%	0.00%	0.00%	0.28%	0.17%	0.30%	0.21%	0.38%	0.15%	1.30%	0.38%	0.30%	0.36%	0.22%	0.16%	0.15%	0.43%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	477	10	14	22	13	29	22	31	17	20	9	36	30	12	23	10	24	6	18	23	36	6	9	17	18	8	8	6									
		3.09%	3.29%	1.92%	4.78%	2.30%	4.22%	2.68%	4.29%	3.17%	3.87%	2.74%	5.10%	5.12%	1.21%	4.86%	1.28%	3.68%	1.95%	3.40%	3.41%	4.37%	1.34%	1.42%	2.63%	3.83%	1.42%	2.84%	3.13%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2944	68	127	84	91	148	180	119	106	122	22	149	172	165	109	33	140	24	103	141	161	99	125	124	89	141	59	43									
		19.08%	22.37%	17.37%	18.26%	16.13%	21.51%	21.95%	16.48%	19.74%	23.60%	6.69%	21.10%	29.35%	16.70%	23.04%	4.22%	21.44%	7.82%	19.43%	20.92%	19.54%	22.15%	19.75%	19.17%	18.94%	25.09%	20.92%	22.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	0	0	1	1	1	4	9	2	4	0	4	0	9	3	3	0	3	2	2	0	3	3	1	0	1	2	0									
		0.38%	0.00%	0.00%	0.22%	0.18%	0.15%	0.49%	1.25%	0.37%	0.77%	0.00%	0.57%	0.00%	0.91%	0.63%	0.38%	0.00%	0.98%	0.38%	0.30%	0.00%	0.67%	0.47%	0.15%	0.00%	0.18%	0.71%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	937	12	68	41	34	48	53	39	31	44	17	49	29	41	26	15	45	12	28	60	66	24	35	39	31	19	20	11									
		6.07%	3.95%	9.30%	8.91%	6.03%	6.98%	6.46%	5.40%	5.77%	8.51%	5.17%	6.94%	4.95%	4.15%	5.50%	1.92%	6.89%	3.91%	5.28%	8.90%	8.01%	5.37%	5.53%	6.03%	6.60%	3.38%	7.09%	5.73%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
