Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Пожарская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	214	0	4	1	0	4	2	1	0	0	2	4	6	5	18	7	13	11	13	16	6	0	13	5	11	4	10	6	13	7	5	8	0	1	3	14	1									
		2.25%	0.00%	0.77%	0.60%	0.00%	2.01%	0.89%	1.45%	0.00%	0.00%	0.93%	1.49%	1.98%	2.07%	4.01%	3.59%	3.09%	2.53%	3.16%	4.22%	2.54%	0.00%	2.86%	1.87%	2.22%	1.42%	2.36%	1.48%	2.82%	2.61%	3.07%	2.94%	0.00%	0.97%	1.36%	2.82%	0.69%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	477	7	32	10	3	9	20	1	5	1	12	16	17	13	19	8	27	18	19	13	6	4	18	20	26	11	26	28	20	14	17	11	1	3	7	15	0									
		5.01%	8.97%	6.17%	5.99%	6.00%	4.52%	8.93%	1.45%	14.71%	2.63%	5.61%	5.97%	5.61%	5.39%	4.23%	4.10%	6.41%	4.14%	4.62%	3.43%	2.54%	5.88%	3.96%	7.46%	5.24%	3.90%	6.15%	6.90%	4.34%	5.22%	10.43%	4.04%	1.41%	2.91%	3.17%	3.02%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	384	4	21	3	3	6	8	4	4	1	8	4	15	8	17	5	27	20	17	19	8	0	23	10	19	8	19	23	20	9	4	13	1	0	4	22	7									
		4.03%	5.13%	4.05%	1.80%	6.00%	3.02%	3.57%	5.80%	11.76%	2.63%	3.74%	1.49%	4.95%	3.32%	3.79%	2.56%	6.41%	4.60%	4.14%	5.01%	3.39%	0.00%	5.07%	3.73%	3.83%	2.84%	4.49%	5.67%	4.34%	3.36%	2.45%	4.78%	1.41%	0.00%	1.81%	4.43%	4.86%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2727	21	153	57	15	70	65	23	12	13	73	83	72	59	104	54	93	109	117	97	59	26	122	56	133	63	99	89	116	91	57	104	40	60	127	166	29									
		28.62%	26.92%	29.48%	34.13%	30.00%	35.18%	29.02%	33.33%	35.29%	34.21%	34.11%	30.97%	23.76%	24.48%	23.16%	27.69%	22.09%	25.06%	28.47%	25.59%	25.00%	38.24%	26.87%	20.90%	26.81%	22.34%	23.40%	21.92%	25.16%	33.96%	34.97%	38.24%	56.34%	58.25%	57.47%	33.40%	20.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	60	0	5	1	0	2	1	0	0	1	1	0	1	1	3	4	2	5	1	5	2	0	1	1	6	4	0	3	2	1	0	1	1	1	1	3	0									
		0.63%	0.00%	0.96%	0.60%	0.00%	1.01%	0.45%	0.00%	0.00%	2.63%	0.47%	0.00%	0.33%	0.41%	0.67%	2.05%	0.48%	1.15%	0.24%	1.32%	0.85%	0.00%	0.22%	0.37%	1.21%	1.42%	0.00%	0.74%	0.43%	0.37%	0.00%	0.37%	1.41%	0.97%	0.45%	0.60%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	1	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	2	0									
		0.19%	0.00%	0.00%	0.60%	0.00%	0.50%	0.00%	1.45%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.37%	0.20%	0.35%	0.24%	0.25%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.45%	0.40%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2293	19	113	36	13	44	46	23	9	10	62	58	71	75	119	54	94	93	97	80	80	20	113	65	108	93	116	103	104	65	32	52	18	20	11	137	40									
		24.07%	24.36%	21.77%	21.56%	26.00%	22.11%	20.54%	33.33%	26.47%	26.32%	28.97%	21.64%	23.43%	31.12%	26.50%	27.69%	22.33%	21.38%	23.60%	21.11%	33.90%	29.41%	24.89%	24.25%	21.77%	32.98%	27.42%	25.37%	22.56%	24.25%	19.63%	19.12%	25.35%	19.42%	4.98%	27.57%	27.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	0	4	0	0	0	1	0	0	0	3	1	2	1	4	2	2	1	0	1	1	1	1	1	4	2	5	4	5	0	1	1	0	0	0	1	0									
		0.51%	0.00%	0.77%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	1.40%	0.37%	0.66%	0.41%	0.89%	1.03%	0.48%	0.23%	0.00%	0.26%	0.42%	1.47%	0.22%	0.37%	0.81%	0.71%	1.18%	0.99%	1.08%	0.00%	0.61%	0.37%	0.00%	0.00%	0.00%	0.20%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	80	2	4	0	2	0	0	0	0	0	1	0	7	6	6	4	1	4	7	3	2	2	6	2	4	1	4	1	8	1	1	1	0	0	0	0	0									
		0.84%	2.56%	0.77%	0.00%	4.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	2.31%	2.49%	1.34%	2.05%	0.24%	0.92%	1.70%	0.79%	0.85%	2.94%	1.32%	0.75%	0.81%	0.35%	0.95%	0.25%	1.74%	0.37%	0.61%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	2	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	1	1	1	1									
		0.17%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.37%	0.00%	0.83%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.24%	0.00%	0.22%	0.37%	0.00%	0.00%	0.00%	0.97%	0.45%	0.20%	0.69%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	172	0	7	1	0	2	2	0	0	1	2	5	6	3	9	3	7	13	11	5	4	1	3	2	13	7	2	10	16	0	3	8	2	0	15	6	3									
		1.81%	0.00%	1.35%	0.60%	0.00%	1.01%	0.89%	0.00%	0.00%	2.63%	0.93%	1.87%	1.98%	1.24%	2.00%	1.54%	1.66%	2.99%	2.68%	1.32%	1.69%	1.47%	0.66%	0.75%	2.62%	2.48%	0.47%	2.46%	3.47%	0.00%	1.84%	2.94%	2.82%	0.00%	6.79%	1.21%	2.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2185	17	128	42	10	53	69	8	0	8	37	72	74	52	110	40	114	114	80	89	51	13	111	87	113	74	97	94	107	67	28	51	7	10	35	84	39									
		22.93%	21.79%	24.66%	25.15%	20.00%	26.63%	30.80%	11.59%	0.00%	21.05%	17.29%	26.87%	24.42%	21.58%	24.50%	20.51%	27.08%	26.21%	19.46%	23.48%	21.61%	19.12%	24.45%	32.46%	22.78%	26.24%	22.93%	23.15%	23.21%	25.00%	17.18%	18.75%	9.86%	9.71%	15.84%	16.90%	27.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	4	0	0	0	1	0	0	1	2	2	2	0	1	0	2	3	4	2	0	0	3	0	5	0	0	4	3	0	2	1	0	2	1	1	0									
		0.48%	0.00%	0.77%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	2.63%	0.93%	0.75%	0.66%	0.00%	0.22%	0.00%	0.48%	0.69%	0.97%	0.53%	0.00%	0.00%	0.66%	0.00%	1.01%	0.00%	0.00%	0.99%	0.65%	0.00%	1.23%	0.37%	0.00%	1.94%	0.45%	0.20%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	445	3	23	5	2	3	3	8	1	0	3	7	15	12	20	10	27	26	25	30	10	0	18	11	33	9	23	25	24	6	9	8	0	0	10	22	14									
		4.67%	3.85%	4.43%	2.99%	4.00%	1.51%	1.34%	11.59%	2.94%	0.00%	1.40%	2.61%	4.95%	4.98%	4.45%	5.13%	6.41%	5.98%	6.08%	7.92%	4.24%	0.00%	3.96%	4.10%	6.65%	3.19%	5.44%	6.16%	5.21%	2.24%	5.52%	2.94%	0.00%	0.00%	4.52%	4.43%	9.72%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
