Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Нерехтская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	1	3	2	1	0	1	0	3	2	1	1	0	1	1	0	0	0	0	0	1	5	1	0	1	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	509	26	26	49	49	34	35	30	31	30	32	3	4	19	3	5	5	10	16	5	9	4	2	4	7	4	37	15	5	2	2	6									
		4.11%	3.03%	3.42%	6.10%	6.88%	7.07%	3.59%	2.99%	4.05%	3.83%	3.93%	2.44%	4.82%	5.22%	2.59%	2.62%	1.95%	3.44%	5.33%	2.02%	3.85%	2.21%	1.47%	2.29%	4.02%	1.93%	9.11%	6.52%	3.33%	0.99%	2.67%	2.02%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	415	32	22	21	25	16	24	29	17	25	20	7	1	21	5	7	8	15	9	13	14	4	8	4	4	10	11	11	7	7	5	13									
		3.35%	3.73%	2.89%	2.62%	3.51%	3.33%	2.46%	2.90%	2.22%	3.19%	2.46%	5.69%	1.20%	5.77%	4.31%	3.66%	3.11%	5.15%	3.00%	5.26%	5.98%	2.21%	5.88%	2.29%	2.30%	4.83%	2.71%	4.78%	4.67%	3.45%	6.67%	4.38%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	319	26	19	14	18	14	32	16	12	18	21	5	7	6	5	14	7	14	4	5	10	4	2	1	6	6	8	0	4	5	4	12									
		2.57%	3.03%	2.50%	1.74%	2.53%	2.91%	3.28%	1.60%	1.57%	2.30%	2.58%	4.07%	8.43%	1.65%	4.31%	7.33%	2.72%	4.81%	1.33%	2.02%	4.27%	2.21%	1.47%	0.57%	3.45%	2.90%	1.97%	0.00%	2.67%	2.46%	5.33%	4.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5069	339	272	326	268	171	326	345	326	332	308	52	25	151	50	77	122	122	171	128	93	116	61	83	97	78	184	101	62	101	32	150									
		40.89%	39.51%	35.74%	40.60%	37.64%	35.55%	33.40%	34.47%	42.56%	42.35%	37.84%	42.28%	30.12%	41.48%	43.10%	40.31%	47.47%	41.92%	57.00%	51.82%	39.74%	64.09%	44.85%	47.43%	55.75%	37.68%	45.32%	43.91%	41.33%	49.75%	42.67%	50.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	6	6	1	3	3	1	7	1	2	3	0	1	2	0	1	4	0	1	0	2	0	3	1	1	2	3	2	2	1	0	2									
		0.49%	0.70%	0.79%	0.12%	0.42%	0.62%	0.10%	0.70%	0.13%	0.26%	0.37%	0.00%	1.20%	0.55%	0.00%	0.52%	1.56%	0.00%	0.33%	0.00%	0.85%	0.00%	2.21%	0.57%	0.57%	0.97%	0.74%	0.87%	1.33%	0.49%	0.00%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	1	4	2	1	1	0	0	2	2	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	3	1	0									
		0.19%	0.00%	0.13%	0.50%	0.28%	0.21%	0.10%	0.00%	0.00%	0.26%	0.25%	0.00%	0.00%	0.27%	0.00%	0.52%	0.39%	0.34%	0.00%	0.40%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	1.48%	1.33%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2343	179	173	185	133	104	177	172	107	145	149	21	21	49	28	36	46	60	40	39	58	20	26	41	32	44	53	43	37	48	18	59									
		18.90%	20.86%	22.73%	23.04%	18.68%	21.62%	18.14%	17.18%	13.97%	18.49%	18.30%	17.07%	25.30%	13.46%	24.14%	18.85%	17.90%	20.62%	13.33%	15.79%	24.79%	11.05%	19.12%	23.43%	18.39%	21.26%	13.05%	18.70%	24.67%	23.65%	24.00%	19.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	77	14	9	3	2	4	8	5	2	5	3	0	0	0	1	1	0	1	1	7	1	0	0	1	0	0	4	1	1	2	0	1									
		0.62%	1.63%	1.18%	0.37%	0.28%	0.83%	0.82%	0.50%	0.26%	0.64%	0.37%	0.00%	0.00%	0.00%	0.86%	0.52%	0.00%	0.34%	0.33%	2.83%	0.43%	0.00%	0.00%	0.57%	0.00%	0.00%	0.99%	0.43%	0.67%	0.99%	0.00%	0.34%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	121	11	9	9	5	2	12	9	8	7	8	4	0	2	1	0	9	2	2	2	2	1	0	1	3	1	2	3	2	1	0	3									
		0.98%	1.28%	1.18%	1.12%	0.70%	0.42%	1.23%	0.90%	1.04%	0.89%	0.98%	3.25%	0.00%	0.55%	0.86%	0.00%	3.50%	0.69%	0.67%	0.81%	0.85%	0.55%	0.00%	0.57%	1.72%	0.48%	0.49%	1.30%	1.33%	0.49%	0.00%	1.01%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	2	0	1	3	0	2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.26%	0.00%	0.14%	0.62%	0.00%	0.20%	0.13%	0.13%	0.12%	0.00%	1.20%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	164	17	19	7	7	6	10	15	13	15	7	1	0	1	0	6	4	1	5	4	4	0	3	0	0	1	4	2	2	3	2	5									
		1.32%	1.98%	2.50%	0.87%	0.98%	1.25%	1.02%	1.50%	1.70%	1.91%	0.86%	0.81%	0.00%	0.27%	0.00%	3.14%	1.56%	0.34%	1.67%	1.62%	1.71%	0.00%	2.21%	0.00%	0.00%	0.48%	0.99%	0.87%	1.33%	1.48%	2.67%	1.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2102	141	135	123	105	91	214	206	136	125	167	24	17	73	20	40	30	51	37	35	24	22	21	26	19	43	62	36	19	16	9	35									
		16.96%	16.43%	17.74%	15.32%	14.75%	18.92%	21.93%	20.58%	17.75%	15.94%	20.52%	19.51%	20.48%	20.05%	17.24%	20.94%	11.67%	17.53%	12.33%	14.17%	10.26%	12.15%	15.44%	14.86%	10.92%	20.77%	15.27%	15.65%	12.67%	7.88%	12.00%	11.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	1	2	2	2	1	1	1	2	2	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	2	3	1	0	2	0	0									
		0.22%	0.12%	0.26%	0.25%	0.28%	0.21%	0.10%	0.10%	0.26%	0.26%	0.12%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	1.47%	0.00%	0.00%	0.97%	0.74%	0.43%	0.00%	0.99%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	885	53	51	31	67	20	113	137	86	65	76	4	5	26	3	1	17	9	12	6	14	4	6	7	1	8	26	13	5	7	2	10									
		7.14%	6.18%	6.70%	3.86%	9.41%	4.16%	11.58%	13.69%	11.23%	8.29%	9.34%	3.25%	6.02%	7.14%	2.59%	0.52%	6.61%	3.09%	4.00%	2.43%	5.98%	2.21%	4.41%	4.00%	0.57%	3.86%	6.40%	5.65%	3.33%	3.45%	2.67%	3.37%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
