Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Каменск-Шахтинская городская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №1164	УИК №1168	УИК №2461	УИК №2462					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1686	43	24	30	26	42	33	30	35	25	60	50	46	25	50	33	50	45	40	40	35	24	40	45	52	45	86	56	40	43	45	35	36	30	35	20	23	35	21	10	20	69	29	26	0	59					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1632	43	24	30	26	41	32	30	33	25	58	49	45	24	46	33	48	42	40	40	34	20	40	45	52	45	83	56	40	40	45	35	32	25	33	20	22	35	21	10	20	61	27	26	0	56					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1821	54	57	172	7	13	12	17	111	47	11	101	72	16	44	32	10	18	11	27	35	12	45	18	108	219	40	20	35	41	13	8	4	72	10	25	2	22	12	21	29	19	13	0	132	34					
14	Число погашенных неиспользованных открепительных удостоверений	54	0	0	0	0	1	1	0	2	0	2	1	1	1	4	0	2	3	0	0	1	4	0	0	0	0	3	0	0	3	0	0	4	5	2	0	1	0	0	0	0	8	2	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	1	0	1	0	0	0	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	929	15	12	24	29	21	27	36	24	26	33	6	41	23	29	24	34	22	18	33	40	19	8	30	50	33	7	9	32	3	7	39	23	5	16	9	19	3	20	0	8	35	17	9	5	6					
		1.90%	1.38%	1.69%	2.25%	3.24%	1.96%	3.68%	3.22%	2.16%	2.48%	2.36%	0.37%	3.06%	3.28%	2.63%	2.36%	2.37%	2.25%	1.74%	3.64%	3.06%	2.79%	0.75%	1.64%	3.15%	1.87%	0.40%	0.69%	2.74%	0.21%	1.47%	2.93%	1.72%	0.42%	1.34%	1.43%	2.12%	0.25%	1.84%	0.00%	0.99%	2.45%	2.09%	1.09%	2.87%	1.26%					
19	2.Всероссийская политическая партия «Гражданская Сила»	342	9	4	8	6	6	5	15	14	11	13	5	9	8	7	12	15	11	12	11	8	11	4	18	12	21	6	5	14	3	0	6	5	2	7	0	5	0	10	0	1	20	3	0	0	0					
		0.70%	0.83%	0.56%	0.75%	0.67%	0.56%	0.68%	1.34%	1.26%	1.05%	0.93%	0.30%	0.67%	1.14%	0.64%	1.18%	1.05%	1.13%	1.16%	1.21%	0.61%	1.62%	0.38%	0.99%	0.76%	1.19%	0.34%	0.39%	1.20%	0.21%	0.00%	0.45%	0.37%	0.17%	0.59%	0.00%	0.56%	0.00%	0.92%	0.00%	0.12%	1.40%	0.37%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	42	2	3	1	1	2	0	1	1	0	0	2	1	1	2	0	1	0	3	0	0	1	0	2	0	0	2	1	2	1	1	1	0	1	1	0	1	0	0	0	3	1	1	2	0	0					
		0.09%	0.18%	0.42%	0.09%	0.11%	0.19%	0.00%	0.09%	0.09%	0.00%	0.00%	0.12%	0.07%	0.14%	0.18%	0.00%	0.07%	0.00%	0.29%	0.00%	0.00%	0.15%	0.00%	0.11%	0.00%	0.00%	0.11%	0.08%	0.17%	0.07%	0.21%	0.08%	0.00%	0.08%	0.08%	0.00%	0.11%	0.00%	0.00%	0.00%	0.37%	0.07%	0.12%	0.24%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7010	104	84	132	134	122	94	137	157	208	235	278	173	121	198	144	212	173	185	127	218	97	152	207	199	276	255	175	245	175	25	207	136	141	192	89	179	247	164	83	94	201	93	107	25	10					
		14.36%	9.59%	11.85%	12.35%	14.99%	11.39%	12.82%	12.24%	14.12%	19.83%	16.80%	16.94%	12.89%	17.24%	17.97%	14.17%	14.78%	17.73%	17.84%	14.02%	16.69%	14.26%	14.26%	11.33%	12.53%	15.63%	14.56%	13.48%	20.99%	12.30%	5.25%	15.53%	10.19%	11.88%	16.07%	14.15%	19.93%	20.35%	15.10%	12.30%	11.72%	14.09%	11.44%	12.99%	14.37%	2.10%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	136	6	1	4	6	1	0	0	3	1	4	10	6	7	2	2	6	5	1	2	3	0	1	3	3	2	6	8	6	3	0	0	1	1	4	0	3	4	1	3	4	9	0	2	0	2					
		0.28%	0.55%	0.14%	0.37%	0.67%	0.09%	0.00%	0.00%	0.27%	0.10%	0.29%	0.61%	0.45%	0.99%	0.18%	0.20%	0.42%	0.51%	0.10%	0.22%	0.23%	0.00%	0.09%	0.16%	0.19%	0.11%	0.34%	0.62%	0.51%	0.21%	0.00%	0.00%	0.07%	0.08%	0.33%	0.00%	0.33%	0.33%	0.09%	0.44%	0.50%	0.63%	0.00%	0.24%	0.00%	0.42%					
23	6.Политическая партия «Партия социальной справедливости»	89	3	3	1	3	0	4	5	3	0	2	2	4	1	1	1	1	1	4	1	3	0	5	3	3	6	2	3	0	3	0	2	2	1	0	1	1	0	2	0	1	8	1	1	0	1					
		0.18%	0.28%	0.42%	0.09%	0.34%	0.00%	0.55%	0.45%	0.27%	0.00%	0.14%	0.12%	0.30%	0.14%	0.09%	0.10%	0.07%	0.10%	0.39%	0.11%	0.23%	0.00%	0.47%	0.16%	0.19%	0.34%	0.11%	0.23%	0.00%	0.21%	0.00%	0.15%	0.15%	0.08%	0.00%	0.16%	0.11%	0.00%	0.18%	0.00%	0.12%	0.56%	0.12%	0.12%	0.00%	0.21%					
24	7.Политическая партия «Либерально-демократическая партия России»	4231	151	61	91	78	102	84	81	109	79	133	130	87	76	107	85	106	90	77	77	87	44	101	154	133	180	168	124	75	143	57	88	103	60	115	57	83	80	106	68	63	130	72	39	12	85					
		8.67%	13.93%	8.60%	8.51%	8.72%	9.52%	11.46%	7.24%	9.80%	7.53%	9.51%	7.92%	6.48%	10.83%	9.71%	8.37%	7.39%	9.22%	7.43%	8.50%	6.66%	6.47%	9.47%	8.43%	8.38%	10.19%	9.59%	9.55%	6.43%	10.05%	11.97%	6.60%	7.72%	5.05%	9.62%	9.06%	9.24%	6.59%	9.76%	10.07%	7.86%	9.11%	8.86%	4.73%	6.90%	17.86%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5595	104	92	133	127	123	73	124	124	130	185	233	170	68	144	95	216	110	144	86	181	59	105	150	209	267	194	163	159	190	15	136	128	117	148	57	91	137	98	50	56	167	113	94	16	14					
		11.46%	9.59%	12.98%	12.44%	14.21%	11.48%	9.96%	11.08%	11.15%	12.39%	13.22%	14.20%	12.67%	9.69%	13.07%	9.35%	15.06%	11.27%	13.89%	9.49%	13.86%	8.68%	9.85%	8.21%	13.16%	15.12%	11.08%	12.56%	13.62%	13.35%	3.15%	10.20%	9.60%	9.86%	12.38%	9.06%	10.13%	11.29%	9.02%	7.41%	6.98%	11.70%	13.90%	11.41%	9.20%	2.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	293	9	2	11	9	12	6	3	14	8	8	5	7	3	7	2	10	8	8	5	10	3	5	17	9	10	7	4	4	3	1	8	13	1	9	6	7	7	7	0	4	9	4	5	1	2					
		0.60%	0.83%	0.28%	1.03%	1.01%	1.12%	0.82%	0.27%	1.26%	0.76%	0.57%	0.30%	0.52%	0.43%	0.64%	0.20%	0.70%	0.82%	0.77%	0.55%	0.77%	0.44%	0.47%	0.93%	0.57%	0.57%	0.40%	0.31%	0.34%	0.21%	0.21%	0.60%	0.97%	0.08%	0.75%	0.95%	0.78%	0.58%	0.64%	0.00%	0.50%	0.63%	0.49%	0.61%	0.57%	0.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29459	669	432	653	490	669	431	709	642	566	771	958	823	383	581	625	807	533	566	550	736	437	662	1219	937	938	1083	782	614	889	367	838	900	845	688	403	500	721	662	466	563	828	502	554	114	353					
		60.35%	61.72%	60.93%	61.09%	54.81%	62.46%	58.80%	63.36%	57.73%	53.96%	55.11%	58.38%	61.33%	54.56%	52.72%	61.52%	56.28%	54.61%	54.58%	60.71%	56.36%	64.26%	62.10%	66.72%	59.01%	53.11%	61.85%	60.25%	52.61%	62.47%	77.10%	62.87%	67.47%	71.19%	57.57%	64.07%	55.68%	59.39%	60.96%	69.04%	70.20%	58.02%	61.75%	67.23%	65.52%	74.16%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	386	6	7	2	5	6	4	5	12	11	11	10	14	9	14	16	13	13	14	13	13	9	16	11	22	19	5	16	10	2	2	8	10	2	11	2	3	7	4	4	4	12	2	5	1	1					
		0.79%	0.55%	0.99%	0.19%	0.56%	0.56%	0.55%	0.45%	1.08%	1.05%	0.79%	0.61%	1.04%	1.28%	1.27%	1.57%	0.91%	1.33%	1.35%	1.43%	0.99%	1.32%	1.50%	0.60%	1.39%	1.08%	0.29%	1.23%	0.86%	0.14%	0.42%	0.60%	0.75%	0.17%	0.92%	0.32%	0.33%	0.58%	0.37%	0.59%	0.50%	0.84%	0.25%	0.61%	0.57%	0.21%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
