Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Благовещенская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	514	15	15	15	10	5	10	10	15	10	10	15	15	15	15	20	15	25	15	15	15	10	10	10	5	10	5	15	5	10	10	5	5	15	10	20	5	15	10	10	20	12	7	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	254	9	6	11	3	5	2	7	3	2	5	8	15	5	9	6	15	18	15	6	7	2	5	6	2	0	2	4	2	5	1	1	1	11	0	5	0	15	1	5	20	8	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	85	1	8	3	0	3	3	4	2	2	0	0	3	3	8	3	3	2	0	0	2	2	2	2	0	2	0	3	1	3	0	2	1	1	2	0	0	1	3	2	2	4	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	260	6	9	4	7	0	8	3	12	8	5	7	0	10	6	14	0	7	0	9	8	8	5	4	3	10	3	11	3	5	9	4	4	4	10	15	5	0	9	5	0	4	7	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	0	2	2	0	0	0	0	2	1	0	0	5	4	0	3	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	224	20	4	9	8	8	3	29	5	5	9	0	16	3	15	8	7	13	4	2	5	0	2	0	0	1	0	2	0	1	0	0	3	1	0	2	0	2	5	1	17	7	5	2									
		1.00%	2.08%	1.43%	1.17%	0.96%	1.83%	0.36%	4.46%	1.03%	0.60%	0.92%	0.00%	1.79%	1.31%	1.85%	1.64%	1.16%	1.40%	0.65%	0.87%	0.70%	0.00%	0.56%	0.00%	0.00%	0.35%	0.00%	0.50%	0.00%	0.09%	0.00%	0.00%	0.85%	0.26%	0.00%	0.52%	0.00%	0.36%	2.45%	0.26%	1.08%	1.28%	2.42%	0.41%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	405	28	5	35	11	19	0	20	8	19	2	0	28	9	23	9	10	26	6	7	15	5	6	0	0	8	0	5	0	2	1	2	0	4	0	7	0	12	5	8	41	5	4	10									
		1.81%	2.91%	1.79%	4.54%	1.32%	4.36%	0.00%	3.08%	1.65%	2.28%	0.20%	0.00%	3.13%	3.93%	2.84%	1.85%	1.66%	2.80%	0.98%	3.04%	2.10%	1.78%	1.67%	0.00%	0.00%	2.77%	0.00%	1.25%	0.00%	0.19%	0.49%	2.20%	0.00%	1.03%	0.00%	1.82%	0.00%	2.17%	2.45%	2.04%	2.59%	0.91%	1.93%	2.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	342	22	9	4	18	12	0	23	12	15	4	3	24	1	25	14	12	24	5	7	6	4	4	0	5	1	0	5	0	3	3	1	3	6	0	10	6	3	4	3	18	14	0	9									
		1.53%	2.29%	3.21%	0.52%	2.16%	2.75%	0.00%	3.54%	2.48%	1.80%	0.41%	0.36%	2.68%	0.44%	3.09%	2.87%	1.99%	2.59%	0.82%	3.04%	0.84%	1.42%	1.11%	0.00%	2.70%	0.35%	0.00%	1.25%	0.00%	0.28%	1.46%	1.10%	0.85%	1.55%	0.00%	2.60%	3.19%	0.54%	1.96%	0.77%	1.14%	2.56%	0.00%	1.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14376	605	109	517	662	188	505	433	318	524	589	472	321	83	351	379	310	501	418	108	440	242	278	291	126	181	102	307	32	635	150	75	265	316	165	254	130	457	128	285	1223	412	158	331									
		64.18%	62.96%	38.93%	67.06%	79.57%	43.12%	60.99%	66.62%	65.70%	62.91%	59.98%	56.06%	35.87%	36.24%	43.39%	77.82%	51.41%	53.99%	68.30%	46.96%	61.62%	86.12%	77.44%	77.19%	68.11%	62.63%	71.83%	76.94%	56.14%	60.02%	73.17%	82.42%	74.65%	81.65%	62.98%	66.15%	69.15%	82.64%	62.75%	72.70%	77.41%	75.32%	76.33%	67.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	79	3	1	1	3	7	0	2	6	4	2	0	7	1	3	0	5	9	6	2	2	1	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	2	0	1	0	2	3	0									
		0.35%	0.31%	0.36%	0.13%	0.36%	1.61%	0.00%	0.31%	1.24%	0.48%	0.20%	0.00%	0.78%	0.44%	0.37%	0.00%	0.83%	0.97%	0.98%	0.87%	0.28%	0.36%	0.56%	0.00%	0.00%	0.35%	0.00%	0.25%	0.00%	0.09%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.36%	0.00%	0.26%	0.00%	0.37%	1.45%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	2	0	0	1	3	0	0	0	1	1	0	2	0	1	3	8	3	3	0	0	0	1	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0									
		0.16%	0.21%	0.00%	0.00%	0.12%	0.69%	0.00%	0.00%	0.00%	0.12%	0.10%	0.00%	0.22%	0.00%	0.12%	0.62%	1.33%	0.32%	0.49%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.35%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.26%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3686	138	108	100	75	111	157	85	66	169	159	205	309	76	219	37	150	165	62	70	129	11	40	41	43	48	25	40	11	159	35	12	58	4	55	36	22	41	43	61	191	51	18	51									
		16.46%	14.36%	38.57%	12.97%	9.01%	25.46%	18.96%	13.08%	13.64%	20.29%	16.19%	24.35%	34.53%	33.19%	27.07%	7.60%	24.88%	17.78%	10.13%	30.43%	18.07%	3.91%	11.14%	10.88%	23.24%	16.61%	17.61%	10.03%	19.30%	15.03%	17.07%	13.19%	16.34%	1.03%	20.99%	9.38%	11.70%	7.41%	21.08%	15.56%	12.09%	9.32%	8.70%	10.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	41	1	1	0	1	4	0	1	0	0	2	0	4	1	1	2	9	5	5	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.10%	0.36%	0.00%	0.12%	0.92%	0.00%	0.15%	0.00%	0.00%	0.20%	0.00%	0.45%	0.44%	0.12%	0.41%	1.49%	0.54%	0.82%	0.43%	0.14%	0.00%	0.28%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	93	6	2	1	3	8	0	5	10	1	1	0	8	5	8	2	2	15	2	2	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	4	1	0	0									
		0.42%	0.62%	0.71%	0.13%	0.36%	1.83%	0.00%	0.77%	2.07%	0.12%	0.10%	0.00%	0.89%	2.18%	0.99%	0.41%	0.33%	1.62%	0.33%	0.87%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.26%	0.00%	0.00%	0.00%	0.18%	0.00%	0.51%	0.25%	0.18%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	1	2	0	2	0	1	0	0	0	2	2	0	1	0	2	1	4	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.36%	0.26%	0.00%	0.46%	0.00%	0.15%	0.00%	0.00%	0.00%	0.24%	0.22%	0.00%	0.12%	0.00%	0.33%	0.11%	0.65%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	107	2	0	2	1	4	0	3	5	9	2	0	17	2	14	2	15	11	5	2	1	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	4	0	0									
		0.48%	0.21%	0.00%	0.26%	0.12%	0.92%	0.00%	0.46%	1.03%	1.08%	0.20%	0.00%	1.90%	0.87%	1.73%	0.41%	2.49%	1.19%	0.82%	0.87%	0.14%	0.00%	0.56%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1935	108	18	87	32	36	83	33	40	77	98	84	101	31	85	25	65	87	54	16	103	13	17	38	11	37	10	31	4	148	7	1	12	46	21	58	15	24	13	18	51	32	13	52									
		8.64%	11.24%	6.43%	11.28%	3.85%	8.26%	10.02%	5.08%	8.26%	9.24%	9.98%	9.98%	11.28%	13.54%	10.51%	5.13%	10.78%	9.38%	8.82%	6.96%	14.43%	4.63%	4.74%	10.08%	5.95%	12.80%	7.04%	7.77%	7.02%	13.99%	3.41%	1.10%	3.38%	11.89%	8.02%	15.10%	7.98%	4.34%	6.37%	4.59%	3.23%	5.85%	6.28%	10.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	5	1	2	1	0	0	1	1	1	2	0	5	4	6	0	3	3	6	2	2	0	1	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	0	0	0	3	0	3									
		0.26%	0.52%	0.36%	0.26%	0.12%	0.00%	0.00%	0.15%	0.21%	0.12%	0.20%	0.00%	0.56%	1.75%	0.74%	0.00%	0.50%	0.32%	0.98%	0.87%	0.28%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	1.13%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	752	21	7	1	9	14	80	12	4	7	97	76	26	9	28	3	5	26	32	7	4	4	2	7	0	5	5	2	0	105	9	0	7	1	21	14	13	4	6	1	27	16	4	31									
		3.36%	2.19%	2.50%	0.13%	1.08%	3.21%	9.66%	1.85%	0.83%	0.84%	9.88%	9.03%	2.91%	3.93%	3.46%	0.62%	0.83%	2.80%	5.23%	3.04%	0.56%	1.42%	0.56%	1.86%	0.00%	1.73%	3.52%	0.50%	0.00%	9.92%	4.39%	0.00%	1.97%	0.26%	8.02%	3.65%	6.91%	0.72%	2.94%	0.26%	1.71%	2.93%	1.93%	6.31%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
