Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Новичихинская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149					
		0.15%	0.33%	0.24%	0.0%	0.70%	0.0%	1.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	18	3	4	2	2	0	0	2	0	0	0	2	0	1	0	1	1					
		0.28%	0.50%	0.24%	0.39%	0.70%	0.0%	0.0%	1.98%	0.0%	0.0%	0.0%	0.37%	0.0%	0.16%	0.0%	0.25%	0.69%					
25	"8. ""Народно-республиканская партия России"""	7	1	1	2	0	1	0	0	0	0	1	0	0	1	0	0	0					
		0.11%	0.16%	0.06%	0.39%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	9	0	2	3	1	0	0	0	0	0	0	3	0	0	0	0	0					
		0.14%	0.0%	0.12%	0.58%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1443	101	320	156	64	24	15	24	97	13	31	134	120	125	12	149	58					
		22.74%	16.88%	19.30%	30.64%	22.61%	27.58%	26.31%	23.76%	29.75%	12.62%	10.54%	24.81%	22.05%	20.35%	12.12%	38.40%	40.27%					
28	"11. ""Истинные патриоты России"""	5	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0					
		0.07%	0.33%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.16%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	43	3	13	3	7	1	0	0	5	0	3	2	2	1	3	0	0					
		0.67%	0.50%	0.78%	0.58%	2.47%	1.14%	0.0%	0.0%	1.53%	0.0%	1.02%	0.37%	0.36%	0.16%	3.03%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	14	3	1	2	0	1	0	0	0	0	0	1	4	1	0	1	0					
		0.22%	0.50%	0.06%	0.39%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.73%	0.16%	0.0%	0.25%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	0	1	1	0	0	0	0	1	0	2	0	2	3	1	1	0					
		0.18%	0.0%	0.06%	0.19%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.68%	0.0%	0.36%	0.48%	1.01%	0.25%	0.0%					
32	"15. ""Партия СЛОН"""	6	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0					
		0.09%	0.33%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.32%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	303	35	111	20	7	3	4	2	16	8	11	22	21	27	3	9	4					
		4.77%	5.85%	6.69%	3.92%	2.47%	3.44%	7.01%	1.98%	4.90%	7.76%	3.74%	4.07%	3.86%	4.39%	3.03%	2.31%	2.77%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	8	3	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0					
		0.12%	0.50%	0.12%	0.0%	0.0%	0.0%	1.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	871	106	187	59	37	15	6	23	36	13	61	50	85	91	17	55	30					
		13.72%	17.72%	11.27%	11.59%	13.07%	17.24%	10.52%	22.77%	11.04%	12.62%	20.74%	9.25%	15.62%	14.82%	17.17%	14.17%	20.83%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	89	4	21	17	12	0	0	0	4	0	4	5	11	5	0	5	1					
		1.40%	0.66%	1.26%	3.33%	4.24%	0.0%	0.0%	0.0%	1.22%	0.0%	1.36%	0.92%	2.02%	0.81%	0.0%	1.28%	0.69%					
37	"20. ""Политическая партия ""Единая Россия"""	1745	200	483	112	76	17	18	27	80	20	114	188	91	189	31	71	28					
		27.50%	33.44%	29.13%	22.00%	26.85%	19.54%	31.57%	26.73%	24.53%	19.41%	38.77%	34.81%	16.72%	30.78%	31.31%	18.29%	19.44%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	2	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0					
		0.12%	0.33%	0.18%	0.19%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	15	4	5	0	2	0	0	0	0	0	0	1	2	1	0	0	0					
		0.23%	0.66%	0.30%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.36%	0.16%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1015	75	299	67	38	10	7	7	52	42	37	69	133	107	16	42	14					
		15.99%	12.54%	18.03%	13.16%	13.42%	11.49%	12.28%	6.93%	15.95%	40.77%	12.58%	12.77%	24.44%	17.42%	16.16%	10.82%	9.72%					
																							
41	Против всех	182	10	53	18	3	2	1	1	12	3	7	15	28	14	2	11	2					
		2.86%	1.67%	3.19%	3.53%	1.06%	2.29%	1.75%	0.99%	3.68%	2.91%	2.38%	2.77%	5.14%	2.28%	2.02%	2.83%	1.38%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
