Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Темниковская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	305	42	34	30	33	66	3	3	0	0	1	8	3	24	4	3	2	1	4	1	10	5	3	1	1	2	5	2	2	12									
		2.51%	4.15%	2.52%	3.34%	4.59%	4.98%	0.84%	0.87%	0.00%	0.00%	1.00%	1.40%	0.70%	3.52%	1.94%	1.23%	0.75%	0.57%	1.24%	0.88%	1.77%	1.92%	1.51%	0.55%	1.14%	0.70%	1.65%	1.83%	0.72%	2.40%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	2	10	0	3	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.20%	0.74%	0.00%	0.42%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	0	7	1	5	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.16%	0.00%	0.52%	0.11%	0.70%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	6	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.10%	0.44%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	3	4	1	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0									
		0.13%	0.30%	0.30%	0.11%	0.14%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.33%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	451	62	102	40	39	106	7	5	6	3	2	6	0	12	3	4	7	0	0	1	10	5	4	1	2	4	8	1	3	8									
		3.71%	6.13%	7.56%	4.45%	5.42%	8.00%	1.97%	1.45%	4.23%	2.03%	2.00%	1.05%	0.00%	1.76%	1.46%	1.64%	2.64%	0.00%	0.00%	0.88%	1.77%	1.92%	2.01%	0.55%	2.27%	1.41%	2.64%	0.92%	1.08%	1.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	0	6	1	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.19%	0.00%	0.44%	0.11%	0.28%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	93	12	27	3	17	10	1	0	0	2	0	1	0	1	1	0	2	1	0	0	5	2	2	0	0	1	3	0	0	2									
		0.76%	1.19%	2.00%	0.33%	2.36%	0.75%	0.28%	0.00%	0.00%	1.35%	0.00%	0.17%	0.00%	0.15%	0.49%	0.00%	0.75%	0.57%	0.00%	0.00%	0.88%	0.77%	1.01%	0.00%	0.00%	0.35%	0.99%	0.00%	0.00%	0.40%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
