Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Саратовская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658					
		2.38%	0.77%	0.0%	0.8%	0.44%	1.46%	0.0%	2.65%	1.70%	0.38%	0.19%	0.0%	1.05%	2.4%	1.23%	0.0%	0.78%	1.02%	0.44%	0.13%	4.57%	0.38%	3.07%	1.39%	2.65%	0.82%	1.32%	0.25%	0.77%	1.40%	16.97%	12.69%	0.0%	2.18%	1.07%	0.97%	1.76%	5.07%	2.04%	1.49%	1.91%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	287	15	0	17	9	22	3	8	23	10	2	1	5	21	5	4	3	0	0	1	0	2	0	11	2	1	14	2	4	0	0	21	0	60	8	9	1	0	0	0	3					
		1.04%	2.92%	0.0%	2.26%	1.98%	2.68%	1.44%	0.57%	2.44%	0.76%	0.38%	0.79%	1.05%	2.1%	0.61%	2.68%	2.34%	0.0%	0.0%	0.13%	0.0%	0.76%	0.0%	1.39%	1.06%	0.05%	0.61%	0.17%	0.62%	0.0%	0.0%	1.69%	0.0%	2.61%	2.14%	0.73%	0.58%	0.0%	0.0%	0.0%	0.95%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	313	17	1	9	5	6	5	8	18	6	6	0	0	4	7	1	10	1	0	6	2	2	4	9	3	4	34	17	5	0	9	12	3	41	0	15	1	8	14	11	9					
		1.14%	3.31%	1.20%	1.2%	1.10%	0.73%	2.41%	0.57%	1.91%	0.45%	1.14%	0.0%	0.0%	0.4%	0.86%	0.67%	7.81%	0.12%	0.0%	0.82%	0.48%	0.76%	3.07%	1.14%	1.59%	0.22%	1.50%	1.46%	0.77%	0.0%	0.99%	0.97%	2.05%	1.78%	0.0%	1.21%	0.58%	2.53%	1.59%	3.28%	2.86%					
22	"5. ""За Русь Святую"""	47	0	0	3	1	0	0	2	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	1	2	0	8	3	0	0	0	3	0	1	0	0	1	0	16	0	0					
		0.17%	0.0%	0.0%	0.4%	0.22%	0.0%	0.0%	0.14%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.36%	1.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	1.06%	0.0%	0.35%	0.25%	0.0%	0.0%	0.0%	0.24%	0.0%	0.04%	0.0%	0.0%	0.58%	0.0%	1.82%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	39	1	0	3	0	2	0	4	0	0	2	0	2	2	6	0	0	0	0	1	0	0	0	1	1	0	5	2	0	0	0	2	0	1	0	0	0	0	4	0	0					
		0.14%	0.19%	0.0%	0.4%	0.0%	0.24%	0.0%	0.28%	0.0%	0.0%	0.38%	0.0%	0.42%	0.2%	0.73%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.12%	0.53%	0.0%	0.22%	0.17%	0.0%	0.0%	0.0%	0.16%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	58	1	0	3	4	4	0	8	0	0	3	0	0	1	2	0	1	0	0	0	0	0	0	0	0	4	14	5	1	0	0	2	0	4	0	0	0	0	1	0	0					
		0.21%	0.19%	0.0%	0.4%	0.88%	0.48%	0.0%	0.57%	0.0%	0.0%	0.57%	0.0%	0.0%	0.1%	0.24%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.61%	0.43%	0.15%	0.0%	0.0%	0.16%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	11	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	2	0	1	1	0	0	0	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.08%	0.0%	0.0%	0.0%	0.16%	0.0%	0.04%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	35	3	0	2	3	1	0	3	3	1	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0	2	0	2	0	0	1	0	3	0	0					
		0.12%	0.58%	0.0%	0.26%	0.66%	0.12%	0.0%	0.21%	0.31%	0.07%	0.19%	0.0%	0.21%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.34%	0.0%	0.0%	0.0%	0.16%	0.0%	0.08%	0.0%	0.0%	0.58%	0.0%	0.34%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	372	12	2	10	5	29	1	8	17	9	6	5	9	7	3	6	0	10	0	1	13	0	1	22	0	10	22	6	10	2	8	18	0	64	3	29	2	0	15	0	7					
		1.35%	2.33%	2.40%	1.33%	1.10%	3.53%	0.48%	0.57%	1.80%	0.68%	1.14%	3.96%	1.89%	0.7%	0.36%	4.02%	0.0%	1.27%	0.0%	0.13%	3.13%	0.0%	0.76%	2.78%	0.0%	0.55%	0.97%	0.51%	1.55%	1.40%	0.88%	1.45%	0.0%	2.79%	0.80%	2.35%	1.17%	0.0%	1.70%	0.0%	2.22%					
28	"11. ""Истинные патриоты России"""	17	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	3	0	0	1	0	0	0	0	0	0	2	0	0					
		0.06%	0.19%	0.0%	0.13%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.25%	0.46%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	90	3	2	6	2	7	1	3	0	0	6	1	0	2	4	0	0	0	0	1	0	0	0	3	1	0	15	5	0	0	0	1	0	5	5	9	1	0	7	0	0					
		0.32%	0.58%	2.40%	0.8%	0.44%	0.85%	0.48%	0.21%	0.0%	0.0%	1.14%	0.79%	0.0%	0.2%	0.49%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.38%	0.53%	0.0%	0.66%	0.43%	0.0%	0.0%	0.0%	0.08%	0.0%	0.21%	1.34%	0.73%	0.58%	0.0%	0.79%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	16	1	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	1	3	0	0	1	0	0					
		0.05%	0.19%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.08%	0.0%	0.08%	0.26%	0.24%	0.0%	0.0%	0.11%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	31	0	0	2	1	2	0	4	0	0	0	0	0	1	0	0	0	1	6	0	0	0	0	0	2	0	4	2	3	1	0	1	0	0	0	0	0	0	1	0	0					
		0.11%	0.0%	0.0%	0.26%	0.22%	0.24%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.1%	0.0%	0.0%	0.0%	0.12%	2.66%	0.0%	0.0%	0.0%	0.0%	0.0%	1.06%	0.0%	0.17%	0.17%	0.46%	0.70%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	36	1	0	0	0	0	0	1	0	1	1	0	0	0	15	0	0	0	0	1	0	0	0	3	0	0	4	2	1	0	0	2	0	0	0	2	0	0	2	0	0					
		0.13%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.07%	0.19%	0.0%	0.0%	0.0%	1.84%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.17%	0.17%	0.15%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.22%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	651	23	6	45	7	50	5	13	35	9	4	9	8	17	1	0	7	2	1	10	2	0	0	31	12	72	108	28	3	0	0	8	0	47	12	47	7	0	6	16	0					
		2.37%	4.48%	7.22%	6.0%	1.54%	6.09%	2.41%	0.93%	3.71%	0.68%	0.76%	7.14%	1.68%	1.7%	0.12%	0.0%	5.46%	0.25%	0.44%	1.36%	0.48%	0.0%	0.0%	3.92%	6.38%	3.97%	4.78%	2.40%	0.46%	0.0%	0.0%	0.64%	0.0%	2.05%	3.21%	3.82%	4.11%	0.0%	0.68%	4.77%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	34	1	0	12	5	2	0	6	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0					
		0.12%	0.19%	0.0%	1.6%	1.10%	0.24%	0.0%	0.43%	0.0%	0.0%	0.19%	0.0%	0.0%	0.1%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	0.15%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1322	45	4	65	43	120	15	9	52	74	23	2	10	17	9	3	12	29	12	6	21	46	3	38	19	102	111	62	33	8	8	19	2	108	50	58	10	23	16	14	21					
		4.82%	8.77%	4.81%	8.66%	9.49%	14.63%	7.24%	0.64%	5.52%	5.65%	4.37%	1.58%	2.10%	1.7%	1.10%	2.01%	9.37%	3.69%	5.33%	0.82%	5.06%	17.69%	2.30%	4.81%	10.10%	5.63%	4.91%	5.33%	5.11%	5.63%	0.88%	1.53%	1.36%	4.71%	13.40%	4.71%	5.88%	7.30%	1.82%	4.17%	6.68%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	175	4	3	14	2	10	6	13	16	4	0	0	1	8	0	4	2	5	0	2	0	5	0	4	1	0	13	16	2	0	0	4	0	9	2	8	0	0	12	0	5					
		0.63%	0.77%	3.61%	1.86%	0.44%	1.21%	2.89%	0.93%	1.70%	0.30%	0.0%	0.0%	0.21%	0.8%	0.0%	2.68%	1.56%	0.63%	0.0%	0.27%	0.0%	1.92%	0.0%	0.50%	0.53%	0.0%	0.57%	1.37%	0.31%	0.0%	0.0%	0.32%	0.0%	0.39%	0.53%	0.65%	0.0%	0.0%	1.36%	0.0%	1.59%					
37	"20. ""Политическая партия ""Единая Россия"""	19994	288	54	446	308	412	132	1198	661	1004	410	94	350	779	657	104	71	640	181	642	300	178	115	575	118	1471	1608	858	517	121	638	865	134	1551	234	860	119	227	613	238	223					
		72.90%	56.14%	65.06%	59.46%	67.99%	50.24%	63.76%	86.06%	70.24%	76.69%	77.94%	74.60%	73.68%	77.9%	80.81%	69.79%	55.46%	81.63%	80.44%	87.82%	72.28%	68.46%	88.46%	72.87%	62.76%	81.27%	71.18%	73.83%	80.15%	85.21%	70.34%	69.92%	91.78%	67.67%	62.73%	69.91%	70.0%	72.06%	69.73%	71.04%	71.01%					
38	"21. ""Российская Конституционно-демократическая партия"""	32	2	0	0	0	2	2	1	0	0	2	0	1	3	0	0	1	0	0	0	0	3	0	0	0	0	4	3	0	0	0	0	0	2	4	0	2	0	0	0	0					
		0.11%	0.38%	0.0%	0.0%	0.0%	0.24%	0.96%	0.07%	0.0%	0.0%	0.38%	0.0%	0.21%	0.3%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	1.15%	0.0%	0.0%	0.0%	0.0%	0.17%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	1.07%	0.0%	1.17%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	29	4	0	1	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	6	2	0	0	0	1	0	1					
		0.10%	0.77%	0.0%	0.13%	0.0%	0.36%	0.48%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.08%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.53%	0.0%	0.0%	0.0%	0.11%	0.0%	0.31%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2253	66	5	31	36	114	23	51	49	160	53	14	58	84	64	16	12	39	17	33	45	20	0	45	17	65	194	58	49	6	90	99	3	210	33	141	16	33	133	51	20					
		8.21%	12.86%	6.02%	4.13%	7.94%	13.90%	11.11%	3.66%	5.20%	12.22%	10.07%	11.11%	12.21%	8.4%	7.87%	10.73%	9.37%	4.97%	7.55%	4.51%	10.84%	7.69%	0.0%	5.70%	9.04%	3.59%	8.58%	4.99%	7.59%	4.22%	9.92%	8.00%	2.05%	9.16%	8.84%	11.46%	9.41%	10.47%	15.13%	15.22%	6.36%					
																																															
41	Против всех	639	10	4	40	11	7	10	0	41	20	0	0	11	9	13	3	8	19	4	9	12	3	3	29	4	65	28	74	5	2	0	10	4	127	9	12	5	7	4	0	17					
		2.33%	1.94%	4.81%	5.33%	2.42%	0.85%	4.83%	0.0%	4.35%	1.52%	0.0%	0.0%	2.31%	0.9%	1.59%	2.01%	6.25%	2.42%	1.77%	1.23%	2.89%	1.15%	2.30%	3.67%	2.12%	3.59%	1.23%	6.36%	0.77%	1.40%	0.0%	0.80%	2.73%	5.54%	2.41%	0.97%	2.94%	2.22%	0.45%	0.0%	5.41%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
